OA11CD,ActualWardName,ActualWard,LSOA11CD,AssignedWardName,AssignedWard,CorrectAssignment,PopEst2020
E00016432,Evelyn,E05013721,E01003249,Evelyn,E05013721,True,407
E00016433,Evelyn,E05013721,E01003250,Evelyn,E05013721,True,1486
E00016431,Evelyn,E05013721,E01003249,Evelyn,E05013721,True,598
E00016438,Evelyn,E05013721,E01003247,Evelyn,E05013721,True,278
E00016439,Evelyn,E05013721,E01003244,Evelyn,E05013721,True,401
E00016426,Evelyn,E05013721,E01003253,Deptford,E05013719,False,295
E00016420,Evelyn,E05013721,E01003251,Evelyn,E05013721,True,437
E00016416,Evelyn,E05013721,E01003251,Evelyn,E05013721,True,367
E00016414,Evelyn,E05013721,E01003246,Deptford,E05013719,False,312
E00016415,Evelyn,E05013721,E01003251,Evelyn,E05013721,True,429
E00016412,Evelyn,E05013721,E01003246,Deptford,E05013719,False,409
E00016413,Evelyn,E05013721,E01003248,Evelyn,E05013721,True,357
E00016410,Evelyn,E05013721,E01003247,Evelyn,E05013721,True,344
E00016411,Evelyn,E05013721,E01003248,Evelyn,E05013721,True,391
E00016419,Evelyn,E05013721,E01003251,Evelyn,E05013721,True,441
E00016405,Evelyn,E05013721,E01003247,Evelyn,E05013721,True,355
E00173946,Evelyn,E05013721,E01003249,Evelyn,E05013721,True,52
E00174027,Brockley,E05013716,E01033325,Brockley,E05013716,True,201
E00174008,Brockley,E05013716,E01033325,Brockley,E05013716,True,281
E00174015,Brockley,E05013716,E01033325,Brockley,E05013716,True,328
E00174016,Brockley,E05013716,E01033324,Brockley,E05013716,True,249
E00174013,Brockley,E05013716,E01033325,Brockley,E05013716,True,265
E00173941,Brockley,E05013716,E01003215,Brockley,E05013716,True,553
E00016227,Brockley,E05013716,E01003213,Brockley,E05013716,True,461
E00016224,Brockley,E05013716,E01003213,Brockley,E05013716,True,293
E00016225,Brockley,E05013716,E01003211,Brockley,E05013716,True,238
E00016222,Brockley,E05013716,E01003213,Brockley,E05013716,True,339
E00016223,Brockley,E05013716,E01003211,Brockley,E05013716,True,228
E00016220,Brockley,E05013716,E01003211,Brockley,E05013716,True,202
E00016221,Brockley,E05013716,E01003211,Brockley,E05013716,True,310
E00016228,Brockley,E05013716,E01003213,Brockley,E05013716,True,400
E00016229,Brockley,E05013716,E01003214,Brockley,E05013716,True,436
E00016216,Brockley,E05013716,E01003210,Brockley,E05013716,True,376
E00016217,Brockley,E05013716,E01003212,Brockley,E05013716,True,383
E00016214,Brockley,E05013716,E01003212,Brockley,E05013716,True,417
E00016215,Brockley,E05013716,E01003212,Brockley,E05013716,True,325
E00016212,Brockley,E05013716,E01033324,Brockley,E05013716,True,324
E00016213,Brockley,E05013716,E01003209,Brockley,E05013716,True,398
E00016210,Brockley,E05013716,E01003207,Brockley,E05013716,True,398
E00016211,Brockley,E05013716,E01003209,Brockley,E05013716,True,364
E00016218,Brockley,E05013716,E01003213,Brockley,E05013716,True,234
E00016219,Brockley,E05013716,E01003211,Brockley,E05013716,True,341
E00016558,Brockley,E05013716,E01003277,Brockley,E05013716,True,246
E00016582,Brockley,E05013716,E01003272,Brockley,E05013716,True,507
E00016580,Brockley,E05013716,E01003272,Brockley,E05013716,True,416
E00174025,Brockley,E05013716,E01033325,Brockley,E05013716,True,254
E00174010,Brockley,E05013716,E01033325,Brockley,E05013716,True,287
E00174022,Brockley,E05013716,E01033324,Brockley,E05013716,True,241
E00173952,Brockley,E05013716,E01033324,Brockley,E05013716,True,243
E00016254,Brockley,E05013716,E01033324,Brockley,E05013716,True,304
E00016255,Brockley,E05013716,E01003211,Brockley,E05013716,True,214
E00016252,Brockley,E05013716,E01003210,Brockley,E05013716,True,392
E00016253,Brockley,E05013716,E01003212,Brockley,E05013716,True,324
E00016250,Brockley,E05013716,E01003209,Brockley,E05013716,True,337
E00174033,Brockley,E05013716,E01003209,Brockley,E05013716,True,103
E00173942,Brockley,E05013716,E01003215,Brockley,E05013716,True,388
E00174032,Brockley,E05013716,E01003209,Brockley,E05013716,True,445
E00174011,Brockley,E05013716,E01003209,Brockley,E05013716,True,120
E00016209,Brockley,E05013716,E01003215,Brockley,E05013716,True,490
E00016247,Brockley,E05013716,E01003212,Brockley,E05013716,True,295
E00016244,Brockley,E05013716,E01003209,Brockley,E05013716,True,324
E00016240,Brockley,E05013716,E01003207,Brockley,E05013716,True,514
E00016248,Brockley,E05013716,E01003210,Brockley,E05013716,True,346
E00016249,Brockley,E05013716,E01033324,Brockley,E05013716,True,243
E00016236,Brockley,E05013716,E01003210,Brockley,E05013716,True,794
E00016237,Brockley,E05013716,E01003212,Brockley,E05013716,True,355
E00016235,Brockley,E05013716,E01003215,Brockley,E05013716,True,327
E00016232,Brockley,E05013716,E01003214,Brockley,E05013716,True,365
E00016233,Brockley,E05013716,E01003214,Brockley,E05013716,True,386
E00016230,Brockley,E05013716,E01003214,Brockley,E05013716,True,358
E00016231,Brockley,E05013716,E01003214,Brockley,E05013716,True,342
E00016226,Brockley,E05013716,E01003213,Brockley,E05013716,True,345
E00016787,Rushey Green,E05013730,E01003324,Rushey Green,E05013730,True,658
E00016786,Rushey Green,E05013730,E01003324,Rushey Green,E05013730,True,286
E00016785,Rushey Green,E05013730,E01003324,Rushey Green,E05013730,True,291
E00016784,Rushey Green,E05013730,E01003322,Rushey Green,E05013730,True,284
E00016783,Rushey Green,E05013730,E01003321,Rushey Green,E05013730,True,352
E00016782,Rushey Green,E05013730,E01003318,Rushey Green,E05013730,True,415
E00016781,Rushey Green,E05013730,E01003320,Rushey Green,E05013730,True,229
E00016780,Rushey Green,E05013730,E01003318,Rushey Green,E05013730,True,470
E00016789,Rushey Green,E05013730,E01003317,Rushey Green,E05013730,True,430
E00016788,Rushey Green,E05013730,E01003325,Rushey Green,E05013730,True,275
E00016824,Rushey Green,E05013730,E01003324,Rushey Green,E05013730,True,269
E00016822,Rushey Green,E05013730,E01003324,Rushey Green,E05013730,True,333
E00016823,Rushey Green,E05013730,E01003325,Rushey Green,E05013730,True,286
E00016820,Rushey Green,E05013730,E01003325,Rushey Green,E05013730,True,328
E00016821,Rushey Green,E05013730,E01003317,Rushey Green,E05013730,True,1337
E00016816,Rushey Green,E05013730,E01003322,Rushey Green,E05013730,True,288
E00016817,Rushey Green,E05013730,E01003322,Rushey Green,E05013730,True,311
E00016814,Rushey Green,E05013730,E01003323,Rushey Green,E05013730,True,279
E00016815,Rushey Green,E05013730,E01003323,Rushey Green,E05013730,True,330
E00016812,Rushey Green,E05013730,E01003322,Rushey Green,E05013730,True,300
E00016813,Rushey Green,E05013730,E01003323,Rushey Green,E05013730,True,280
E00016810,Rushey Green,E05013730,E01003321,Rushey Green,E05013730,True,478
E00016811,Rushey Green,E05013730,E01003322,Rushey Green,E05013730,True,362
E00016818,Rushey Green,E05013730,E01003323,Rushey Green,E05013730,True,260
E00016819,Rushey Green,E05013730,E01003323,Rushey Green,E05013730,True,280
E00016118,Rushey Green,E05013730,E01003194,Rushey Green,E05013730,True,380
E00016778,Rushey Green,E05013730,E01003325,Rushey Green,E05013730,True,307
E00016779,Rushey Green,E05013730,E01003317,Rushey Green,E05013730,True,265
E00016797,Rushey Green,E05013730,E01003317,Rushey Green,E05013730,True,393
E00016796,Rushey Green,E05013730,E01003319,Rushey Green,E05013730,True,521
E00016795,Rushey Green,E05013730,E01003318,Rushey Green,E05013730,True,299
E00016794,Rushey Green,E05013730,E01003320,Rushey Green,E05013730,True,200
E00016792,Rushey Green,E05013730,E01003318,Rushey Green,E05013730,True,598
E00016791,Rushey Green,E05013730,E01003325,Rushey Green,E05013730,True,320
E00016790,Rushey Green,E05013730,E01003318,Rushey Green,E05013730,True,234
E00016799,Rushey Green,E05013730,E01003319,Rushey Green,E05013730,True,404
E00016798,Rushey Green,E05013730,E01003317,Rushey Green,E05013730,True,555
E00016806,Rushey Green,E05013730,E01003319,Rushey Green,E05013730,True,275
E00016807,Rushey Green,E05013730,E01003321,Rushey Green,E05013730,True,417
E00016804,Rushey Green,E05013730,E01003319,Rushey Green,E05013730,True,382
E00016805,Rushey Green,E05013730,E01003319,Rushey Green,E05013730,True,437
E00016802,Rushey Green,E05013730,E01003321,Rushey Green,E05013730,True,437
E00016803,Rushey Green,E05013730,E01003320,Rushey Green,E05013730,True,269
E00016800,Rushey Green,E05013730,E01003325,Rushey Green,E05013730,True,262
E00016801,Rushey Green,E05013730,E01003320,Rushey Green,E05013730,True,261
E00016808,Rushey Green,E05013730,E01003320,Rushey Green,E05013730,True,229
E00016809,Rushey Green,E05013730,E01003321,Rushey Green,E05013730,True,348
E00016154,Rushey Green,E05013730,E01003194,Rushey Green,E05013730,True,314
E00016155,Rushey Green,E05013730,E01003194,Rushey Green,E05013730,True,449
E00016663,Rushey Green,E05013730,E01003293,Rushey Green,E05013730,True,347
E00016658,Rushey Green,E05013730,E01003293,Rushey Green,E05013730,True,294
E00016659,Rushey Green,E05013730,E01003293,Rushey Green,E05013730,True,276
E00016660,Rushey Green,E05013730,E01003293,Rushey Green,E05013730,True,350
E00173707,Perry Vale,E05013729,E01003310,Perry Vale,E05013729,True,5
E00016754,Perry Vale,E05013729,E01003314,Perry Vale,E05013729,True,309
E00016755,Perry Vale,E05013729,E01003308,Perry Vale,E05013729,True,492
E00016752,Perry Vale,E05013729,E01003307,Perry Vale,E05013729,True,336
E00016753,Perry Vale,E05013729,E01003307,Perry Vale,E05013729,True,329
E00016750,Perry Vale,E05013729,E01003307,Perry Vale,E05013729,True,271
E00016751,Perry Vale,E05013729,E01003314,Perry Vale,E05013729,True,349
E00016758,Perry Vale,E05013729,E01003307,Perry Vale,E05013729,True,309
E00016759,Perry Vale,E05013729,E01003311,Perry Vale,E05013729,True,324
E00173705,Perry Vale,E05013729,E01003310,Perry Vale,E05013729,True,115
E00016131,Perry Vale,E05013729,E01003193,Perry Vale,E05013729,True,349
E00016746,Perry Vale,E05013729,E01003314,Perry Vale,E05013729,True,385
E00016747,Perry Vale,E05013729,E01003316,Perry Vale,E05013729,True,304
E00016744,Perry Vale,E05013729,E01003316,Perry Vale,E05013729,True,338
E00016745,Perry Vale,E05013729,E01003314,Perry Vale,E05013729,True,441
E00016742,Perry Vale,E05013729,E01003315,Perry Vale,E05013729,True,354
E00016743,Perry Vale,E05013729,E01003316,Perry Vale,E05013729,True,273
E00016740,Perry Vale,E05013729,E01003308,Perry Vale,E05013729,True,313
E00016741,Perry Vale,E05013729,E01003315,Perry Vale,E05013729,True,273
E00016748,Perry Vale,E05013729,E01003310,Perry Vale,E05013729,True,271
E00016737,Perry Vale,E05013729,E01003310,Perry Vale,E05013729,True,287
E00016734,Perry Vale,E05013729,E01003316,Perry Vale,E05013729,True,278
E00016735,Perry Vale,E05013729,E01003315,Perry Vale,E05013729,True,415
E00016732,Perry Vale,E05013729,E01003315,Perry Vale,E05013729,True,351
E00016733,Perry Vale,E05013729,E01003316,Perry Vale,E05013729,True,330
E00016730,Perry Vale,E05013729,E01003311,Perry Vale,E05013729,True,331
E00016731,Perry Vale,E05013729,E01003313,Perry Vale,E05013729,True,314
E00016738,Perry Vale,E05013729,E01003308,Perry Vale,E05013729,True,431
E00016739,Perry Vale,E05013729,E01003308,Perry Vale,E05013729,True,357
E00173704,Perry Vale,E05013729,E01003310,Perry Vale,E05013729,True,375
E00016126,Perry Vale,E05013729,E01003193,Perry Vale,E05013729,True,335
E00016127,Perry Vale,E05013729,E01003193,Perry Vale,E05013729,True,424
E00016123,Perry Vale,E05013729,E01003195,Perry Vale,E05013729,True,323
E00016121,Perry Vale,E05013729,E01003195,Perry Vale,E05013729,True,271
E00016112,Perry Vale,E05013729,E01003195,Perry Vale,E05013729,True,341
E00016119,Perry Vale,E05013729,E01003195,Perry Vale,E05013729,True,354
E00016776,Perry Vale,E05013729,E01003313,Perry Vale,E05013729,True,353
E00016777,Perry Vale,E05013729,E01003312,Perry Vale,E05013729,True,354
E00016774,Perry Vale,E05013729,E01003312,Perry Vale,E05013729,True,393
E00016775,Perry Vale,E05013729,E01003313,Perry Vale,E05013729,True,256
E00016772,Perry Vale,E05013729,E01003309,Perry Vale,E05013729,True,349
E00016773,Perry Vale,E05013729,E01003313,Perry Vale,E05013729,True,248
E00016770,Perry Vale,E05013729,E01003312,Perry Vale,E05013729,True,146
E00016771,Perry Vale,E05013729,E01003312,Perry Vale,E05013729,True,346
E00016728,Perry Vale,E05013729,E01003309,Perry Vale,E05013729,True,259
E00016729,Perry Vale,E05013729,E01003311,Perry Vale,E05013729,True,306
E00016158,Perry Vale,E05013729,E01003195,Perry Vale,E05013729,True,307
E00016766,Perry Vale,E05013729,E01003309,Perry Vale,E05013729,True,380
E00016767,Perry Vale,E05013729,E01003312,Perry Vale,E05013729,True,252
E00016764,Perry Vale,E05013729,E01003309,Perry Vale,E05013729,True,250
E00016765,Perry Vale,E05013729,E01003312,Perry Vale,E05013729,True,264
E00016762,Perry Vale,E05013729,E01003311,Perry Vale,E05013729,True,431
E00016763,Perry Vale,E05013729,E01003307,Perry Vale,E05013729,True,317
E00016760,Perry Vale,E05013729,E01003310,Perry Vale,E05013729,True,367
E00016761,Perry Vale,E05013729,E01003311,Perry Vale,E05013729,True,328
E00016768,Perry Vale,E05013729,E01003309,Perry Vale,E05013729,True,314
E00016769,Perry Vale,E05013729,E01003313,Perry Vale,E05013729,True,346
E00016756,Perry Vale,E05013729,E01003310,Perry Vale,E05013729,True,303
E00016757,Perry Vale,E05013729,E01003314,Perry Vale,E05013729,True,344
E00016749,Perry Vale,E05013729,E01003308,Perry Vale,E05013729,True,346
E00174035,Hither Green,E05013724,E01033322,Hither Green,E05013724,True,241
E00173710,Hither Green,E05013724,E01033320,Hither Green,E05013724,True,496
E00016276,Hither Green,E05013724,E01003220,Hither Green,E05013724,True,394
E00016277,Hither Green,E05013724,E01003220,Hither Green,E05013724,True,387
E00016274,Hither Green,E05013724,E01003220,Hither Green,E05013724,True,379
E00016275,Hither Green,E05013724,E01003224,Catford South,E05013717,False,414
E00016278,Hither Green,E05013724,E01003220,Hither Green,E05013724,True,321
E00016297,Hither Green,E05013724,E01003222,Hither Green,E05013724,True,386
E00016296,Hither Green,E05013724,E01003222,Hither Green,E05013724,True,305
E00016299,Hither Green,E05013724,E01003218,Hither Green,E05013724,True,425
E00016298,Hither Green,E05013724,E01003218,Hither Green,E05013724,True,477
E00016647,Hither Green,E05013724,E01003290,Hither Green,E05013724,True,337
E00016648,Hither Green,E05013724,E01003290,Hither Green,E05013724,True,294
E00016649,Hither Green,E05013724,E01003290,Hither Green,E05013724,True,256
E00016630,Hither Green,E05013724,E01003290,Hither Green,E05013724,True,388
E00016631,Hither Green,E05013724,E01003293,Rushey Green,E05013730,False,326
E00016946,Hither Green,E05013724,E01003346,Hither Green,E05013724,True,470
E00016947,Hither Green,E05013724,E01003350,Hither Green,E05013724,True,149
E00016944,Hither Green,E05013724,E01003354,Hither Green,E05013724,True,374
E00016945,Hither Green,E05013724,E01003354,Hither Green,E05013724,True,257
E00016942,Hither Green,E05013724,E01003354,Hither Green,E05013724,True,346
E00016943,Hither Green,E05013724,E01003354,Hither Green,E05013724,True,267
E00016940,Hither Green,E05013724,E01003354,Hither Green,E05013724,True,328
E00016941,Hither Green,E05013724,E01003354,Hither Green,E05013724,True,441
E00016948,Hither Green,E05013724,E01003347,Hither Green,E05013724,True,439
E00016949,Hither Green,E05013724,E01003347,Hither Green,E05013724,True,418
E00016930,Hither Green,E05013724,E01003346,Hither Green,E05013724,True,586
E00016267,Hither Green,E05013724,E01003219,Catford South,E05013717,False,328
E00173936,Hither Green,E05013724,E01033322,Hither Green,E05013724,True,285
E00173938,Hither Green,E05013724,E01033322,Hither Green,E05013724,True,363
E00173937,Hither Green,E05013724,E01033322,Hither Green,E05013724,True,221
E00173708,Hither Green,E05013724,E01033320,Hither Green,E05013724,True,202
E00016286,Hither Green,E05013724,E01003222,Hither Green,E05013724,True,426
E00016285,Hither Green,E05013724,E01003220,Hither Green,E05013724,True,303
E00016284,Hither Green,E05013724,E01003222,Hither Green,E05013724,True,283
E00016672,Hither Green,E05013724,E01033320,Hither Green,E05013724,True,401
E00016673,Hither Green,E05013724,E01003295,Hither Green,E05013724,True,341
E00016670,Hither Green,E05013724,E01033320,Hither Green,E05013724,True,336
E00016671,Hither Green,E05013724,E01033320,Hither Green,E05013724,True,160
E00016928,Hither Green,E05013724,E01003350,Hither Green,E05013724,True,439
E00016793,Hither Green,E05013724,E01003320,Rushey Green,E05013730,False,182
E00016666,Hither Green,E05013724,E01003295,Hither Green,E05013724,True,327
E00016667,Hither Green,E05013724,E01003295,Hither Green,E05013724,True,418
E00016664,Hither Green,E05013724,E01003292,Hither Green,E05013724,True,347
E00016662,Hither Green,E05013724,E01003292,Hither Green,E05013724,True,247
E00016661,Hither Green,E05013724,E01033322,Hither Green,E05013724,True,316
E00016668,Hither Green,E05013724,E01033320,Hither Green,E05013724,True,240
E00016669,Hither Green,E05013724,E01003295,Hither Green,E05013724,True,280
E00016656,Hither Green,E05013724,E01003292,Hither Green,E05013724,True,326
E00016655,Hither Green,E05013724,E01003292,Hither Green,E05013724,True,367
E00016653,Hither Green,E05013724,E01003292,Hither Green,E05013724,True,313
E00016963,Hither Green,E05013724,E01003350,Hither Green,E05013724,True,313
E00016956,Hither Green,E05013724,E01003347,Hither Green,E05013724,True,297
E00016955,Hither Green,E05013724,E01003347,Hither Green,E05013724,True,369
E00016952,Hither Green,E05013724,E01003346,Hither Green,E05013724,True,260
E00016951,Hither Green,E05013724,E01003347,Hither Green,E05013724,True,335
E00016958,Hither Green,E05013724,E01003350,Hither Green,E05013724,True,359
E00016632,Hither Green,E05013724,E01003295,Hither Green,E05013724,True,579
E00016256,Hither Green,E05013724,E01003222,Hither Green,E05013724,True,335
E00016651,Hither Green,E05013724,E01003290,Hither Green,E05013724,True,432
E00016706,New Cross Gate,E05013728,E01003299,New Cross Gate,E05013728,True,348
E00016701,New Cross Gate,E05013728,E01003305,New Cross Gate,E05013728,True,411
E00016708,New Cross Gate,E05013728,E01003299,New Cross Gate,E05013728,True,288
E00016709,New Cross Gate,E05013728,E01003299,New Cross Gate,E05013728,True,378
E00016406,New Cross Gate,E05013728,E01003245,New Cross Gate,E05013728,True,304
E00016401,New Cross Gate,E05013728,E01003245,New Cross Gate,E05013728,True,602
E00016399,New Cross Gate,E05013728,E01003245,New Cross Gate,E05013728,True,529
E00016435,New Cross Gate,E05013728,E01003245,New Cross Gate,E05013728,True,426
E00016675,New Cross Gate,E05013728,E01003301,New Cross Gate,E05013728,True,137
E00016679,New Cross Gate,E05013728,E01003305,New Cross Gate,E05013728,True,241
E00016694,New Cross Gate,E05013728,E01003302,New Cross Gate,E05013728,True,396
E00016693,New Cross Gate,E05013728,E01003305,New Cross Gate,E05013728,True,335
E00016725,New Cross Gate,E05013728,E01003297,New Cross Gate,E05013728,True,212
E00016723,New Cross Gate,E05013728,E01003302,New Cross Gate,E05013728,True,249
E00016720,New Cross Gate,E05013728,E01003297,New Cross Gate,E05013728,True,300
E00016721,New Cross Gate,E05013728,E01003302,New Cross Gate,E05013728,True,228
E00016716,New Cross Gate,E05013728,E01003297,New Cross Gate,E05013728,True,330
E00016717,New Cross Gate,E05013728,E01003297,New Cross Gate,E05013728,True,204
E00016714,New Cross Gate,E05013728,E01003299,New Cross Gate,E05013728,True,335
E00016715,New Cross Gate,E05013728,E01003299,New Cross Gate,E05013728,True,349
E00016718,New Cross Gate,E05013728,E01003302,New Cross Gate,E05013728,True,274
E00016719,New Cross Gate,E05013728,E01003297,New Cross Gate,E05013728,True,356
E00173949,New Cross Gate,E05013728,E01003301,New Cross Gate,E05013728,True,445
E00173939,New Cross Gate,E05013728,E01003305,New Cross Gate,E05013728,True,720
E00173940,New Cross Gate,E05013728,E01003301,New Cross Gate,E05013728,True,325
E00016687,New Cross Gate,E05013728,E01003302,New Cross Gate,E05013728,True,189
E00016684,New Cross Gate,E05013728,E01003302,New Cross Gate,E05013728,True,274
E00016680,New Cross Gate,E05013728,E01003297,New Cross Gate,E05013728,True,247
E00016689,New Cross Gate,E05013728,E01003305,New Cross Gate,E05013728,True,261
E00016707,Deptford,E05013719,E01003304,Deptford,E05013719,True,551
E00016705,Deptford,E05013719,E01003303,Deptford,E05013719,True,311
E00016702,Deptford,E05013719,E01003304,Deptford,E05013719,True,402
E00016703,Deptford,E05013719,E01032579,Deptford,E05013719,True,326
E00016396,Deptford,E05013719,E01003253,Deptford,E05013719,True,230
E00165804,Deptford,E05013719,E01032579,Deptford,E05013719,True,398
E00173947,Deptford,E05013719,E01003251,Evelyn,E05013721,False,341
E00173948,Deptford,E05013719,E01003251,Evelyn,E05013721,False,209
E00016430,Deptford,E05013719,E01003253,Deptford,E05013719,True,277
E00016676,Deptford,E05013719,E01003300,Deptford,E05013719,True,295
E00016677,Deptford,E05013719,E01003301,New Cross Gate,E05013728,False,866
E00016678,Deptford,E05013719,E01003298,Deptford,E05013719,True,291
E00016697,Deptford,E05013719,E01003301,New Cross Gate,E05013728,False,343
E00016696,Deptford,E05013719,E01032579,Deptford,E05013719,True,254
E00016691,Deptford,E05013719,E01003300,Deptford,E05013719,True,261
E00016699,Deptford,E05013719,E01003304,Deptford,E05013719,True,292
E00016698,Deptford,E05013719,E01032579,Deptford,E05013719,True,492
E00016726,Deptford,E05013719,E01003300,Deptford,E05013719,True,172
E00016727,Deptford,E05013719,E01003298,Deptford,E05013719,True,325
E00016724,Deptford,E05013719,E01003298,Deptford,E05013719,True,296
E00016722,Deptford,E05013719,E01003298,Deptford,E05013719,True,354
E00016712,Deptford,E05013719,E01003303,Deptford,E05013719,True,371
E00016713,Deptford,E05013719,E01032579,Deptford,E05013719,True,478
E00016710,Deptford,E05013719,E01003303,Deptford,E05013719,True,356
E00016711,Deptford,E05013719,E01003304,Deptford,E05013719,True,452
E00016246,Deptford,E05013719,E01003210,Brockley,E05013716,False,92
E00016245,Deptford,E05013719,E01003207,Brockley,E05013716,False,382
E00016241,Deptford,E05013719,E01003207,Brockley,E05013716,False,178
E00016238,Deptford,E05013719,E01003215,Brockley,E05013716,False,382
E00016239,Deptford,E05013719,E01003207,Brockley,E05013716,False,296
E00016427,Deptford,E05013719,E01003252,Deptford,E05013719,True,223
E00016424,Deptford,E05013719,E01003252,Deptford,E05013719,True,317
E00016422,Deptford,E05013719,E01003246,Deptford,E05013719,True,500
E00016423,Deptford,E05013719,E01003252,Deptford,E05013719,True,310
E00016421,Deptford,E05013719,E01003252,Deptford,E05013719,True,297
E00016428,Deptford,E05013719,E01003253,Deptford,E05013719,True,465
E00016429,Deptford,E05013719,E01003253,Deptford,E05013719,True,272
E00016417,Deptford,E05013719,E01003252,Deptford,E05013719,True,330
E00016418,Deptford,E05013719,E01003246,Deptford,E05013719,True,713
E00016686,Deptford,E05013719,E01003304,Deptford,E05013719,True,346
E00016685,Deptford,E05013719,E01003300,Deptford,E05013719,True,308
E00016683,Deptford,E05013719,E01003301,New Cross Gate,E05013728,False,290
E00016682,Deptford,E05013719,E01003304,Deptford,E05013719,True,183
E00016688,Deptford,E05013719,E01003303,Deptford,E05013719,True,267
E00016695,Deptford,E05013719,E01003303,Deptford,E05013719,True,253
E00016690,Deptford,E05013719,E01003300,Deptford,E05013719,True,270
E00016272,Catford South,E05013717,E01003223,Catford South,E05013717,True,383
E00016273,Catford South,E05013717,E01003223,Catford South,E05013717,True,364
E00016270,Catford South,E05013717,E01003223,Catford South,E05013717,True,280
E00016271,Catford South,E05013717,E01003219,Catford South,E05013717,True,402
E00016279,Catford South,E05013717,E01003224,Catford South,E05013717,True,331
E00016295,Catford South,E05013717,E01003217,Catford South,E05013717,True,353
E00016294,Catford South,E05013717,E01003216,Catford South,E05013717,True,316
E00016293,Catford South,E05013717,E01003217,Catford South,E05013717,True,321
E00016292,Catford South,E05013717,E01003217,Catford South,E05013717,True,274
E00016291,Catford South,E05013717,E01003221,Catford South,E05013717,True,556
E00016290,Catford South,E05013717,E01003217,Catford South,E05013717,True,331
E00016936,Catford South,E05013717,E01003353,Catford South,E05013717,True,337
E00016937,Catford South,E05013717,E01003352,Catford South,E05013717,True,477
E00016934,Catford South,E05013717,E01003353,Catford South,E05013717,True,409
E00016935,Catford South,E05013717,E01003353,Catford South,E05013717,True,431
E00016938,Catford South,E05013717,E01003353,Catford South,E05013717,True,294
E00016939,Catford South,E05013717,E01003353,Catford South,E05013717,True,347
E00016266,Catford South,E05013717,E01003219,Catford South,E05013717,True,350
E00016264,Catford South,E05013717,E01003223,Catford South,E05013717,True,306
E00016265,Catford South,E05013717,E01003221,Catford South,E05013717,True,497
E00016262,Catford South,E05013717,E01003219,Catford South,E05013717,True,274
E00016263,Catford South,E05013717,E01003221,Catford South,E05013717,True,228
E00016260,Catford South,E05013717,E01003219,Catford South,E05013717,True,365
E00016261,Catford South,E05013717,E01003216,Catford South,E05013717,True,396
E00016268,Catford South,E05013717,E01003221,Catford South,E05013717,True,467
E00016269,Catford South,E05013717,E01003223,Catford South,E05013717,True,357
E00016257,Catford South,E05013717,E01003221,Catford South,E05013717,True,413
E00016258,Catford South,E05013717,E01003218,Hither Green,E05013724,False,430
E00016259,Catford South,E05013717,E01003218,Hither Green,E05013724,False,325
E00016287,Catford South,E05013717,E01003224,Catford South,E05013717,True,377
E00016283,Catford South,E05013717,E01003224,Catford South,E05013717,True,373
E00016282,Catford South,E05013717,E01003216,Catford South,E05013717,True,443
E00016281,Catford South,E05013717,E01003217,Catford South,E05013717,True,359
E00016280,Catford South,E05013717,E01003224,Catford South,E05013717,True,281
E00016289,Catford South,E05013717,E01003216,Catford South,E05013717,True,349
E00016288,Catford South,E05013717,E01003216,Catford South,E05013717,True,462
E00016386,Catford South,E05013717,E01003241,Downham,E05013720,False,257
E00016384,Catford South,E05013717,E01003241,Downham,E05013720,False,342
E00016970,Catford South,E05013717,E01003352,Catford South,E05013717,True,719
E00016971,Catford South,E05013717,E01003348,Catford South,E05013717,True,300
E00016967,Catford South,E05013717,E01003348,Catford South,E05013717,True,437
E00016965,Catford South,E05013717,E01003352,Catford South,E05013717,True,383
E00016962,Catford South,E05013717,E01003352,Catford South,E05013717,True,486
E00016968,Catford South,E05013717,E01003348,Catford South,E05013717,True,300
E00016969,Catford South,E05013717,E01003348,Catford South,E05013717,True,337
E00016950,Catford South,E05013717,E01003348,Catford South,E05013717,True,311
E00016959,Catford South,E05013717,E01003352,Catford South,E05013717,True,332
E00174030,Lewisham Central,E05013727,E01033327,Lewisham Central,E05013727,True,226
E00174024,Lewisham Central,E05013727,E01033327,Lewisham Central,E05013727,True,461
E00016646,Lewisham Central,E05013727,E01033341,Lewisham Central,E05013727,True,361
E00016645,Lewisham Central,E05013727,E01033341,Lewisham Central,E05013727,True,325
E00016643,Lewisham Central,E05013727,E01003288,Blackheath,E05013715,False,338
E00016636,Lewisham Central,E05013727,E01003296,Lewisham Central,E05013727,True,699
E00016633,Lewisham Central,E05013727,E01003296,Lewisham Central,E05013727,True,382
E00016638,Lewisham Central,E05013727,E01003296,Lewisham Central,E05013727,True,2531
E00016639,Lewisham Central,E05013727,E01003296,Lewisham Central,E05013727,True,1067
E00174029,Lewisham Central,E05013727,E01033327,Lewisham Central,E05013727,True,264
E00016674,Lewisham Central,E05013727,E01003296,Lewisham Central,E05013727,True,441
E00174018,Lewisham Central,E05013727,E01003296,Lewisham Central,E05013727,True,632
E00174021,Lewisham Central,E05013727,E01003296,Lewisham Central,E05013727,True,114
E00174019,Lewisham Central,E05013727,E01003296,Lewisham Central,E05013727,True,202
E00173945,Forest Hill,E05013722,E01003255,Forest Hill,E05013722,True,295
E00016466,Forest Hill,E05013722,E01003257,Forest Hill,E05013722,True,301
E00016467,Forest Hill,E05013722,E01003256,Forest Hill,E05013722,True,338
