OA11CD,English is main language,Can speak English well or very well,Cannot speak English well or at all
E00016456,88.7218045112782,10.526315789473685,0.7518796992481203
E00016457,79.51807228915662,19.67871485943775,0.8032128514056225
E00016462,87.40458015267176,11.83206106870229,0.7633587786259542
E00173944,76.66666666666667,18.333333333333336,5.0
E00173945,87.02928870292887,10.878661087866108,2.092050209205021
E00016444,88.66666666666667,9.0,2.3333333333333335
E00016484,89.08045977011494,9.482758620689655,1.4367816091954022
E00016485,83.05084745762711,14.40677966101695,2.5423728813559325
E00016488,87.57961783439491,11.146496815286625,1.2738853503184713
E00016489,74.0079365079365,20.039682539682538,5.9523809523809526
E00016443,95.1951951951952,4.504504504504505,0.3003003003003003
E00016483,90.47619047619048,8.225108225108226,1.2987012987012987
E00016486,87.46594005449592,11.716621253405993,0.8174386920980926
E00016487,91.47286821705427,7.364341085271318,1.1627906976744187
E00016491,92.40506329113924,6.329113924050633,1.2658227848101267
E00016449,85.88709677419355,10.887096774193548,3.225806451612903
E00016450,77.43362831858407,19.911504424778762,2.6548672566371683
E00016451,83.27868852459017,15.081967213114755,1.639344262295082
E00016490,90.53030303030303,9.090909090909092,0.3787878787878788
E00016492,87.91666666666667,11.666666666666668,0.4166666666666667
E00016281,84.89425981873111,11.178247734138973,3.9274924471299095
E00016290,84.19243986254295,10.996563573883162,4.810996563573883
E00016292,84.77508650519032,11.07266435986159,4.1522491349480966
E00016293,89.11764705882354,8.823529411764707,2.0588235294117645
E00016295,87.76758409785933,9.785932721712538,2.4464831804281344
E00016258,91.21813031161473,7.082152974504249,1.6997167138810199
E00016259,86.1952861952862,10.1010101010101,3.7037037037037037
E00016298,86.55256723716381,11.7359413202934,1.7114914425427872
E00016299,84.55497382198953,12.827225130890053,2.617801047120419
E00016274,87.83783783783784,11.14864864864865,1.0135135135135136
E00016276,87.32782369146005,11.019283746556475,1.6528925619834711
E00016277,84.0625,13.4375,2.5
E00016278,88.212927756654,11.02661596958175,0.7604562737642585
E00016285,86.12244897959184,10.204081632653061,3.673469387755102
E00016256,87.8688524590164,6.557377049180328,5.573770491803279
E00016284,90.21739130434783,8.695652173913043,1.0869565217391304
E00016286,86.2533692722372,9.703504043126685,4.0431266846361185
E00016296,87.69716088328076,9.46372239747634,2.839116719242902
E00016297,87.22044728434504,9.904153354632587,2.8753993610223643
E00016275,79.67914438502673,16.577540106951872,3.7433155080213907
E00016279,78.24675324675324,14.61038961038961,7.142857142857143
E00016280,88.51851851851852,9.25925925925926,2.2222222222222223
E00016283,86.36363636363636,11.212121212121211,2.4242424242424243
E00016287,83.11258278145695,13.57615894039735,3.3112582781456954
E00016513,82.74760383386581,13.418530351437699,3.8338658146964857
E00016514,87.5,10.096153846153847,2.4038461538461537
E00016515,87.46081504702194,11.598746081504704,0.9404388714733543
E00016516,85.15901060070671,12.7208480565371,2.1201413427561837
E00016519,89.82300884955752,8.849557522123893,1.3274336283185841
E00016521,86.86440677966101,9.322033898305085,3.8135593220338984
E00016493,84.85714285714286,12.571428571428571,2.571428571428571
E00016499,77.6978417266187,18.70503597122302,3.597122302158273
E00016502,90.18867924528301,9.056603773584905,0.7547169811320755
E00016503,89.14285714285714,9.142857142857142,1.7142857142857142
E00016507,83.98268398268398,13.41991341991342,2.5974025974025974
E00016540,82.5938566552901,13.651877133105803,3.7542662116040955
E00016498,86.95652173913044,9.96376811594203,3.079710144927536
E00016500,86.71586715867159,9.963099630996311,3.321033210332103
E00016505,85.23489932885906,13.758389261744966,1.0067114093959733
E00016541,84.77011494252874,11.49425287356322,3.735632183908046
E00016494,85.76051779935275,13.592233009708739,0.6472491909385113
E00016495,83.24607329842932,16.230366492146597,0.5235602094240838
E00016501,84.28927680798004,13.965087281795512,1.745635910224439
E00016508,92.89940828402366,6.8047337278106514,0.2958579881656805
