OA11CD,Total,English,Welsh/Cymraeg (in England only),Other UK language: Total,Other UK language: Gaelic (Irish),Other UK language: Gaelic (Scottish),Other UK language: Manx Gaelic,Other UK language: Gaelic (Not otherwise specified),Other UK language: Cornish,Other UK language: Scots,Other UK language: Gypsy/Traveller languages,French,Portuguese,Spanish,Other European Language (EU): Total,Other European Language (EU): Italian,Other European Language (EU): German,Other European Language (EU): Polish,Other European Language (EU): Slovak,Other European Language (EU): Czech,Other European Language (EU): Romanian,Other European Language (EU): Lithuanian,Other European Language (EU): Latvian,Other European Language (EU): Hungarian,Other European Language (EU): Bulgarian,Other European Language (EU): Greek,Other European Language (EU): Dutch,Other European Language (EU): Swedish,Other European Language (EU): Danish,Other European Language (EU): Finnish,Other European Language (EU): Estonian,Other European Language (EU): Slovenian,Other European Language (EU): Maltese,Other European Language (EU): Any other European Language (EU),Other European Language (non EU): Total,Other European Language (non EU): Albanian,Other European Language (non EU): Serbian/Croatian/Bosnian,Other European Language (non EU): Ukrainian,Other European Language (non EU): Any other Eastern European Language (non EU),Other European Language (non EU): Northern European Language (non EU),Other European Language (non-national): Total,Other European Language (non-national): Romani language (any),Other European Language (non-national): Yiddish,Russian,Turkish,Arabic,West/Central Asian Language: Total,West/Central Asian Language: Hebrew,West/Central Asian Language: Kurdish,West/Central Asian Language: Persian/Farsi,West/Central Asian Language: Pashto,West/Central Asian Language: West/Central Asian Language (all other),South Asian Language: Total,South Asian Language: Urdu,South Asian Language: Hindi,South Asian Language: Panjabi,South Asian Language: Pakistani Pahari (with Mirpuri and Potwari),South Asian Language: Bengali (with Sylheti and Chatgaya),South Asian Language: Gujarati,South Asian Language: Marathi,South Asian Language: Telugu,South Asian Language: Tamil,South Asian Language: Malayalam,South Asian Language: Sinhala,South Asian Language: Nepalese,South Asian Language: South Asian Language (all other),East Asian Language: Total,East Asian Language: Mandarin Chinese,East Asian Language: Cantonese Chinese,East Asian Language: All other Chinese,East Asian Language: Japanese,East Asian Language: Korean,East Asian Language: Vietnamese,East Asian Language: Thai,East Asian Language: Malay,East Asian Language: Tagalog/Filipino,East Asian Language: East Asian Language (all other),Oceanic/Australian language (any),North/South American language (any),Caribbean Creole: Total,Caribbean Creole: Caribbean Creole (English-based),Caribbean Creole: Caribbean Creole (all other),African Language: Total,African Language: Amharic,African Language: Tigrinya,African Language: Somali,African Language: Krio,African Language: Akan,African Language: Yoruba,African Language: Igbo,African Language: Swahili/Kiswahili,African Language: Luganda,African Language: Lingala,African Language: Shona,African Language: Afrikaans,African Language: Any other Nigerian language,African Language: West African language (all other),African Language: African language (all other),Other Languages: Total,Other Languages: All other languages,Sign Language: Total,Sign Language: British sign language,Sign Language: Sign Language (all other),Sign Language: Any Sign Communication System
E00016319,228,205,0,0,0,0,0,0,0,0,0,2,1,0,12,3,0,5,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
E00016321,308,233,1,0,0,0,0,0,0,0,0,10,9,8,14,3,2,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,8,1,8,0,3,1,1,3,12,3,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016322,353,316,0,0,0,0,0,0,0,0,0,2,0,2,10,4,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,2,0,0,0,0,6,0,1,0,0,0,0,0,0,5,0,0,0,0,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
E00016305,255,228,0,0,0,0,0,0,0,0,0,5,1,4,5,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
E00016306,333,307,0,0,0,0,0,0,0,0,0,2,1,5,8,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
E00016308,300,257,1,0,0,0,0,0,0,0,0,1,0,4,13,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,10,1,0,0,0,3,1,0,0,5,0,0,0,0,10,2,1,0,5,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016315,412,366,1,0,0,0,0,0,0,0,0,4,2,5,20,2,3,9,0,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,2,2,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0
E00016317,269,212,0,0,0,0,0,0,0,0,0,7,1,4,26,0,2,17,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,4,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
E00016320,268,220,0,0,0,0,0,0,0,0,0,4,2,1,19,3,3,3,0,2,2,0,0,0,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,2,0,0,0,0,1,0,0,0,2,1,1,1,1,0,0
E00016779,277,238,0,0,0,0,0,0,0,0,0,4,2,2,13,3,2,1,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,5,0,0,2,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016789,358,332,1,0,0,0,0,0,0,0,0,3,0,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016797,371,317,0,0,0,0,0,0,0,0,0,6,0,0,16,3,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,0,4,0,0,0,7,2,0,3,0,1,0,0,0,1,0,0,0,0,8,2,0,3,0,0,2,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0
E00016798,378,309,0,0,0,0,0,0,0,0,0,11,5,0,21,2,0,3,3,0,4,0,0,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,3,0,1,1,1,0,5,0,0,0,0,1,2,0,0,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016821,383,354,1,0,0,0,0,0,0,0,0,2,1,3,8,0,0,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,2,2,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
E00016780,390,324,0,0,0,0,0,0,0,0,0,7,1,1,26,3,1,10,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,3,2,1,11,0,1,3,0,0,4,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0
E00016782,408,322,0,0,0,0,0,0,0,0,0,8,0,2,29,0,1,11,0,0,1,6,0,1,3,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,3,1,1,0,0,1,0,0,19,1,1,0,0,6,0,0,0,11,0,0,0,0,5,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,12,0,0,2,0,5,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
E00016790,157,125,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,2,0,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E00016792,318,206,0,0,0,0,0,0,0,0,0,15,9,0,23,2,2,12,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,29,2,0,0,0,7,0,0,0,15,3,0,2,0,7,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,21,0,0,3,0,0,1,4,5,0,0,2,0,0,5,1,1,1,1,0,0,1
E00016795,264,228,0,0,0,0,0,0,0,0,0,1,4,0,12,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016783,314,272,0,0,0,0,0,0,0,0,0,4,1,4,9,3,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016802,354,303,0,0,0,0,0,0,0,0,0,7,3,0,13,4,0,4,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,9,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
E00016807,379,316,0,0,0,0,0,0,0,0,0,5,1,0,26,2,3,9,0,0,3,6,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,15,0,0,0,0,1,0,0,0,12,2,0,0,0,6,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
E00016809,312,273,0,0,0,0,0,0,0,0,0,1,3,1,8,2,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,5,4,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
E00016810,403,322,0,0,0,0,0,0,0,0,0,12,3,2,30,8,1,1,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,7,0,2,0,0,0,1,0,0,4,0,0,0,0,12,1,1,9,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,6,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
E00016784,264,230,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,12,6,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
E00016811,304,248,0,0,0,0,0,0,0,0,0,1,5,0,21,1,0,7,0,0,9,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,19,0,1,1,0,4,2,0,0,10,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016812,288,242,0,0,0,0,0,0,0,0,0,2,3,1,11,0,0,3,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,15,3,0,0,0,0,2,0,0,6,4,0,0,0,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
E00016816,216,182,0,0,0,0,0,0,0,0,0,3,2,2,13,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
E00016817,286,235,0,0,0,0,0,0,0,0,0,5,0,2,17,4,1,9,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,2,0,2,0,0,0,10,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
E00016785,196,162,0,0,0,0,0,0,0,0,0,2,1,2,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,5,0,0,0,0,10,3,0,0,0,0,5,0,0,2,0,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016786,238,212,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016787,422,308,0,0,0,0,0,0,0,0,0,19,4,1,14,1,0,5,0,3,0,2,0,0,2,0,0,1,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,7,4,3,0,0,3,0,0,8,0,0,1,0,0,0,0,0,7,0,0,0,0,5,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,39,0,0,8,8,8,5,1,2,2,0,0,0,1,4,0,0,0,2,2,0,0
E00016822,275,208,0,0,0,0,0,0,0,0,0,7,1,2,15,1,1,2,0,0,1,4,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,3,5,1,1,0,1,0,0,0,17,0,0,0,0,2,0,0,0,12,0,0,0,3,9,3,1,4,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
E00016824,246,180,0,0,0,0,0,0,0,0,0,3,0,1,16,6,1,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,6,0,0,0,0,15,3,0,7,1,0,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
E00016445,289,256,0,0,0,0,0,0,0,0,0,6,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,3,0,1,0,0,0,2,0,0,1,1,0,0
E00016448,320,299,0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016452,296,268,0,0,0,0,0,0,0,0,0,4,0,0,12,1,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,0,0,0,0,5,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016454,249,226,0,0,0,0,0,0,0,0,0,2,1,0,13,1,1,6,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E00016455,227,212,0,0,0,0,0,0,0,0,0,3,0,2,6,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
E00016446,326,295,0,0,0,0,0,0,0,0,0,4,3,0,17,2,4,4,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
E00016453,223,188,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,6,2,0,0,0,3,0,0,0,0,0,0,1,0,8,0,3,1,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
E00016456,266,236,0,0,0,0,0,0,0,0,0,6,0,2,10,2,2,1,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
E00016457,249,198,0,0,0,0,0,0,0,0,0,2,0,2,36,3,3,3,5,4,0,3,0,10,1,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016462,262,229,0,0,0,0,0,0,0,0,0,6,0,3,10,0,0,3,0,0,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
E00173944,240,184,0,0,0,0,0,0,0,0,0,2,5,5,24,0,1,8,1,1,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,7,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
E00173945,239,208,0,0,0,0,0,0,0,0,0,1,0,2,10,2,0,2,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
E00016444,300,266,0,0,0,0,0,0,0,0,0,2,0,7,7,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,10,1,0,3,0,0,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016484,348,310,0,0,0,0,0,0,0,0,0,3,4,8,11,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,5,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016485,236,196,0,0,0,0,0,0,0,0,0,1,3,6,8,2,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0
E00016488,314,275,0,0,0,0,0,0,0,0,0,1,4,3,13,2,0,0,0,0,0,0,0,0,4,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
E00016489,504,373,1,0,0,0,0,0,0,0,0,26,0,4,7,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,6,4,2,0,0,1,0,1,52,3,0,2,0,3,3,0,0,41,0,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016443,333,317,0,0,0,0,0,0,0,0,0,3,0,1,7,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
E00016483,231,209,0,0,0,0,0,0,0,0,0,1,0,2,10,3,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
E00016486,367,321,0,0,0,0,0,0,0,0,0,2,3,4,5,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,11,0,0,0,0,2,2,0,0,7,0,0,0,0,10,0,5,2,1,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
E00016487,258,236,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
E00016491,237,219,0,0,0,0,0,0,0,0,0,4,1,1,6,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
E00016449,248,213,0,0,0,0,0,0,0,0,0,2,1,0,16,3,1,7,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
E00016450,226,175,0,0,0,0,0,0,0,0,0,3,0,4,19,3,2,7,1,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,2,4,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,5,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
E00016451,305,254,0,0,0,0,0,0,0,0,0,4,0,5,11,2,1,2,2,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,1,1,1,4,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,3,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
