OA11CD,White English/Welsh/Scottish/Northern Irish/British,White Irish,White Gypsy or Irish Traveller,White Other,White & Black Caribbean,White & Black African,White & Asian,Other Mixed,Indian,Pakistani,Bangladeshi,Chinese,Other Asian,Black African,Black Caribbean,Other Black,Arab,Other Ethnic Group
E00016403,13.934426229508198,0.546448087431694,0.0,10.109289617486338,1.366120218579235,3.551912568306011,0.819672131147541,2.185792349726776,1.366120218579235,0.0,0.819672131147541,4.098360655737705,6.284153005464481,39.34426229508197,9.01639344262295,4.098360655737705,0.819672131147541,1.639344262295082
E00016437,18.587360594795538,1.486988847583643,0.0,8.736059479553903,2.2304832713754648,2.2304832713754648,0.929368029739777,1.6728624535315986,2.2304832713754648,0.7434944237918215,0.0,5.762081784386617,6.319702602230484,29.925650557620816,10.223048327137546,6.5055762081784385,1.1152416356877324,1.3011152416356877
E00016439,21.5633423180593,2.4258760107816713,1.0781671159029649,12.398921832884097,0.8086253369272237,1.8867924528301887,0.0,1.6172506738544474,0.5390835579514824,0.0,0.0,1.6172506738544474,4.0431266846361185,29.649595687331537,9.164420485175203,11.05121293800539,0.0,2.1563342318059298
E00016442,13.27683615819209,1.4124293785310735,0.0,8.192090395480227,2.542372881355932,2.542372881355932,0.5649717514124294,3.389830508474576,0.847457627118644,0.5649717514124294,1.9774011299435028,1.9774011299435028,7.909604519774011,40.112994350282484,5.649717514124294,6.214689265536723,0.847457627118644,1.9774011299435028
E00016399,28.326180257510728,1.502145922746781,0.0,5.364806866952789,2.3605150214592276,3.648068669527897,0.2145922746781116,1.9313304721030042,1.7167381974248928,2.1459227467811157,0.0,1.9313304721030042,6.008583690987124,28.540772532188843,7.725321888412017,6.652360515021459,0.4291845493562232,1.502145922746781
E00016401,26.023391812865498,0.5847953216374269,0.0,12.280701754385966,2.3391812865497075,1.4619883040935673,0.8771929824561403,2.6315789473684212,1.4619883040935673,0.29239766081871343,0.0,8.47953216374269,4.385964912280702,21.637426900584796,8.771929824561404,4.093567251461988,0.5847953216374269,4.093567251461988
E00016406,22.22222222222222,0.3003003003003003,0.0,6.306306306306307,2.4024024024024024,4.2042042042042045,0.9009009009009009,2.1021021021021022,0.6006006006006006,0.0,1.8018018018018018,3.903903903903904,5.405405405405405,28.52852852852853,9.90990990990991,7.5075075075075075,2.7027027027027026,1.2012012012012012
E00016435,31.818181818181817,1.9138755980861244,0.0,9.569377990430622,3.827751196172249,2.3923444976076556,1.674641148325359,1.674641148325359,0.23923444976076555,0.7177033492822966,1.1961722488038278,5.980861244019139,8.373205741626794,14.114832535885167,10.047846889952153,4.545454545454546,1.1961722488038278,0.7177033492822966
E00016395,35.2112676056338,2.112676056338028,0.0,14.084507042253522,2.464788732394366,1.7605633802816902,0.0,1.056338028169014,1.056338028169014,0.0,1.408450704225352,3.1690140845070425,5.28169014084507,20.422535211267604,6.338028169014085,3.1690140845070425,2.464788732394366,0.0
E00016404,32.880434782608695,2.1739130434782608,0.2717391304347826,20.92391304347826,2.717391304347826,2.1739130434782608,1.0869565217391304,0.8152173913043478,4.619565217391305,0.8152173913043478,0.0,8.695652173913043,8.423913043478262,6.25,4.619565217391305,1.0869565217391304,1.358695652173913,1.0869565217391304
E00016405,30.564784053156146,1.6611295681063123,0.0,28.239202657807308,0.6644518272425249,0.9966777408637874,1.6611295681063123,0.6644518272425249,2.6578073089700998,0.33222591362126247,0.6644518272425249,8.305647840531561,8.970099667774086,4.983388704318937,3.3222591362126246,3.9867109634551494,0.9966777408637874,1.3289036544850499
E00016408,44.5945945945946,4.72972972972973,0.0,16.89189189189189,3.3783783783783785,2.027027027027027,0.0,4.054054054054054,2.027027027027027,1.3513513513513513,0.0,4.72972972972973,1.3513513513513513,8.108108108108109,0.0,0.0,5.405405405405405,1.3513513513513513
E00016410,42.5531914893617,3.6474164133738602,0.0,21.27659574468085,1.8237082066869301,3.6474164133738602,2.735562310030395,0.60790273556231,1.8237082066869301,0.0,0.0,7.90273556231003,6.079027355623101,3.6474164133738602,2.127659574468085,0.303951367781155,0.60790273556231,1.21580547112462
E00016438,24.279835390946502,2.880658436213992,0.0,34.5679012345679,0.411522633744856,0.411522633744856,0.411522633744856,1.646090534979424,4.11522633744856,1.2345679012345678,0.823045267489712,6.995884773662551,7.407407407407407,5.349794238683128,3.7037037037037037,0.823045267489712,1.646090534979424,3.292181069958848
E00016398,42.745098039215684,1.5686274509803921,0.0,6.2745098039215685,3.5294117647058822,3.9215686274509802,0.0,2.3529411764705883,0.39215686274509803,0.0,0.0,0.7843137254901961,5.098039215686274,18.03921568627451,10.980392156862745,4.313725490196078,0.0,0.0
E00016431,37.9746835443038,1.2658227848101267,0.4219409282700422,13.080168776371307,4.219409282700422,2.9535864978902953,0.0,1.6877637130801688,0.4219409282700422,0.0,0.0,0.4219409282700422,4.219409282700422,14.345991561181435,9.70464135021097,1.2658227848101267,1.6877637130801688,6.329113924050633
E00016432,40.68767908309456,2.005730659025788,0.0,16.9054441260745,1.146131805157593,1.4326647564469914,0.0,2.005730659025788,3.151862464183381,0.5730659025787965,0.0,8.30945558739255,8.022922636103152,8.30945558739255,4.011461318051576,0.5730659025787965,1.7191977077363896,1.146131805157593
E00016434,16.216216216216218,0.0,0.2457002457002457,8.5995085995086,4.176904176904177,0.7371007371007371,0.7371007371007371,1.71990171990172,0.2457002457002457,0.2457002457002457,1.9656019656019657,6.6339066339066335,3.43980343980344,35.38083538083538,13.022113022113022,3.43980343980344,0.2457002457002457,2.9484029484029484
E00173943,32.9512893982808,1.7191977077363896,0.0,14.040114613180515,4.011461318051576,0.8595988538681948,0.28653295128939826,2.5787965616045847,0.0,0.0,0.0,2.292263610315186,1.4326647564469914,17.478510028653297,14.326647564469914,4.584527220630372,0.0,3.438395415472779
E00173946,29.909365558912388,0.9063444108761329,0.0,32.62839879154078,2.416918429003021,0.9063444108761329,1.8126888217522659,2.1148036253776437,2.719033232628399,0.3021148036253776,0.0,13.293051359516616,3.9274924471299095,3.323262839879154,3.323262839879154,0.6042296072507553,0.9063444108761329,0.9063444108761329
E00016397,28.15734989648033,1.4492753623188406,0.0,19.66873706004141,1.0351966873706004,0.2070393374741201,1.6563146997929608,3.9337474120082816,3.9337474120082816,0.4140786749482402,1.0351966873706004,16.356107660455486,5.797101449275362,10.973084886128364,2.691511387163561,2.070393374741201,0.4140786749482402,0.2070393374741201
E00016433,44.78114478114478,1.6835016835016836,0.0,13.804713804713804,3.367003367003367,0.6734006734006734,0.0,0.3367003367003367,1.6835016835016836,0.0,0.0,7.744107744107744,1.6835016835016836,11.447811447811448,7.070707070707071,3.7037037037037037,1.0101010101010102,1.0101010101010102
E00016436,19.41747572815534,0.970873786407767,0.4854368932038835,15.048543689320388,5.825242718446602,2.4271844660194173,0.4854368932038835,0.0,0.0,0.0,0.0,7.766990291262136,2.912621359223301,26.21359223300971,14.563106796116505,1.4563106796116505,0.0,2.4271844660194173
E00016440,14.759036144578314,1.2048192771084338,0.0,8.433734939759036,1.8072289156626506,0.0,0.6024096385542169,1.2048192771084338,0.0,0.0,0.0,4.518072289156627,8.433734939759036,44.87951807228916,5.120481927710843,7.831325301204819,0.9036144578313253,0.30120481927710846
E00016441,24.02745995423341,1.3729977116704806,0.4576659038901602,15.560640732265446,2.745995423340961,0.2288329519450801,0.4576659038901602,2.288329519450801,0.2288329519450801,0.6864988558352403,0.0,5.949656750572083,2.517162471395881,28.83295194508009,8.695652173913043,4.3478260869565215,0.4576659038901602,1.1441647597254005
E00016412,26.512968299711815,2.0172910662824206,0.0,14.985590778097983,2.5936599423631126,0.0,0.0,2.3054755043227666,2.881844380403458,0.5763688760806917,0.0,11.815561959654179,4.034582132564841,13.256484149855908,11.527377521613833,6.628242074927954,0.0,0.8645533141210374
E00016414,25.219941348973606,0.8797653958944281,0.0,10.850439882697946,2.932551319648094,2.0527859237536656,2.0527859237536656,1.1730205278592376,0.2932551319648094,1.466275659824047,0.0,5.865102639296188,4.39882697947214,20.821114369501466,14.36950146627566,4.9853372434017595,0.0,2.6392961876832843
E00016418,30.76923076923077,0.7444168734491315,0.0,8.933002481389579,3.7220843672456576,2.2332506203473947,0.49627791563275436,3.4739454094292803,2.4813895781637716,0.0,0.9925558312655087,5.955334987593052,4.218362282878412,18.36228287841191,12.158808933002481,3.4739454094292803,0.0,1.9851116625310175
E00016422,18.39080459770115,1.1494252873563218,0.0,3.735632183908046,1.1494252873563218,0.28735632183908044,1.1494252873563218,1.4367816091954022,0.0,0.28735632183908044,0.0,7.758620689655173,6.896551724137931,31.32183908045977,13.218390804597702,8.908045977011493,0.0,4.310344827586207
E00016402,29.18032786885246,0.32786885245901637,0.0,5.901639344262295,1.639344262295082,0.9836065573770492,0.0,3.9344262295081966,0.0,0.6557377049180327,0.32786885245901637,3.9344262295081966,5.573770491803279,36.0655737704918,7.868852459016393,2.2950819672131146,0.9836065573770492,0.32786885245901637
E00016407,19.291338582677167,0.7874015748031497,0.0,20.866141732283463,3.1496062992125986,0.7874015748031497,1.1811023622047243,2.3622047244094486,3.937007874015748,0.0,1.1811023622047243,6.299212598425197,5.118110236220472,21.653543307086615,5.118110236220472,3.937007874015748,1.5748031496062993,2.7559055118110236
E00016409,18.298969072164947,0.7731958762886598,0.0,8.762886597938145,4.896907216494846,0.7731958762886598,1.0309278350515463,2.577319587628866,0.0,0.25773195876288657,0.5154639175257731,6.443298969072165,13.402061855670103,25.257731958762886,9.793814432989691,4.381443298969073,0.0,2.8350515463917527
E00016411,32.171581769437,1.6085790884718498,0.0,15.013404825737265,2.1447721179624666,0.5361930294906166,0.0,1.3404825737265416,3.485254691689008,0.0,1.6085790884718498,4.557640750670242,4.825737265415549,16.353887399463808,8.579088471849866,2.9490616621983916,3.2171581769436997,1.6085790884718498
E00016413,31.788079470198674,0.9933774834437086,0.0,10.596026490066226,1.9867549668874172,1.6556291390728477,0.0,0.6622516556291391,0.0,0.0,0.0,3.3112582781456954,11.589403973509933,23.841059602649008,4.966887417218543,5.298013245033113,0.0,3.3112582781456954
E00016415,20.88235294117647,0.29411764705882354,0.29411764705882354,9.411764705882353,2.0588235294117645,0.29411764705882354,1.1764705882352942,5.0,3.5294117647058822,0.0,2.9411764705882355,2.6470588235294117,6.470588235294118,27.352941176470587,9.411764705882353,5.882352941176471,0.29411764705882354,2.0588235294117645
E00016416,30.03802281368821,2.2813688212927756,0.0,3.802281368821293,3.802281368821293,1.520912547528517,1.9011406844106464,0.7604562737642585,0.0,0.0,0.0,6.083650190114068,11.02661596958175,23.574144486692017,6.4638783269961975,5.7034220532319395,0.0,3.041825095057034
E00016419,23.26869806094183,0.554016620498615,0.0,4.43213296398892,3.8781163434903045,0.0,0.0,0.2770083102493075,0.0,0.2770083102493075,0.0,5.2631578947368425,11.911357340720222,31.57894736842105,5.8171745152354575,9.97229916897507,0.0,2.770083102493075
E00016420,16.52173913043478,0.8695652173913043,0.0,7.826086956521739,2.318840579710145,1.7391304347826086,0.2898550724637681,2.898550724637681,0.8695652173913043,0.2898550724637681,0.0,4.63768115942029,10.144927536231885,31.594202898550726,11.884057971014492,4.057971014492754,0.5797101449275363,3.4782608695652173
E00173947,16.08832807570978,1.2618296529968454,0.0,8.517350157728707,2.2082018927444795,1.2618296529968454,0.0,3.7854889589905363,0.31545741324921134,1.5772870662460567,0.0,7.570977917981073,7.570977917981073,24.605678233438486,11.35646687697161,10.094637223974763,0.0,3.7854889589905363
E00173948,14.854111405835544,1.0610079575596818,0.0,18.03713527851459,5.039787798408488,0.5305039787798409,0.7957559681697612,3.4482758620689653,1.5915119363395225,0.0,3.183023872679045,8.488063660477454,5.570291777188329,11.405835543766578,13.52785145888594,6.10079575596817,1.0610079575596818,5.305039787798409
E00016417,21.367521367521366,0.2849002849002849,0.2849002849002849,5.413105413105413,2.5641025641025643,2.2792022792022792,1.7094017094017093,1.9943019943019944,0.0,0.0,2.2792022792022792,12.535612535612536,5.982905982905983,21.937321937321936,12.535612535612536,5.982905982905983,1.1396011396011396,1.7094017094017093
E00016421,14.046822742474916,0.0,0.0,4.682274247491639,2.3411371237458196,0.6688963210702341,0.6688963210702341,0.6688963210702341,0.33444816053511706,0.0,1.6722408026755853,6.688963210702341,15.719063545150501,30.434782608695652,12.37458193979933,6.688963210702341,0.6688963210702341,2.3411371237458196
E00016423,18.559556786703602,0.554016620498615,0.0,4.43213296398892,1.3850415512465375,3.601108033240997,0.2770083102493075,0.0,0.554016620498615,0.8310249307479224,3.0470914127423825,9.97229916897507,6.925207756232687,32.40997229916898,10.803324099722992,2.21606648199446,2.770083102493075,1.6620498614958448
E00016424,16.129032258064516,0.967741935483871,0.0,5.806451612903226,2.903225806451613,0.6451612903225806,0.967741935483871,0.967741935483871,0.0,1.935483870967742,0.0,12.580645161290322,11.290322580645162,18.387096774193548,15.483870967741936,4.516129032258065,3.225806451612903,4.193548387096774
E00016427,11.864406779661017,0.0,0.0,11.016949152542374,3.389830508474576,2.542372881355932,0.423728813559322,0.0,0.0,0.0,0.0,5.932203389830509,8.898305084745763,36.016949152542374,11.864406779661017,7.627118644067797,0.0,0.423728813559322
E00016396,35.471698113207545,1.1320754716981132,0.0,6.7924528301886795,3.3962264150943398,0.0,0.0,0.7547169811320755,0.0,1.8867924528301887,0.0,6.7924528301886795,7.169811320754717,12.452830188679245,16.9811320754717,5.660377358490566,0.0,1.509433962264151
E00016426,24.600638977635782,1.597444089456869,0.0,11.501597444089457,3.194888178913738,3.5143769968051117,0.6389776357827476,1.2779552715654952,0.0,0.3194888178913738,0.0,3.5143769968051117,9.584664536741213,25.878594249201278,6.0702875399361025,6.0702875399361025,0.0,2.236421725239617
E00016428,26.023391812865498,1.7543859649122806,0.0,16.95906432748538,1.1695906432748537,0.8771929824561403,0.29239766081871343,1.1695906432748537,0.5847953216374269,0.5847953216374269,0.0,7.309941520467836,4.970760233918129,24.56140350877193,8.47953216374269,3.801169590643275,0.5847953216374269,0.8771929824561403
E00016429,62.5,1.171875,0.0,4.6875,0.390625,1.171875,1.171875,1.5625,1.5625,0.78125,0.0,5.078125,5.078125,8.59375,4.296875,1.171875,0.390625,0.390625
E00016430,22.137404580152673,1.9083969465648856,0.0,1.9083969465648856,3.816793893129771,0.3816793893129771,0.0,2.2900763358778624,0.0,1.1450381679389312,0.0,9.541984732824428,10.305343511450381,19.84732824427481,17.17557251908397,6.870229007633588,1.5267175572519085,1.1450381679389312
E00016680,23.744292237442924,0.45662100456621,0.0,19.17808219178082,5.47945205479452,4.566210045662101,0.0,1.36986301369863,4.109589041095891,2.2831050228310503,0.45662100456621,0.91324200913242,9.132420091324201,17.35159817351598,5.936073059360731,1.36986301369863,0.45662100456621,3.1963470319634704
E00016716,13.183279742765274,1.2861736334405145,0.0,21.543408360128616,0.9646302250803859,2.572347266881029,0.0,1.607717041800643,0.6430868167202572,1.607717041800643,0.3215434083601286,0.9646302250803859,2.572347266881029,35.69131832797428,6.109324758842444,8.681672025723472,1.607717041800643,0.6430868167202572
E00016717,25.683060109289617,0.0,0.0,24.59016393442623,1.092896174863388,4.918032786885246,0.546448087431694,1.092896174863388,2.185792349726776,0.546448087431694,1.092896174863388,2.185792349726776,1.092896174863388,20.76502732240437,5.46448087431694,2.185792349726776,1.092896174863388,5.46448087431694
E00016719,15.163934426229508,2.0491803278688523,0.0,4.098360655737705,0.819672131147541,3.278688524590164,0.4098360655737705,2.0491803278688523,0.0,0.0,0.0,5.327868852459017,2.0491803278688523,35.24590163934426,20.491803278688526,6.967213114754099,0.819672131147541,1.2295081967213115
E00016720,17.378048780487806,2.1341463414634148,0.0,24.085365853658537,0.9146341463414634,7.926829268292683,0.6097560975609756,2.1341463414634148,0.3048780487804878,0.0,0.9146341463414634,1.524390243902439,3.658536585365854,28.658536585365855,8.231707317073171,1.524390243902439,0.0,0.0
E00016725,16.205533596837945,0.7905138339920948,0.0,29.24901185770751,0.7905138339920948,9.090909090909092,1.5810276679841897,1.1857707509881423,1.976284584980237,0.0,0.0,0.3952569169960474,3.1620553359683794,22.92490118577075,9.090909090909092,2.766798418972332,0.3952569169960474,0.3952569169960474
E00016706,30.48780487804878,1.6260162601626016,0.0,9.34959349593496,7.317073170731708,0.0,2.032520325203252,0.8130081300813008,0.8130081300813008,0.4065040650406504,0.0,0.0,3.252032520325203,19.51219512195122,11.382113821138212,4.878048780487805,0.4065040650406504,7.723577235772358
E00016708,33.2378223495702,0.5730659025787965,0.0,8.595988538681949,3.151862464183381,0.0,0.8595988538681948,2.5787965616045847,0.28653295128939826,0.0,0.0,2.005730659025788,2.5787965616045847,19.484240687679083,15.472779369627506,7.163323782234957,0.5730659025787965,3.438395415472779
E00016709,42.89340101522843,0.7614213197969543,0.0,9.137055837563452,2.5380710659898478,0.0,0.7614213197969543,1.015228426395939,1.015228426395939,0.7614213197969543,0.0,5.583756345177665,6.091370558375634,11.16751269035533,11.16751269035533,5.0761421319796955,0.5076142131979695,1.5228426395939085
E00016714,34.64052287581699,0.9803921568627451,0.0,12.418300653594772,5.228758169934641,1.9607843137254901,1.6339869281045751,1.9607843137254901,3.2679738562091503,0.0,0.0,2.9411764705882355,0.9803921568627451,15.359477124183007,7.516339869281046,4.248366013071895,0.9803921568627451,5.882352941176471
E00016715,42.68292682926829,1.524390243902439,0.0,10.060975609756097,3.3536585365853657,0.9146341463414634,1.524390243902439,1.2195121951219512,0.9146341463414634,1.524390243902439,0.6097560975609756,3.048780487804878,0.3048780487804878,13.71951219512195,11.585365853658537,2.1341463414634148,0.9146341463414634,3.9634146341463414
E00016675,27.896995708154506,1.2875536480686696,0.0,24.892703862660944,1.7167381974248928,0.0,0.8583690987124464,0.4291845493562232,2.575107296137339,0.0,0.8583690987124464,2.1459227467811157,4.291845493562231,15.021459227467812,8.15450643776824,7.725321888412017,0.0,2.1459227467811157
E00016677,31.800766283524904,2.10727969348659,0.0,18.582375478927204,0.7662835249042146,0.5747126436781609,1.9157088122605364,2.10727969348659,2.2988505747126435,0.3831417624521073,0.9578544061302682,11.11111111111111,7.662835249042145,9.96168582375479,4.789272030651341,1.7241379310344827,1.5325670498084292,1.7241379310344827
E00016683,27.096774193548388,1.6129032258064515,0.0,21.29032258064516,0.967741935483871,2.5806451612903225,0.0,3.225806451612903,1.6129032258064515,0.3225806451612903,0.3225806451612903,5.161290322580645,6.129032258064516,19.35483870967742,3.225806451612903,3.870967741935484,0.967741935483871,2.2580645161290325
E00016697,17.438692098092645,1.3623978201634876,0.0,7.629427792915531,3.2697547683923704,0.2724795640326976,2.4523160762942777,1.6348773841961852,0.2724795640326976,1.0899182561307903,3.2697547683923704,1.0899182561307903,7.901907356948229,29.70027247956403,14.713896457765667,4.9046321525885554,1.9073569482288828,1.0899182561307903
E00173940,34.971098265895954,2.8901734104046244,0.0,5.491329479768786,4.624277456647399,2.023121387283237,1.1560693641618498,1.4450867052023122,0.5780346820809249,1.7341040462427746,0.0,4.913294797687861,2.3121387283236996,17.91907514450867,14.45086705202312,2.3121387283236996,2.3121387283236996,0.8670520231213873
E00173949,24.742268041237114,0.0,0.0,14.948453608247423,1.0309278350515463,2.577319587628866,0.7731958762886598,3.6082474226804124,2.0618556701030926,0.25773195876288657,0.0,8.24742268041237,7.731958762886598,20.36082474226804,6.443298969072165,4.123711340206185,0.0,3.0927835051546393
E00016684,27.77777777777778,2.9914529914529915,0.0,19.65811965811966,0.0,2.9914529914529915,0.0,1.2820512820512822,2.9914529914529915,0.0,0.0,7.264957264957265,5.128205128205129,16.23931623931624,6.410256410256411,4.700854700854701,0.0,2.5641025641025643
E00016687,33.70165745856354,1.1049723756906078,0.0,18.784530386740332,1.1049723756906078,0.5524861878453039,2.2099447513812156,2.7624309392265194,2.7624309392265194,1.1049723756906078,0.5524861878453039,3.867403314917127,9.392265193370166,16.022099447513813,0.5524861878453039,2.7624309392265194,0.0,2.7624309392265194
E00016694,22.01834862385321,0.3058103975535168,0.0,11.62079510703364,5.504587155963303,0.9174311926605505,0.0,2.140672782874618,1.834862385321101,0.0,0.0,7.033639143730887,7.951070336391437,20.18348623853211,14.678899082568808,3.058103975535168,1.2232415902140672,1.529051987767584
E00016718,15.234375,0.0,0.0,3.125,5.078125,1.171875,1.171875,0.78125,0.0,1.171875,0.78125,3.90625,6.25,27.734375,23.4375,7.8125,0.390625,1.953125
E00016721,16.115702479338843,0.8264462809917356,0.0,5.371900826446281,2.8925619834710745,1.2396694214876034,0.0,1.6528925619834711,3.3057851239669422,0.0,0.0,2.479338842975207,2.8925619834710745,37.1900826446281,19.421487603305785,5.785123966942149,0.0,0.8264462809917356
E00016723,17.100371747211895,0.37174721189591076,0.0,7.063197026022305,2.973977695167286,0.37174721189591076,1.486988847583643,1.486988847583643,0.7434944237918215,2.2304832713754648,0.0,4.83271375464684,3.345724907063197,29.36802973977695,18.95910780669145,6.691449814126394,0.7434944237918215,2.2304832713754648
E00016679,49.37106918238994,1.5723270440251573,0.0,5.031446540880503,3.459119496855346,1.5723270440251573,0.9433962264150944,1.2578616352201257,0.9433962264150944,0.0,1.2578616352201257,1.5723270440251573,2.5157232704402515,12.264150943396226,13.836477987421384,2.830188679245283,0.31446540880503143,1.2578616352201257
E00016689,40.83969465648855,1.9083969465648856,0.0,8.01526717557252,4.961832061068702,0.3816793893129771,1.5267175572519085,1.9083969465648856,0.3816793893129771,0.0,0.0,1.1450381679389312,4.198473282442748,13.740458015267176,14.885496183206106,5.7251908396946565,0.0,0.3816793893129771
