OA11CD,United Kingdom,Europe,Africa,Middle East and Asia,The Americas and the Caribbean,Antarctica and Oceania,Other
E00016131,70.47619047619048,10.793650793650794,8.253968253968255,6.031746031746032,4.444444444444445,0.0,-1.4210854715202004e-14
E00016134,77.34375,3.515625,9.765625,1.171875,8.203125,0.0,0.0
E00016140,73.76425855513308,7.224334600760456,6.4638783269961975,4.182509505703422,7.984790874524715,0.38022813688212925,0.0
E00016118,72.20779220779221,10.38961038961039,8.051948051948052,2.857142857142857,6.4935064935064934,0.0,0.0
E00016154,62.22222222222222,12.592592592592593,11.11111111111111,2.962962962962963,11.11111111111111,0.0,0.0
E00016155,52.116402116402114,20.8994708994709,11.904761904761905,8.201058201058201,6.878306878306878,0.0,1.4210854715202004e-14
E00016156,69.1029900332226,7.641196013289036,9.966777408637874,5.3156146179401995,7.973421926910299,0.0,-1.4210854715202004e-14
E00016157,75.5813953488372,9.302325581395348,4.3604651162790695,4.941860465116279,5.813953488372093,0.0,0.0
E00016112,65.6957928802589,10.35598705501618,11.974110032362459,5.17799352750809,6.472491909385114,0.32362459546925565,-1.4210854715202004e-14
E00016119,75.07692307692308,5.538461538461538,8.307692307692308,2.769230769230769,7.6923076923076925,0.6153846153846154,0.0
E00016121,65.51724137931035,13.793103448275861,8.42911877394636,2.681992337164751,8.42911877394636,1.1494252873563218,0.0
E00016123,69.46107784431138,8.682634730538922,8.982035928143713,3.592814371257485,8.982035928143713,0.2994011976047904,-1.4210854715202004e-14
E00016158,74.52830188679245,4.716981132075472,7.547169811320755,4.40251572327044,8.176100628930818,0.6289308176100629,0.0
E00016113,75.64102564102564,8.205128205128206,5.897435897435898,2.8205128205128207,7.435897435897436,0.0,1.4210854715202004e-14
E00016120,75.54179566563468,5.2631578947368425,6.811145510835913,5.2631578947368425,6.811145510835913,0.30959752321981426,0.0
E00016122,72.05882352941177,6.764705882352941,10.588235294117647,2.9411764705882355,7.352941176470588,0.29411764705882354,-1.4210854715202004e-14
E00016124,72.0136518771331,6.4846416382252565,11.262798634812286,3.7542662116040955,6.484641638225256,0.0,1.4210854715202004e-14
E00016125,65.74923547400611,10.091743119266056,4.892966360856269,9.785932721712538,8.868501529051988,0.6116207951070336,1.4210854715202004e-14
E00016114,70.37037037037037,2.5925925925925926,9.62962962962963,9.62962962962963,6.666666666666667,0.37037037037037035,0.7407407407407334
E00016128,76.33802816901408,3.661971830985915,6.76056338028169,4.507042253521127,8.732394366197184,0.0,0.0
E00016130,75.22388059701493,5.074626865671641,6.567164179104478,6.268656716417911,5.970149253731344,0.8955223880597015,-1.4210854715202004e-14
E00016133,74.55621301775147,3.254437869822485,13.905325443786982,4.1420118343195265,3.8461538461538463,0.2958579881656805,1.4210854715202004e-14
E00016135,67.27272727272727,9.09090909090909,7.878787878787879,9.393939393939394,6.363636363636363,0.0,1.4210854715202004e-14
E00016948,66.58536585365853,5.609756097560976,13.658536585365853,8.048780487804878,6.097560975609756,0.0,1.4210854715202004e-14
E00016949,61.666666666666664,8.61111111111111,17.77777777777778,6.111111111111111,5.833333333333333,0.0,1.4210854715202004e-14
E00016951,66.10169491525424,11.016949152542374,11.864406779661017,7.909604519774011,3.1073446327683616,0.0,0.0
E00016955,70.0,6.96969696969697,8.787878787878787,5.454545454545454,8.787878787878787,0.0,1.4210854715202004e-14
E00016956,74.37722419928825,5.6939501779359425,8.896797153024911,4.6263345195729535,6.405693950177936,0.0,1.4210854715202004e-14
E00016950,69.20529801324503,15.894039735099337,2.3178807947019866,8.278145695364238,3.9735099337748343,0.0,0.3311258278145601
E00016967,63.89776357827476,12.460063897763579,7.987220447284345,10.223642172523961,5.431309904153355,0.0,0.0
E00016968,68.25938566552901,10.92150170648464,4.778156996587031,8.532423208191126,7.167235494880546,0.3412969283276451,1.4210854715202004e-14
E00016969,71.42857142857143,10.902255639097746,6.7669172932330826,4.135338345864661,6.7669172932330826,0.0,0.0
E00016971,69.47368421052632,9.473684210526315,10.87719298245614,3.8596491228070176,6.315789473684211,0.0,1.4210854715202004e-14
E00016928,70.74340527577938,8.15347721822542,9.112709832134293,4.796163069544365,7.194244604316546,0.0,0.0
E00016947,86.43533123028391,6.309148264984227,4.100946372239748,1.2618296529968454,1.5772870662460567,0.31545741324921134,0.0
E00016958,69.44444444444444,4.722222222222222,9.722222222222221,6.944444444444445,8.88888888888889,0.2777777777777778,1.4210854715202004e-14
E00016963,64.15094339622641,10.377358490566039,7.861635220125786,10.062893081761006,7.232704402515723,0.31446540880503143,0.0
E00016937,69.07730673316708,8.229426433915211,9.476309226932669,4.987531172069826,7.980049875311721,0.24937655860349128,1.4210854715202004e-14
E00016959,71.19205298013244,9.271523178807946,3.9735099337748343,8.609271523178808,6.291390728476821,0.6622516556291391,1.4210854715202004e-14
E00016962,65.02347417840376,8.685446009389672,11.032863849765258,7.276995305164319,7.511737089201878,0.4694835680751174,-1.4210854715202004e-14
E00016965,59.554140127388536,8.917197452229301,13.05732484076433,11.146496815286625,7.32484076433121,0.0,-1.4210854715202004e-14
E00016970,69.70509383378015,6.166219839142092,12.600536193029491,2.4128686327077746,9.115281501340483,0.0,2.842170943040401e-14
E00016934,61.666666666666664,8.333333333333334,8.333333333333334,14.166666666666666,6.944444444444445,0.5555555555555556,0.0
E00016935,73.17073170731707,9.512195121951219,7.804878048780488,6.585365853658536,2.4390243902439024,0.24390243902439024,0.24390243902438158
E00016936,74.50980392156863,6.442577030812325,5.882352941176471,7.563025210084033,5.602240896358543,0.0,0.0
E00016938,65.814696485623,8.945686900958467,7.348242811501597,11.182108626198083,5.7507987220447285,0.3194888178913738,0.6389776357827515
E00016939,71.33333333333333,5.666666666666667,4.666666666666667,12.0,6.333333333333333,0.0,0.0
E00016496,76.13636363636364,12.5,4.924242424242424,3.409090909090909,3.0303030303030303,0.0,0.0
E00016517,84.23236514522821,5.809128630705394,6.224066390041494,0.8298755186721992,2.4896265560165975,0.4149377593360996,0.0
E00016518,74.82517482517483,9.09090909090909,7.3426573426573425,3.1468531468531467,4.895104895104895,0.6993006993006993,0.0
