Name,United Kingdom,Europe,Africa,Middle East and Asia,The Americas and the Caribbean,Antarctica and Oceania,Other
England,86.1595942659212,4.999485403958647,2.4345429308161086,4.770835367446473,1.250821127774197,0.3380337632348141,0.046687140848547415
London,63.319236094314846,12.17880089910118,7.604813883535494,11.830156346858878,3.9917097517586684,1.0357427341352232,0.039540290295718705
Lewisham,66.25912970984287,10.64863983181398,9.162150896206752,6.432752777425376,6.692643673994599,0.7651738949199848,0.03950921579644273
