Postcode7,Postcode8,PostcodeNatural,IntroductionDate,TerminationDate,Usertype,OA11CD,LSOA11CD,MSOA11CD,LAD19CD,WD22CD_proposed
BR1 5QS,BR1  5QS,BR1 5QS,198001,,0,E00016391,E01003243,E02006784,E09000023,E05013720
BR1 5QT,BR1  5QT,BR1 5QT,198001,,0,E00016388,E01003241,E02006784,E09000023,E05013720
BR1 5QU,BR1  5QU,BR1 5QU,198001,,0,E00016388,E01003241,E02006784,E09000023,E05013720
BR1 5QW,BR1  5QW,BR1 5QW,198001,,0,E00016390,E01003240,E02006784,E09000023,E05013720
BR1 5QY,BR1  5QY,BR1 5QY,199109,199405.0,1,E00016359,E01003241,E02006784,E09000023,E05013720
BR1 5QZ,BR1  5QZ,BR1 5QZ,199201,199212.0,1,E00016359,E01003241,E02006784,E09000023,E05013720
BR1 5RA,BR1  5RA,BR1 5RA,198001,,0,E00016935,E01003353,E02000682,E09000023,E05013717
BR1 5RB,BR1  5RB,BR1 5RB,198001,,0,E00016935,E01003353,E02000682,E09000023,E05013717
BR1 5RD,BR1  5RD,BR1 5RD,198001,,0,E00016936,E01003353,E02000682,E09000023,E05013717
BR1 5RE,BR1  5RE,BR1 5RE,198001,,0,E00016936,E01003353,E02000682,E09000023,E05013717
BR1 5RF,BR1  5RF,BR1 5RF,198001,,0,E00016934,E01003353,E02000682,E09000023,E05013717
BR1 5RG,BR1  5RG,BR1 5RG,198001,,0,E00016934,E01003353,E02000682,E09000023,E05013717
BR1 5RH,BR1  5RH,BR1 5RH,198001,,0,E00016934,E01003353,E02000682,E09000023,E05013717
BR1 5RJ,BR1  5RJ,BR1 5RJ,198001,,0,E00016936,E01003353,E02000682,E09000023,E05013717
BR1 5RL,BR1  5RL,BR1 5RL,198001,,0,E00016935,E01003353,E02000682,E09000023,E05013717
BR1 5RN,BR1  5RN,BR1 5RN,198001,,0,E00016936,E01003353,E02000682,E09000023,E05013717
BR1 5RP,BR1  5RP,BR1 5RP,198001,,0,E00016935,E01003353,E02000682,E09000023,E05013717
BR1 5RQ,BR1  5RQ,BR1 5RQ,198001,,0,E00016934,E01003353,E02000682,E09000023,E05013717
BR1 5RR,BR1  5RR,BR1 5RR,198001,,0,E00016971,E01003348,E02000682,E09000023,E05013717
BR1 5RS,BR1  5RS,BR1 5RS,198001,,0,E00016971,E01003348,E02000682,E09000023,E05013717
BR1 5RT,BR1  5RT,BR1 5RT,198001,,0,E00016935,E01003353,E02000682,E09000023,E05013717
BR1 5RU,BR1  5RU,BR1 5RU,198001,,0,E00016969,E01003348,E02000682,E09000023,E05013717
BR1 5RW,BR1  5RW,BR1 5RW,198001,,0,E00016939,E01003353,E02000682,E09000023,E05013717
BR1 5RX,BR1  5RX,BR1 5RX,199612,199906.0,1,E00016376,E01003239,E02006783,E09000023,E05013720
BR1 5SA,BR1  5SA,BR1 5SA,198001,,0,E00016969,E01003348,E02000682,E09000023,E05013717
BR1 5SB,BR1  5SB,BR1 5SB,198001,,0,E00016968,E01003348,E02000682,E09000023,E05013717
BR1 5SD,BR1  5SD,BR1 5SD,198001,,0,E00016971,E01003348,E02000682,E09000023,E05013717
BR1 5SE,BR1  5SE,BR1 5SE,198001,,0,E00016930,E01003346,E02000678,E09000023,E05013724
BR1 5SF,BR1  5SF,BR1 5SF,198001,,0,E00016930,E01003346,E02000678,E09000023,E05013724
BR1 5SG,BR1  5SG,BR1 5SG,198001,,0,E00016930,E01003346,E02000678,E09000023,E05013724
BR1 5SH,BR1  5SH,BR1 5SH,198001,,0,E00016964,E01003346,E02000678,E09000023,E05013720
BR1 5SJ,BR1  5SJ,BR1 5SJ,198001,,0,E00016969,E01003348,E02000682,E09000023,E05013717
BR1 5SQ,BR1  5SQ,BR1 5SQ,198001,,0,E00016963,E01003350,E02000682,E09000023,E05013724
BR1 5ST,BR1  5ST,BR1 5ST,199606,199712.0,1,E00016379,E01003238,E02006783,E09000023,E05013720
BR1 5SX,BR1  5SX,BR1 5SX,199606,199708.0,1,E00016969,E01003348,E02000682,E09000023,E05013717
BR1 5UE,BR1  5UE,BR1 5UE,199612,199806.0,1,E00016379,E01003238,E02006783,E09000023,E05013720
BR1 5UF,BR1  5UF,BR1 5UF,199612,200006.0,1,E00016377,E01003238,E02006783,E09000023,E05013720
BR1 5UG,BR1  5UG,BR1 5UG,199706,199712.0,1,E00016379,E01003238,E02006783,E09000023,E05013720
BR1 5ZJ,BR1  5ZJ,BR1 5ZJ,199912,200102.0,1,E00016377,E01003238,E02006783,E09000023,E05013720
BR1 5ZP,BR1  5ZP,BR1 5ZP,199906,200011.0,1,E00016377,E01003238,E02006783,E09000023,E05013720
BR1 5ZQ,BR1  5ZQ,BR1 5ZQ,200010,200011.0,1,E00016377,E01003238,E02006783,E09000023,E05013720
BR1 5ZS,BR1  5ZS,BR1 5ZS,199812,199912.0,1,E00016377,E01003238,E02006783,E09000023,E05013720
BR1 5ZT,BR1  5ZT,BR1 5ZT,199812,200006.0,1,E00016377,E01003238,E02006783,E09000023,E05013720
BR1 5ZW,BR1  5ZW,BR1 5ZW,199712,199812.0,1,E00016379,E01003238,E02006783,E09000023,E05013720
BR1 5ZX,BR1  5ZX,BR1 5ZX,199712,199812.0,1,E00016379,E01003238,E02006783,E09000023,E05013720
BR1 5ZY,BR1  5ZY,BR1 5ZY,199706,199812.0,1,E00016379,E01003238,E02006783,E09000023,E05013720
BR3 1SY,BR3  1SY,BR3 1SY,198001,201103.0,0,E00016151,E01003192,E02000686,E09000023,E05013714
BR3 1TF,BR3  1TF,BR3 1TF,198001,,0,E00016151,E01003192,E02000686,E09000023,E05013714
BR3 1TG,BR3  1TG,BR3 1TG,198001,,0,E00016151,E01003192,E02000686,E09000023,E05013714
BR3 1TH,BR3  1TH,BR3 1TH,198001,,0,E00016151,E01003192,E02000686,E09000023,E05013714
BR3 1TQ,BR3  1TQ,BR3 1TQ,198001,,0,E00016151,E01003192,E02000686,E09000023,E05013714
BR3 2HQ,BR3  2HQ,BR3 2HQ,198001,199512.0,0,E00016361,E01003235,E02006784,E09000023,E05013720
SE108AA,SE10 8AA,SE10 8AA,198001,201005.0,0,E00016202,E01003204,E02000659,E09000023,E05013715
SE108AB,SE10 8AB,SE10 8AB,198001,200610.0,0,E00016198,E01003204,E02000659,E09000023,E05013715
SE108AD,SE10 8AD,SE10 8AD,198001,,0,E00016198,E01003204,E02000659,E09000023,E05013715
SE108AE,SE10 8AE,SE10 8AE,198001,199507.0,1,E00016198,E01003204,E02000659,E09000023,E05013715
SE108AF,SE10 8AF,SE10 8AF,198001,,0,E00016198,E01003204,E02000659,E09000023,E05013715
SE108AG,SE10 8AG,SE10 8AG,198001,,0,E00016198,E01003204,E02000659,E09000023,E05013715
SE108AH,SE10 8AH,SE10 8AH,198001,,0,E00016198,E01003204,E02000659,E09000023,E05013715
SE108AJ,SE10 8AJ,SE10 8AJ,198001,,0,E00016162,E01003204,E02000659,E09000023,E05013715
SE108AL,SE10 8AL,SE10 8AL,200106,200601.0,1,E00016162,E01003204,E02000659,E09000023,E05013715
SE108AN,SE10 8AN,SE10 8AN,198001,,0,E00016162,E01003204,E02000659,E09000023,E05013715
SE108AP,SE10 8AP,SE10 8AP,198803,199501.0,1,E00016205,E01003204,E02000659,E09000023,E05013715
SE108AQ,SE10 8AQ,SE10 8AQ,198001,,0,E00016198,E01003204,E02000659,E09000023,E05013715
SE108AR,SE10 8AR,SE10 8AR,198001,,0,E00016162,E01003204,E02000659,E09000023,E05013715
SE108AS,SE10 8AS,SE10 8AS,198001,,0,E00016205,E01003204,E02000659,E09000023,E05013715
SE108AT,SE10 8AT,SE10 8AT,198001,,0,E00016205,E01003204,E02000659,E09000023,E05013715
SE108AU,SE10 8AU,SE10 8AU,198001,,0,E00016208,E01003204,E02000659,E09000023,E05013715
SE108AW,SE10 8AW,SE10 8AW,198001,,0,E00016205,E01003204,E02000659,E09000023,E05013715
SE108AX,SE10 8AX,SE10 8AX,198001,,0,E00016162,E01003204,E02000659,E09000023,E05013715
SE108AY,SE10 8AY,SE10 8AY,198001,,0,E00016198,E01003204,E02000659,E09000023,E05013715
SE108AZ,SE10 8AZ,SE10 8AZ,198001,,0,E00016162,E01003204,E02000659,E09000023,E05013715
SE108BA,SE10 8BA,SE10 8BA,198410,,0,E00016198,E01003204,E02000659,E09000023,E05013715
SE108BE,SE10 8BE,SE10 8BE,199412,199606.0,1,E00016202,E01003204,E02000659,E09000023,E05013715
SE108BF,SE10 8BF,SE10 8BF,199806,,0,E00016205,E01003204,E02000659,E09000023,E05013715
SE108DG,SE10 8DG,SE10 8DG,198001,200805.0,0,E00016200,E01003205,E02000659,E09000023,E05013715
SE108DP,SE10 8DP,SE10 8DP,198001,201512.0,0,E00016198,E01003204,E02000659,E09000023,E05013715
SE108DQ,SE10 8DQ,SE10 8DQ,198001,201003.0,1,E00016200,E01003205,E02000659,E09000023,E05013715
SE108DR,SE10 8DR,SE10 8DR,201308,201512.0,0,E00016202,E01003204,E02000659,E09000023,E05013715
SE108DS,SE10 8DS,SE10 8DS,198001,,0,E00016202,E01003204,E02000659,E09000023,E05013715
SE108DT,SE10 8DT,SE10 8DT,198001,201304.0,0,E00016200,E01003205,E02000659,E09000023,E05013715
SE108DU,SE10 8DU,SE10 8DU,198001,201304.0,0,E00016201,E01003205,E02000659,E09000023,E05013715
SE108DW,SE10 8DW,SE10 8DW,198001,201003.0,0,E00016202,E01003204,E02000659,E09000023,E05013715
SE108DX,SE10 8DX,SE10 8DX,198001,201304.0,0,E00016201,E01003205,E02000659,E09000023,E05013715
SE108DY,SE10 8DY,SE10 8DY,198001,201304.0,0,E00016200,E01003205,E02000659,E09000023,E05013715
SE108EL,SE10 8EL,SE10 8EL,201206,,0,E00016200,E01003205,E02000659,E09000023,E05013715
SE108EN,SE10 8EN,SE10 8EN,201208,,0,E00016200,E01003205,E02000659,E09000023,E05013715
SE108EP,SE10 8EP,SE10 8EP,201208,,0,E00016202,E01003204,E02000659,E09000023,E05013715
SE108EU,SE10 8EU,SE10 8EU,201210,,0,E00016202,E01003204,E02000659,E09000023,E05013715
SE108FF,SE10 8FF,SE10 8FF,201210,,0,E00016198,E01003204,E02000659,E09000023,E05013715
SE108FJ,SE10 8FJ,SE10 8FJ,201211,,0,E00016198,E01003204,E02000659,E09000023,E05013715
SE108FL,SE10 8FL,SE10 8FL,201207,,0,E00016201,E01003205,E02000659,E09000023,E05013715
SE108FN,SE10 8FN,SE10 8FN,201207,,0,E00016201,E01003205,E02000659,E09000023,E05013715
SE108FP,SE10 8FP,SE10 8FP,201207,,0,E00016201,E01003205,E02000659,E09000023,E05013715
SE108FW,SE10 8FW,SE10 8FW,201207,,0,E00016201,E01003205,E02000659,E09000023,E05013715
SE108FY,SE10 8FY,SE10 8FY,201503,,0,E00016200,E01003205,E02000659,E09000023,E05013715
SE108FZ,SE10 8FZ,SE10 8FZ,201607,,0,E00016200,E01003205,E02000659,E09000023,E05013715
SE108GB,SE10 8GB,SE10 8GB,201607,,0,E00016200,E01003205,E02000659,E09000023,E05013715
SE108GD,SE10 8GD,SE10 8GD,201607,,0,E00016200,E01003205,E02000659,E09000023,E05013715
SE108GE,SE10 8GE,SE10 8GE,201607,,0,E00016201,E01003205,E02000659,E09000023,E05013715
SE108GF,SE10 8GF,SE10 8GF,201911,,0,E00016201,E01003205,E02000659,E09000023,E05013715
SE108GG,SE10 8GG,SE10 8GG,201807,,0,E00016198,E01003204,E02000659,E09000023,E05013715
SE108GH,SE10 8GH,SE10 8GH,201809,,0,E00016198,E01003204,E02000659,E09000023,E05013715
SE108GJ,SE10 8GJ,SE10 8GJ,201711,,0,E00016202,E01003204,E02000659,E09000023,E05013715
SE108GL,SE10 8GL,SE10 8GL,201803,,0,E00016202,E01003204,E02000659,E09000023,E05013715
SE108GN,SE10 8GN,SE10 8GN,201802,,0,E00016202,E01003204,E02000659,E09000023,E05013715
SE108GP,SE10 8GP,SE10 8GP,201802,,0,E00016202,E01003204,E02000659,E09000023,E05013715
SE108GQ,SE10 8GQ,SE10 8GQ,201712,,0,E00016202,E01003204,E02000659,E09000023,E05013715
SE108GZ,SE10 8GZ,SE10 8GZ,202107,,0,E00016203,E01003205,E02000659,E09000023,E05013715
SE108PT,SE10 8PT,SE10 8PT,202112,,0,E00016203,E01003205,E02000659,E09000023,E05013715
SE120AA,SE12 0AA,SE12 0AA,198001,,0,E00016616,E01003285,E02000668,E09000023,E05013726
SE120AB,SE12 0AB,SE12 0AB,198001,,0,E00016616,E01003285,E02000668,E09000023,E05013726
SE120AD,SE12 0AD,SE12 0AD,198001,,0,E00016611,E01003285,E02000668,E09000023,E05013726
SE120AE,SE12 0AE,SE12 0AE,198001,,0,E00016615,E01003280,E02000668,E09000023,E05013726
SE120AF,SE12 0AF,SE12 0AF,198001,,0,E00016615,E01003280,E02000668,E09000023,E05013726
SE120AG,SE12 0AG,SE12 0AG,198510,,0,E00016615,E01003280,E02000668,E09000023,E05013726
SE120AH,SE12 0AH,SE12 0AH,198001,,0,E00016500,E01003269,E02000675,E09000023,E05013723
SE120AJ,SE12 0AJ,SE12 0AJ,198001,,0,E00016500,E01003269,E02000675,E09000023,E05013723
SE120AL,SE12 0AL,SE12 0AL,198307,,0,E00016505,E01003269,E02000675,E09000023,E05013723
SE120AN,SE12 0AN,SE12 0AN,198001,,0,E00016505,E01003269,E02000675,E09000023,E05013723
SE120AP,SE12 0AP,SE12 0AP,200012,,0,E00016505,E01003269,E02000675,E09000023,E05013723
SE120AQ,SE12 0AQ,SE12 0AQ,198001,,0,E00016498,E01003269,E02000675,E09000023,E05013723
SE120AR,SE12 0AR,SE12 0AR,198203,,0,E00016498,E01003269,E02000675,E09000023,E05013723
SE120AS,SE12 0AS,SE12 0AS,198307,,0,E00016505,E01003269,E02000675,E09000023,E05013723
SE120AT,SE12 0AT,SE12 0AT,199301,199501.0,1,E00016494,E01003270,E02000675,E09000023,E05013723
SE120AU,SE12 0AU,SE12 0AU,199507,199712.0,1,E00016501,E01003270,E02000675,E09000023,E05013723
SE120AW,SE12 0AW,SE12 0AW,198001,,0,E00016505,E01003269,E02000675,E09000023,E05013723
SE120AZ,SE12 0AZ,SE12 0AZ,199501,,0,E00016498,E01003269,E02000675,E09000023,E05013723
SE120BA,SE12 0BA,SE12 0BA,199007,,0,E00016514,E01003263,E02000675,E09000023,E05013723
SE120BD,SE12 0BD,SE12 0BD,199405,,0,E00016521,E01003263,E02000675,E09000023,E05013723
SE120BE,SE12 0BE,SE12 0BE,198001,,0,E00016515,E01003263,E02000675,E09000023,E05013723
SE120BG,SE12 0BG,SE12 0BG,198001,,0,E00016514,E01003263,E02000675,E09000023,E05013723
SE120BH,SE12 0BH,SE12 0BH,198001,,0,E00016514,E01003263,E02000675,E09000023,E05013723
SE120BJ,SE12 0BJ,SE12 0BJ,198106,,0,E00016521,E01003263,E02000675,E09000023,E05013723
SE120BL,SE12 0BL,SE12 0BL,198001,,0,E00016514,E01003263,E02000675,E09000023,E05013723
SE120BN,SE12 0BN,SE12 0BN,198001,198112.0,0,E00016516,E01003263,E02000675,E09000023,E05013723
SE120BP,SE12 0BP,SE12 0BP,198001,,0,E00016521,E01003263,E02000675,E09000023,E05013723
SE120BQ,SE12 0BQ,SE12 0BQ,198001,,0,E00016516,E01003263,E02000675,E09000023,E05013723
SE120BS,SE12 0BS,SE12 0BS,198001,,0,E00016519,E01003263,E02000675,E09000023,E05013723
SE120BT,SE12 0BT,SE12 0BT,198001,,0,E00016519,E01003263,E02000675,E09000023,E05013723
SE120BU,SE12 0BU,SE12 0BU,198001,,0,E00016515,E01003263,E02000675,E09000023,E05013723
SE120BW,SE12 0BW,SE12 0BW,198106,,0,E00016521,E01003263,E02000675,E09000023,E05013723
SE120BX,SE12 0BX,SE12 0BX,198001,,0,E00016515,E01003263,E02000675,E09000023,E05013723
SE120BY,SE12 0BY,SE12 0BY,198001,,0,E00016514,E01003263,E02000675,E09000023,E05013723
SE120BZ,SE12 0BZ,SE12 0BZ,198001,,0,E00016519,E01003263,E02000675,E09000023,E05013723
SE120DA,SE12 0DA,SE12 0DA,198001,,0,E00016514,E01003263,E02000675,E09000023,E05013723
SE120DB,SE12 0DB,SE12 0DB,199912,,0,E00016519,E01003263,E02000675,E09000023,E05013723
SE120DP,SE12 0DP,SE12 0DP,199208,199212.0,1,E00016514,E01003263,E02000675,E09000023,E05013723
SE120DR,SE12 0DR,SE12 0DR,198106,,0,E00016532,E01003265,E02000683,E09000023,E05013723
SE120DS,SE12 0DS,SE12 0DS,198001,,0,E00016516,E01003263,E02000675,E09000023,E05013723
SE120DT,SE12 0DT,SE12 0DT,198001,199507.0,1,E00016516,E01003263,E02000675,E09000023,E05013723
SE120DU,SE12 0DU,SE12 0DU,198001,,0,E00016516,E01003263,E02000675,E09000023,E05013723
SE120DW,SE12 0DW,SE12 0DW,199412,,0,E00016532,E01003265,E02000683,E09000023,E05013723
SE120DX,SE12 0DX,SE12 0DX,198001,,1,E00016516,E01003263,E02000675,E09000023,E05013723
SE120DY,SE12 0DY,SE12 0DY,198001,198412.0,1,E00016370,E01003236,E02006783,E09000023,E05013723
SE120DZ,SE12 0DZ,SE12 0DZ,198001,,0,E00016532,E01003265,E02000683,E09000023,E05013723
SE120EA,SE12 0EA,SE12 0EA,200012,,0,E00016532,E01003265,E02000683,E09000023,E05013723
SE120ED,SE12 0ED,SE12 0ED,200401,,0,E00016370,E01003236,E02006783,E09000023,E05013723
SE120EE,SE12 0EE,SE12 0EE,198001,,0,E00016535,E01003265,E02000683,E09000023,E05013723
SE120EF,SE12 0EF,SE12 0EF,198001,,0,E00016370,E01003236,E02006783,E09000023,E05013723
SE120EG,SE12 0EG,SE12 0EG,198001,,0,E00016370,E01003236,E02006783,E09000023,E05013723
SE120EH,SE12 0EH,SE12 0EH,199201,199212.0,1,E00016535,E01003265,E02000683,E09000023,E05013723
SE120EJ,SE12 0EJ,SE12 0EJ,199501,199606.0,1,E00016535,E01003265,E02000683,E09000023,E05013723
SE120EP,SE12 0EP,SE12 0EP,198001,,0,E00016535,E01003265,E02000683,E09000023,E05013723
SE120EQ,SE12 0EQ,SE12 0EQ,198001,,0,E00016535,E01003265,E02000683,E09000023,E05013723
SE120ER,SE12 0ER,SE12 0ER,198001,,0,E00016532,E01003265,E02000683,E09000023,E05013723
SE120ES,SE12 0ES,SE12 0ES,198001,,0,E00016532,E01003265,E02000683,E09000023,E05013723
SE120EW,SE12 0EW,SE12 0EW,198001,,0,E00016535,E01003265,E02000683,E09000023,E05013723
SE120GD,SE12 0GD,SE12 0GD,201307,,1,E00016532,E01003265,E02000683,E09000023,E05013723
SE120HG,SE12 0HG,SE12 0HG,199507,199606.0,1,E00016493,E01003268,E02000675,E09000023,E05013723
SE120HH,SE12 0HH,SE12 0HH,198001,,0,E00016493,E01003268,E02000675,E09000023,E05013723
SE120HJ,SE12 0HJ,SE12 0HJ,198301,,0,E00016503,E01003268,E02000675,E09000023,E05013723
SE120HL,SE12 0HL,SE12 0HL,198001,,1,E00016611,E01003285,E02000668,E09000023,E05013726
SE120HN,SE12 0HN,SE12 0HN,198001,,0,E00016621,E01003280,E02000668,E09000023,E05013726
SE120HP,SE12 0HP,SE12 0HP,198001,,0,E00016617,E01003281,E02000668,E09000023,E05013726
SE120HQ,SE12 0HQ,SE12 0HQ,199501,,0,E00016493,E01003268,E02000675,E09000023,E05013723
SE120HR,SE12 0HR,SE12 0HR,198001,,0,E00016617,E01003281,E02000668,E09000023,E05013726
SE120HS,SE12 0HS,SE12 0HS,198001,,0,E00016621,E01003280,E02000668,E09000023,E05013726
SE120HT,SE12 0HT,SE12 0HT,198001,,0,E00016503,E01003268,E02000675,E09000023,E05013723
SE120HU,SE12 0HU,SE12 0HU,198001,,0,E00016494,E01003270,E02000675,E09000023,E05013723
SE120HW,SE12 0HW,SE12 0HW,200405,,0,E00016494,E01003270,E02000675,E09000023,E05013723
SE120HY,SE12 0HY,SE12 0HY,198607,,0,E00016494,E01003270,E02000675,E09000023,E05013723
SE120HZ,SE12 0HZ,SE12 0HZ,198001,,0,E00016508,E01003270,E02000675,E09000023,E05013723
SE120JA,SE12 0JA,SE12 0JA,198001,,0,E00016501,E01003270,E02000675,E09000023,E05013723
SE120JB,SE12 0JB,SE12 0JB,198001,,0,E00016494,E01003270,E02000675,E09000023,E05013723
SE120JD,SE12 0JD,SE12 0JD,198001,,0,E00016494,E01003270,E02000675,E09000023,E05013723
SE120JE,SE12 0JE,SE12 0JE,200012,,0,E00016611,E01003285,E02000668,E09000023,E05013726
SE120JF,SE12 0JF,SE12 0JF,200012,,0,E00016617,E01003281,E02000668,E09000023,E05013726
SE120JG,SE12 0JG,SE12 0JG,198001,,0,E00016494,E01003270,E02000675,E09000023,E05013723
SE120JH,SE12 0JH,SE12 0JH,198001,,0,E00016618,E01003280,E02000668,E09000023,E05013726
SE120JJ,SE12 0JJ,SE12 0JJ,198001,,0,E00016614,E01003280,E02000668,E09000023,E05013726
SE120JL,SE12 0JL,SE12 0JL,198001,,0,E00016621,E01003280,E02000668,E09000023,E05013726
SE120JN,SE12 0JN,SE12 0JN,198001,,0,E00016621,E01003280,E02000668,E09000023,E05013726
SE120JP,SE12 0JP,SE12 0JP,198001,,0,E00016493,E01003268,E02000675,E09000023,E05013723
SE120JQ,SE12 0JQ,SE12 0JQ,198001,,0,E00016494,E01003270,E02000675,E09000023,E05013723
SE120JR,SE12 0JR,SE12 0JR,198001,198412.0,1,E00016493,E01003268,E02000675,E09000023,E05013723
SE120JS,SE12 0JS,SE12 0JS,198001,,0,E00016501,E01003270,E02000675,E09000023,E05013723
SE120JT,SE12 0JT,SE12 0JT,198001,,0,E00016501,E01003270,E02000675,E09000023,E05013723
SE120JU,SE12 0JU,SE12 0JU,198001,199507.0,1,E00016502,E01003268,E02000675,E09000023,E05013723
SE120JW,SE12 0JW,SE12 0JW,198001,,0,E00016621,E01003280,E02000668,E09000023,E05013726
SE120JX,SE12 0JX,SE12 0JX,199308,199507.0,1,E00016493,E01003268,E02000675,E09000023,E05013723
SE120JY,SE12 0JY,SE12 0JY,198001,199112.0,1,E00016615,E01003280,E02000668,E09000023,E05013726
SE120JZ,SE12 0JZ,SE12 0JZ,198001,,0,E00016508,E01003270,E02000675,E09000023,E05013723
SE120LA,SE12 0LA,SE12 0LA,198001,,0,E00016512,E01003271,E02000675,E09000023,E05013723
SE120LB,SE12 0LB,SE12 0LB,198001,,0,E00016508,E01003270,E02000675,E09000023,E05013723
SE120LD,SE12 0LD,SE12 0LD,198001,,0,E00016512,E01003271,E02000675,E09000023,E05013723
SE120LE,SE12 0LE,SE12 0LE,198001,,0,E00016512,E01003271,E02000675,E09000023,E05013723
SE120LF,SE12 0LF,SE12 0LF,198001,,0,E00016515,E01003263,E02000675,E09000023,E05013723
SE120LG,SE12 0LG,SE12 0LG,198001,199507.0,1,E00016513,E01003263,E02000675,E09000023,E05013723
SE120LH,SE12 0LH,SE12 0LH,198001,,0,E00016505,E01003269,E02000675,E09000023,E05013723
SE120LJ,SE12 0LJ,SE12 0LJ,198001,,0,E00016505,E01003269,E02000675,E09000023,E05013723
SE120LL,SE12 0LL,SE12 0LL,199002,199512.0,1,E00016494,E01003270,E02000675,E09000023,E05013723
SE120LQ,SE12 0LQ,SE12 0LQ,198001,,0,E00016503,E01003268,E02000675,E09000023,E05013723
SE120LR,SE12 0LR,SE12 0LR,200210,,0,E00016518,E01003264,E02000683,E09000023,E05013723
SE120NA,SE12 0NA,SE12 0NA,198001,,0,E00016499,E01003268,E02000675,E09000023,E05013723
SE120NB,SE12 0NB,SE12 0NB,198001,,0,E00016540,E01003268,E02000675,E09000023,E05013723
SE120ND,SE12 0ND,SE12 0ND,198001,,0,E00016540,E01003268,E02000675,E09000023,E05013723
SE120NE,SE12 0NE,SE12 0NE,198001,,0,E00016502,E01003268,E02000675,E09000023,E05013723
SE120NF,SE12 0NF,SE12 0NF,198001,,0,E00016540,E01003268,E02000675,E09000023,E05013723
SE120NG,SE12 0NG,SE12 0NG,198001,,0,E00016540,E01003268,E02000675,E09000023,E05013723
SE120NH,SE12 0NH,SE12 0NH,198001,,0,E00016502,E01003268,E02000675,E09000023,E05013723
SE120NJ,SE12 0NJ,SE12 0NJ,198001,,0,E00016507,E01003268,E02000675,E09000023,E05013723
SE120NL,SE12 0NL,SE12 0NL,198001,,0,E00016507,E01003268,E02000675,E09000023,E05013723
SE120NP,SE12 0NP,SE12 0NP,199208,199405.0,1,E00016507,E01003268,E02000675,E09000023,E05013723
SE120NQ,SE12 0NQ,SE12 0NQ,198001,,0,E00016502,E01003268,E02000675,E09000023,E05013723
SE120NR,SE12 0NR,SE12 0NR,198001,,0,E00016507,E01003268,E02000675,E09000023,E05013723
SE120NS,SE12 0NS,SE12 0NS,198001,,0,E00016501,E01003270,E02000675,E09000023,E05013723
SE120NT,SE12 0NT,SE12 0NT,198001,,0,E00016511,E01003270,E02000675,E09000023,E05013723
SE120NU,SE12 0NU,SE12 0NU,198001,,0,E00016501,E01003270,E02000675,E09000023,E05013723
SE120PH,SE12 0PH,SE12 0PH,201310,,0,E00016499,E01003268,E02000675,E09000023,E05013723
SE120PJ,SE12 0PJ,SE12 0PJ,201310,,0,E00016499,E01003268,E02000675,E09000023,E05013723
SE120PL,SE12 0PL,SE12 0PL,201310,,0,E00016499,E01003268,E02000675,E09000023,E05013723
SE120PN,SE12 0PN,SE12 0PN,199208,199405.0,1,E00016493,E01003268,E02000675,E09000023,E05013723
SE120PP,SE12 0PP,SE12 0PP,198001,200108.0,1,E00016499,E01003268,E02000675,E09000023,E05013723
SE120PQ,SE12 0PQ,SE12 0PQ,201310,,0,E00016493,E01003268,E02000675,E09000023,E05013723
SE120PR,SE12 0PR,SE12 0PR,198001,200009.0,1,E00016499,E01003268,E02000675,E09000023,E05013723
SE120PS,SE12 0PS,SE12 0PS,198001,,0,E00016493,E01003268,E02000675,E09000023,E05013723
SE120PT,SE12 0PT,SE12 0PT,198001,,0,E00016501,E01003270,E02000675,E09000023,E05013723
SE120PU,SE12 0PU,SE12 0PU,198001,,0,E00016511,E01003270,E02000675,E09000023,E05013723
SE120PW,SE12 0PW,SE12 0PW,198001,,0,E00016493,E01003268,E02000675,E09000023,E05013723
SE120PX,SE12 0PX,SE12 0PX,198001,,0,E00016513,E01003263,E02000675,E09000023,E05013723
SE120PY,SE12 0PY,SE12 0PY,198001,,0,E00016513,E01003263,E02000675,E09000023,E05013723
SE120PZ,SE12 0PZ,SE12 0PZ,198001,,0,E00016515,E01003263,E02000675,E09000023,E05013723
SE120QA,SE12 0QA,SE12 0QA,198001,,0,E00016515,E01003263,E02000675,E09000023,E05013723
SE120QB,SE12 0QB,SE12 0QB,198001,,0,E00016509,E01003271,E02000675,E09000023,E05013723
SE120QD,SE12 0QD,SE12 0QD,198001,,0,E00016509,E01003271,E02000675,E09000023,E05013723
SE120QE,SE12 0QE,SE12 0QE,198001,,0,E00016508,E01003270,E02000675,E09000023,E05013723
SE120QF,SE12 0QF,SE12 0QF,198001,,0,E00016508,E01003270,E02000675,E09000023,E05013723
SE120QG,SE12 0QG,SE12 0QG,198001,198412.0,1,E00016511,E01003270,E02000675,E09000023,E05013723
SE120RA,SE12 0RA,SE12 0RA,198001,,0,E00016499,E01003268,E02000675,E09000023,E05013723
SE120RB,SE12 0RB,SE12 0RB,198001,,0,E00016499,E01003268,E02000675,E09000023,E05013723
SE120RD,SE12 0RD,SE12 0RD,198001,,0,E00016622,E01003281,E02000668,E09000023,E05013726
SE120RE,SE12 0RE,SE12 0RE,198001,,0,E00016619,E01003281,E02000668,E09000023,E05013726
