OA11CD,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
E00016405,3.943661971830986,4.507042253521127,1.6901408450704225,2.816901408450704,11.267605633802816,20.281690140845072,18.309859154929576,10.422535211267606,5.352112676056338,3.380281690140845,3.943661971830986,7.323943661971831,2.816901408450704,1.408450704225352,1.408450704225352,0.8450704225352113,0.0,0.28169014084507044
E00016408,5.949008498583569,7.932011331444759,3.3994334277620397,3.3994334277620397,11.898016997167138,12.464589235127479,15.297450424929178,10.19830028328612,7.648725212464589,5.949008498583569,4.53257790368272,6.232294617563739,2.54957507082153,0.56657223796034,1.4164305949008498,0.56657223796034,0.0,0.0
E00016410,5.523255813953488,4.3604651162790695,3.7790697674418605,1.4534883720930232,8.13953488372093,14.534883720930232,16.86046511627907,12.209302325581396,7.848837209302325,4.069767441860465,4.069767441860465,4.651162790697675,4.069767441860465,1.4534883720930232,3.197674418604651,3.197674418604651,0.29069767441860467,0.29069767441860467
E00016438,6.115107913669065,3.9568345323741005,2.5179856115107913,1.079136690647482,7.553956834532374,14.748201438848922,25.179856115107913,11.510791366906474,8.633093525179856,7.194244604316546,3.597122302158273,3.597122302158273,1.7985611510791366,0.7194244604316546,0.3597122302158273,0.7194244604316546,0.7194244604316546,0.0
E00016402,6.188925081433225,9.446254071661238,8.143322475570033,3.9087947882736156,7.49185667752443,11.074918566775244,7.166123778501628,5.537459283387622,7.817589576547231,9.77198697068404,6.840390879478828,5.863192182410423,3.257328990228013,0.9771986970684039,3.583061889250814,0.9771986970684039,0.6514657980456026,1.3029315960912051
E00016407,6.161137440758294,6.6350710900473935,4.739336492890995,2.3696682464454977,4.739336492890995,12.796208530805687,16.113744075829384,13.744075829383887,9.47867298578199,7.109004739336493,7.5829383886255926,2.843601895734597,1.4218009478672986,0.9478672985781991,2.3696682464454977,0.9478672985781991,0.0,0.0
E00016409,3.6281179138321997,9.297052154195011,7.936507936507937,7.2562358276643995,7.482993197278912,10.430839002267573,8.16326530612245,8.390022675736962,7.482993197278912,10.430839002267573,7.482993197278912,3.6281179138321997,3.6281179138321997,2.0408163265306123,2.0408163265306123,0.22675736961451248,0.22675736961451248,0.22675736961451248
E00016411,5.626598465473146,7.672634271099744,8.951406649616368,3.580562659846547,4.603580562659847,14.322250639386189,12.787723785166241,12.020460358056265,8.439897698209718,6.649616368286445,3.0690537084398977,4.859335038363171,5.626598465473146,1.0230179028132993,0.7672634271099744,0.0,0.0,0.0
E00016413,5.882352941176471,5.882352941176471,7.002801120448179,4.481792717086835,8.123249299719888,10.92436974789916,10.92436974789916,5.322128851540616,8.403361344537815,7.8431372549019605,6.442577030812325,5.602240896358543,6.722689075630252,2.2408963585434174,3.081232492997199,0.2801120448179272,0.2801120448179272,0.5602240896358543
E00016398,6.037735849056604,2.641509433962264,3.018867924528302,4.528301886792453,6.7924528301886795,10.943396226415095,12.830188679245284,11.69811320754717,7.169811320754717,4.150943396226415,9.433962264150944,6.7924528301886795,4.528301886792453,3.018867924528302,3.7735849056603774,0.7547169811320755,0.7547169811320755,1.1320754716981132
