Name,0-18,19-65,66+
United Kingdom,22.224459973410745,60.15594763805329,17.619592388535967
Great Britain,22.159756943099996,60.16984485744148,17.670398199458518
England and Wales,22.37705083834614,59.998113855985004,17.62483530566886
England,22.457768361237243,60.048240731083624,17.49399090767913
London,23.776204978001637,64.79381033332119,11.429984688677175
Lewisham,23.298363297511703,67.75234270853463,8.949293993953667
