OA11CD,Total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E00016238,193,2,2,4,3,3,2,2,0,1,1,0,0,1,2,1,0,0,4,0,1,0,3,4,5,6,8,11,7,9,14,6,2,3,1,6,7,7,3,6,5,0,4,5,1,3,2,2,0,1,2,1,3,1,3,0,2,1,1,0,0,1,0,1,1,2,1,1,1,1,0,2,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
E00173941,206,3,8,3,3,3,1,1,1,1,0,0,1,1,1,1,0,2,0,4,14,28,21,23,15,10,2,4,5,2,1,3,1,3,3,2,3,2,3,4,1,2,1,1,2,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
E00173942,175,10,5,2,2,3,1,0,0,1,2,0,1,0,2,0,2,1,1,0,3,9,5,7,6,13,4,5,4,7,4,4,5,4,4,3,7,2,4,4,6,4,2,2,2,2,0,1,1,1,1,0,0,1,1,2,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
E00016261,194,4,1,2,1,2,2,1,4,1,1,4,1,7,3,3,2,3,4,3,1,1,0,6,1,4,4,2,6,3,4,2,4,3,1,0,1,5,6,0,0,2,3,1,3,3,2,1,0,7,7,3,1,2,6,5,5,4,4,3,1,3,0,2,1,2,3,1,1,2,1,3,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2
E00016282,232,2,8,5,3,4,2,2,4,2,7,3,0,1,1,0,5,10,6,3,4,4,2,1,5,1,0,1,2,2,3,2,5,3,2,4,1,3,2,3,4,8,10,5,4,5,3,4,4,5,5,3,3,4,3,0,1,4,4,2,0,6,3,0,1,3,1,1,4,2,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,0,0,1
E00016288,214,3,4,7,4,3,5,2,1,6,5,2,4,2,0,4,1,0,7,8,3,1,1,4,4,2,1,2,1,0,0,4,0,3,3,0,4,3,4,2,1,5,7,7,2,3,3,6,6,4,7,1,5,2,4,5,2,4,4,1,0,3,3,2,3,1,0,1,1,0,2,1,0,2,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
E00016289,176,1,3,5,2,3,4,5,4,2,4,4,1,4,2,0,3,3,0,2,1,1,0,1,3,4,1,1,2,1,1,1,4,2,2,2,5,2,2,2,1,2,1,3,2,6,1,1,1,4,3,4,5,4,8,4,5,3,2,1,2,2,2,1,1,2,1,0,3,2,0,1,0,0,0,0,0,1,1,0,2,0,1,3,0,0,0,0,0,0,0,0
E00016294,165,3,0,5,4,1,7,1,2,4,2,4,0,5,2,2,2,1,5,2,2,0,1,1,2,1,5,2,0,2,4,4,3,3,1,1,3,3,2,1,1,0,3,3,2,4,1,0,1,1,1,4,4,3,7,3,2,3,2,2,0,4,2,4,2,1,0,2,0,3,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
E00016281,174,6,4,4,7,2,4,3,2,0,1,3,1,2,1,2,3,3,1,2,1,1,2,1,3,0,2,2,1,1,1,1,2,3,4,6,3,3,2,2,3,2,0,7,4,3,1,1,3,6,6,1,5,5,0,2,1,2,1,3,1,1,1,1,1,0,1,3,0,1,0,1,4,0,1,2,0,0,1,1,1,1,0,0,0,0,0,1,2,0,0,1
E00016290,151,2,2,2,1,3,2,4,3,5,4,4,1,2,2,0,3,4,1,3,1,0,2,1,1,1,0,2,2,3,0,2,4,1,3,2,3,1,2,3,4,3,3,4,5,2,2,3,0,2,3,2,5,2,3,0,2,1,2,1,1,1,1,3,2,0,1,0,0,2,0,1,0,1,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,1,0,0
E00016292,125,5,0,4,4,2,2,0,2,1,3,2,2,2,3,2,2,1,1,2,2,1,0,1,1,3,2,0,2,2,0,4,0,1,1,2,1,3,3,4,1,1,2,2,0,3,2,0,0,3,1,3,1,3,2,1,2,1,2,3,1,1,1,2,0,1,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,0,0,2,2,0,0,0,0,0
E00016293,140,3,1,3,3,4,2,1,1,2,3,2,1,4,1,1,2,0,2,1,2,3,2,2,1,1,2,1,0,2,2,1,3,0,3,2,0,3,1,2,3,1,3,2,4,0,3,2,3,2,5,2,3,2,1,0,2,3,3,3,3,0,2,1,2,2,1,2,1,0,2,1,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
E00016295,162,7,0,1,8,6,0,2,4,3,2,4,2,4,1,2,4,2,1,2,1,3,2,0,4,1,1,1,2,1,1,2,4,1,4,3,1,2,2,2,2,3,1,1,4,1,2,4,2,4,2,3,0,1,1,2,3,5,1,2,2,2,2,2,2,0,1,2,2,0,1,0,1,2,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0
E00016258,207,3,4,3,4,5,5,5,5,3,3,3,5,1,5,2,2,2,2,2,3,2,2,0,3,2,2,0,4,3,3,4,3,1,3,1,3,4,5,4,3,6,6,4,4,3,1,8,3,0,6,0,4,2,5,4,2,0,1,1,3,0,2,2,0,1,1,4,0,2,2,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0
E00016259,163,1,1,4,4,1,2,5,4,5,2,2,0,1,2,6,2,4,3,2,1,3,1,2,0,2,0,1,1,2,1,2,0,2,2,2,1,3,7,3,5,4,5,1,3,2,2,3,0,2,4,2,0,3,2,3,3,1,3,1,4,1,2,1,2,0,1,1,1,1,1,0,0,2,1,2,0,0,2,1,0,1,0,1,0,1,0,0,0,0,1,0
E00016298,227,5,4,2,4,5,5,2,6,2,5,5,1,2,3,0,1,3,2,4,3,2,3,3,4,4,0,4,3,0,3,5,5,1,5,1,1,2,5,3,1,5,6,5,5,2,4,1,4,4,5,4,2,2,4,5,2,3,5,3,3,0,6,1,3,3,0,4,2,3,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1
E00016299,206,0,4,2,1,4,5,3,6,6,0,3,2,4,0,1,3,4,5,7,3,3,4,1,3,3,2,2,2,1,0,2,3,5,0,2,7,1,5,5,2,2,4,5,5,2,3,3,5,6,5,1,1,2,4,3,4,4,2,3,3,0,3,3,0,0,2,1,0,1,2,0,2,1,2,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
E00016260,169,1,3,2,6,2,3,2,1,0,1,0,1,5,0,4,0,1,4,3,2,4,1,0,2,6,3,4,1,1,3,2,4,2,2,2,5,2,1,4,4,1,4,3,1,1,1,3,3,5,2,3,2,4,0,1,1,4,2,4,6,2,2,2,2,0,1,0,0,1,2,2,0,2,0,0,0,1,0,0,1,0,3,0,0,0,0,1,1,0,0,1
E00016262,133,2,3,2,2,6,3,2,2,0,2,2,1,3,1,1,2,1,1,3,0,3,1,2,2,3,1,1,0,1,3,2,1,1,0,2,1,1,2,3,1,3,1,1,3,5,4,4,6,5,2,1,2,2,3,1,3,1,3,0,0,0,1,1,2,0,0,0,1,1,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
E00016266,151,2,2,1,1,4,2,0,5,3,1,1,3,3,0,3,3,0,0,1,1,1,4,2,2,0,1,1,3,3,0,3,1,2,3,2,3,1,2,1,9,3,3,0,2,1,2,1,5,2,3,2,2,0,3,2,3,0,5,3,2,2,2,1,3,0,2,1,2,1,0,3,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2
E00016267,160,4,1,4,2,2,1,1,1,0,5,2,1,2,2,1,0,2,7,3,6,5,4,5,5,2,4,3,0,1,2,1,1,0,0,0,3,6,2,2,4,2,2,3,1,2,4,2,5,1,4,0,2,2,2,2,1,3,4,4,2,0,0,1,1,1,0,2,0,1,1,3,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
E00016271,172,4,0,5,3,2,1,1,2,0,4,1,2,6,3,3,2,1,3,2,0,2,1,4,2,5,3,3,3,2,2,1,1,2,2,1,1,3,2,3,1,5,3,2,1,3,2,0,1,2,3,1,2,4,2,1,2,1,3,2,5,4,0,3,1,0,1,1,1,0,1,1,2,3,4,0,1,1,1,1,0,3,1,6,0,0,1,0,0,1,0,0
E00016274,176,5,0,6,2,2,1,2,1,3,1,1,0,5,0,4,2,3,0,3,1,2,2,1,1,2,2,2,1,3,3,4,2,1,1,1,5,5,2,7,6,4,6,0,7,4,2,2,0,2,5,3,4,2,1,2,1,1,1,1,3,3,0,1,2,1,1,0,0,0,2,0,0,1,1,1,0,2,0,1,0,2,2,5,1,0,1,0,1,0,1,1
E00016276,192,2,3,1,3,2,2,2,3,2,2,0,0,2,0,2,1,2,2,0,1,1,0,1,0,5,2,1,3,4,1,8,3,4,6,4,6,6,8,4,2,7,8,2,3,2,5,3,5,4,4,1,3,1,2,1,5,3,2,3,3,3,1,1,2,0,2,2,1,1,0,0,2,3,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
E00016277,198,3,5,5,2,3,2,1,3,2,4,4,8,4,0,3,1,1,2,2,0,2,3,2,1,2,3,3,1,5,0,2,6,5,5,3,5,3,5,4,7,1,6,4,5,1,2,3,2,0,5,3,1,2,2,2,3,1,3,3,2,2,3,1,1,3,0,0,0,1,0,2,0,3,0,0,1,1,0,3,0,2,0,1,1,0,0,0,0,0,0,0
E00016278,153,0,1,3,4,3,0,0,3,4,2,0,3,0,3,0,2,2,0,1,2,1,2,2,2,4,3,2,0,0,1,5,2,7,3,0,4,5,4,4,5,7,3,3,3,7,1,2,4,0,1,1,1,2,1,1,3,2,1,2,1,2,1,2,0,0,2,2,1,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0
E00016285,147,0,3,1,2,2,0,0,3,0,0,2,0,5,0,0,3,0,1,2,0,2,0,3,2,1,2,2,0,1,1,4,2,2,2,4,4,4,4,3,2,1,4,3,0,3,5,1,1,1,3,3,1,0,3,2,2,3,2,3,1,2,3,3,0,4,2,3,1,1,0,2,3,2,0,0,2,0,0,1,1,2,0,0,0,2,1,1,0,0,0,0
E00016257,216,8,7,8,4,4,4,2,5,5,0,6,1,3,2,1,4,2,2,2,4,3,2,2,5,1,3,2,1,3,2,2,4,5,1,2,5,3,5,4,2,3,8,3,2,2,0,3,4,2,4,1,4,5,4,4,3,4,3,3,0,1,1,3,2,2,2,1,1,1,1,1,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00016263,116,1,2,3,0,3,3,0,0,0,4,2,0,0,0,1,1,3,2,2,0,1,0,2,2,3,0,1,2,2,2,5,2,4,2,2,1,4,4,1,1,0,4,3,1,3,5,1,1,0,0,1,0,2,0,1,0,0,1,1,0,0,3,2,3,3,2,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
E00016265,261,4,7,8,4,8,4,2,4,10,3,6,2,3,3,1,1,2,6,0,4,3,1,2,3,2,4,3,3,3,3,6,4,3,4,7,4,4,7,1,6,6,8,7,3,4,6,9,4,1,3,3,3,3,2,2,2,5,2,3,3,2,3,4,2,3,1,2,0,1,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
E00016268,240,6,3,1,6,3,2,4,0,4,2,5,1,2,5,1,2,4,4,5,2,3,3,1,3,6,2,3,3,6,3,4,3,0,4,4,4,5,3,3,3,6,4,5,0,6,2,4,4,4,0,3,4,3,2,0,3,2,2,4,4,4,2,5,4,3,4,1,6,2,1,0,0,3,2,0,2,1,2,0,1,2,2,0,0,0,1,0,0,0,0,2
E00016291,273,7,6,5,4,11,7,1,7,4,5,3,2,7,5,1,1,2,2,1,1,2,3,1,4,3,2,2,4,1,2,3,6,3,1,5,6,5,11,8,6,9,1,2,6,4,2,6,1,12,6,0,1,2,1,1,2,4,4,3,2,3,2,2,1,1,3,2,2,4,3,3,0,2,0,1,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,9
E00016256,163,3,1,3,0,0,5,4,1,2,2,2,0,5,2,0,3,1,3,0,2,0,3,2,2,3,0,2,2,3,3,4,2,1,3,7,5,5,4,3,4,3,2,5,0,1,1,2,2,2,5,1,5,0,2,6,3,3,1,2,3,0,4,2,0,2,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,1,1,0,1,0,0,0,1,0,0
E00016284,144,1,2,1,3,0,5,3,4,0,2,0,2,6,2,1,1,0,1,2,2,1,0,1,1,1,2,1,1,2,0,1,6,4,2,1,3,4,5,3,2,4,1,3,1,5,4,0,3,3,1,1,6,1,1,2,4,0,5,0,2,3,2,1,0,1,2,0,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E00016286,218,2,4,1,4,3,2,4,5,1,7,4,0,1,0,5,3,3,5,5,1,2,3,2,2,3,5,1,2,1,3,3,2,4,2,1,4,3,1,6,1,10,5,5,4,3,3,4,5,1,4,3,3,1,4,4,3,3,6,5,7,2,1,1,2,1,0,1,2,2,4,2,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
E00016296,166,4,0,1,2,2,0,3,0,3,5,2,1,1,1,3,1,2,2,3,2,1,0,4,2,5,2,3,4,2,0,3,3,4,5,4,5,1,4,3,0,3,3,2,4,4,1,0,4,1,2,2,2,5,4,3,2,3,5,0,3,3,1,3,2,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1
E00016297,186,0,1,2,1,2,4,5,0,3,4,4,1,2,2,2,5,3,4,4,5,1,1,0,2,4,2,2,3,1,2,2,5,1,4,1,2,1,1,3,2,3,4,4,5,3,1,3,3,4,3,3,1,2,2,4,7,3,3,4,2,2,1,3,1,2,5,1,0,3,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
E00016264,142,2,3,2,0,2,0,2,0,2,1,1,2,3,8,0,0,0,1,0,0,2,1,3,0,1,0,3,2,1,3,0,1,2,1,2,2,2,2,1,1,5,3,1,5,2,1,2,2,1,0,3,3,1,1,2,2,0,5,1,4,5,2,1,1,0,0,0,2,1,3,2,0,0,4,1,2,1,0,1,1,3,2,1,0,2,0,0,1,1,0,2
E00016269,175,1,3,1,4,1,2,1,0,1,3,3,5,4,3,2,2,5,3,5,5,4,4,3,3,4,1,1,1,1,1,2,1,0,1,2,2,1,0,1,2,1,2,1,2,1,0,3,3,6,5,4,1,3,1,7,3,4,4,2,1,0,5,1,3,2,0,2,0,0,0,2,3,0,2,3,0,1,0,1,1,1,0,0,0,0,2,0,0,1,1,1
E00016270,132,1,0,2,0,2,1,0,1,0,3,3,0,1,0,1,0,1,1,2,0,0,2,1,2,5,2,4,2,3,3,1,1,1,0,0,2,1,2,1,2,1,1,2,2,3,0,1,4,3,2,2,2,1,3,1,3,2,4,2,3,3,0,4,2,0,2,0,2,0,0,2,2,2,0,2,2,4,0,1,0,1,0,1,0,0,0,0,2,2,0,2
E00016272,207,6,4,4,5,1,4,2,2,1,2,1,4,1,3,4,1,5,4,1,2,3,0,0,3,4,2,1,4,5,2,2,2,2,2,2,2,0,5,1,2,7,8,2,1,3,5,4,5,3,4,3,5,4,5,0,1,3,4,0,3,2,3,0,3,3,2,0,1,0,1,1,1,1,1,1,1,0,1,3,0,0,1,1,2,1,0,4,0,1,0,1
E00016273,189,6,3,0,4,3,0,3,1,2,4,0,1,1,1,0,1,1,2,2,0,3,1,1,1,6,2,2,4,5,3,3,4,2,2,4,4,4,2,2,3,1,3,2,2,2,3,4,3,2,5,3,0,2,3,1,3,7,2,5,1,1,4,1,1,5,3,3,0,2,0,2,0,2,3,0,2,1,1,1,3,0,1,1,1,0,0,0,3,0,1,0
E00016275,200,7,4,8,5,3,1,4,2,2,3,2,3,5,5,1,7,4,1,3,1,0,1,0,1,3,1,3,1,0,2,2,5,3,1,3,8,1,1,6,4,4,3,4,1,5,2,3,5,4,2,1,1,3,6,4,8,4,2,0,1,2,3,1,2,1,3,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0
E00016279,160,2,3,2,2,1,1,1,3,0,1,0,2,2,6,4,4,7,8,7,6,1,1,0,3,0,2,2,5,0,1,3,3,1,3,1,5,2,4,1,3,3,2,0,1,3,3,4,1,2,3,1,0,2,1,4,0,1,3,0,3,0,5,0,2,4,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
E00016280,148,5,4,4,2,0,2,0,0,2,1,1,2,1,1,3,4,5,1,1,1,1,1,3,0,2,2,3,0,2,1,3,4,3,4,0,4,2,3,1,1,5,2,2,0,3,5,1,3,1,2,3,1,3,2,0,4,2,4,1,2,2,2,0,0,1,2,2,1,1,0,0,1,0,1,0,1,3,0,1,1,1,0,0,0,0,1,0,0,0,0,1
E00016283,178,2,2,3,1,7,3,3,5,1,3,4,4,6,3,1,0,1,2,2,1,0,1,2,2,1,2,0,2,1,2,1,3,2,3,3,4,3,6,0,2,3,5,3,6,3,2,1,2,4,1,2,2,4,4,3,6,3,1,1,3,1,1,3,2,2,4,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0
E00016287,177,4,5,3,2,5,4,0,5,3,2,6,3,2,2,1,0,3,3,0,0,3,3,1,4,0,5,1,1,3,2,3,2,1,3,3,1,0,4,3,1,4,2,4,3,3,3,2,2,4,3,3,3,5,3,1,1,2,0,3,3,2,3,2,0,1,1,2,3,0,1,2,0,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
E00016335,112,5,2,3,2,2,0,4,4,2,0,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,4,4,1,2,1,3,3,2,1,1,0,3,6,2,4,5,1,4,3,4,4,1,2,1,1,0,1,0,1,0,0,1,1,0,1,3,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
E00016336,198,3,2,4,1,1,3,3,6,3,7,1,2,2,4,3,1,3,1,0,1,0,2,0,2,1,4,0,1,0,2,3,3,8,2,5,2,3,6,4,2,3,3,4,7,4,4,4,2,4,3,7,2,5,3,3,7,3,3,1,1,1,1,0,2,1,0,0,3,2,1,1,1,0,0,1,1,0,0,0,2,1,2,1,0,2,0,1,0,0,0,0
E00016339,162,1,2,5,5,3,5,5,3,3,2,3,2,2,2,1,4,0,0,1,2,0,2,1,1,1,0,1,1,0,0,1,1,3,1,0,1,5,2,6,6,2,1,7,3,2,3,1,0,5,3,5,0,2,1,3,3,1,1,2,2,3,2,0,3,2,0,4,1,1,2,1,0,1,0,0,0,1,3,1,2,0,1,0,0,0,1,0,1,0,0,1
E00016340,158,1,7,1,2,4,4,6,4,2,4,0,1,1,5,1,0,1,1,1,1,2,1,0,2,2,0,0,2,2,0,0,2,1,0,3,4,3,5,6,6,4,5,6,0,4,1,0,4,3,4,2,2,1,4,2,2,2,1,1,3,1,1,4,2,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
E00016341,162,4,0,4,6,1,6,4,5,5,3,3,3,3,3,1,1,2,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,6,6,3,5,9,3,4,9,3,6,1,3,1,3,1,1,4,3,0,3,1,3,1,2,2,0,1,0,1,1,0,1,2,0,1,0,1,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
E00016300,210,4,3,4,2,5,3,1,2,2,5,0,3,1,0,0,2,0,1,0,1,1,3,4,2,6,4,4,3,2,5,5,6,2,5,7,4,11,6,8,8,3,4,4,3,7,4,3,1,1,3,1,3,2,2,1,3,4,2,1,2,2,3,1,1,2,1,0,0,1,3,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
E00016310,121,6,1,4,1,2,3,3,3,1,2,3,1,0,2,0,2,1,2,0,0,1,3,0,4,2,0,1,0,4,3,2,0,0,2,1,4,3,1,1,1,1,1,3,2,2,2,2,0,2,6,0,1,2,1,0,1,0,3,0,1,1,1,2,3,1,1,1,1,3,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
E00016312,171,3,2,8,2,3,1,3,5,1,5,0,2,4,1,3,3,2,2,0,1,0,0,2,2,4,2,1,1,3,2,2,6,3,4,3,3,6,3,7,4,4,5,2,7,0,2,4,1,2,2,3,3,2,3,0,3,0,1,1,1,2,2,0,1,0,1,0,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E00016343,166,6,3,8,1,3,3,5,5,6,0,0,1,2,2,0,2,3,2,1,1,2,0,0,0,4,1,1,2,1,4,1,3,4,0,1,6,1,2,3,6,1,5,5,4,2,6,3,0,6,0,1,1,0,1,0,0,2,1,5,0,3,1,2,2,0,2,0,1,1,3,0,0,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
E00016344,211,5,5,3,2,2,2,2,3,3,1,3,1,3,1,0,0,0,0,2,0,7,5,4,3,1,4,6,3,2,4,4,8,4,6,4,3,8,10,5,4,4,10,7,2,8,3,4,3,3,1,3,3,2,3,2,3,1,2,0,3,0,0,3,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
E00016301,186,1,3,3,6,4,3,5,1,3,5,0,3,0,3,2,0,0,0,1,1,2,0,1,0,1,2,4,4,3,2,4,8,3,2,1,2,7,2,4,4,6,3,8,6,2,4,1,2,5,4,2,0,4,6,3,1,2,3,0,1,3,1,1,0,3,0,2,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,2,2,0,0,2,0,1,0
E00016302,134,4,2,2,0,0,0,3,1,0,1,1,1,1,2,0,1,5,0,1,1,1,1,1,1,2,0,0,3,1,2,5,2,2,9,6,9,5,2,1,2,2,1,2,2,2,3,2,4,3,1,4,6,0,1,1,1,1,1,1,1,0,1,3,0,0,0,2,0,0,2,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
E00016316,194,0,2,2,5,2,3,1,3,1,2,3,3,2,2,5,3,3,1,2,4,2,0,2,3,2,1,1,5,3,3,5,7,4,4,6,3,3,5,5,2,2,1,3,5,1,2,5,5,2,2,2,2,2,4,2,1,0,1,3,1,0,1,0,3,0,3,2,2,1,4,2,1,3,2,0,1,1,1,1,0,0,0,1,0,0,0,0,2,1,1,0
E00016338,187,4,5,1,2,3,1,2,2,1,2,2,5,1,2,0,3,0,0,0,1,2,1,4,1,2,2,3,3,5,6,2,5,3,0,5,3,3,2,5,5,7,2,4,3,4,3,3,3,3,2,0,1,0,3,2,2,3,2,1,3,9,1,5,5,1,1,0,2,1,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,2,1,1,0
E00016342,156,3,2,3,3,3,3,0,0,2,0,3,1,0,1,2,0,1,2,1,0,1,2,2,0,4,0,1,3,1,3,1,3,4,4,4,3,5,3,3,4,3,5,3,2,3,0,1,3,4,2,1,3,2,6,2,5,2,3,1,6,0,0,0,1,2,1,0,0,1,1,1,1,0,1,0,0,0,1,0,2,0,2,0,0,1,0,0,2,0,0,1
E00016303,203,6,2,2,2,3,1,1,3,3,1,1,1,1,1,1,1,2,1,1,2,2,1,0,1,0,4,1,4,5,3,5,9,7,3,6,4,6,6,5,2,2,10,3,5,5,7,3,5,3,3,2,3,4,2,5,1,3,2,1,1,1,2,1,0,0,1,3,1,1,0,1,1,0,1,2,1,0,0,1,1,0,0,1,0,3,1,0,0,0,0,0
E00016304,144,4,0,3,2,4,2,4,2,1,2,0,1,0,0,2,1,0,1,1,0,1,0,0,1,0,0,1,1,1,3,5,4,2,1,3,6,1,6,6,5,6,3,2,2,4,5,5,3,5,2,1,1,1,2,2,1,3,4,0,1,0,0,0,1,1,1,1,2,1,0,1,0,2,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
E00016313,128,5,6,1,3,1,6,1,2,2,4,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,2,5,6,8,4,5,4,6,4,6,3,2,4,2,3,4,2,2,1,0,0,1,0,0,3,3,0,0,2,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
E00016318,139,5,4,1,3,5,2,6,4,4,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,2,0,2,4,2,7,1,4,4,3,1,3,3,3,4,5,5,4,2,2,2,1,0,4,2,2,3,0,0,0,1,2,2,2,1,1,0,1,0,0,0,1,0,1,1,3,1,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0
E00016345,141,0,1,3,2,3,4,1,5,0,2,2,1,1,0,1,0,3,1,0,0,0,0,0,0,1,0,2,4,2,2,4,2,1,3,4,4,6,3,7,2,4,6,3,0,5,2,3,1,4,4,3,3,1,1,4,2,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,2,0,1,0,0,0,0,1,0,0,2,0,1,0,0,2
E00016307,211,0,1,5,2,3,3,5,4,1,4,0,5,4,0,1,5,4,2,5,2,3,1,2,4,2,1,3,5,3,1,1,3,4,4,6,4,4,4,4,3,2,6,3,2,5,4,4,0,4,2,3,7,4,3,3,2,2,2,2,0,2,3,3,2,2,3,0,2,2,1,1,0,2,2,0,0,0,1,0,2,0,0,0,0,0,0,1,2,0,0,2
E00016314,140,1,1,0,2,1,2,0,0,1,0,1,1,1,3,1,2,1,2,2,1,0,3,0,5,0,3,1,2,4,3,3,3,6,3,5,3,1,3,3,2,4,4,1,1,0,1,2,2,4,0,2,3,1,2,0,0,4,1,2,0,2,6,0,1,2,2,0,1,0,1,0,2,0,5,0,1,1,1,0,2,0,1,0,0,0,0,1,0,1,0,0
E00016319,117,0,3,3,0,1,2,2,0,2,1,1,0,0,1,1,0,2,3,1,2,2,0,3,1,3,5,2,0,0,2,0,0,2,0,3,3,1,2,0,1,3,4,2,1,0,0,2,0,3,7,3,2,1,0,3,2,2,2,3,0,1,1,0,3,1,2,2,0,0,1,0,0,2,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,1,1,1
E00016321,133,3,1,1,0,1,0,4,2,0,1,1,1,1,1,0,1,5,1,0,3,0,1,4,2,3,3,2,1,3,5,6,3,3,2,1,6,1,4,2,0,2,1,1,2,1,0,2,3,1,3,4,1,3,3,0,2,2,0,1,1,3,2,2,0,1,1,0,1,0,0,0,2,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
E00016322,197,1,3,2,5,2,3,4,4,3,2,1,2,1,3,1,2,4,2,3,1,2,1,0,2,4,2,1,1,2,1,5,4,3,5,1,2,5,3,8,5,2,4,4,4,7,3,6,2,3,3,1,1,4,4,5,6,5,2,1,1,3,1,0,2,1,0,2,0,0,1,1,1,3,0,2,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0
E00016305,137,1,3,0,1,3,3,4,3,3,6,2,1,1,1,1,1,3,2,0,0,2,1,2,1,1,6,1,0,2,3,4,1,5,4,4,1,4,2,3,2,4,2,3,1,2,2,1,4,1,1,3,1,0,0,2,2,2,1,1,1,0,0,0,0,0,0,3,0,2,1,0,1,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
