OA11CD,Total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E00016175,142,3,1,0,1,4,1,2,1,3,2,1,1,1,2,1,2,1,0,1,0,1,1,1,1,0,2,2,4,4,3,4,4,6,5,4,1,6,2,2,2,3,5,1,0,5,2,1,1,3,2,3,2,0,3,1,0,3,2,2,2,1,1,3,1,0,0,1,2,1,1,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0
E00016181,152,0,2,1,4,3,1,0,1,3,0,2,2,2,0,1,1,3,4,2,0,2,1,1,4,2,4,4,2,6,3,7,4,4,2,2,2,0,1,5,4,2,5,4,2,1,3,1,1,1,2,1,3,1,1,1,0,1,2,1,2,2,2,1,3,3,2,2,0,1,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1
E00016182,170,2,2,3,1,4,1,1,7,1,2,1,1,2,3,1,4,0,3,1,0,0,2,0,4,3,3,2,2,3,4,3,2,7,3,4,2,0,4,5,6,3,3,2,2,3,3,1,3,3,1,1,2,0,3,2,1,5,3,3,1,1,2,4,1,2,2,1,1,0,1,0,0,0,0,1,3,0,3,0,0,0,1,0,0,0,1,0,0,0,1,1
E00016160,133,0,3,0,0,5,0,1,1,0,1,5,0,3,0,0,1,1,2,4,0,0,0,1,1,1,1,0,1,1,0,2,2,2,0,1,3,0,3,2,2,3,6,6,0,1,2,1,2,7,3,1,2,0,1,3,4,2,4,1,1,0,1,0,0,0,1,2,2,0,1,1,2,1,3,1,2,1,1,0,0,2,0,1,0,1,0,3,1,0,1,5
E00016183,113,0,1,1,1,0,2,2,2,0,1,0,0,0,0,1,1,2,1,1,0,0,1,0,0,2,1,1,2,3,3,2,6,1,1,3,2,1,3,3,5,2,2,5,7,1,1,2,2,1,4,1,1,1,2,1,1,2,1,0,2,1,0,0,0,1,0,1,0,0,2,2,2,2,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,1
E00016185,101,1,0,0,1,1,1,1,0,1,0,1,3,1,1,4,1,0,0,1,2,0,0,0,0,0,0,4,2,1,2,3,1,1,1,0,2,1,0,0,1,3,7,1,1,3,4,3,4,0,1,1,2,2,0,3,2,0,2,0,0,0,1,1,1,0,1,0,1,0,1,2,0,2,0,3,1,0,1,0,1,0,1,1,3,1,0,0,0,0,1,0
E00016191,138,1,1,4,2,0,2,1,2,0,0,3,3,3,1,0,1,0,1,2,0,0,0,0,1,0,3,3,1,1,2,1,3,6,2,0,3,2,2,2,2,2,2,2,1,3,3,1,3,1,2,2,1,2,1,1,2,5,2,3,0,1,2,0,2,1,1,2,0,1,2,1,0,1,3,3,1,0,1,1,0,0,5,2,2,3,1,0,0,0,1,1
E00016195,123,2,3,5,2,0,1,2,1,1,1,1,0,3,1,0,1,1,0,1,0,1,0,1,1,2,0,1,1,2,2,3,5,2,1,1,1,2,1,1,3,4,3,3,2,6,2,2,2,2,4,3,1,2,1,1,4,3,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,2,0,0,0,1,1,0,4,0,0,0,0
E00016197,133,1,2,3,3,1,1,1,1,0,0,0,1,1,3,2,0,0,1,0,0,0,0,2,1,2,0,2,4,8,3,2,5,3,1,3,0,4,3,4,1,4,2,4,2,4,4,5,3,2,4,2,1,3,2,1,3,0,2,2,3,0,2,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
E00016161,171,3,2,2,1,0,1,3,0,0,1,0,1,1,1,2,2,1,1,1,0,1,0,1,2,1,0,1,5,5,3,6,4,7,4,8,10,8,5,3,4,5,4,4,1,2,2,3,3,3,1,1,4,2,1,5,1,0,2,1,0,0,2,4,0,2,1,3,1,0,0,1,1,0,2,2,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0
E00016190,162,1,0,0,0,0,3,0,2,2,1,1,0,0,1,2,0,2,1,2,1,0,1,0,0,2,3,1,1,4,0,3,0,3,3,1,3,5,4,2,1,6,4,3,2,2,0,3,2,1,0,2,1,2,5,0,2,5,1,4,4,5,4,3,5,3,2,6,3,0,3,0,3,1,2,1,1,0,1,0,2,2,0,3,1,3,0,1,0,1,0,1
E00016192,201,2,2,2,1,2,1,3,1,4,1,2,1,3,0,1,0,3,1,1,2,1,3,3,4,2,2,5,6,2,3,5,6,5,8,2,3,5,2,8,5,6,5,8,7,1,6,3,5,2,3,5,1,2,3,3,3,3,2,2,1,1,3,1,0,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0
E00016193,157,2,1,1,1,1,0,1,0,0,1,1,1,1,0,2,1,1,0,0,0,2,1,1,0,3,1,4,3,3,2,4,3,6,6,5,3,4,6,5,7,1,4,4,4,5,1,2,1,3,2,1,5,2,6,3,3,2,1,2,0,3,0,2,1,2,2,2,0,0,2,0,0,0,0,1,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0
E00016194,182,2,3,1,1,1,1,2,1,2,0,1,1,3,2,0,1,1,1,2,5,3,3,3,4,4,3,2,3,2,2,3,5,1,3,4,8,5,5,3,8,4,8,3,6,1,3,4,3,6,1,2,2,2,5,2,2,1,1,1,1,2,1,0,1,1,3,2,2,0,0,0,1,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
E00016196,219,4,8,3,5,3,4,3,5,0,3,4,2,2,0,2,2,2,3,1,0,1,1,1,2,4,8,1,2,6,1,4,6,3,4,0,7,0,5,3,5,4,6,6,5,2,2,3,4,2,3,3,2,5,3,6,5,2,6,3,4,1,3,1,3,2,2,0,0,2,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0
E00016162,121,0,1,3,2,2,0,1,3,3,1,2,2,0,0,1,4,1,0,3,4,1,0,0,1,2,4,2,0,2,0,2,0,2,1,5,6,3,2,5,3,1,3,1,4,2,4,2,0,2,5,1,3,1,2,2,2,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
E00016198,250,2,2,1,7,5,7,5,3,6,6,7,4,4,2,0,6,2,6,2,5,2,1,1,3,1,2,1,1,2,3,8,17,4,11,4,6,5,2,7,3,4,5,4,1,3,5,5,6,3,2,5,1,3,4,2,0,2,0,2,0,1,2,1,3,2,2,1,1,0,1,0,3,2,3,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0
E00016202,194,2,1,1,2,0,7,1,2,0,4,2,2,2,1,2,1,2,1,0,3,0,2,4,3,6,4,6,5,8,7,7,8,14,3,7,5,7,4,3,4,3,5,0,2,4,1,1,4,3,2,0,4,3,2,1,2,1,2,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
E00016205,126,1,0,2,1,1,1,2,1,1,1,0,1,0,1,0,2,0,1,0,0,1,0,0,1,2,2,3,2,2,2,6,3,1,4,1,5,3,3,7,7,1,2,3,3,0,1,1,0,2,1,2,1,2,4,3,1,1,1,2,1,1,2,0,1,0,2,1,0,1,1,0,1,0,1,3,2,0,1,0,1,0,0,0,1,1,2,0,0,1,0,0
E00016208,139,1,1,0,2,3,1,0,1,0,2,1,3,1,4,2,4,0,2,0,3,3,0,0,1,3,1,0,2,4,3,3,5,3,3,3,3,3,4,2,1,1,0,5,2,2,1,2,3,1,3,2,4,4,3,3,2,0,0,0,1,0,3,1,1,0,1,1,1,1,0,0,2,3,3,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
E00016199,102,4,2,0,0,0,0,2,5,1,3,0,2,1,1,2,0,6,4,2,2,0,2,2,1,1,1,1,0,2,3,1,1,1,1,1,2,1,0,3,1,2,1,2,2,2,3,1,1,0,1,0,2,0,2,1,2,3,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0
E00016200,151,2,1,6,1,5,4,5,1,6,5,3,5,1,3,1,5,10,4,11,0,0,4,2,3,0,0,2,2,1,3,2,3,0,1,2,1,0,3,3,1,0,1,2,1,0,0,3,1,6,0,1,1,1,0,1,2,3,1,1,0,0,0,2,1,1,2,0,2,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
E00016201,201,8,6,7,2,4,3,2,5,3,2,1,0,4,0,2,2,1,0,0,2,1,1,2,1,1,3,3,6,5,3,5,7,6,5,3,5,9,5,7,5,4,2,3,1,4,3,5,1,3,2,0,1,1,0,0,0,2,1,1,0,1,0,4,0,2,0,1,2,1,0,0,1,1,2,3,0,2,2,1,0,1,1,2,1,0,1,1,0,0,0,0
E00016203,40,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,2,1,1,1,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2
E00016207,198,5,2,1,2,4,4,3,8,7,1,0,3,1,4,6,9,15,7,6,10,3,4,6,2,3,3,1,3,4,2,2,3,2,2,1,2,2,3,1,2,1,2,1,1,1,1,2,1,2,3,1,0,1,1,2,3,0,0,2,0,0,3,1,0,1,2,1,0,1,3,2,0,2,0,0,1,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0
E00016163,166,0,1,3,0,6,2,1,3,5,0,1,3,1,4,0,4,2,0,2,1,1,2,1,1,1,3,3,3,1,6,6,3,7,1,7,8,1,4,2,2,2,6,5,1,1,0,7,3,3,4,0,4,2,2,1,2,0,2,1,1,2,0,0,1,1,0,3,3,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
E00016165,158,1,1,5,1,3,1,1,3,0,2,0,0,1,1,2,1,4,0,0,2,0,0,1,0,0,0,0,1,1,0,0,6,8,3,7,0,2,4,6,1,7,2,3,1,9,3,3,7,1,5,3,6,1,2,5,1,2,1,1,1,0,2,0,0,3,2,2,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,0,0,1
E00016168,88,0,1,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,3,2,6,0,3,0,1,2,2,2,6,3,1,5,1,3,2,1,1,1,1,2,1,2,3,1,4,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,2
E00016169,148,1,2,0,2,0,2,1,2,2,2,3,0,1,1,1,2,0,5,3,1,0,0,0,1,1,2,2,2,2,0,2,5,2,6,7,4,3,5,1,4,2,3,1,0,1,2,2,0,2,2,0,1,1,5,3,2,2,1,2,3,1,2,0,4,1,2,0,2,1,0,1,1,3,0,1,1,2,0,1,1,3,2,2,0,1,0,0,1,0,0,0
E00016172,149,4,3,1,5,3,1,0,1,1,3,0,1,1,1,1,2,1,1,0,0,0,0,1,2,2,3,0,2,3,3,0,1,6,3,4,11,2,5,3,5,3,4,5,4,3,3,2,1,3,1,2,1,3,2,4,0,0,2,1,1,4,2,3,0,2,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
E00016177,135,2,3,5,2,3,2,5,4,1,0,1,2,0,2,1,0,0,3,0,2,0,0,0,0,0,1,2,1,2,1,6,4,3,7,6,1,1,0,3,6,2,5,4,2,2,0,2,2,3,2,2,0,0,2,0,0,1,2,2,1,0,3,1,0,2,0,0,1,1,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2
E00016210,204,0,2,1,1,1,1,4,0,0,4,3,0,1,1,0,4,4,2,3,2,6,1,3,3,5,2,4,4,1,4,3,6,6,3,2,4,1,3,2,4,2,1,3,2,3,3,5,1,3,4,3,1,2,2,3,4,4,2,2,1,3,1,2,5,3,4,1,6,0,0,1,2,2,1,2,3,3,2,1,1,1,0,0,0,0,0,3,0,1,0,4
E00016239,156,1,2,2,0,1,0,1,0,2,1,2,0,1,0,1,2,0,1,2,1,3,3,3,6,2,2,3,4,2,3,4,7,7,4,4,3,1,2,2,1,4,5,2,3,4,3,3,6,2,1,0,1,2,0,1,1,1,3,0,2,0,1,1,0,1,1,4,0,1,1,2,4,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,2
E00016240,265,3,6,5,4,2,2,3,5,4,1,1,2,2,4,4,2,2,4,2,2,1,2,5,6,2,7,6,5,8,10,9,5,13,12,14,8,6,2,8,8,5,5,4,6,4,2,1,3,2,3,1,2,2,3,4,2,2,1,2,1,1,0,1,1,3,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E00016241,88,0,2,1,2,0,2,1,0,0,1,2,1,2,0,3,0,2,1,1,0,2,2,2,0,2,1,0,0,3,3,2,2,2,2,1,2,1,0,0,0,2,1,0,2,0,0,1,0,0,2,0,2,0,0,0,1,4,1,1,0,1,1,0,1,0,1,1,1,1,4,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,4
E00016245,203,4,2,2,3,2,2,2,3,4,3,5,4,3,4,4,1,5,4,5,2,3,2,5,8,4,4,0,4,5,1,5,3,0,2,5,2,4,2,3,3,3,2,5,3,2,1,2,4,6,2,2,1,0,3,3,2,2,2,0,2,2,0,2,2,2,1,0,2,1,1,0,1,0,0,0,1,4,2,0,2,0,0,0,0,1,0,0,1,0,0,2
E00016211,167,1,5,2,1,0,3,2,2,3,2,2,2,2,1,3,1,3,3,2,2,3,3,1,4,1,5,7,6,6,2,2,0,1,4,4,3,4,4,2,4,2,2,2,1,1,7,3,2,3,4,2,3,1,3,1,3,0,0,1,0,1,1,0,3,0,0,1,1,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,1,0,2,0,0,1,1,0
E00016213,189,3,2,2,2,2,2,1,5,0,2,3,3,3,4,2,2,1,1,0,0,2,2,3,1,1,12,9,7,6,10,1,2,4,2,3,4,4,4,5,3,3,3,3,0,2,3,2,4,4,1,2,5,4,1,2,3,3,1,1,0,1,1,0,1,3,0,0,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
E00016244,152,0,1,4,2,3,3,1,0,2,0,1,1,1,0,1,0,3,3,0,2,0,4,2,1,4,9,2,17,7,4,3,2,4,0,3,2,5,3,3,2,1,1,3,1,1,0,3,2,2,4,1,2,2,2,1,0,2,2,2,1,0,1,2,0,0,1,2,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
E00016250,174,1,3,2,2,5,3,1,0,6,2,1,2,2,1,2,2,1,2,2,2,2,4,4,4,2,7,9,11,6,1,2,2,1,4,2,4,1,3,4,1,1,2,0,2,0,2,2,0,5,2,3,1,4,1,7,1,1,0,2,3,3,1,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,1
E00174011,74,2,0,2,1,0,2,1,0,1,2,0,1,0,0,0,1,0,0,0,1,2,0,0,4,0,5,0,3,4,0,2,1,4,1,3,4,2,2,0,0,2,3,1,1,1,0,2,0,3,2,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00174032,163,0,2,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,3,4,4,15,11,6,6,10,5,8,8,8,3,4,1,2,2,5,2,2,2,0,2,0,3,1,2,0,0,4,1,2,3,4,3,2,0,1,0,2,0,2,0,1,3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
E00174033,48,0,3,1,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0,1,0,1,0,2,0,0,2,2,2,2,0,0,2,1,0,1,0,0,0,0,2,1,1,1,3,0,2,1,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016216,188,2,4,1,2,4,5,5,0,3,2,2,2,2,0,3,1,1,1,0,2,1,1,0,1,3,4,4,4,1,3,8,5,9,4,4,8,10,1,4,6,5,2,5,9,4,3,1,2,2,1,4,1,2,1,1,3,0,1,1,2,1,1,2,2,1,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
E00016236,425,3,9,6,6,2,1,6,6,4,6,4,5,8,1,3,1,2,2,0,3,2,3,3,7,5,4,14,10,13,13,14,13,20,6,14,9,8,9,11,11,12,12,15,11,10,10,6,6,5,6,4,3,7,5,3,2,6,6,6,1,2,2,0,1,0,1,3,1,4,0,1,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
E00016246,42,1,0,2,1,4,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,4,0,2,2,1,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016248,177,4,1,4,2,3,1,0,1,1,0,0,1,1,0,1,1,4,2,0,1,0,2,1,1,5,3,2,5,8,2,7,5,3,8,6,4,5,4,5,10,4,8,3,4,3,3,3,3,7,3,0,1,0,1,0,0,1,2,1,2,2,2,0,1,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
E00016252,199,3,6,1,1,3,0,1,3,3,2,4,0,0,2,0,3,3,0,6,1,2,1,1,2,1,3,1,3,2,9,4,6,6,6,5,5,4,6,7,3,2,2,7,4,3,7,4,0,6,6,3,0,5,1,7,1,3,2,0,1,1,0,1,2,0,0,0,1,2,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,2
E00016219,177,3,3,2,2,3,2,4,3,1,1,2,2,1,1,0,2,2,0,1,1,3,3,2,3,4,1,2,3,4,6,7,7,5,8,4,5,6,5,4,6,2,2,0,3,2,4,1,3,6,0,2,2,1,1,2,1,1,0,3,1,2,0,3,0,0,1,0,0,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2
E00016220,94,5,1,1,1,0,0,0,1,0,0,2,0,0,1,1,0,1,1,0,1,1,1,2,2,1,1,2,2,1,3,1,6,2,2,4,4,3,1,4,0,1,1,1,1,2,1,2,1,1,2,2,1,2,1,0,1,1,1,0,0,0,2,1,1,0,0,0,1,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
E00016221,151,0,4,4,2,3,1,3,4,5,1,2,0,1,2,2,0,1,1,1,0,3,0,1,2,2,4,1,1,3,3,4,3,4,5,5,6,6,4,0,3,4,2,2,7,4,1,3,1,0,2,2,2,0,1,2,1,1,1,0,1,1,0,3,2,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
E00016223,124,3,1,1,5,3,2,5,0,2,2,2,1,1,2,1,1,1,0,0,0,1,2,1,1,1,1,3,2,1,2,0,0,2,4,3,4,6,1,4,4,1,2,2,3,1,1,2,2,1,2,1,0,2,1,1,1,1,1,2,0,3,1,3,3,3,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
E00016225,117,4,1,0,1,2,2,2,0,2,1,2,1,1,0,1,0,0,0,1,0,1,0,0,2,3,2,4,3,2,3,3,4,3,4,4,2,3,1,5,2,2,4,2,4,2,3,1,2,1,2,0,4,0,1,1,1,1,1,0,0,1,3,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
E00016255,100,2,0,2,1,0,2,0,2,1,3,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,2,1,1,4,1,4,4,4,4,4,0,5,4,2,4,1,3,0,1,4,2,1,3,0,3,1,2,1,2,1,1,0,2,2,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016214,205,5,2,2,2,2,2,4,4,3,1,1,2,0,0,4,3,2,1,1,0,2,0,0,8,6,4,5,8,7,8,9,8,4,5,2,3,5,3,3,4,6,6,3,6,2,2,3,0,3,2,2,1,4,1,1,1,1,0,0,3,0,2,3,3,0,0,3,0,1,0,2,1,2,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0
E00016215,171,2,0,4,2,1,2,4,3,2,2,3,1,0,3,2,1,0,2,0,2,0,3,3,0,2,3,1,6,7,11,4,5,6,6,3,5,4,3,4,2,1,2,4,4,2,0,1,1,2,0,2,3,4,1,1,0,2,0,5,4,2,1,0,3,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2
E00016217,191,1,4,0,1,4,2,1,2,0,2,1,4,4,2,2,1,1,4,0,3,1,2,0,1,3,7,3,1,9,3,4,4,5,7,7,3,2,3,3,3,1,3,2,4,3,2,3,1,3,2,4,1,3,2,6,3,1,2,1,3,0,5,4,2,3,3,1,1,1,2,0,1,1,1,0,0,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0
E00016237,177,1,3,2,0,1,1,1,2,3,0,5,2,1,0,1,2,1,1,1,2,2,0,2,10,6,2,8,2,0,3,4,6,7,6,10,2,3,1,6,2,4,2,1,3,2,2,1,4,1,1,2,4,2,1,0,1,1,0,2,2,2,1,0,3,2,1,0,2,0,1,0,1,1,0,1,1,3,0,2,1,2,0,0,0,1,1,1,1,1,0,0
E00016247,147,2,1,1,1,2,4,3,6,2,1,4,3,4,1,2,4,0,0,1,0,2,0,1,1,5,3,3,2,1,1,2,7,7,3,6,5,4,2,2,1,2,0,2,0,1,2,0,2,4,0,2,2,0,2,2,4,1,2,2,0,2,1,0,0,4,1,1,0,1,0,2,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
E00016253,175,2,2,4,3,2,1,0,3,0,0,0,2,2,0,3,3,1,1,0,1,3,3,3,3,8,6,5,3,4,2,3,7,7,5,8,3,4,3,3,3,2,4,0,4,6,0,2,2,3,0,3,1,1,1,0,2,3,3,1,0,4,1,2,0,2,1,0,1,1,2,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
E00016218,120,4,4,0,3,0,2,1,1,1,1,0,1,0,0,2,1,0,1,1,0,0,1,0,1,1,2,2,3,4,1,5,4,8,4,4,2,5,7,4,3,3,5,1,3,2,1,1,1,1,3,0,2,3,1,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016222,176,2,0,5,4,0,2,2,3,1,2,3,2,0,0,2,2,0,3,0,1,2,3,0,2,4,4,4,5,5,2,7,6,8,5,5,2,5,8,5,5,1,5,3,0,5,2,2,1,3,2,1,1,2,3,2,1,0,3,2,1,0,1,1,2,1,1,1,0,2,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
E00016224,145,2,0,2,1,0,1,2,4,2,1,2,1,0,2,1,2,0,0,1,0,2,0,1,1,1,3,2,3,1,4,5,4,2,3,4,5,4,10,6,6,4,4,1,2,1,4,2,1,3,3,3,2,1,3,2,2,1,2,0,0,1,0,3,1,0,1,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016226,163,8,3,3,0,4,4,2,2,1,2,3,1,1,2,2,0,0,0,1,0,1,2,2,1,0,2,4,4,1,2,4,5,6,5,4,3,3,5,2,8,4,7,3,4,3,2,1,2,1,3,0,3,1,0,2,1,1,3,0,2,0,1,2,0,0,0,0,0,0,2,2,1,0,1,0,3,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0
E00016227,194,2,3,1,3,1,0,3,0,3,2,1,1,0,0,1,0,0,0,0,4,3,2,6,2,4,7,4,4,7,3,9,5,8,8,8,8,5,2,10,5,5,5,6,2,3,0,2,4,1,2,1,0,0,1,4,1,2,1,1,1,0,1,2,0,4,1,1,1,0,1,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
E00016228,199,1,0,5,3,2,1,3,0,3,6,2,3,5,1,2,2,3,2,2,1,1,2,4,2,4,3,4,3,0,2,6,7,6,0,9,6,2,5,4,6,4,3,2,3,4,2,4,2,4,4,3,3,4,4,3,1,1,0,2,1,2,0,0,1,0,1,1,4,1,0,0,1,1,1,0,0,3,0,2,0,1,0,1,0,0,0,0,0,0,0,2
E00016229,209,2,2,1,2,3,5,2,4,2,1,1,1,3,2,0,0,4,3,2,0,1,1,0,2,2,9,4,5,6,9,8,5,4,5,6,4,4,3,9,4,2,4,3,2,2,4,4,2,2,3,3,5,1,3,3,2,2,2,1,1,1,4,1,2,2,1,5,0,0,1,1,2,1,0,0,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0
E00016230,155,1,2,3,3,2,2,3,2,4,2,1,4,3,0,0,1,2,1,0,1,1,1,2,1,0,1,1,3,3,2,6,5,7,3,2,5,3,2,3,1,2,2,3,3,3,3,5,1,1,6,4,3,2,1,3,0,4,3,1,1,2,3,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
E00016231,154,1,1,1,1,1,0,4,3,0,7,2,5,1,0,0,3,1,1,1,1,0,4,0,1,5,2,3,3,3,5,3,3,3,2,2,2,3,2,4,1,1,5,0,2,3,5,2,4,2,8,7,3,1,4,1,2,0,1,2,1,3,1,0,1,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
E00016232,174,0,4,1,1,3,4,4,1,0,2,4,1,2,1,3,2,0,1,0,2,0,2,2,3,2,3,3,7,1,5,3,2,4,3,4,6,4,5,3,4,5,2,0,5,2,4,3,5,10,2,1,1,2,5,1,1,1,0,2,1,3,2,1,1,0,2,0,3,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
E00016233,177,1,2,3,4,3,3,6,4,3,6,4,2,2,2,1,3,2,2,6,4,3,2,5,3,2,3,4,1,3,0,3,5,1,2,1,0,2,4,3,4,0,3,3,4,3,1,2,1,3,3,4,4,2,3,3,2,2,1,0,1,2,4,2,0,0,1,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
E00016209,238,2,1,3,7,4,4,2,1,4,0,0,1,1,1,3,4,4,4,5,7,4,4,9,14,8,11,9,7,4,7,3,6,1,6,3,4,2,6,4,4,3,6,3,2,3,2,2,1,3,3,3,2,2,2,2,4,4,2,1,0,2,1,1,1,0,0,2,0,1,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
E00016235,165,5,1,0,2,0,0,1,2,3,1,1,1,0,0,2,0,1,2,4,1,1,2,3,5,4,8,6,5,10,11,3,4,4,6,4,2,4,8,4,4,3,5,1,1,3,2,1,0,1,2,1,1,3,0,2,1,3,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
