WD22CD_proposed,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E05013714,1.3011470638589282,1.4809108029447013,1.4295497346344803,1.4894709809964046,1.4209895565827768,1.7377161444958056,1.5493922273583292,1.7377161444958056,2.0972436226673516,1.9688409518917993,1.7205957883923986,1.566512583461736,1.8489984591679507,1.7548365005992124,1.6692347200821778,1.4466700907378873,1.1813045711350796,1.1128231467214518,1.0700222564629345,0.9844204759458997,0.7875363807567197,0.8560178051703475,0.8816983393254579,1.044341722307824,0.9073788734805684,1.0700222564629345,1.027221366204417,1.1556240369799693,1.0357815442561205,1.078582434514638,1.1299435028248588,1.6692347200821778,1.5151515151515151,1.5408320493066257,1.6264338298236602,1.7205957883923986,1.6692347200821778,1.7205957883923986,1.4295497346344803,1.6777948981338813,1.746276322547509,1.6777948981338813,1.60075329566855,1.5151515151515151,1.566512583461736,1.40386920047937,1.3011470638589282,1.4723506248929978,1.2241054613935969,1.4295497346344803,1.3953090224276665,1.617873651771957,1.4295497346344803,1.4124293785310735,1.4637904468412943,1.3781886663242595,1.566512583461736,1.4466700907378873,1.2840267077555214,1.189864749186783,1.1299435028248588,1.2326656394453004,0.9673001198424928,0.9330594076356789,0.8132169149118301,0.701934600239685,0.7190549563430919,0.5735319294641329,0.4964903269988016,0.4793699708953946,0.6248929977743537,0.43656908063687727,0.5735319294641329,0.4879301489470981,0.3852080123266564,0.42800890258517377,0.3509673001198425,0.3852080123266564,0.3509673001198425,0.2482451634994008,0.3081664098613251,0.36808765622324946,0.29104605375791814,0.2396849854476973,0.2054442732408834,0.1712035610340695,0.16264338298236602,0.12840267077555212,0.0684814244136278,0.11128231467214518,0.39376819037835986
E05013715,1.2824997085227936,1.2824997085227936,1.329136061559986,1.2708406202634954,1.4165792235047219,1.2358633554856011,1.2008860907077066,1.2999883409117408,1.1600792818001633,1.1600792818001633,1.0201702226885858,0.9618747813920951,0.8860907077066573,0.9677043255217442,0.9268975166142007,0.9968520461699895,1.0026815902996387,0.8919202518363064,0.9035793400956045,0.7928180016322723,0.6354203101317477,0.7520111927247289,0.9560452372624461,1.0259997668182348,1.136761105281567,1.620613268042439,1.5798064591348957,1.9354086510434885,2.2385449457852395,2.0986358866736623,2.0694881660254167,2.4717267109712022,2.3376471959892737,1.982045004080681,2.0636586218957675,2.121954063192258,1.8537950332284014,1.9062609303952431,2.0403404453771716,1.98787454821033,1.8363064008394543,1.8479654890987525,1.6614200769499825,1.498192841319809,1.4573860324122654,1.4923632971901597,1.5798064591348957,1.5564882826162993,1.3990905911157747,1.3699428704675294,1.224204267226303,1.521511017838405,1.1600792818001633,1.334965605689635,1.2883292526524426,1.0901247522443744,1.1717383700594612,1.0201702226885858,0.9793634137810423,0.851113442928763,0.950215693132797,0.8452838987991139,0.8277952664101668,0.8161361781508686,0.763670280984027,0.6820566631689402,0.6937157514282383,0.577124868835257,0.49551125102017024,0.6412498542613968,0.48968170689052115,0.6004430453538533,0.664568030779993,0.6529089425206949,0.565465780575959,0.4605339862422759,0.40223854494578526,0.4547044421126268,0.4197271773347324,0.29730675061210216,0.378920368427189,0.35560219190859277,0.3730908242975399,0.3089658388714003,0.378920368427189,0.2681590299638568,0.2564999417045587,0.19820450040806809,0.1515681473708756,0.1807158680191209,0.7053748396875364
E05013716,1.3298300176953188,1.2976567108155934,1.2279478792428549,1.147514612043541,1.174325701109979,0.9920102954582015,1.126065740790391,1.1099790873505282,0.9920102954582015,0.9169392460721755,0.8043326719931364,0.7560727116735482,0.7024505335406724,0.7399860582336855,0.7131749691672475,0.7399860582336855,0.7399860582336855,0.6541905732210842,0.7292616226071102,1.126065740790391,1.7480830071317497,1.8553273633975012,2.0698160759290043,2.1770604321947555,2.4183602337926966,2.4183602337926966,2.4290846694192716,2.7722666094696766,2.847337658855703,2.7615421738431016,2.6596600353906377,2.847337658855703,2.589951203817899,2.4612579762989975,2.5738645503780364,2.1663359965681805,2.2145959568877687,2.225320392514344,2.1716982143814683,2.0269183334227034,1.6783741755590111,1.6140275617995603,1.4906965520939461,1.4960587699072336,1.3673655423883317,1.2333100970561424,1.126065740790391,1.1099790873505282,1.340554453321894,1.3673655423883317,1.2118612258029922,1.0831679982840903,1.1367901764169661,1.072443562657515,1.024183602337927,0.8204193254329991,0.9223014638854631,0.8579548501260121,0.7131749691672475,0.7399860582336855,0.7024505335406724,0.6756394444742345,0.6756394444742345,0.6488283554077967,0.5094106922623197,0.47723738538259425,0.4665129497560191,0.47187516756930664,0.36999302911684273,0.3646308113035551,0.33781972223711726,0.3968041181832806,0.39144190036999305,0.3270952866105421,0.30028419754410424,0.2788353262909539,0.2895597619175291,0.18767762346506514,0.23593758378465332,0.16622875221191485,0.23593758378465332,0.2252131481580782,0.21448871253150303,0.1555043165853397,0.1555043165853397,0.13405544533218938,0.11796879189232666,0.10188213845246394,0.09651992063917636,0.05362217813287576,0.3753552469301303
E05013717,1.311419081433971,1.259878593517352,1.4202267781468332,1.3744130111098385,1.454587103424579,1.5175810331004467,1.3228725231932195,1.5977551254151872,1.4316802199060819,1.3973198946283358,1.3686862902302142,1.1625243385637385,1.4660405451838276,1.277058756156225,1.2484251517581033,1.242698430878479,1.1453441759248655,1.4603138243042033,1.2541518726377276,0.9334555033787654,0.8475546901844004,0.893368457221395,1.0079028748138816,1.1854312220822356,1.1797045012026113,1.277058756156225,0.9907227121750086,1.1854312220822356,1.1224372924063681,1.1453441759248655,1.2656053143969763,1.488947428702325,1.3285992440728438,1.3056923605543467,1.3629595693505898,1.4774939869430763,1.506127591341198,1.6550223342114305,1.4774939869430763,1.540487916618944,1.821097239720536,1.7924636353224144,1.5347611957393197,1.5633948001374414,1.6550223342114305,1.294238918795098,1.3572328484709655,1.3572328484709655,1.557668079257817,1.5462146374985684,1.2140648264803573,1.4259534990264575,1.5347611957393197,1.4603138243042033,1.3285992440728438,1.3457794067117168,1.6722024968503035,1.5805749627763144,1.5004008704615737,1.2312449891192303,1.1739777803229872,1.1797045012026113,1.0422632000916274,1.013629595693506,0.8647348528232734,0.9220020616195167,0.876188294582522,0.7845607605085329,0.6814797846752949,0.7158401099530409,0.6700263429160462,0.6528461802771733,0.6929332264345436,0.6700263429160462,0.4982247165273165,0.3836902989348299,0.5154048791661895,0.4409575077310732,0.3436032527774596,0.36078341541633263,0.314969648379338,0.37223685717558125,0.41232390333295155,0.4466842286106975,0.297789485740465,0.3035162066200893,0.297789485740465,0.2519757187034704,0.20043523078685144,0.16034818462948117,0.7960142022677815
E05013718,1.6539030825664458,1.5380655125812472,1.6152905592380462,1.5187592509170473,1.5509363536907137,1.608855138683313,1.6796447647853787,1.5380655125812472,1.557371774245447,1.2870841109466504,1.0425381298667868,1.0425381298667868,0.9588776626552545,0.9138297187721217,0.9073942982173885,0.714331681575391,0.8816526159984555,0.6564128965827917,0.6306712143638586,0.6306712143638586,0.6564128965827917,0.5984941115901924,0.7722504665679902,0.9138297187721217,0.9588776626552545,1.2870841109466504,1.4479696248149816,1.3771799987129159,1.634596820902246,1.7311281292232448,1.84053027865371,2.11725336250724,1.9241907458652423,2.0078512130767745,2.142995044726173,2.1623013063903724,2.226655511937705,2.381105605251303,2.316751399703971,2.381105605251303,2.1623013063903724,2.188042988609306,2.123688783061973,1.9113199047557758,1.7504343908874445,1.5831134564643798,1.4737113070339147,1.3063903726108501,1.4865821481433812,1.332132054829783,1.2484715876182508,1.4157925220413154,1.1519402792972522,1.254907008172984,1.2291653259540511,1.177681961516185,1.1583756998519854,1.1519402792972522,1.1712465409614519,0.9267005598815883,0.9653130832099878,0.9267005598815883,0.843040092670056,0.8559109337795225,0.765815046013257,0.5405753265975931,0.7529442049037904,0.5920586910354592,0.5727524293712594,0.637106634918592,0.4376085977218611,0.4311731771671279,0.5470107471523264,0.4826565416049939,0.3732543921745286,0.4311731771671279,0.40543149494819486,0.34107728940086235,0.34107728940086235,0.3603835510650621,0.2574168221893301,0.2638522427440633,0.23811056052513033,0.21880429886093056,0.1866271960872643,0.19949803719673082,0.20593345775146407,0.2509814016345968,0.12870841109466505,0.08366046721153228,0.35394813051032886
E05013719,1.1077671767945187,0.9861048857014791,1.1013638983159377,1.0437343920087085,1.0373311135301275,1.0309278350515463,1.2806556957162067,1.0501376704872896,1.1269770122302618,1.0565409489658706,1.1397835691874239,1.2870589741947878,1.2998655311519498,1.2678491387590447,1.0565409489658706,1.0949606198373567,0.9476852148299929,0.9156688224370878,0.9925081641800602,1.0885573413587757,1.351091758980598,1.4535442146378945,1.6264327335595825,2.093872062495998,2.2411474675033616,2.247550745981943,2.0618556701030926,2.1643081257603893,2.41403598642505,2.4716654927322788,2.7534097457898445,2.54210155599667,2.465262214253698,2.516488442082346,2.2283409105461995,2.0554523916245118,1.9209835435743101,1.8697573157456617,1.6200294550810015,1.555996670295191,1.6392392905167446,1.6328360120381635,1.4407376576807325,1.4855606070307998,1.344688480502017,1.2422360248447204,1.2230261894089773,1.2358327463661394,1.331881923544855,1.2230261894089773,1.3574950374591792,1.2294294678875584,1.1013638983159377,1.1013638983159377,1.0693475059230326,1.2166229109303963,1.2358327463661394,1.1846065185374912,1.1205737337516808,0.8452327591726965,0.9028622654799258,0.8964589870013447,0.8452327591726965,0.774796695908305,0.6723442402510085,0.6019081769866171,0.6531344048152654,0.5250688352436448,0.5186655567650638,0.46743932893641543,0.28174425305756545,0.390599987193443,0.3201639239290517,0.2625344176218224,0.2625344176218224,0.31376064545047067,0.30095408849330857,0.3457770378433758,0.20490491131459307,0.21130818979317412,0.14087212652878273,0.10885573413587757,0.14087212652878273,0.1152590126144586,0.10245245565729653,0.1536786834859448,0.10245245565729653,0.1344688480502017,0.0768393417429724,0.07043606326439136,0.27534097457898443
E05013720,1.273046532045654,1.1797629499561018,1.3059701492537314,1.251097453906936,1.3608428446005267,1.6297190517998243,1.3553555750658473,1.6132572431957857,1.492537313432836,1.6681299385425812,1.6571553994732222,1.6681299385425812,1.6845917471466199,1.7833625987708517,1.7504389815627743,1.4431518876207199,1.382791922739245,1.3498683055311678,1.2785338015803336,0.9986830553116769,0.8615013169446883,0.949297629499561,1.009657594381036,1.1358647936786654,0.9328358208955224,1.1468393327480246,1.0919666374012291,0.9602721685689201,1.1742756804214223,1.0919666374012291,1.3059701492537314,1.4596136962247586,1.393766461808604,1.3663301141352062,1.4760755048287972,1.7614135206321335,1.777875329236172,1.8217734855136085,1.7120280948200175,1.8053116769095698,1.5089991220368744,1.5967954345917472,1.4431518876207199,1.393766461808604,1.6297190517998243,1.3773046532045654,1.371817383669886,1.525460930640913,1.5419227392449517,1.7175153643546972,1.4376646180860404,1.4596136962247586,1.492537313432836,1.454126426690079,1.3773046532045654,1.333406496927129,1.371817383669886,1.1852502194907815,1.344381035996488,1.1358647936786654,1.0755048287971904,0.8724758560140474,1.0261194029850746,0.7791922739244952,0.8505267778753293,0.7791922739244952,0.6694468832309043,0.565188762071993,0.5816505706760317,0.6420105355575065,0.49934152765583845,0.49934152765583845,0.5597014925373134,0.5432396839332748,0.4499561018437226,0.4170324846356453,0.36215978928884984,0.41154521510096576,0.4060579455662862,0.36764705882352944,0.38410886742756806,0.3402107111501317,0.373134328358209,0.32374890254609306,0.3292361720807726,0.33472344161545214,0.252414398595259,0.2030289727831431,0.12071992976294996,0.15913081650570676,0.7627304653204565
E05013721,1.2132910519784916,1.089204467117055,1.296015441886116,1.1512477595477733,0.9099682889838687,1.1305666620708672,1.2684406452502412,1.2063973528195229,1.3649524334758032,1.0271611746863367,1.1098855645939611,1.1305666620708672,1.0271611746863367,1.020267475527368,1.0547359713222115,1.0271611746863367,0.765200606645526,0.8548186957121191,0.7307321108506825,0.8548186957121191,1.0616296704811803,1.0271611746863367,1.6131256031986765,2.2542396249827656,2.5851371846132634,2.5782434854542946,2.5713497862953263,2.750585964428512,2.6540741762029505,3.060802426582104,3.0194402316282916,3.129739418171791,2.7230111677926376,2.6333930787260442,2.667861574520888,2.2197711291879223,2.357645112367296,2.0129601544188613,2.081897146008548,1.8061491796498002,1.7647869846959878,1.4890390183372397,1.3649524334758032,1.392527230111678,1.1650351578657108,1.1926099545015856,1.0960981662760236,1.2132910519784916,1.2339721494553977,1.1719288570246795,1.0616296704811803,1.0754170687991176,0.9306493864607749,1.089204467117055,1.0271611746863367,1.0823107679580863,1.0478422721632428,1.0133737763683992,0.9030745898249001,0.7789880049634634,0.7445195091686199,0.7100510133737764,0.6342203226251206,0.5032400386047153,0.6066455259892458,0.38604715290224734,0.2826416655177168,0.3446849579484351,0.3033227629946229,0.3033227629946229,0.40672825037915344,0.41362194953812215,0.3308975596304977,0.324003860471529,0.2688542671997794,0.19991727561009237,0.24127947056390459,0.22059837308699848,0.15166138149731145,0.15855508065628016,0.17923617813318626,0.17923617813318626,0.12408658486143664,0.12408658486143664,0.06204329243071832,0.08961808906659313,0.14476768233834275,0.08961808906659313,0.15166138149731145,0.06893699158968702,0.11719288570246794
E05013722,1.4895182052225082,1.5446855461566753,1.5385558416084344,1.4895182052225082,1.3117567733235258,1.5140370234154714,1.4649993870295452,1.630501409832046,1.636631114380287,1.360794409709452,1.360794409709452,1.3485350006129704,1.5814637734461199,1.225940909648155,1.1585141596175064,0.9133259776878755,0.8397695231089861,0.815250704916023,0.760083363981856,0.6926566139512076,0.6620080912100037,0.6926566139512076,0.7723427730783377,0.8949368640431531,1.035920068652691,1.3485350006129704,1.605982591639083,1.5385558416084344,1.9431163417923256,1.6979281598626945,1.9798945690817702,2.096358955498345,2.323158023783254,2.3476768419762166,2.0840995464018635,1.771484614441584,1.8327816599239917,1.9185975235993624,2.1576560009807526,2.1883045237219565,1.7653549098933432,1.7592252053451023,1.796003432634547,1.636631114380287,1.5692043643496383,1.440480568836582,1.556944955253157,1.5385558416084344,1.5692043643496383,1.4527399779330636,1.4343508642883414,1.1830329778104696,1.1217359323280618,1.2320706141963957,1.2994973642270442,1.1891626823587103,1.115606227779821,0.980752727718524,1.060438886845654,1.1094765232315802,0.9439745004290793,0.8213804094642638,0.7171754321441707,0.8642883413019492,0.6926566139512076,0.6374892730170406,0.7110457275959299,0.6313595684687998,0.5148951820522251,0.6129704548240775,0.5639328184381512,0.5271545911487067,0.490376363859262,0.5394140002451882,0.42294961382861346,0.33100404560500185,0.39230109108740957,0.35552286379796494,0.2819664092190756,0.26357729557435333,0.2758367046708349,0.21453965918842713,0.2758367046708349,0.15324261370601938,0.245188181929631,0.15937231825426015,0.14711290915777858,0.1409832046095378,0.1409832046095378,0.14711290915777858,0.4045605001838911
E05013723,1.3552204619202137,1.4633835973786347,1.4761086721384489,1.4124832983393778,1.5015588216580773,1.431570910479099,1.310682700260864,1.425208373099192,1.4570210599987274,1.183431952662722,1.183431952662722,1.2725074759814214,1.1070815041038367,1.189794490042629,1.1770694152828147,1.1261691162435579,1.0816313545842082,1.1770694152828147,1.0943564293440224,0.7571419482089458,0.7571419482089458,0.8016797098682955,0.9034803079468092,0.9861932938856016,1.0816313545842082,1.1452567283832793,1.2534198638417,1.2852325507412357,1.3806706114398422,1.3870331488197494,1.3297703124005853,1.6606222561557549,1.5524591206973342,1.6606222561557549,1.6924349430552905,1.9851116625310175,1.9087612139721322,1.8769485270725965,1.7942355411338042,1.8578609149328753,1.78151046637399,1.787873003753897,1.7115225551950117,1.5779092702169626,1.4506585226188204,1.4824712095183559,1.2725074759814214,1.2406947890818858,1.4761086721384489,1.5015588216580773,1.3234077750206783,1.2088821021823504,1.3743080740599352,1.189794490042629,1.5270089711777057,1.5015588216580773,1.2216071769421646,1.2979576255010499,1.2216071769421646,1.0943564293440224,1.317045237640771,1.1134440414837437,0.9989183686454158,1.0307310555449514,1.1579818031430935,0.8716676210472737,0.9352929948463448,0.6617038875103392,0.5471782146720112,0.6807914996500605,0.6426162753706178,0.7380543360692244,0.6489788127505249,0.7189667239295031,0.5090029903925686,0.49627791563275436,0.4644652287332188,0.47082776611312593,0.4390150792135904,0.31812686899535536,0.41356492969396197,0.4262900044537762,0.39447731755424065,0.31176433161544825,0.20360119615702743,0.2799516447159127,0.21632627091684165,0.24177642043647007,0.1845135840173061,0.15906343449767768,0.6807914996500605
