OA11CD,0-18,19-65,66+
E00016115,25.308641975308642,59.25925925925926,15.432098765432098
E00016136,29.87012987012987,57.79220779220779,12.337662337662337
E00016137,31.27962085308057,58.76777251184834,9.95260663507109
E00016138,26.70807453416149,62.732919254658384,10.559006211180124
E00016139,28.143712574850298,66.46706586826348,5.389221556886228
E00016116,32.03883495145631,61.650485436893206,6.310679611650485
E00016129,27.979274611398964,67.35751295336787,4.66321243523316
E00016142,26.17801047120419,66.2303664921466,7.591623036649215
E00016144,22.485207100591715,72.7810650887574,4.733727810650888
E00016145,24.06015037593985,71.42857142857143,4.511278195488722
E00016150,36.46408839779006,60.773480662983424,2.7624309392265194
E00016117,30.45977011494253,60.91954022988506,8.620689655172415
E00016132,33.333333333333336,62.34567901234568,4.320987654320987
E00016143,25.118483412322274,66.35071090047393,8.530805687203792
E00016147,24.277456647398843,67.05202312138728,8.670520231213873
E00016153,23.870967741935484,67.74193548387096,8.387096774193548
E00016141,27.210884353741495,57.82312925170068,14.965986394557824
E00016146,27.624309392265193,61.32596685082873,11.049723756906078
E00016148,23.60248447204969,59.62732919254658,16.770186335403725
E00016149,25.185185185185187,68.14814814814815,6.666666666666667
E00016151,24.840764331210192,63.69426751592356,11.464968152866241
E00016152,26.229508196721312,68.85245901639344,4.918032786885246
E00016126,18.93491124260355,59.76331360946745,21.301775147928993
E00016127,24.186046511627907,61.86046511627907,13.953488372093023
E00016131,25.0,63.333333333333336,11.666666666666666
E00016134,22.2972972972973,57.432432432432435,20.27027027027027
E00016140,23.225806451612904,63.225806451612904,13.548387096774194
E00016118,17.435897435897434,63.58974358974359,18.974358974358974
E00016154,19.883040935672515,55.55555555555556,24.56140350877193
E00016155,24.892703862660944,67.81115879828326,7.296137339055794
E00016156,19.487179487179485,63.58974358974359,16.923076923076923
E00016157,24.30939226519337,69.06077348066299,6.629834254143646
E00016112,19.642857142857142,62.5,17.857142857142858
E00016119,23.668639053254438,62.72189349112426,13.609467455621301
E00016121,27.659574468085108,63.829787234042556,8.51063829787234
E00016123,23.45679012345679,61.111111111111114,15.432098765432098
E00016158,19.871794871794872,66.66666666666667,13.461538461538462
E00016113,22.63157894736842,60.0,17.36842105263158
E00016120,27.38095238095238,63.095238095238095,9.523809523809524
E00016122,26.237623762376238,62.87128712871287,10.891089108910892
E00016124,37.27810650887574,52.662721893491124,10.059171597633137
E00016125,31.794871794871796,56.92307692307692,11.282051282051283
E00016114,25.0,64.02439024390245,10.975609756097562
E00016128,24.096385542168676,62.65060240963855,13.25301204819277
E00016130,17.80821917808219,68.4931506849315,13.698630136986301
E00016133,23.863636363636363,69.88636363636364,6.25
E00016135,18.78787878787879,66.06060606060606,15.151515151515152
E00016178,24.050632911392405,59.49367088607595,16.455696202531644
E00016179,20.114942528735632,72.41379310344827,7.471264367816092
E00016180,24.503311258278146,56.29139072847682,19.205298013245034
E00016187,27.528089887640448,52.80898876404494,19.662921348314608
E00016189,26.797385620915033,56.86274509803921,16.33986928104575
E00016159,24.22360248447205,58.38509316770186,17.391304347826086
E00016173,21.73913043478261,67.0807453416149,11.180124223602485
E00016176,28.571428571428573,64.62585034013605,6.802721088435374
E00016184,11.016949152542374,76.27118644067797,12.711864406779661
E00016186,16.740088105726873,76.65198237885463,6.607929515418502
E00016188,14.388489208633093,67.62589928057554,17.985611510791365
E00016166,21.62162162162162,69.36936936936937,9.00900900900901
E00016167,22.834645669291337,54.330708661417326,22.834645669291337
E00016171,13.432835820895523,80.59701492537313,5.970149253731344
E00016174,25.0,59.55882352941177,15.441176470588236
E00016204,17.6056338028169,66.90140845070422,15.492957746478874
E00016206,21.62162162162162,70.94594594594595,7.4324324324324325
E00016164,18.452380952380953,66.66666666666667,14.880952380952381
E00016170,22.857142857142858,71.83673469387755,5.3061224489795915
E00016175,16.233766233766232,73.37662337662337,10.38961038961039
E00016181,17.532467532467532,70.77922077922078,11.688311688311689
E00016182,25.396825396825395,64.55026455026454,10.052910052910052
E00016160,20.858895705521473,54.60122699386503,24.539877300613497
E00016183,18.796992481203006,62.40601503759399,18.796992481203006
E00016185,17.24137931034483,55.172413793103445,27.586206896551722
E00016191,15.602836879432624,59.57446808510638,24.822695035460992
E00016195,20.833333333333332,59.72222222222222,19.444444444444443
E00016197,14.583333333333334,76.38888888888889,9.027777777777779
E00016161,19.148936170212767,65.42553191489361,15.425531914893616
E00016190,17.0,60.0,23.0
E00016192,23.417721518987342,67.72151898734177,8.860759493670885
E00016193,16.52173913043478,77.3913043478261,6.086956521739131
E00016194,16.939890710382514,77.04918032786885,6.0109289617486334
E00016196,22.083333333333332,69.58333333333333,8.333333333333334
E00016162,24.46043165467626,67.62589928057554,7.913669064748201
E00016198,36.111111111111114,59.12698412698413,4.761904761904762
E00016202,22.22222222222222,70.51282051282051,7.264957264957265
E00016205,8.108108108108109,79.27927927927928,12.612612612612613
E00016208,27.848101265822784,64.55696202531645,7.594936708860759
E00016199,25.301204819277107,63.855421686746986,10.843373493975903
E00016200,27.167630057803468,65.89595375722543,6.936416184971098
E00016201,16.666666666666668,76.85185185185185,6.481481481481482
E00016203,48.0,52.0,0.0
E00016207,31.192660550458715,64.22018348623853,4.587155963302752
E00016163,25.146198830409357,67.25146198830409,7.60233918128655
E00016165,24.84472049689441,62.11180124223603,13.043478260869565
E00016168,11.458333333333334,77.08333333333333,11.458333333333334
E00016169,24.264705882352942,59.55882352941177,16.176470588235293
E00016172,12.698412698412698,74.60317460317461,12.698412698412698
E00016177,15.942028985507246,76.81159420289855,7.246376811594203
E00016210,16.49484536082474,68.04123711340206,15.463917525773196
E00016239,16.428571428571427,75.0,8.571428571428571
E00016240,19.27710843373494,77.51004016064257,3.21285140562249
E00016241,23.333333333333332,65.55555555555556,11.11111111111111
E00016245,24.022346368715084,70.39106145251397,5.58659217877095
E00016211,20.81218274111675,72.58883248730965,6.598984771573604
E00016213,19.138755980861244,73.20574162679426,7.655502392344498
E00016244,13.372093023255815,77.32558139534883,9.30232558139535
E00016250,20.245398773006134,73.61963190184049,6.134969325153374
E00174011,17.391304347826086,82.6086956521739,0.0
E00174032,8.51063829787234,86.52482269503547,4.964539007092198
E00174033,29.09090909090909,63.63636363636363,7.2727272727272725
E00016216,17.5531914893617,77.12765957446808,5.319148936170213
E00016236,19.78319783197832,76.42276422764228,3.794037940379404
E00016246,24.0,66.0,10.0
E00016248,13.609467455621301,80.4733727810651,5.9171597633136095
E00016252,16.06217616580311,77.72020725388602,6.217616580310881
E00016219,10.365853658536585,81.70731707317073,7.926829268292683
E00016220,18.51851851851852,72.22222222222223,9.25925925925926
E00016221,20.754716981132077,75.47169811320755,3.7735849056603774
E00016223,9.615384615384615,84.61538461538461,5.769230769230769
E00016225,19.834710743801654,73.55371900826447,6.6115702479338845
E00016255,21.05263157894737,71.05263157894737,7.894736842105263
E00016214,12.735849056603774,77.35849056603773,9.90566037735849
E00016215,17.532467532467532,72.72727272727273,9.74025974025974
E00016217,16.666666666666668,70.3125,13.020833333333334
E00016237,11.797752808988765,78.65168539325843,9.55056179775281
E00016247,17.56756756756757,74.32432432432432,8.108108108108109
E00016253,12.080536912751677,82.5503355704698,5.369127516778524
E00016218,20.17543859649123,77.19298245614036,2.6315789473684212
E00016222,22.085889570552148,71.77914110429448,6.134969325153374
E00016224,20.945945945945947,72.29729729729729,6.756756756756757
E00016226,31.318681318681318,61.53846153846154,7.142857142857143
E00016227,13.48314606741573,80.52434456928839,5.992509363295881
E00016228,25.870646766169155,65.67164179104478,8.457711442786069
E00016229,14.977973568281937,77.5330396475771,7.488986784140969
E00016230,27.0935960591133,65.02463054187191,7.8817733990147785
E00016231,22.340425531914892,69.14893617021276,8.51063829787234
E00016232,25.654450261780106,69.10994764397905,5.2356020942408374
E00016233,23.923444976076556,72.72727272727273,3.349282296650718
E00016209,21.428571428571427,75.39682539682539,3.1746031746031744
E00016235,16.666666666666668,80.24691358024691,3.0864197530864197
E00016238,16.93121693121693,70.37037037037037,12.698412698412698
E00173941,13.832853025936599,83.57348703170028,2.5936599423631126
E00173942,16.431924882629108,82.15962441314554,1.408450704225352
E00016261,19.306930693069308,70.29702970297029,10.396039603960396
E00016282,20.85308056872038,68.24644549763033,10.90047393364929
E00016288,30.241935483870968,64.51612903225806,5.241935483870968
E00016289,30.057803468208093,65.3179190751445,4.624277456647399
E00016294,15.894039735099337,70.19867549668874,13.907284768211921
E00016281,24.324324324324323,63.24324324324324,12.432432432432432
E00016290,26.11111111111111,61.666666666666664,12.222222222222221
E00016292,24.161073825503355,63.758389261744966,12.080536912751677
E00016293,18.784530386740332,65.74585635359117,15.469613259668508
E00016295,23.036649214659686,63.87434554973822,13.089005235602095
E00016258,24.663677130044842,61.88340807174888,13.452914798206278
E00016259,22.839506172839506,59.876543209876544,17.28395061728395
E00016298,26.0,63.2,10.8
E00016299,26.027397260273972,63.013698630136986,10.95890410958904
E00016260,22.959183673469386,63.775510204081634,13.26530612244898
E00016262,22.69503546099291,58.156028368794324,19.148936170212767
E00016266,24.623115577889447,63.31658291457286,12.06030150753769
E00016267,25.595238095238095,57.73809523809524,16.666666666666668
E00016271,22.608695652173914,60.43478260869565,16.956521739130434
E00016274,22.660098522167488,66.99507389162562,10.344827586206897
E00016276,14.356435643564357,71.2871287128713,14.356435643564357
E00016277,20.634920634920636,69.31216931216932,10.052910052910052
E00016278,23.80952380952381,63.69047619047619,12.5
E00016285,16.025641025641026,71.7948717948718,12.179487179487179
E00016257,22.33502538071066,64.46700507614213,13.197969543147208
E00016263,16.964285714285715,70.53571428571429,12.5
E00016265,19.06779661016949,67.79661016949153,13.135593220338983
E00016268,18.061674008810574,63.87665198237885,18.061674008810574
E00016291,30.035335689045937,59.01060070671378,10.954063604240282
E00016256,20.930232558139537,62.2093023255814,16.86046511627907
E00016284,20.863309352517987,67.62589928057554,11.510791366906474
E00016286,25.0,63.46153846153846,11.538461538461538
E00016296,20.14388489208633,71.22302158273381,8.633093525179856
E00016297,26.0,61.5,12.5
E00016264,16.463414634146343,60.97560975609756,22.5609756097561
E00016269,22.52747252747253,64.83516483516483,12.637362637362637
E00016270,16.89189189189189,64.1891891891892,18.91891891891892
E00016272,23.295454545454547,62.5,14.204545454545455
E00016273,15.428571428571429,74.28571428571429,10.285714285714286
E00016275,28.50467289719626,62.61682242990654,8.878504672897197
E00016279,23.976608187134502,63.1578947368421,12.865497076023392
E00016280,21.05263157894737,63.1578947368421,15.789473684210526
E00016283,25.641025641025642,65.64102564102564,8.717948717948717
E00016287,27.0,58.0,15.0
E00016335,18.58407079646018,63.716814159292035,17.699115044247787
E00016336,19.553072625698324,65.36312849162012,15.083798882681565
E00016339,29.050279329608937,59.77653631284916,11.1731843575419
E00016340,28.10810810810811,64.86486486486487,7.027027027027027
E00016341,26.623376623376622,61.688311688311686,11.688311688311689
E00016300,17.05426356589147,76.74418604651163,6.2015503875969
E00016310,19.834710743801654,65.2892561983471,14.87603305785124
E00016312,20.95808383233533,70.05988023952096,8.982035928143713
E00016343,22.52747252747253,63.18681318681319,14.285714285714286
E00016344,16.194331983805668,76.11336032388664,7.6923076923076925
E00016301,24.324324324324323,66.66666666666667,9.00900900900901
E00016302,18.620689655172413,72.41379310344827,8.96551724137931
E00016316,22.981366459627328,61.49068322981366,15.527950310559007
E00016338,17.318435754189945,68.71508379888269,13.966480446927374
E00016342,32.19178082191781,59.58904109589041,8.219178082191782
E00016303,18.26923076923077,70.67307692307692,11.057692307692308
E00016304,17.51412429378531,74.01129943502825,8.474576271186441
E00016313,24.21875,71.09375,4.6875
E00016318,26.875,61.25,11.875
E00016345,20.714285714285715,68.57142857142857,10.714285714285714
E00016307,24.75728155339806,61.16504854368932,14.077669902912621
E00016314,21.05263157894737,66.44736842105263,12.5
E00016319,15.702479338842975,68.59504132231405,15.702479338842975
E00016321,18.823529411764707,77.05882352941177,4.117647058823529
E00016322,24.890829694323145,67.24890829694323,7.860262008733624
E00016305,26.760563380281692,64.08450704225352,9.154929577464788
E00016306,21.637426900584796,69.00584795321637,9.35672514619883
E00016308,25.870646766169155,68.65671641791045,5.472636815920398
E00016315,23.555555555555557,71.55555555555556,4.888888888888889
E00016317,27.814569536423843,63.57615894039735,8.609271523178808
E00016320,21.794871794871796,75.64102564102564,2.5641025641025643
E00016309,15.131578947368421,75.0,9.868421052631579
E00016323,16.91176470588235,70.58823529411765,12.5
E00016324,21.31979695431472,72.58883248730965,6.091370558375634
E00016325,22.54335260115607,71.09826589595376,6.358381502890174
E00016327,27.906976744186046,62.7906976744186,9.30232558139535
E00016326,33.66834170854271,56.78391959798995,9.547738693467336
E00016329,31.277533039647576,59.91189427312775,8.810572687224669
E00016332,29.2,54.0,16.8
E00016333,23.80952380952381,68.02721088435374,8.16326530612245
E00016337,28.155339805825243,59.22330097087379,12.62135922330097
E00016311,25.0,65.85365853658537,9.146341463414634
E00016328,27.7027027027027,64.1891891891892,8.108108108108109
E00016330,24.576271186440678,63.559322033898304,11.864406779661017
E00016331,24.742268041237114,61.34020618556701,13.917525773195877
E00016334,26.446280991735538,63.63636363636363,9.917355371900827
E00016361,25.0,61.206896551724135,13.793103448275861
E00016363,25.294117647058822,68.23529411764706,6.470588235294118
E00016366,29.927007299270073,59.12408759124087,10.94890510948905
E00016367,26.373626373626372,64.83516483516483,8.791208791208792
E00016368,21.27659574468085,64.53900709219859,14.184397163120567
E00016350,23.926380368098158,68.09815950920246,7.975460122699387
E00016369,24.102564102564102,68.2051282051282,7.6923076923076925
E00016370,27.225130890052355,65.44502617801047,7.329842931937173
E00016371,31.547619047619047,61.904761904761905,6.5476190476190474
E00016374,23.703703703703702,65.18518518518519,11.11111111111111
E00016352,29.285714285714285,60.714285714285715,10.0
E00016373,27.184466019417474,60.19417475728155,12.62135922330097
E00016378,25.757575757575758,63.13131313131313,11.11111111111111
E00016381,24.51923076923077,64.42307692307692,11.057692307692308
E00016382,20.863309352517987,67.62589928057554,11.510791366906474
E00016348,26.612903225806452,59.67741935483871,13.709677419354838
E00016372,27.604166666666668,64.0625,8.333333333333334
E00016375,27.586206896551722,68.10344827586206,4.310344827586207
E00016377,25.806451612903224,64.51612903225806,9.67741935483871
E00016379,23.312883435582823,66.25766871165644,10.429447852760736
E00016349,28.50467289719626,61.21495327102804,10.280373831775702
E00016351,25.384615384615383,59.61538461538461,15.0
E00016376,27.932960893854748,59.21787709497207,12.849162011173185
E00016383,29.473684210526315,59.473684210526315,11.052631578947368
E00016353,23.563218390804597,64.36781609195403,12.068965517241379
E00016360,22.709163346613547,61.75298804780876,15.53784860557769
E00016380,26.31578947368421,62.5,11.18421052631579
E00016389,32.35294117647059,57.64705882352941,10.0
E00016390,29.05982905982906,60.68376068376068,10.256410256410257
E00016392,22.69503546099291,60.283687943262414,17.02127659574468
E00016359,20.786516853932586,58.98876404494382,20.224719101123597
E00016384,21.80851063829787,54.255319148936174,23.93617021276596
E00016385,18.94273127753304,62.55506607929515,18.502202643171806
E00016386,7.801418439716312,47.5177304964539,44.680851063829785
E00016388,16.05839416058394,59.12408759124087,24.817518248175183
E00016346,24.503311258278146,62.25165562913907,13.245033112582782
E00016354,22.900763358778626,66.41221374045801,10.687022900763358
E00016357,31.72043010752688,61.29032258064516,6.989247311827957
E00016358,27.586206896551722,60.3448275862069,12.068965517241379
E00016391,22.285714285714285,64.0,13.714285714285714
E00016403,35.85858585858586,59.5959595959596,4.545454545454546
E00016437,28.076923076923077,61.92307692307692,10.0
E00016439,29.213483146067414,67.41573033707866,3.3707865168539324
E00016442,41.11675126903553,56.34517766497462,2.5380710659898478
E00016399,23.91304347826087,72.46376811594203,3.6231884057971016
E00016401,29.677419354838708,66.45161290322581,3.870967741935484
E00016406,23.026315789473685,75.0,1.9736842105263157
E00016435,24.186046511627907,71.16279069767442,4.651162790697675
