Name,0-18,19-65,66+
United Kingdom,21.39235506154686,59.65110308445206,18.95654185400108
Great Britain,21.331563463159195,59.657268098029455,19.01116843881135
England and Wales,21.56490445784301,59.474019186844885,18.96107635531211
England,21.645775662540274,59.52224779923353,18.831976538226197
London,23.22019736592909,64.09118760458189,12.688615029489029
Lewisham,22.458332249928496,67.5953612938454,9.946306456226111
