OA11CD,Total,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
E00016421,145,21,11,13,4,5,8,9,10,17,11,7,16,1,4,1,5,1,1
E00016423,133,9,10,22,9,8,10,9,11,13,7,6,8,4,5,1,1,0,0
E00016424,139,20,15,18,11,5,8,8,9,12,7,7,13,2,2,1,0,0,1
E00016427,110,5,11,9,10,3,4,6,10,9,8,13,11,3,5,0,2,0,1
E00016396,115,5,5,6,2,10,13,22,9,6,4,4,7,4,9,4,2,3,0
E00016426,145,10,7,16,5,7,8,9,15,12,12,13,13,4,3,4,1,4,2
E00016428,242,8,12,8,4,23,24,33,30,23,17,26,17,4,9,2,1,0,1
E00016429,141,7,6,5,0,8,13,16,11,7,7,10,4,5,12,5,4,8,13
E00016430,136,6,8,12,5,7,4,11,9,10,6,18,12,7,11,3,1,1,5
E00016445,179,17,15,6,10,7,13,19,20,16,16,9,9,3,8,9,1,0,1
E00016448,193,15,28,14,4,9,9,12,17,15,12,10,8,11,10,10,8,0,1
E00016452,168,9,19,9,7,7,7,13,11,12,11,6,13,8,7,16,10,1,2
E00016454,117,14,4,10,5,0,9,6,17,13,13,5,10,3,4,2,1,0,1
E00016455,129,15,16,7,6,1,5,18,13,10,9,5,8,2,4,4,5,0,1
E00016446,222,16,6,7,8,12,30,32,19,20,17,25,6,8,10,2,1,0,3
E00016453,96,2,4,5,4,2,10,16,7,6,6,4,4,11,6,7,1,1,0
E00016456,153,8,9,7,15,5,7,18,27,10,11,14,5,10,3,1,2,0,1
E00016457,164,6,10,9,6,5,26,35,22,10,10,12,3,7,2,0,1,0,0
E00016462,190,10,7,13,6,1,17,20,42,20,16,12,7,7,4,5,0,3,0
E00173944,178,6,7,6,9,7,20,42,23,15,8,16,6,3,6,2,0,0,2
E00173945,163,12,2,6,11,7,24,41,22,11,8,4,5,3,2,2,2,0,1
E00016460,216,22,14,12,6,13,14,21,30,20,19,15,9,4,8,4,2,0,3
E00016463,338,16,12,26,13,28,47,45,41,37,21,14,16,9,9,2,0,1,1
E00016467,185,9,10,13,11,5,31,9,19,9,15,9,7,8,11,14,3,0,2
E00016469,218,15,12,9,7,22,24,27,19,31,15,7,6,8,5,5,3,1,2
E00016471,194,29,24,20,7,11,19,9,21,15,9,11,6,4,4,4,1,0,0
E00016472,238,9,8,8,4,15,37,27,23,23,19,9,10,13,16,7,6,1,3
E00016447,142,7,9,5,8,3,9,25,18,9,12,11,8,6,4,3,1,1,3
E00016458,153,10,16,13,5,5,12,20,14,7,14,12,12,3,3,4,0,3,0
E00016459,131,4,11,22,11,3,1,6,7,11,13,9,13,3,4,5,3,3,2
E00016464,157,5,16,10,7,9,17,17,14,11,7,18,9,6,5,1,3,1,1
E00016465,98,11,10,8,1,3,7,4,4,7,4,4,10,3,2,5,8,1,6
E00016466,146,12,9,18,9,1,5,11,7,12,16,7,11,5,6,9,4,2,2
E00016475,98,7,12,9,7,10,7,6,3,1,9,7,8,8,1,0,0,2,1
E00016476,153,13,9,11,23,6,16,14,8,10,13,5,9,8,1,5,1,1,0
E00016478,117,8,9,4,5,4,10,12,15,13,11,3,6,4,2,4,0,3,4
E00016479,115,8,13,11,3,6,14,8,4,6,13,8,4,6,2,3,3,3,0
E00016480,142,7,11,8,17,22,9,14,14,7,3,7,7,8,1,6,0,1,0
E00016482,139,16,14,12,12,13,10,8,8,7,9,8,9,8,1,3,0,1,0
E00016468,124,9,11,7,4,3,5,8,12,12,12,9,9,6,4,8,1,2,2
E00016470,114,9,8,9,4,3,6,7,9,14,11,11,9,8,1,3,2,0,0
E00016473,174,19,10,19,8,9,11,18,12,21,8,9,12,7,5,2,2,0,2
E00016474,139,10,9,6,6,5,11,14,19,23,9,5,7,5,2,6,1,1,0
E00016477,147,8,7,7,2,3,5,15,21,20,11,12,16,8,3,4,2,3,0
E00016481,224,15,14,19,5,12,23,29,34,23,8,17,14,6,3,2,0,0,0
E00016444,190,9,19,27,9,6,18,20,12,14,13,10,13,10,5,2,2,1,0
E00016484,223,24,36,24,6,3,12,15,18,22,15,4,11,11,5,4,5,3,5
E00016485,185,14,28,17,3,9,14,12,19,18,11,13,5,8,3,1,1,5,4
E00016488,220,10,38,40,11,8,4,7,5,16,22,13,12,6,5,8,4,2,9
E00016489,220,10,39,35,6,5,8,19,18,14,21,13,11,3,5,5,5,1,2
E00016443,168,19,17,13,6,3,10,15,9,12,16,10,9,7,11,3,4,3,1
E00016483,115,14,8,2,6,1,11,13,14,10,8,12,3,4,4,1,2,1,1
E00016486,212,23,12,9,13,9,17,24,18,24,13,9,15,8,6,2,2,5,3
E00016487,121,9,14,11,4,6,7,5,9,9,7,12,7,5,6,3,3,2,2
E00016491,103,11,4,8,2,2,9,10,14,4,7,11,6,6,5,2,2,0,0
E00016449,137,9,13,11,5,5,8,22,18,12,6,7,6,5,4,3,2,0,1
E00016450,117,8,9,5,4,0,7,23,18,10,5,11,5,4,2,1,4,0,1
E00016451,146,13,9,13,5,9,7,13,20,12,14,10,5,8,4,2,1,0,1
E00016490,184,21,17,9,6,7,13,26,23,11,14,14,3,10,4,4,2,0,0
E00016492,137,12,5,12,6,15,10,17,13,14,7,4,6,9,2,3,1,0,1
E00016513,173,18,16,16,6,8,11,8,14,8,21,18,8,11,2,4,3,1,0
E00016514,112,13,8,8,3,3,3,6,6,11,11,5,9,7,9,3,3,2,2
E00016515,174,19,14,18,8,3,5,10,14,8,23,9,9,8,7,6,2,8,3
E00016516,154,20,15,13,11,11,6,15,8,12,15,7,6,5,6,1,1,2,0
E00016519,130,13,2,7,6,2,4,9,20,10,12,17,7,10,2,4,5,0,0
E00016521,131,8,12,8,4,8,8,9,14,12,6,11,8,8,1,5,5,2,2
E00016496,109,14,7,9,5,3,7,8,14,13,8,5,7,1,2,3,1,1,1
E00016517,84,6,11,2,6,4,8,11,7,4,2,4,5,6,3,3,2,0,0
E00016518,142,13,14,10,2,1,13,11,21,11,6,10,8,6,4,5,3,0,4
E00016523,121,7,8,7,4,4,8,9,7,10,10,10,7,9,6,6,3,4,2
E00016524,157,9,17,6,4,5,12,17,21,15,9,12,8,8,2,6,1,3,2
E00016525,105,5,4,0,6,2,16,11,12,8,4,5,4,12,5,2,3,2,4
E00016497,130,14,18,10,14,4,10,9,8,8,7,9,3,8,2,1,2,3,0
E00016527,117,14,17,11,3,2,11,14,13,7,7,4,6,0,5,2,1,0,0
E00016528,110,13,15,5,2,4,15,16,9,7,7,5,4,5,2,0,0,0,1
E00016531,187,14,21,16,18,12,12,14,13,14,9,14,8,5,7,2,4,3,1
E00016532,113,14,4,6,6,7,9,9,11,10,7,8,5,8,3,2,2,1,1
E00016535,132,10,11,9,10,12,9,14,8,8,8,11,6,5,3,5,2,1,0
E00016520,155,11,14,15,7,7,6,6,11,14,4,13,10,14,9,8,2,3,1
E00016522,140,9,18,12,6,5,8,9,12,12,9,6,9,10,4,5,5,0,1
E00016526,132,9,17,8,5,8,5,7,8,15,6,4,13,7,4,6,3,4,3
E00016529,110,9,8,8,5,10,9,5,7,16,1,6,6,6,8,0,5,0,1
E00016530,152,9,17,15,11,9,5,9,17,14,8,7,6,11,2,4,3,3,2
E00016533,185,9,12,15,8,12,8,10,15,22,5,12,17,15,7,12,5,1,0
E00016534,133,7,9,7,11,7,7,13,6,9,15,9,6,10,4,6,4,0,3
E00016536,155,10,7,8,15,11,9,8,11,14,13,15,6,13,3,5,3,4,0
E00016537,145,6,8,14,22,6,5,15,5,9,14,16,8,11,3,2,0,0,1
E00016538,154,10,7,8,13,5,10,7,15,19,14,9,10,12,3,7,3,1,1
E00016539,169,11,21,19,10,4,5,13,9,16,13,7,10,11,6,1,6,5,2
E00016493,180,14,14,17,16,11,11,11,16,13,6,14,13,9,8,2,1,3,1
E00016499,239,17,24,23,15,11,9,17,32,20,15,12,18,9,6,3,8,0,0
E00016502,150,12,6,5,12,7,11,28,8,16,11,13,7,5,1,5,1,1,1
E00016503,114,3,8,6,2,6,8,18,14,12,6,9,9,6,3,3,0,1,0
E00016507,135,13,5,6,13,6,6,13,15,22,11,9,7,2,4,1,1,1,0
E00016540,166,12,9,20,13,5,15,10,16,10,12,10,7,10,6,4,3,3,1
E00016498,301,22,12,14,17,15,19,14,28,27,26,19,19,22,19,12,9,6,1
E00016500,159,18,17,8,10,11,7,10,16,11,10,11,7,5,6,6,5,0,1
E00016505,160,12,15,11,5,2,11,10,28,14,14,7,12,7,3,3,4,0,2
E00016541,162,10,5,6,8,10,14,8,17,8,14,13,11,10,8,5,4,6,5
E00016494,157,5,13,8,4,4,15,12,22,12,8,13,13,10,4,6,4,1,3
E00016495,111,6,6,5,2,4,8,20,14,16,6,2,8,6,5,2,1,0,0
E00016501,236,9,12,11,9,13,19,28,24,17,16,17,15,10,11,15,2,5,3
E00016508,178,10,9,4,8,10,11,13,27,16,10,6,18,9,10,9,3,3,2
E00016511,197,10,17,4,12,6,12,15,24,20,18,13,17,14,4,6,3,1,1
E00016504,167,2,7,10,16,11,9,11,9,3,5,18,18,9,5,11,8,7,8
E00016506,192,8,20,11,6,7,7,8,25,27,13,17,8,7,7,9,6,3,3
E00016509,233,12,18,12,11,8,10,17,21,23,11,15,14,14,14,14,9,7,3
E00016510,140,12,13,4,5,2,4,16,19,12,6,8,8,8,4,10,6,2,1
E00016512,167,15,4,11,5,6,12,19,15,17,8,11,10,10,4,7,4,6,3
E00016573,162,13,4,4,10,6,13,17,18,18,14,12,12,4,9,2,2,1,3
E00016579,148,8,5,5,9,4,16,23,24,15,12,8,3,8,4,3,1,0,0
E00016580,192,21,8,2,1,9,22,21,25,17,19,10,7,5,6,6,3,2,8
E00016581,229,17,13,11,11,18,19,30,25,26,11,18,14,10,3,1,1,1,0
E00016582,233,23,7,5,5,20,25,31,20,25,14,12,10,12,7,5,0,3,9
E00016564,266,13,7,11,10,58,58,13,13,13,16,10,10,12,9,4,3,3,3
E00016567,154,3,14,5,12,14,39,9,6,22,5,7,8,7,2,0,1,0,0
E00016569,234,10,14,5,8,20,49,18,18,37,9,15,8,8,3,1,4,7,0
E00016571,212,10,7,6,3,29,56,13,4,24,6,7,12,14,8,6,4,3,0
E00173700,141,7,7,3,2,19,32,10,9,25,10,4,3,2,4,1,2,0,1
E00173702,114,5,1,6,5,15,13,10,8,16,5,6,9,7,4,2,2,0,0
E00016546,189,21,9,8,5,15,17,13,28,26,12,11,9,4,1,2,4,2,2
E00016547,182,11,10,6,3,15,20,23,17,20,8,13,15,8,2,2,2,0,7
E00016548,167,10,9,4,7,11,15,15,15,16,11,17,10,9,8,5,3,2,0
E00016550,192,21,8,8,8,14,24,19,15,22,12,11,13,7,6,0,4,0,0
E00016583,138,8,5,9,6,13,16,9,11,12,9,13,8,6,4,2,3,0,4
E00016542,179,11,11,13,9,17,11,9,18,13,14,20,12,8,3,3,4,2,1
E00016552,151,9,12,10,4,15,7,11,13,12,7,8,13,7,7,8,3,2,3
E00016554,138,12,14,13,4,7,3,8,13,14,12,5,10,8,3,3,2,4,3
E00016555,163,15,16,9,8,10,8,8,12,11,11,9,15,3,3,3,5,9,8
E00016556,174,12,10,8,9,19,11,7,14,18,11,14,13,6,10,2,1,5,4
E00016543,149,9,5,13,3,4,9,30,11,12,15,7,14,4,6,3,1,0,3
E00016545,140,14,17,6,7,8,7,14,7,10,16,10,15,2,4,0,3,0,0
E00016549,164,16,13,8,9,7,9,3,14,14,11,18,10,14,4,8,6,0,0
E00016551,202,17,16,15,14,4,13,15,10,16,20,15,17,9,5,8,6,2,0
E00016553,171,13,15,8,7,6,11,14,15,21,17,20,14,1,2,4,1,1,1
E00016558,123,8,8,4,2,3,10,20,17,15,9,10,10,4,0,2,1,0,0
E00016561,146,7,4,4,8,8,23,21,16,14,13,6,9,2,3,6,2,0,0
E00016566,180,9,8,7,2,11,22,22,17,17,12,10,12,6,5,9,6,1,4
E00016568,177,13,13,7,7,6,15,20,24,18,12,12,8,6,8,6,2,0,0
E00016572,144,7,12,5,2,9,11,18,15,17,14,4,12,6,3,5,1,2,1
E00016575,112,6,5,2,9,6,7,17,13,13,11,9,9,2,1,2,0,0,0
E00016557,103,7,11,4,5,5,12,8,17,9,6,3,5,2,1,7,0,1,0
E00016559,199,14,7,4,5,12,22,28,28,22,11,13,7,8,3,10,3,2,0
E00016560,157,7,11,4,3,7,20,22,23,16,15,5,7,6,3,5,3,0,0
E00016562,141,5,9,8,9,11,10,13,10,14,10,12,6,4,3,10,1,5,1
E00016563,205,15,19,10,14,13,18,26,20,15,11,11,12,3,2,9,3,3,1
E00016565,141,6,4,8,5,10,12,18,23,9,10,7,6,11,4,4,4,0,0
E00016544,167,8,6,12,9,11,12,8,20,11,7,11,10,10,7,8,11,4,2
E00016574,148,21,7,4,5,5,10,12,21,12,15,9,7,6,6,2,4,2,0
E00016576,170,9,9,7,4,2,22,15,19,11,16,13,10,12,5,11,2,1,2
E00016577,181,15,14,12,8,8,13,7,20,15,17,10,14,8,8,7,1,3,1
E00016578,142,9,8,12,6,13,9,15,10,11,8,6,10,6,9,3,3,1,3
E00016613,225,14,20,14,13,6,10,19,25,25,12,13,17,14,5,7,8,1,2
E00016614,222,15,24,16,13,13,15,25,17,20,14,13,13,10,5,2,5,2,0
E00016615,169,12,14,14,4,3,6,17,16,25,6,10,10,7,8,5,3,1,8
E00016618,138,6,15,15,8,7,8,15,9,9,10,7,8,5,6,4,2,3,1
E00016621,148,17,19,15,6,2,3,9,14,24,4,10,7,7,3,3,1,0,4
E00016609,132,8,12,9,6,2,8,5,13,12,11,10,10,7,5,4,4,1,5
E00016617,202,18,11,13,14,7,11,13,23,21,22,12,11,6,4,3,3,2,8
E00016619,153,6,6,15,9,2,4,6,8,10,22,9,11,9,12,14,3,5,2
E00016620,168,8,8,14,16,13,6,9,14,17,15,8,14,4,4,4,4,6,4
E00016622,139,13,16,6,7,3,10,19,12,9,6,6,10,13,6,1,1,0,1
E00016584,375,23,16,14,34,44,53,35,39,29,14,24,15,15,4,4,3,8,1
E00016596,192,16,18,11,11,14,15,17,23,26,9,6,9,9,1,1,5,1,0
E00016598,296,13,15,8,8,29,49,25,32,23,21,18,9,13,14,7,5,3,4
E00016623,214,16,5,5,2,20,34,32,25,23,15,13,8,10,1,4,1,0,0
E00174036,116,5,0,3,10,10,14,18,11,8,8,5,5,8,2,5,2,2,0
E00174038,176,2,10,6,9,14,23,19,19,23,13,7,8,8,3,3,4,5,0
E00016585,193,11,6,11,3,7,15,25,33,22,15,11,7,7,6,3,3,4,4
E00016593,257,21,30,21,8,10,9,10,30,32,24,7,18,12,8,8,2,2,5
E00016600,204,15,23,25,10,4,8,5,19,17,20,17,12,8,9,6,2,2,2
E00016602,166,14,18,19,9,2,6,7,13,14,12,8,16,9,6,8,1,2,2
E00016624,146,6,4,10,6,10,7,21,20,18,12,8,9,5,4,3,2,0,1
E00016625,186,19,12,4,5,13,9,13,21,21,16,10,10,10,5,6,2,7,3
E00016587,246,8,17,13,15,5,18,28,37,12,19,20,13,10,10,9,8,3,1
E00016594,177,6,12,8,7,3,18,18,16,30,17,10,11,3,6,3,6,2,1
E00016605,284,21,20,15,9,10,17,28,39,42,19,22,11,10,8,4,6,1,2
E00016608,107,6,13,3,4,0,7,6,24,10,10,7,7,4,2,2,1,0,1
E00016626,204,8,14,14,12,7,20,8,19,27,12,17,13,8,8,6,7,3,1
E00016588,216,10,14,14,12,11,20,16,30,24,12,17,11,9,7,4,3,1,1
E00016592,254,15,18,16,14,4,10,20,27,25,23,18,19,15,10,11,2,5,2
E00016604,158,5,16,14,9,6,7,10,19,12,10,14,12,7,4,4,2,4,3
E00016611,138,10,4,5,7,4,13,19,21,9,5,19,8,4,0,6,2,2,0
E00016612,92,7,9,10,5,6,2,5,5,7,4,9,4,2,5,6,4,2,0
E00016616,192,16,9,10,9,9,12,35,27,22,13,12,4,4,1,3,2,2,2
E00016589,157,10,15,4,2,8,11,13,5,18,15,13,13,7,1,14,1,2,5
E00016595,183,12,22,18,17,9,10,15,8,16,9,17,11,8,6,3,0,2,0
E00016597,72,8,8,2,2,1,5,5,4,4,4,2,10,6,1,2,3,3,2
E00016599,192,17,22,8,9,8,15,22,19,21,14,19,9,2,0,1,1,1,4
E00016601,174,12,27,17,6,13,12,12,8,11,16,14,11,5,1,4,1,4,0
E00016607,92,4,6,7,3,3,5,7,9,9,15,4,4,5,1,5,3,1,1
E00016590,220,16,18,8,5,6,22,25,30,22,12,13,12,7,2,6,4,9,3
E00016591,183,11,13,10,12,4,19,16,15,11,16,9,14,9,8,5,7,2,2
E00016603,257,16,14,20,17,9,19,23,13,20,25,20,16,13,16,6,8,2,0
E00016606,223,17,25,17,8,2,18,11,34,21,21,12,10,7,9,6,2,2,1
E00016610,187,23,13,17,5,2,13,21,27,14,20,10,5,5,5,1,2,3,1
E00016635,295,19,14,6,2,17,42,33,25,47,42,17,5,12,2,3,5,2,2
E00016640,156,14,11,11,3,7,13,12,13,10,9,7,6,14,8,8,6,3,1
E00016641,219,15,21,20,11,22,19,16,14,27,15,10,3,14,2,7,1,2,0
E00016642,251,17,18,16,8,15,22,17,20,21,19,17,7,19,11,8,5,6,5
E00016643,158,8,7,10,10,7,10,12,11,7,6,12,5,14,17,7,8,5,2
E00016630,215,13,9,9,3,15,27,23,23,24,19,15,13,9,5,3,3,2,0
E00016647,181,6,16,17,13,16,20,14,10,22,17,7,9,6,2,2,3,0,1
E00016648,140,15,5,6,4,6,22,21,13,18,5,6,8,3,2,5,0,0,1
E00016649,122,5,11,10,2,16,17,10,5,9,6,2,8,8,3,5,2,2,1
E00016651,219,22,15,19,11,21,22,22,24,19,14,8,5,5,3,3,5,0,1
E00016629,177,7,13,13,11,5,12,19,17,21,10,17,8,8,6,4,1,4,1
E00016650,125,7,4,8,7,2,9,7,14,13,11,21,10,4,5,0,3,0,0
E00016652,121,6,16,10,10,8,6,6,8,7,6,9,8,4,1,5,0,6,5
E00016654,121,12,8,12,12,6,10,8,4,8,10,13,6,6,2,1,0,3,0
E00016657,126,8,10,9,11,8,8,8,15,7,10,14,3,9,1,3,1,1,0
E00016653,159,9,11,11,12,4,9,18,12,14,13,15,10,11,2,2,2,1,3
E00016655,191,12,11,10,9,10,14,22,18,21,20,13,17,7,5,1,1,0,0
E00016656,160,12,12,6,8,9,7,22,17,13,8,6,15,6,4,7,4,3,1
E00016662,122,14,5,4,8,3,7,11,11,16,11,6,9,8,0,3,3,3,0
E00016664,180,18,10,9,10,11,7,17,21,16,17,9,7,11,2,9,5,1,0
E00016631,168,16,8,12,7,9,11,27,19,17,8,7,8,10,0,4,1,2,2
E00016658,147,12,4,5,6,9,6,20,11,22,8,17,15,7,2,1,0,2,0
E00016659,122,8,8,5,8,6,11,16,13,12,11,6,9,4,1,1,0,2,1
E00016660,160,20,6,12,4,4,9,27,16,16,9,9,8,0,0,6,1,3,10
E00016663,168,15,12,7,4,5,20,19,23,15,3,13,8,10,5,2,1,2,4
E00016632,266,23,36,17,30,13,13,18,19,24,23,17,18,5,4,1,2,2,1
E00016666,145,9,8,4,9,7,17,11,9,17,11,10,15,7,3,4,1,3,0
E00016667,201,15,16,15,26,8,12,9,13,20,19,9,16,4,6,3,4,6,0
E00016669,163,12,7,8,38,5,5,11,11,13,11,13,17,5,2,2,2,1,0
E00016673,163,10,9,13,16,2,7,11,13,9,9,9,20,10,7,9,3,3,3
E00016633,199,5,11,9,11,16,31,20,28,13,11,14,7,6,4,4,4,3,2
E00016636,270,5,5,5,11,78,56,36,26,13,6,5,11,6,3,4,0,0,0
E00016638,1300,113,64,18,17,75,272,311,206,94,53,35,17,10,7,4,2,1,1
E00016639,481,24,35,45,37,52,63,44,35,33,26,32,26,10,8,5,3,2,1
E00016674,224,26,11,10,11,12,29,25,17,18,18,19,7,3,5,6,2,3,2
E00174018,345,15,6,0,0,10,85,95,68,31,14,10,5,6,0,0,0,0,0
E00174019,94,6,5,1,2,1,8,14,11,14,7,7,3,3,4,4,2,1,1
E00174021,61,2,3,2,1,3,9,13,7,4,6,8,1,1,1,0,0,0,0
E00016680,113,13,2,1,2,5,15,17,16,8,10,5,9,2,2,0,1,1,4
E00016716,162,12,13,5,2,12,23,27,28,17,7,9,2,3,2,0,0,0,0
E00016717,101,10,10,3,0,3,19,17,20,4,5,5,3,2,0,0,0,0,0
E00016719,181,25,12,10,10,15,26,19,13,8,18,6,11,4,2,1,0,0,1
E00016720,160,17,9,6,9,8,28,16,27,13,7,10,6,3,1,0,0,0,0
E00016725,112,6,3,5,6,7,12,16,21,13,9,3,6,2,1,2,0,0,0
E00016678,141,13,8,9,11,9,16,9,11,6,10,12,13,5,4,4,1,0,0
E00016722,158,11,18,18,15,11,9,8,7,8,9,7,14,6,8,6,2,0,1
E00016724,149,10,7,3,2,11,10,25,17,16,14,12,15,4,2,1,0,0,0
E00016727,158,8,10,11,6,9,14,20,13,8,8,6,15,5,15,8,2,0,0
E00016706,185,4,15,2,10,18,26,13,19,15,6,18,15,12,3,2,6,1,0
E00016708,146,8,3,8,16,16,23,6,16,12,8,12,6,8,0,0,1,2,1
E00016709,175,7,10,7,12,17,34,19,12,13,6,11,9,7,1,4,3,1,2
E00016714,166,10,10,8,14,19,28,19,17,8,5,9,4,5,1,1,3,5,0
E00016715,164,9,11,5,8,16,29,19,25,14,6,5,7,5,1,2,2,0,0
E00016676,145,11,11,15,8,8,10,9,12,9,8,5,8,15,9,2,3,2,0
E00016685,144,6,12,16,8,11,9,13,9,15,4,8,10,11,4,4,3,1,0
E00016690,136,2,4,14,6,6,11,16,7,10,9,11,13,9,4,5,2,7,0
E00016691,126,12,7,5,6,8,14,13,15,5,4,9,8,13,3,2,2,0,0
E00016726,101,4,5,12,4,0,9,8,5,13,5,6,6,12,4,3,3,2,0
E00016675,72,2,5,2,1,3,8,6,11,14,6,2,5,4,1,1,1,0,0
E00016677,436,11,15,9,22,74,90,80,39,40,12,14,12,8,5,4,0,1,0
E00016683,160,8,11,7,8,10,17,27,17,30,8,6,4,4,1,2,0,0,0
E00016697,198,10,15,15,19,17,18,11,15,29,12,8,11,6,6,2,0,1,3
E00173940,188,11,7,14,14,13,39,19,15,12,9,9,5,9,5,3,2,2,0
E00173949,232,14,21,8,15,10,30,27,24,29,18,9,14,4,4,4,1,0,0
E00016684,131,5,5,8,6,9,11,14,16,12,12,4,6,4,11,2,3,1,2
E00016687,101,10,3,2,3,4,6,16,17,7,11,9,3,4,3,0,0,3,0
E00016694,182,9,14,15,16,17,11,15,19,14,19,13,10,7,0,1,0,1,1
E00016718,133,11,12,9,6,4,5,13,10,3,14,1,12,7,7,8,5,4,2
E00016721,115,6,5,4,8,7,10,10,10,8,12,9,6,5,8,1,1,5,0
E00016723,123,6,11,9,4,6,7,13,9,10,11,10,4,10,3,4,3,2,1
E00016688,146,7,7,17,10,8,7,17,14,13,9,7,8,9,8,3,2,0,0
E00016695,121,3,2,6,5,14,8,15,10,8,9,9,10,7,4,6,5,0,0
E00016705,158,3,8,7,3,8,19,29,22,17,11,12,10,4,3,0,1,0,1
E00016710,207,11,5,17,11,17,18,27,19,19,14,15,12,11,4,3,3,0,1
E00016712,186,10,9,7,14,39,33,20,11,8,8,9,8,5,3,1,0,0,1
E00016682,92,5,4,4,2,8,12,19,13,10,4,4,4,2,0,1,0,0,0
E00016686,169,5,15,9,12,22,16,11,18,13,13,6,9,11,3,1,4,1,0
E00016699,146,1,11,11,3,8,13,16,19,14,11,8,6,14,6,2,2,0,1
E00016702,209,15,10,4,7,3,21,32,38,19,14,11,10,10,6,2,6,0,1
E00016707,295,18,12,7,8,17,35,52,46,33,26,13,9,9,6,0,3,1,0
E00016711,244,7,12,13,6,16,25,36,37,28,22,13,9,11,8,0,0,1,0
E00016679,103,5,5,5,2,11,6,8,5,7,8,6,7,7,2,8,4,6,1
E00016689,126,4,7,9,2,13,14,10,16,10,6,4,12,5,5,5,0,4,0
E00016693,170,9,8,16,11,11,10,17,15,18,5,11,12,9,3,1,2,8,4
E00016701,170,11,10,15,16,19,13,13,15,5,8,13,12,6,5,4,4,0,1
E00173939,338,24,35,24,19,37,18,35,37,19,17,21,18,11,4,11,3,4,1
E00016750,137,8,11,3,2,4,7,15,20,11,14,9,14,6,6,3,0,4,0
E00016752,164,8,11,12,9,4,7,7,18,10,16,12,10,6,5,3,8,6,12
E00016753,161,13,8,10,9,4,10,18,14,17,13,12,9,13,6,4,0,1,0
E00016758,141,5,7,7,10,11,7,10,10,10,13,16,11,5,4,2,4,2,7
E00016763,152,12,10,7,6,4,12,16,20,9,21,8,10,4,4,4,1,0,4
E00016738,204,18,11,15,8,7,19,11,16,18,17,13,14,6,8,0,9,14,0
E00016739,169,19,15,11,13,9,7,11,10,9,15,18,14,5,3,3,0,7,0
E00016740,132,1,11,7,9,11,17,8,11,6,9,12,7,8,3,6,2,2,2
E00016749,172,17,16,12,3,5,14,18,22,15,12,12,11,6,4,4,1,0,0
E00016755,233,18,19,16,13,11,21,16,20,13,25,27,13,6,5,5,3,2,0
E00016728,130,7,11,8,5,3,12,10,8,8,12,10,6,4,5,9,5,4,3
E00016764,129,7,15,7,12,6,16,14,9,7,10,5,8,1,4,4,4,0,0
E00016766,185,10,18,19,8,12,16,12,14,4,10,17,11,4,6,9,7,2,6
E00016768,165,16,30,11,11,4,8,15,13,13,12,11,7,2,4,5,1,0,2
E00016772,154,16,13,10,7,8,10,11,13,11,15,6,13,4,6,7,2,2,0
E00016737,137,2,7,6,5,6,8,29,9,15,9,8,15,8,6,0,3,1,0
E00016748,144,4,6,9,7,1,13,28,13,13,13,8,15,4,4,4,2,0,0
E00016756,154,5,13,13,14,18,12,14,5,12,13,11,9,2,1,4,0,2,6
E00016760,175,15,13,9,3,6,22,52,17,12,6,8,2,4,2,2,1,1,0
E00173704,187,10,5,10,7,6,25,41,28,17,4,11,8,5,5,2,0,0,3
E00173705,63,1,2,4,1,2,9,11,8,10,4,5,0,3,0,1,2,0,0
E00173707,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
E00016729,157,18,11,3,3,8,9,12,12,15,12,9,10,7,7,11,4,2,4
E00016730,164,11,10,15,7,6,16,8,14,16,13,9,9,7,10,4,3,5,1
E00016759,155,13,11,11,3,11,8,9,12,14,11,8,9,6,6,8,9,1,5
E00016761,152,13,20,10,2,8,7,8,16,13,11,8,8,8,6,6,2,1,5
E00016762,215,17,22,22,14,13,10,10,17,19,14,14,16,7,7,3,6,2,2
E00016765,132,5,7,4,4,3,11,18,15,16,14,12,8,4,4,4,2,1,0
E00016767,119,10,6,4,3,5,7,14,11,11,8,13,4,5,7,5,4,2,0
E00016770,73,5,3,1,2,1,4,10,12,10,6,6,3,4,4,0,2,0,0
E00016771,162,7,11,8,6,8,6,18,21,17,21,11,12,2,3,4,4,3,0
E00016774,200,16,26,18,9,5,5,16,19,25,16,11,7,9,7,2,8,1,0
E00016777,169,12,12,15,5,5,8,8,26,14,16,7,10,4,5,9,5,5,3
E00016731,177,20,13,8,9,6,9,23,18,28,15,6,7,6,5,0,4,0,0
E00016769,179,22,21,21,10,5,10,10,12,15,18,14,10,2,2,0,5,0,2
E00016773,120,19,10,7,6,4,5,9,10,19,11,9,5,2,2,0,1,0,1
E00016775,131,12,14,11,11,8,3,7,10,12,9,10,8,4,5,1,2,2,2
E00016776,182,16,7,10,11,9,12,19,20,13,16,6,11,6,14,1,8,1,2
E00016745,203,26,29,10,12,8,10,13,20,25,15,11,10,8,1,2,1,0,2
E00016746,195,18,14,15,4,7,20,12,20,25,14,11,13,12,2,2,3,1,2
E00016751,187,12,16,16,7,4,13,11,19,19,18,13,9,16,2,5,4,1,2
