Name,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
United Kingdom,5.63843235203455,6.182672489298572,6.030172313168836,5.491371849241771,6.161422134840274,6.673446108638967,6.74104325510768,6.565323470346416,6.099385410828907,6.416052215139632,6.88123447460731,6.724460375907814,5.747983109553411,5.001966719932433,5.014675192170734,3.5833553688055293,2.5733322079316547,2.473670952445508
Great Britain,5.621773871837337,6.166287268666372,6.010667305006844,5.479439025636963,6.168273899972331,6.683688900962426,6.742876707175945,6.565468230436468,6.095811714847257,6.414024027715025,6.881006644951891,6.724398734913184,5.747881238536217,5.008286783774926,5.0346054298637535,3.5885541441558586,2.5819318966220273,2.4850241749251722
England and Wales,5.694580905966679,6.231837240239088,6.0616757036586435,5.5085519149418705,6.160576026774671,6.66380675168559,6.733661394684275,6.5708307694121295,6.1105992385363335,6.415140163742217,6.85254506534558,6.671169478278232,5.68359793491343,4.963611352256082,5.016791437281257,3.5851053162938262,2.5783022707874537,2.497617035202641
England,5.7284510959106765,6.258973231860194,6.075279604092213,5.509926430241426,6.140607472964964,6.669290532942643,6.763293840237844,6.61043302847466,6.147293575127969,6.434359187593848,6.852947025522732,6.652118161055593,5.6530595911189465,4.923595411915706,4.9763415254618835,3.5543538372974437,2.562662181301839,2.4870142668794193
London,6.61815933550814,6.735171432608408,6.1177865496738235,5.270276394703331,6.182668613387766,8.418206167006277,9.131742247254314,8.66353834628827,7.5252863430642725,6.6485509339196005,6.330894303885771,5.650904505510033,4.505154575046365,3.533934174641499,3.115049972851949,2.181830178501765,1.6770919328079081,1.6937539933405077
Lewisham,6.837990363860875,6.629021745182749,5.8858402470939275,4.785970934364856,5.875031525438162,8.730826801699262,10.168386781916025,9.694440714161718,8.359072284144915,6.957213839094163,6.369284888424514,5.826883583517027,4.265514609788771,2.965847714937981,2.3730057089702563,1.6524242652525802,1.324887245380909,1.2983567467713037
