Code,Name,Geography,Total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
K02000001,United Kingdom,Country,67081234,701897,730219,759354,783321,807539,806745,813073,830700,855000,841895,826080,817287,823732,796700,781315,752712,740693,722928,717252,750095,778930,810303,827261,856602,860062,858738,884489,887131,914604,931668,914186,905920,913691,891015,897163,894424,872466,878205,876420,882585,882352,846976,790568,778286,793361,807777,821621,857254,894159,923156,901680,923655,923357,934714,932611,938738,928163,906643,884567,852740,816209,796532,777771,747241,718065,689198,687334,674764,651687,652398,660817,672642,702415,753009,575023,549939,540477,494925,435050,383368,386890,373288,350944,322102,292999,264997,231822,206428,185189,161430,609503
K03000001,Great Britain,Country,65185724,679949,707375,735831,759033,782406,781788,788058,805285,828652,815756,800239,791126,797515,771738,757479,729523,717775,700554,694916,729044,757338,787678,804761,833762,837295,835880,861037,863596,889805,906493,889121,880885,888368,865467,871552,869245,847524,853578,851917,857484,857286,822874,767550,755420,770469,784500,797723,832394,868947,897464,875953,897689,896933,908493,906366,912069,902013,881162,859731,828373,792963,774040,755706,726142,697947,670112,668622,656553,634282,635119,643686,655795,685799,736575,559989,535276,526259,481514,423192,372984,377171,363738,342324,313997,285821,258489,226198,201222,180762,157634,595576
K04000001,England and Wales,Country,59719724,631314,656313,682886,704584,725691,724207,730120,746114,767986,753209,740601,729825,736497,713101,699992,672530,661885,646305,640353,668619,693691,721232,736190,762062,765904,764774,788010,788741,810749,827333,812854,805114,812584,792059,798713,797036,777501,782912,780269,786364,787589,755805,705290,694362,706187,719969,732061,762815,795255,821004,800576,819346,817221,828361,826817,829962,820880,800342,781015,751805,719099,701008,684916,657520,631686,607106,606768,596365,576571,577445,586144,597525,626322,673067,512956,491503,482469,440549,386545,339949,344349,332721,313223,287709,261753,236742,207218,184755,165926,145102,551827
E92000001,England,Country,56550138,601913,625476,650226,671016,690816,689190,694734,709940,730548,715046,703087,692873,698821,676773,664025,637756,628023,613025,606611,630456,653155,679487,694216,720400,725264,725111,745909,747190,768513,784770,771964,764738,773176,753953,760821,758955,741034,745909,743814,748497,749883,720148,672256,661208,672808,685301,696231,724675,754435,777997,758905,775715,774083,784116,782532,784299,775320,756023,736939,709201,677962,660419,644896,618893,594643,571143,569908,559844,541297,542108,550059,560762,587908,632852,482547,461855,453442,413706,362412,318577,323778,313081,294838,271063,246429,223058,195010,173861,156497,136917,521067
E12000007,London,Region,9002488,115245,116979,119607,121178,122790,120988,120075,122677,125200,117393,114196,111526,111947,108425,104659,100322,97634,96754,92855,86891,88563,95773,108966,125734,137558,143752,148014,150226,155293,160563,161864,164327,167537,163383,164973,162737,156786,155913,153029,151469,148027,142045,133245,128926,125220,122441,120108,119078,118962,117946,115922,115029,114370,112893,111724,108924,107054,102375,97182,93187,89647,84731,80776,76828,73594,69470,66040,63250,60684,58698,58124,57109,57299,59413,48487,44594,43019,40209,36190,32407,33782,32593,30682,27909,26014,23600,20651,18566,16592,14399,58672
E09000023,Lewisham,London Borough,305309,4196,4163,4291,4121,4106,4002,4046,4194,4169,3828,3720,3571,3708,3540,3431,3218,3027,2945,2856,2566,2769,2978,3513,4147,4530,4875,4907,5326,5765,5783,5947,6561,6264,6141,6132,6036,5954,5987,5798,5823,5581,5501,5005,4800,4634,4203,4132,4280,4314,4312,3923,4011,3816,3849,3847,3812,3822,3623,3471,3062,2895,2710,2575,2532,2311,2031,1978,1759,1594,1693,1487,1495,1556,1524,1183,1114,1070,1032,969,860,911,887,852,723,672,639,573,483,398,364,1507
