OA11CD,Total,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
E00016426,150,6,15,10,5,11,8,20,12,13,18,10,1,3,7,5,2,0,4
E00016428,223,13,11,11,6,16,36,37,22,16,15,10,11,3,5,0,2,1,8
E00016429,131,7,4,3,1,4,14,15,10,14,7,4,9,7,9,4,15,2,2
E00016430,141,8,12,10,6,14,12,14,13,7,10,10,7,3,5,1,0,5,4
E00016445,151,7,9,8,3,5,14,14,21,14,16,11,8,7,3,1,6,2,2
E00016448,178,8,13,9,2,5,13,15,13,17,16,8,11,15,11,10,8,4,0
E00016452,145,3,13,10,4,4,7,6,7,15,12,14,11,10,9,5,12,0,3
E00016454,142,11,8,10,5,2,7,9,19,10,10,16,10,3,11,3,4,3,1
E00016455,126,7,5,7,6,3,10,10,19,11,12,12,4,7,4,2,4,2,1
E00016446,188,5,12,5,6,5,16,29,23,19,14,13,16,5,7,7,6,0,0
E00016453,111,3,6,6,3,5,12,11,8,11,11,10,6,4,6,3,2,2,2
E00016456,153,13,10,7,3,5,13,13,22,15,12,10,12,4,6,5,1,2,0
E00016457,151,8,7,3,3,3,31,31,15,16,12,6,4,7,3,1,0,0,1
E00016462,157,12,10,6,4,4,15,15,25,10,14,13,6,10,3,3,2,2,3
E00173944,137,7,7,3,3,2,23,32,19,14,9,4,6,1,3,1,0,0,3
E00173945,132,4,5,2,1,3,24,30,17,10,12,10,6,3,2,3,0,0,0
E00016460,199,19,22,14,7,8,15,21,17,21,10,16,5,12,3,3,1,2,3
E00016463,275,19,23,23,10,11,31,37,36,20,14,21,9,11,3,3,0,3,1
E00016467,153,7,5,8,5,3,10,7,16,14,11,15,7,12,14,9,4,0,6
E00016469,183,11,15,15,2,6,16,31,12,22,12,10,7,13,3,3,2,2,1
E00016471,182,17,24,8,9,10,17,31,14,14,10,6,7,6,0,6,0,1,2
E00016472,152,7,5,4,6,13,7,24,7,5,12,7,9,15,9,3,5,11,3
E00016447,155,14,8,6,9,4,13,21,18,17,10,9,5,8,2,3,3,1,4
E00016458,153,9,11,9,2,8,10,22,11,11,17,15,9,5,7,1,2,3,1
E00016459,142,6,10,15,4,2,10,8,8,12,21,8,4,4,9,9,7,4,1
E00016464,146,11,6,12,12,7,15,18,11,9,8,10,11,6,3,4,1,2,0
E00016465,113,8,9,6,3,4,6,6,9,6,4,6,6,3,5,4,5,3,20
E00016466,155,7,10,7,4,6,8,12,13,17,10,7,10,7,18,7,4,2,6
E00016475,107,11,6,11,9,6,3,13,7,3,16,7,5,4,3,0,1,0,2
E00016476,169,7,10,11,19,14,13,14,15,12,18,10,11,5,5,0,2,3,0
E00016478,82,5,7,3,1,7,8,5,12,9,10,4,5,2,1,0,1,0,2
E00016479,117,11,9,12,9,8,10,7,12,12,8,9,3,4,1,1,1,0,0
E00016480,115,6,11,15,3,9,8,11,9,3,12,9,12,5,1,0,0,1,0
E00016482,139,9,12,11,10,10,9,15,11,7,19,8,7,5,4,0,2,0,0
E00016468,127,12,7,8,2,3,7,8,10,13,11,8,10,11,2,3,4,6,2
E00016470,150,14,8,8,7,6,9,14,13,17,17,13,6,4,6,2,3,1,2
E00016473,203,19,15,14,10,8,14,19,19,16,15,11,16,8,5,7,3,3,1
E00016474,127,13,6,9,2,2,10,12,16,9,11,6,15,3,0,5,1,6,1
E00016477,123,5,5,8,2,3,7,17,14,16,8,6,13,4,6,4,2,1,2
E00016481,199,18,8,14,9,6,31,27,19,18,14,13,12,3,3,0,3,1,0
E00016444,200,16,9,6,8,7,17,27,13,15,17,15,14,8,11,1,3,11,2
E00016484,205,25,18,8,8,2,14,29,22,12,9,9,16,5,10,8,6,0,4
E00016485,171,35,12,7,1,5,14,25,13,8,3,18,6,6,3,2,2,10,1
E00016488,186,19,9,9,12,2,8,12,12,15,13,19,19,5,4,11,6,10,1
E00016489,180,39,12,6,2,6,7,22,14,12,10,11,10,6,7,7,4,4,1
E00016443,166,7,11,18,5,7,7,5,14,17,13,10,12,8,7,7,6,8,4
E00016483,128,7,4,6,9,6,9,8,10,14,16,7,8,6,8,5,1,1,3
E00016486,222,14,15,17,11,10,15,15,28,23,17,13,12,8,8,7,2,2,5
E00016487,146,7,19,11,4,4,8,7,12,18,11,9,8,6,4,12,3,1,2
E00016491,117,5,6,5,9,3,11,14,11,5,11,5,12,1,6,7,3,1,2
E00016449,161,15,18,9,6,4,12,15,14,24,14,5,8,4,5,4,1,2,1
E00016450,126,5,15,3,1,9,17,21,14,10,9,7,2,7,2,1,2,1,0
E00016451,173,15,22,11,5,6,6,21,17,15,14,6,12,12,2,3,2,4,0
E00016490,202,16,24,14,4,8,15,28,22,16,17,13,9,5,4,3,3,0,1
E00016492,162,11,17,11,4,8,13,16,13,13,14,13,10,2,5,3,1,3,5
E00016513,166,9,16,9,10,8,14,14,14,10,17,11,13,8,5,1,3,4,0
E00016514,118,6,11,7,3,6,6,5,21,10,5,6,7,7,2,7,3,3,3
E00016515,185,8,8,10,10,9,5,11,21,16,14,15,11,8,8,4,6,5,16
E00016516,175,13,9,13,15,10,16,8,20,14,13,15,7,11,1,1,4,4,1
E00016519,134,7,8,7,5,6,12,9,21,10,7,7,11,13,4,4,2,1,0
E00016521,143,17,7,10,7,6,12,11,19,8,8,10,7,9,1,1,3,3,4
E00016496,152,18,11,4,5,5,10,16,18,14,11,8,7,9,4,1,4,5,2
E00016517,123,12,8,1,8,6,10,8,10,6,3,13,19,7,3,1,4,0,4
E00016518,150,14,10,3,2,8,12,15,17,11,6,10,7,6,9,2,6,5,7
E00016523,121,10,7,5,5,3,9,9,10,17,9,7,10,5,4,5,2,3,1
E00016524,180,15,13,7,10,12,12,17,16,14,6,11,14,8,7,4,6,4,4
E00016525,108,2,4,0,3,2,6,5,5,2,6,10,7,6,3,4,12,8,23
E00016497,142,18,8,7,3,5,16,15,14,19,7,7,9,7,3,2,0,0,2
E00016527,118,16,7,3,5,6,17,9,19,15,3,7,3,2,1,2,2,1,0
E00016528,113,16,5,4,5,6,12,17,16,8,7,5,6,3,0,2,0,1,0
E00016531,195,13,8,11,9,13,16,8,14,18,9,16,16,24,3,7,2,7,1
E00016532,121,6,6,4,5,13,9,19,8,10,10,10,7,7,1,0,1,3,2
E00016535,135,10,10,11,5,5,8,19,9,18,8,9,14,2,2,2,0,0,3
E00016520,162,7,7,13,13,13,6,10,12,11,15,11,9,12,5,2,4,9,3
E00016522,158,13,5,9,6,8,7,15,14,16,8,14,11,3,8,8,2,6,5
E00016526,147,8,4,6,11,12,7,12,5,12,8,14,8,8,11,9,4,4,4
E00016529,131,9,5,8,6,8,7,11,8,12,7,12,7,9,8,8,2,1,3
E00016530,166,12,15,12,13,3,9,12,11,15,11,14,6,10,7,5,2,5,4
E00016533,148,10,6,9,7,3,4,11,15,14,13,10,11,11,11,7,3,3,0
E00016534,134,2,11,9,4,9,9,8,6,7,13,13,4,13,6,6,5,6,3
E00016536,153,13,6,10,9,7,6,6,14,8,12,12,10,12,7,1,16,1,3
E00016537,149,9,11,14,11,4,6,13,9,13,13,10,11,7,4,5,6,2,1
E00016538,167,13,14,6,9,12,15,10,11,7,15,9,15,15,6,3,4,3,0
E00016539,175,15,9,12,9,7,9,15,13,20,8,8,10,10,4,4,5,7,10
E00016493,175,12,11,13,12,8,21,13,21,9,13,9,8,6,7,4,1,3,4
E00016499,248,12,19,12,26,12,22,26,25,18,19,8,8,9,11,10,3,4,4
E00016502,126,8,4,4,7,5,7,15,15,13,8,9,13,3,2,6,2,1,4
E00016503,107,5,7,2,4,3,14,16,9,7,11,7,6,5,5,4,1,1,0
E00016507,126,9,6,6,10,7,6,9,20,11,15,5,5,3,4,5,2,1,2
E00016540,162,6,15,3,13,5,13,8,11,15,18,9,12,10,6,3,4,2,9
E00016498,314,28,14,15,9,12,18,31,24,30,39,15,20,25,12,14,2,2,4
E00016500,168,12,14,13,10,6,13,13,18,13,12,11,6,7,6,8,3,1,2
E00016505,204,26,13,15,3,10,13,18,20,12,20,9,11,9,6,5,1,4,9
E00016541,192,12,4,11,6,6,17,11,13,15,16,17,10,14,14,10,4,8,4
E00016494,181,15,15,7,11,10,17,18,14,17,15,11,7,5,7,5,0,0,7
E00016495,90,5,5,4,3,5,11,9,10,8,11,6,4,3,3,3,0,0,0
E00016501,245,11,15,13,13,16,13,14,16,20,10,14,29,11,20,10,7,5,8
E00016508,182,12,13,13,8,6,7,10,17,9,9,13,18,10,9,11,7,4,6
E00016511,193,7,12,13,8,10,19,15,20,11,13,12,16,13,8,8,3,2,3
E00016504,135,3,9,9,5,6,6,6,3,10,8,16,14,9,8,9,4,5,5
E00016506,168,9,14,13,4,6,7,8,13,11,19,13,14,6,16,7,4,2,2
E00016509,211,10,9,13,6,12,6,12,16,19,13,8,19,23,14,10,8,4,9
E00016510,124,15,4,8,4,2,3,12,12,8,12,9,8,8,1,7,4,3,4
E00016512,151,7,3,8,9,4,11,9,13,13,13,8,15,7,13,8,5,1,4
E00016573,182,11,12,11,7,25,23,16,16,10,16,8,6,1,8,4,2,2,4
E00016579,128,4,2,5,4,21,16,24,10,7,8,6,4,3,4,5,1,2,2
E00016580,224,13,10,8,6,43,23,20,20,14,16,7,9,9,6,6,4,5,5
E00016581,294,16,15,17,12,46,36,35,21,16,26,13,15,3,9,7,3,2,2
E00016582,274,18,12,3,4,54,46,24,21,11,18,15,9,12,6,7,4,3,7
E00016564,199,8,7,9,20,7,8,20,19,11,13,23,14,12,10,3,9,1,5
E00016567,117,9,9,12,6,4,5,19,11,11,5,9,9,1,1,2,1,0,3
E00016569,187,7,10,15,14,6,13,24,14,15,12,17,11,8,11,3,2,4,1
E00016571,175,6,13,7,8,15,9,20,6,10,5,10,13,16,23,4,4,2,4
E00173700,92,8,3,3,3,10,5,13,9,4,3,8,3,7,5,3,1,1,3
E00173702,96,6,2,4,7,7,4,13,7,9,4,5,8,8,7,1,1,1,2
E00016546,174,6,12,11,7,8,32,14,31,12,14,7,3,3,3,2,5,2,2
E00016547,182,8,11,11,5,10,17,15,22,13,13,14,13,6,10,3,6,1,4
E00016548,193,5,11,13,12,9,25,16,17,12,11,13,16,7,10,4,6,2,4
E00016550,183,17,11,6,7,9,26,18,25,13,11,8,9,3,9,2,5,3,1
E00016583,131,3,7,6,6,8,11,13,6,11,10,9,7,7,15,2,6,3,1
E00016542,174,10,16,7,11,10,11,16,14,12,11,11,12,8,4,8,7,3,3
E00016552,181,4,9,13,12,12,11,10,18,10,10,17,20,13,4,4,5,5,4
E00016554,139,10,8,7,4,4,9,9,26,9,12,7,12,10,5,5,1,1,0
E00016555,177,7,9,5,10,11,9,8,11,11,12,10,11,5,12,2,11,10,23
E00016556,183,9,10,9,16,11,12,11,18,13,19,11,12,10,6,2,3,6,5
E00016543,188,13,10,6,5,5,26,26,18,15,17,15,9,9,5,5,1,3,0
E00016545,235,34,10,21,10,21,16,17,22,15,18,15,12,5,3,6,4,4,2
E00016549,205,26,18,10,7,12,9,6,11,16,20,23,13,11,3,6,7,5,2
E00016551,248,24,19,15,8,9,22,10,13,25,21,23,13,8,10,4,12,11,1
E00016553,199,28,13,16,7,11,12,13,19,18,19,11,11,3,7,2,1,6,2
E00016558,123,8,4,3,8,10,10,16,18,11,7,12,4,2,5,1,2,2,0
E00016561,149,5,5,7,5,16,14,22,15,16,9,11,4,5,4,3,4,2,2
E00016566,153,9,6,9,6,11,12,17,15,16,20,9,7,2,3,0,5,2,4
E00016568,178,8,12,9,9,10,17,22,14,21,13,14,6,6,6,3,5,1,2
E00016572,151,6,8,2,10,15,10,16,12,21,12,13,12,3,3,4,3,1,0
E00016575,126,7,2,5,4,3,7,20,12,13,13,16,10,4,8,0,1,1,0
E00016557,112,6,9,9,6,7,14,12,9,8,7,5,6,5,5,4,0,0,0
E00016559,185,10,10,8,5,18,35,26,12,14,9,9,17,4,0,3,1,2,2
E00016560,158,6,10,4,6,11,28,15,14,13,10,14,9,4,7,1,3,2,1
E00016562,172,12,9,7,5,15,24,12,10,16,11,17,6,10,4,2,2,2,8
E00016563,234,17,12,17,6,18,34,26,18,16,11,23,10,6,1,8,6,4,1
E00016565,156,8,5,6,6,13,24,19,13,7,8,15,11,5,6,2,2,4,2
E00016544,213,7,12,12,6,41,8,18,19,10,17,13,12,5,10,9,5,6,3
E00016574,148,4,3,11,1,20,8,11,12,14,6,12,11,9,13,6,4,2,1
E00016576,162,10,9,12,5,22,8,9,16,14,14,7,9,15,5,5,0,2,0
E00016577,206,9,17,9,10,23,4,21,14,22,11,10,19,15,7,10,1,4,0
E00016578,129,10,5,3,2,8,7,14,13,6,17,6,15,5,5,6,5,1,1
E00016613,197,15,20,6,7,7,8,16,18,18,8,9,13,17,8,13,5,4,5
E00016614,211,14,15,18,14,13,10,15,16,14,14,15,14,11,5,8,5,1,9
E00016615,180,18,18,8,4,7,10,24,23,16,9,8,10,5,4,9,3,2,2
E00016618,162,14,12,17,3,13,9,17,9,10,8,13,11,9,5,2,4,2,4
E00016621,124,7,7,10,7,7,9,14,11,8,7,10,12,6,2,1,1,2,3
E00016609,142,8,6,10,3,3,7,11,15,16,15,8,5,8,8,6,5,6,2
E00016617,179,16,11,13,5,6,5,4,21,19,15,13,10,9,11,5,5,5,6
E00016619,157,7,11,11,7,3,4,6,6,13,17,16,12,13,17,9,1,4,0
E00016620,158,7,9,8,16,3,5,8,11,17,14,10,10,10,13,4,5,6,2
E00016622,136,8,7,5,5,7,13,12,15,11,11,6,12,7,9,2,0,0,6
E00016584,316,28,11,13,12,19,45,42,39,18,18,23,17,9,6,5,4,5,2
E00016596,194,13,17,11,9,11,25,19,15,22,10,17,9,5,3,2,2,2,2
E00016598,260,18,12,15,5,13,35,27,18,34,11,14,18,7,6,16,6,3,2
E00016623,198,16,6,6,3,9,36,27,26,24,12,9,13,5,2,2,1,1,0
E00174036,122,5,2,3,4,8,19,19,7,19,8,6,7,2,6,4,0,3,0
E00174038,215,10,13,12,4,11,45,18,20,18,16,10,12,6,8,5,4,3,0
E00016585,185,16,11,8,4,11,13,24,21,14,10,11,13,9,6,3,5,6,0
E00016593,215,20,15,12,6,7,8,10,28,20,21,10,18,11,9,3,7,8,2
E00016600,198,10,14,10,9,6,6,8,21,16,17,17,16,13,16,7,5,4,3
E00016602,156,12,11,10,4,2,4,9,7,19,20,8,17,11,7,1,3,5,6
E00016624,137,8,5,3,4,10,12,16,18,18,10,9,4,7,7,4,1,1,0
E00016625,180,11,5,4,7,5,13,15,25,18,12,14,13,7,4,6,6,3,12
E00016587,218,14,15,9,11,13,16,19,18,17,19,15,17,7,12,6,5,1,4
E00016594,166,13,14,5,9,10,16,12,16,11,21,10,11,6,2,4,1,3,2
E00016605,263,27,14,8,7,13,28,24,35,30,15,15,14,13,8,7,0,1,4
E00016608,101,10,13,2,2,3,3,8,12,13,11,1,6,3,2,6,2,1,3
E00016626,169,11,12,14,8,7,11,5,11,17,12,10,14,7,7,11,2,6,4
E00016588,205,14,9,10,17,7,14,22,16,13,18,12,9,7,10,8,4,9,6
E00016592,277,18,24,25,8,7,12,28,24,25,29,11,11,10,12,8,10,9,6
E00016604,150,7,3,9,11,2,5,12,9,13,19,10,12,6,10,6,7,4,5
E00016611,106,7,10,1,1,6,13,13,17,5,6,8,8,4,1,0,4,0,2
E00016612,89,2,4,8,5,2,2,5,7,9,8,9,7,5,5,3,2,3,3
E00016616,162,11,10,7,3,11,16,27,23,16,13,11,5,3,2,1,2,1,0
E00016589,169,4,12,14,11,8,4,8,16,12,9,20,9,7,4,11,8,1,11
E00016595,187,7,16,24,17,7,9,18,19,13,12,16,9,8,4,3,2,2,1
E00016597,96,6,9,5,2,4,4,11,6,5,3,3,5,7,5,4,5,9,3
E00016599,163,17,10,11,4,6,9,21,14,14,11,12,9,8,4,4,5,1,3
E00016601,187,9,16,20,9,7,11,13,19,21,10,11,12,7,4,5,5,4,4
E00016607,104,3,0,9,3,5,1,9,8,5,10,5,10,4,6,8,6,6,6
E00016590,186,17,13,8,3,5,11,18,25,18,13,13,7,9,6,6,10,2,2
E00016591,166,12,9,13,8,5,9,15,8,18,15,12,12,9,7,4,5,5,0
E00016603,255,18,16,16,10,9,9,17,21,22,24,20,20,15,15,11,9,1,2
E00016606,243,28,24,12,7,6,6,16,26,18,25,9,18,16,13,6,7,3,3
E00016610,171,22,10,9,10,4,3,14,21,15,17,11,12,7,5,2,5,2,2
E00016635,269,21,9,5,9,18,49,38,32,20,14,12,14,5,10,3,7,2,1
E00016640,186,7,11,7,4,6,10,12,9,10,9,8,10,15,6,8,13,11,30
E00016641,242,12,13,17,19,15,30,21,14,13,25,17,10,15,8,1,3,3,6
E00016642,224,15,11,11,11,8,32,25,22,10,17,10,13,13,7,6,8,3,2
E00016643,180,3,1,6,4,8,11,17,10,10,11,7,7,22,25,16,6,6,10
E00016630,173,9,7,4,1,7,32,18,12,19,15,11,8,7,6,8,4,2,3
E00016647,156,11,10,6,10,12,26,11,9,17,13,7,6,8,4,2,2,1,1
E00016648,154,15,5,3,2,10,27,19,12,12,12,2,7,14,5,2,3,1,3
E00016649,134,7,4,4,3,9,13,13,13,12,4,5,7,16,4,5,1,8,6
E00016651,213,16,12,8,4,7,21,33,23,33,20,5,4,14,6,4,2,0,1
E00016629,200,13,22,4,9,7,21,16,15,14,11,10,16,12,10,6,7,2,5
E00016650,120,11,6,5,3,8,10,14,16,10,4,9,6,8,2,1,3,3,1
E00016652,141,14,4,8,12,5,10,9,12,8,4,14,5,9,7,2,6,1,11
E00016654,119,12,12,5,4,3,9,8,16,10,12,11,5,3,4,1,2,1,1
E00016657,133,9,12,6,2,4,11,16,16,11,7,11,7,8,2,3,2,5,1
E00016653,154,12,7,7,8,4,7,17,16,11,14,14,10,6,5,9,1,4,2
E00016655,176,14,10,8,12,10,18,18,23,20,9,8,14,6,3,0,2,0,1
E00016656,166,14,10,3,14,7,18,15,21,15,7,7,17,3,2,7,1,3,2
E00016662,125,10,6,5,4,6,13,6,17,13,4,14,8,8,2,2,1,5,1
E00016664,167,14,5,5,4,7,16,22,19,14,14,15,14,4,3,7,2,1,1
E00016631,158,17,3,2,5,7,10,19,20,15,15,11,7,12,0,1,1,6,7
E00016658,147,16,7,2,12,6,11,17,13,8,14,9,10,7,5,1,2,1,6
E00016659,154,16,11,3,14,5,14,15,12,14,9,9,9,6,4,5,2,5,1
E00016660,190,16,7,10,7,11,13,18,16,24,11,21,9,5,3,4,7,2,6
E00016663,179,11,3,4,7,8,16,18,9,27,9,20,17,20,4,2,2,1,1
E00016632,313,26,37,19,20,12,19,37,45,21,21,11,18,10,4,8,2,2,1
E00016666,182,10,16,7,8,9,6,18,18,17,15,7,16,12,7,9,3,1,3
E00016667,217,13,20,11,12,12,11,17,25,14,15,12,24,10,7,4,6,0,4
E00016669,117,6,11,7,6,4,6,10,18,7,9,8,4,5,2,8,1,0,5
E00016673,178,10,10,7,10,6,11,18,15,10,8,10,22,13,6,8,6,2,6
E00016633,183,9,9,7,10,14,23,23,18,15,10,10,19,5,1,4,5,0,1
E00016636,429,13,9,5,22,187,95,43,17,14,9,8,2,3,1,0,1,0,0
E00016638,1231,110,44,32,21,95,281,268,172,83,38,28,23,18,3,6,6,3,0
E00016639,586,44,42,49,41,41,61,40,41,50,48,45,31,29,10,2,6,2,4
E00016674,217,25,8,13,4,12,24,21,21,19,20,19,8,8,6,3,3,2,1
E00174018,287,13,9,4,2,14,69,73,51,22,12,6,5,3,3,0,1,0,0
E00174019,108,8,3,4,4,2,8,13,17,16,12,4,4,1,4,4,1,2,1
E00174021,53,4,3,2,2,6,7,6,8,5,2,6,0,0,1,0,1,0,0
E00016680,134,3,3,8,8,9,29,20,13,7,12,4,3,1,0,0,3,6,5
E00016716,168,9,4,23,6,15,37,24,16,11,11,9,2,0,1,0,0,0,0
E00016717,103,8,2,11,2,12,12,21,9,6,16,4,0,0,0,0,0,0,0
E00016719,175,8,6,22,17,16,14,21,14,14,20,7,6,3,3,2,0,1,1
E00016720,140,8,7,12,4,17,23,23,9,14,11,7,2,1,1,0,0,1,0
E00016725,100,5,6,15,3,8,14,10,10,12,7,5,3,1,0,0,1,0,0
E00016678,150,5,7,8,12,17,14,8,5,11,15,10,10,8,3,8,6,0,3
E00016722,196,12,15,19,20,10,10,15,9,16,15,15,22,8,3,1,4,1,1
E00016724,147,4,7,6,5,16,19,22,21,17,7,10,3,2,3,5,0,0,0
E00016727,167,10,8,5,9,19,18,15,7,12,6,11,17,16,1,9,1,0,3
E00016706,163,10,11,6,7,10,20,17,17,17,10,11,6,6,7,3,4,1,0
E00016708,142,15,3,7,7,10,9,8,13,17,13,12,11,5,4,4,2,1,1
E00016709,203,22,12,9,10,17,24,19,15,17,13,12,9,7,5,5,4,3,0
E00016714,169,13,9,4,10,14,17,20,21,14,7,12,12,3,3,2,6,1,1
E00016715,185,10,13,9,7,18,22,18,15,16,16,9,10,7,5,4,4,2,0
E00016676,150,6,11,9,9,8,10,13,10,9,14,10,13,9,7,4,4,2,2
E00016685,164,14,11,6,6,19,14,12,8,6,16,9,15,6,5,6,5,4,2
E00016690,134,6,3,6,4,12,11,13,6,14,10,14,8,11,5,3,4,1,3
E00016691,135,2,9,8,4,11,15,17,7,14,9,11,7,11,4,1,2,3,0
E00016726,71,13,6,5,2,4,6,11,3,5,4,3,3,3,2,1,0,0,0
E00016675,65,5,5,0,5,3,6,7,10,8,7,1,3,1,0,2,1,1,0
E00016677,430,13,17,4,38,111,86,53,35,16,17,7,19,4,4,2,1,1,2
E00016683,130,7,7,5,7,16,27,13,14,13,6,7,2,3,1,1,0,1,0
E00016697,145,3,13,6,11,12,14,10,15,15,9,10,11,7,2,3,1,1,2
E00173940,137,5,15,3,8,15,19,14,5,12,7,4,9,10,3,2,0,4,2
E00173949,213,10,17,11,16,22,25,22,26,20,18,10,9,5,0,0,1,1,0
E00016684,143,8,5,13,3,11,22,17,15,15,10,6,5,4,5,0,3,1,0
E00016687,88,3,9,4,1,8,16,14,12,8,2,3,3,3,1,0,1,0,0
E00016694,214,16,23,12,11,10,26,20,16,14,19,20,12,7,4,0,3,1,0
E00016718,141,6,10,10,8,11,8,13,11,11,6,9,8,5,5,8,6,4,2
E00016721,113,3,9,10,6,9,8,11,4,12,4,8,11,4,7,1,0,6,0
E00016723,126,5,2,10,3,9,12,15,9,14,7,8,9,7,7,6,3,0,0
E00016688,121,3,6,11,10,12,12,9,3,8,10,3,5,4,12,7,5,0,1
E00016695,132,9,7,6,10,9,6,10,7,5,8,12,10,3,7,7,8,1,7
E00016705,153,10,3,3,4,23,27,29,13,14,8,4,9,4,0,1,1,0,0
E00016710,149,10,10,13,12,21,14,18,9,12,13,9,1,2,2,2,1,0,0
E00016712,185,3,1,4,20,59,28,23,10,8,7,5,9,1,3,2,1,0,1
E00016682,91,6,2,0,2,5,16,21,10,10,7,6,2,2,2,0,0,0,0
E00016686,177,10,11,12,11,19,17,15,13,11,13,12,12,7,4,1,7,1,1
E00016699,146,8,13,11,7,6,11,19,14,14,7,10,8,5,3,2,4,2,2
E00016702,193,13,5,3,4,8,23,45,23,7,11,9,9,14,10,4,1,1,3
E00016707,256,11,8,7,9,15,38,60,30,20,17,7,8,8,5,5,5,0,3
E00016711,208,11,16,12,4,16,26,37,24,13,9,15,9,6,3,4,2,1,0
E00016679,138,5,7,5,8,7,10,12,15,11,4,7,12,10,6,4,8,4,3
E00016689,135,7,9,5,3,11,15,15,9,15,8,5,7,7,4,3,3,1,8
E00016693,165,4,8,9,8,21,15,13,6,14,6,12,13,11,5,3,4,2,11
E00016701,241,17,21,15,20,26,17,19,21,26,9,15,14,7,5,5,1,0,3
E00173939,382,25,39,26,20,25,29,38,43,38,28,13,21,16,7,4,2,4,4
E00016750,134,15,4,6,0,3,9,21,24,14,3,11,5,7,4,1,2,3,2
E00016752,172,11,14,10,4,2,8,11,11,17,10,11,12,15,11,5,9,6,5
E00016753,168,13,7,9,10,4,6,11,22,14,13,12,14,15,10,4,1,3,0
E00016758,168,10,11,8,10,4,21,14,14,11,12,14,10,13,6,1,4,3,2
E00016763,165,9,13,10,3,4,11,17,12,20,12,13,10,11,8,5,3,0,4
E00016738,227,6,13,14,8,5,11,25,18,15,35,14,14,10,10,12,4,5,8
E00016739,188,8,14,19,7,8,5,15,18,12,32,13,9,11,1,5,4,2,5
E00016740,181,12,12,9,4,9,14,12,14,24,18,12,14,8,8,4,1,2,4
E00016749,174,14,8,12,5,8,9,25,18,13,25,13,5,9,6,2,0,1,1
E00016755,259,13,14,22,17,12,9,19,25,18,34,24,14,4,10,11,4,5,4
E00016728,129,6,13,6,10,8,11,9,13,11,12,6,6,4,4,3,3,3,1
E00016764,121,3,7,6,4,18,13,10,11,10,12,6,6,2,6,3,3,0,1
E00016766,195,9,11,14,19,11,17,13,11,12,15,17,10,6,12,11,1,1,5
E00016768,149,15,10,8,3,15,7,20,21,9,14,12,5,1,3,3,0,3,0
E00016772,195,7,8,15,16,19,11,12,21,9,12,15,13,8,10,5,3,0,11
E00016737,150,6,12,8,5,9,13,24,10,13,8,7,14,9,8,1,2,0,1
E00016748,127,4,9,10,1,7,7,23,9,11,7,9,12,2,5,5,3,1,2
E00016756,149,7,16,16,8,8,10,18,10,13,10,5,13,3,3,5,1,1,2
E00016760,192,8,12,11,2,10,17,57,23,17,8,3,12,2,6,3,0,1,0
E00173704,188,10,11,5,3,11,19,39,30,22,9,8,6,6,3,1,1,2,2
E00173705,52,3,3,3,1,2,3,8,9,9,3,4,2,2,0,0,0,0,0
E00173707,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
E00016729,149,11,6,6,8,9,6,10,16,8,11,9,10,10,10,8,7,1,3
E00016730,167,8,19,11,4,3,8,11,10,18,13,8,19,8,6,6,6,5,4
E00016759,169,12,18,13,7,2,8,10,8,14,16,6,16,9,7,6,12,1,4
E00016761,176,16,14,6,7,6,5,5,18,16,14,15,9,13,7,11,3,8,3
E00016762,216,12,29,19,5,14,11,16,19,15,13,18,18,5,6,2,3,8,3
E00016765,132,11,8,6,3,10,12,17,15,9,8,7,3,6,8,4,2,3,0
E00016767,133,9,7,9,3,5,6,17,10,9,7,15,8,5,8,5,3,3,4
E00016770,73,5,2,2,2,3,7,15,12,5,6,5,5,1,2,0,1,0,0
E00016771,184,14,18,7,12,21,6,14,14,14,10,16,10,5,6,8,3,6,0
E00016774,193,11,11,10,8,16,8,11,16,15,21,18,15,10,7,7,4,4,1
E00016777,185,12,15,11,10,12,7,15,9,12,12,14,11,14,10,4,4,9,4
E00016731,137,14,9,5,3,7,8,12,26,7,9,9,12,6,3,6,1,0,0
E00016769,167,20,8,17,10,8,11,13,22,10,14,8,9,6,5,3,2,1,0
E00016773,128,10,9,15,4,7,9,14,16,13,5,7,9,4,1,0,1,1,3
E00016775,125,6,9,10,12,8,9,9,17,9,10,5,12,6,2,0,0,0,1
E00016776,171,4,7,10,5,4,14,16,21,10,9,10,25,18,6,1,8,0,3
E00016745,238,12,16,17,10,7,15,34,26,29,23,12,20,6,4,3,0,0,4
E00016746,190,18,10,11,7,5,8,25,31,12,10,10,12,9,5,10,3,1,3
E00016751,162,8,8,7,9,12,10,22,20,21,13,6,7,8,6,3,2,0,0
E00016754,143,15,9,6,5,3,9,14,21,15,9,8,4,9,6,4,1,2,3
E00016757,176,17,18,11,6,3,6,16,27,23,18,7,6,9,3,2,2,1,1
E00016732,185,5,18,7,4,9,26,26,22,12,20,13,8,3,7,0,2,3,0
E00016735,211,19,21,12,3,9,23,22,22,15,15,12,12,6,6,2,5,7,0
E00016741,139,7,12,6,2,4,8,19,13,7,19,5,8,6,8,4,4,5,2
