Name,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
United Kingdom,5.4248166191623675,5.956751810970951,5.809837920586171,5.275922503040692,5.896847035665427,6.47056734793406,6.655161515845121,6.555269146418097,6.068778956565428,6.416785949237561,6.913463103930173,6.760567281631859,5.797146205930217,5.100737354144367,5.177588972028575,3.799178000045675,2.849639131853714,3.070941145009544
Great Britain,5.409910241865072,5.940710562237048,5.7915908118384785,5.2654790097825055,5.905761994919053,6.478947006095984,6.656012873106435,6.553526593694397,6.060668092631293,6.4125192537067655,6.912449957042133,6.760825215615738,5.79754698905234,5.110457670352279,5.198068670113607,3.804368692221821,2.8582341875474047,3.0829221781776464
England and Wales,5.488367197286668,6.011404356329694,5.844631536497964,5.297168875534072,5.8956698987206675,6.457062055556119,6.649347428140471,6.560033608430106,6.077127847319203,6.409380957030272,6.878794693945809,6.705678534809257,5.732950320252466,5.068132567970007,5.18370794496951,3.796243324662777,2.8483813978824117,3.095917454662523
England,5.5208293952670395,6.038707866191158,5.858809996877551,5.301228816703842,5.883719578875442,6.465699267554674,6.679800555319855,6.599288977755001,6.112001405802155,6.424932405279879,6.8751041399753285,6.683122533020248,5.699953653335349,5.028774137721005,5.146443558583725,3.7662545874096693,2.8325058143361015,3.082823309991977
London,6.470073148831022,6.585177279523006,5.972313512814971,5.116296169211539,6.072132813144063,8.375440887144032,8.869345893928624,8.32684582151507,7.3307695221373805,6.579428757316554,6.4028065265780025,5.785887600794098,4.626490883690463,3.722747437117183,3.3467985410339764,2.4225342070492926,1.9015131090815511,2.093397889089171
Lewisham,6.569983618918848,6.388621649028836,5.694375828804701,4.64520658363452,5.953742947034504,8.884136352999297,10.110117267739671,9.345666814009725,7.99617774773135,6.911906185808263,6.355469460984425,6.034348266985621,4.4423931979510645,3.2060115967653866,2.4818638030109987,1.81882004212278,1.5198003068202501,1.641358329649757
