OA11CD,Total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E00016182,189,3,4,1,1,2,6,2,1,1,5,5,2,0,4,2,3,1,2,3,1,1,2,2,3,2,2,1,5,3,3,4,3,4,2,4,2,1,1,2,3,6,2,0,1,5,0,3,4,0,1,1,4,2,5,2,5,2,5,4,3,6,0,5,3,0,2,1,2,0,1,0,1,2,2,1,2,1,0,1,0,0,0,0,0,0,1,0,4,0,0,0
E00016160,163,2,1,1,3,1,0,4,7,1,2,3,2,2,2,1,1,0,1,0,1,1,1,1,0,3,3,1,1,2,3,1,0,2,0,2,3,2,3,1,2,2,3,3,4,2,2,3,4,3,3,1,5,1,3,2,1,2,0,1,0,2,2,2,0,3,2,1,2,1,2,2,3,3,3,1,1,0,1,3,1,2,1,1,2,2,1,1,0,1,0,5
E00016183,133,4,0,2,1,3,2,0,0,1,1,3,2,1,1,1,1,1,1,0,1,0,0,0,1,1,8,2,2,1,4,4,5,0,2,1,6,3,2,1,1,2,2,3,2,1,0,2,3,1,2,2,1,0,0,5,1,1,2,1,2,0,1,1,1,0,2,0,2,0,0,2,2,1,1,2,0,0,1,2,0,1,0,2,0,3,0,2,1,1,1,1
E00016185,116,0,1,1,3,2,1,1,2,1,0,1,2,0,1,1,2,0,1,0,0,0,1,1,0,0,1,2,0,2,1,2,3,2,1,1,3,3,2,1,2,1,2,2,0,1,3,3,4,1,0,3,3,2,0,2,1,1,1,3,0,0,0,1,0,0,2,1,0,0,4,1,1,2,4,1,2,0,3,2,0,1,0,0,1,2,1,1,0,0,1,4
E00016191,141,0,1,0,2,3,1,0,4,0,1,0,2,0,3,1,1,2,1,0,0,0,0,1,1,3,3,0,1,0,2,3,4,3,1,2,3,2,0,1,3,2,4,4,2,3,1,1,3,2,3,2,4,2,0,2,2,3,3,1,2,1,1,0,0,2,1,1,1,3,2,0,3,4,1,2,2,2,0,0,1,2,1,1,2,1,2,1,0,0,0,3
E00016195,144,4,2,1,2,1,2,2,3,3,3,2,1,0,1,1,0,1,0,1,0,0,0,1,1,0,2,4,2,1,3,3,2,4,2,3,2,0,3,4,5,4,4,3,2,2,1,2,4,4,1,1,3,1,3,2,3,1,1,0,1,0,0,0,0,1,0,3,0,0,3,3,1,0,0,2,0,0,1,0,1,2,3,2,0,2,0,1,1,0,0,3
E00016197,144,1,3,2,4,0,0,1,0,4,1,1,0,0,0,0,2,0,1,1,1,0,1,1,1,0,3,6,3,4,8,0,2,4,3,1,6,5,8,1,6,9,4,0,1,3,2,3,3,1,2,1,0,2,1,1,0,2,6,2,1,0,1,0,1,0,0,2,1,0,0,0,0,0,2,1,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,1
E00016161,188,2,5,3,0,4,2,0,1,2,1,3,1,1,0,1,6,0,2,2,1,1,1,2,2,3,5,1,7,2,5,6,5,6,5,2,5,4,3,4,1,7,5,1,4,2,1,2,3,2,2,0,4,2,0,1,1,3,2,0,3,1,0,1,0,4,1,2,1,1,1,5,0,3,3,2,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,3
E00016190,100,1,2,0,1,3,1,0,1,2,2,1,0,0,2,0,0,0,1,0,1,0,1,2,2,0,1,1,1,1,2,1,2,1,2,0,1,1,0,2,2,2,1,0,1,1,2,1,0,1,2,1,1,1,2,0,1,2,0,0,2,1,2,3,4,1,4,3,1,1,0,3,0,1,0,1,0,1,1,1,0,0,2,1,2,2,0,0,0,0,0,3
E00016192,158,3,4,1,1,0,0,3,2,2,1,1,4,1,3,3,4,1,1,2,1,1,3,1,3,3,2,5,6,6,4,5,6,3,1,7,2,2,3,1,3,1,4,5,1,2,1,3,1,3,0,0,3,1,2,1,1,2,1,1,1,1,1,1,1,0,1,0,0,1,0,3,3,0,0,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
E00016193,115,4,1,3,1,1,0,1,0,1,2,0,1,0,0,0,0,3,0,1,0,1,2,1,1,2,2,3,0,2,3,11,4,3,7,5,1,4,3,0,2,3,5,1,1,1,2,0,2,2,2,3,0,1,2,2,0,0,0,0,1,0,2,0,1,0,1,1,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016194,183,1,1,3,3,3,3,1,1,2,1,3,2,0,3,2,0,0,0,2,1,2,3,2,4,1,7,1,2,3,3,5,6,9,3,3,4,5,2,3,4,5,2,4,3,5,4,2,4,1,3,5,4,3,1,2,2,3,3,2,1,2,3,1,1,0,2,1,0,0,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
E00016196,240,3,1,1,6,4,2,2,2,6,3,2,4,3,2,4,1,5,1,1,1,1,1,4,3,4,5,4,5,7,2,7,7,3,6,6,6,4,4,3,4,9,4,4,4,3,3,3,4,3,7,2,2,7,3,3,1,1,4,2,0,3,3,0,3,2,0,2,1,3,0,0,0,2,2,3,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1
E00016162,139,0,2,1,2,2,5,3,2,4,1,1,0,1,2,1,1,4,1,1,0,0,0,1,0,1,2,3,3,1,1,2,3,5,3,1,1,0,4,4,5,1,1,5,3,0,2,1,0,2,1,3,4,0,1,0,2,3,4,1,0,7,5,3,0,4,1,0,1,2,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
E00016198,252,8,3,5,12,6,4,3,4,4,4,2,1,3,4,5,6,5,6,6,1,1,3,3,2,5,1,4,5,2,7,4,4,4,6,2,6,1,6,10,3,5,1,4,3,6,3,2,2,4,2,1,5,2,5,3,0,1,1,1,2,2,2,5,2,5,0,0,0,1,1,0,1,1,2,1,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0
E00016202,234,5,3,3,8,5,0,5,4,1,1,0,1,3,2,2,3,1,3,2,2,2,1,6,8,9,7,13,9,10,7,4,5,8,2,4,3,3,5,4,5,6,3,1,4,1,3,2,2,1,0,0,1,2,7,1,1,2,1,3,1,0,0,0,3,2,1,0,1,0,2,0,1,0,1,0,0,0,0,2,1,0,0,0,0,3,1,1,0,0,1,3
E00016205,111,2,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,4,1,5,6,4,5,2,4,2,3,1,1,1,3,2,5,3,1,0,1,2,2,3,0,1,1,1,2,2,2,1,0,2,3,3,1,1,0,1,3,0,0,0,0,2,1,2,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,2,0,1,1
E00016208,158,5,6,3,0,0,3,1,4,0,7,1,4,1,1,0,0,3,0,5,0,2,0,2,1,0,6,1,2,2,3,3,5,2,4,5,1,3,3,4,2,2,1,0,3,1,1,2,5,2,1,0,1,2,4,3,4,6,2,1,3,0,1,3,1,1,1,1,0,1,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
E00016199,83,0,0,0,1,0,0,2,0,2,7,0,0,1,1,0,3,1,1,2,1,0,1,0,1,0,0,1,0,2,1,0,1,0,1,2,1,1,0,5,3,2,0,1,1,1,3,1,0,1,2,2,3,3,2,0,0,1,2,3,1,0,1,1,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0
E00016200,173,2,1,0,1,0,0,5,10,4,5,0,4,3,1,0,4,0,1,6,8,4,1,2,5,0,4,1,2,1,2,2,3,3,6,1,2,0,6,0,10,1,4,2,3,2,0,0,4,3,1,1,4,2,4,0,2,1,3,0,2,2,4,0,3,0,3,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4
E00016201,216,4,4,3,2,2,4,6,4,2,2,0,0,0,0,0,0,0,1,2,0,1,1,1,0,3,1,5,5,8,5,12,6,8,9,7,26,9,5,16,6,1,1,1,2,0,1,3,0,1,1,1,0,1,0,0,3,1,2,1,0,3,0,2,2,4,1,2,0,2,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2,0,1,2,0,0,0,0
E00016203,25,0,0,0,1,1,0,4,0,3,0,0,0,2,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016207,218,1,1,2,1,2,10,2,6,2,9,2,1,2,3,3,5,6,8,2,7,3,1,4,2,2,1,1,2,2,2,4,6,4,0,2,5,9,4,7,5,1,3,2,0,0,1,3,7,1,3,1,5,3,4,2,2,1,1,3,3,4,4,4,0,3,6,1,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0
E00016163,171,2,4,3,6,7,3,2,1,1,2,1,4,1,1,1,2,0,1,1,2,1,1,1,2,0,4,3,6,2,8,5,2,7,4,5,6,5,3,1,8,2,1,3,1,3,1,1,0,3,3,1,0,0,2,3,4,0,3,2,0,1,0,0,3,0,2,0,2,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
E00016165,161,2,2,6,0,5,0,3,2,4,2,1,3,2,0,2,3,3,0,0,0,1,2,2,3,1,4,2,7,4,3,2,3,3,5,0,3,5,3,3,2,1,5,3,2,1,3,4,3,3,1,3,1,1,2,1,1,1,1,2,0,0,1,0,1,1,0,1,2,0,1,1,1,2,0,0,0,0,0,1,2,2,1,1,0,1,0,0,0,0,0,5
E00016168,96,0,4,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,1,0,1,1,0,1,0,0,2,8,2,5,4,4,1,3,3,2,0,2,2,2,1,3,1,0,1,1,0,1,3,1,2,0,1,3,1,4,3,0,1,1,0,0,0,0,2,0,1,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0
E00016169,136,3,3,5,3,0,5,2,4,0,3,0,1,1,1,0,0,1,0,1,1,1,1,0,2,1,0,0,3,3,0,4,3,5,2,1,3,2,1,1,3,1,1,1,1,1,3,3,0,2,0,3,1,2,4,1,5,1,1,2,1,2,2,1,1,3,1,1,0,2,1,1,3,1,2,1,0,0,0,2,1,0,0,0,2,0,0,0,1,0,1,3
E00016172,126,2,0,4,0,3,2,0,0,1,0,0,1,0,1,0,0,1,1,0,1,2,0,1,0,2,3,5,5,6,4,3,3,2,2,5,3,1,7,2,4,2,4,0,2,1,1,1,0,0,1,3,2,1,0,2,3,4,1,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
E00016177,138,0,1,3,3,2,3,2,1,0,0,1,0,0,3,2,0,1,0,0,2,0,0,0,1,2,4,3,2,11,7,3,7,3,5,6,1,1,4,2,2,1,1,2,0,2,1,3,0,3,1,2,4,3,1,3,2,1,4,3,1,0,0,0,1,1,0,0,0,3,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
E00016210,194,1,0,2,1,1,0,0,2,1,3,2,2,5,1,5,1,2,2,1,2,1,9,9,7,2,3,3,4,3,4,3,5,2,3,0,0,2,4,2,3,2,1,3,3,4,2,0,3,4,2,3,2,3,3,2,2,1,1,1,2,5,3,5,3,0,1,0,4,0,1,1,2,2,1,3,3,1,2,4,2,0,0,0,0,0,0,0,1,1,1,1
E00016239,140,0,2,1,1,1,0,1,1,2,0,0,1,3,1,0,1,5,1,2,1,2,1,6,4,5,4,2,2,1,2,4,5,3,4,4,3,3,2,4,1,4,2,3,2,1,4,2,1,2,1,4,1,2,0,0,1,1,1,2,1,0,1,1,2,3,0,0,0,3,2,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
E00016240,249,3,6,4,3,4,0,4,3,1,1,2,1,3,2,4,4,0,3,0,2,3,3,6,9,7,7,7,7,6,5,7,10,5,6,7,7,6,4,10,6,5,5,6,5,3,4,3,1,0,1,1,1,2,0,3,2,3,3,1,2,4,3,2,2,1,0,1,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
E00016241,90,0,1,1,1,1,1,3,0,0,0,2,3,3,0,1,2,0,1,1,1,1,0,3,3,2,0,1,1,2,1,2,0,1,1,2,0,1,3,2,0,0,0,1,3,3,1,0,0,2,1,2,1,0,3,2,0,1,1,1,0,2,1,1,3,2,1,0,1,0,1,1,0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
E00016245,179,1,1,1,1,2,1,4,2,1,3,4,0,3,5,5,2,2,2,3,2,4,4,6,8,5,4,3,2,4,1,3,4,3,2,0,2,2,5,1,2,0,2,6,5,2,3,5,2,3,2,5,2,3,1,5,0,2,1,0,1,1,3,1,1,3,0,2,1,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E00016211,197,1,5,4,1,3,1,3,1,2,2,2,0,0,3,3,2,4,0,4,2,1,4,2,2,3,5,10,11,6,6,4,4,2,1,4,3,2,2,2,5,3,3,3,2,4,2,0,4,2,1,3,5,0,2,4,4,1,2,1,2,0,5,1,3,0,5,1,2,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
E00016213,209,1,1,1,3,1,2,3,5,2,1,1,2,1,3,3,1,5,2,2,2,7,5,6,7,2,6,7,6,9,11,5,3,4,2,5,2,1,2,7,0,5,5,2,3,3,2,0,4,2,2,2,2,5,1,3,3,2,0,0,4,1,0,0,1,0,2,0,0,0,2,0,0,0,2,0,2,2,2,0,0,1,0,3,0,0,0,1,0,1,0,0
E00016244,172,0,3,2,1,0,1,2,1,2,1,1,2,1,2,1,0,1,2,0,1,3,3,5,4,3,7,7,4,11,10,6,7,4,3,1,3,1,0,2,2,3,0,1,1,1,1,1,3,0,1,4,2,1,1,4,2,3,4,0,1,2,2,3,2,1,2,2,2,3,0,0,0,0,2,1,0,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0
E00016250,163,3,2,0,1,0,2,5,4,1,2,0,2,0,1,3,2,1,0,4,1,1,3,2,2,3,0,5,12,5,7,2,2,4,3,2,3,4,1,1,0,0,4,3,2,0,1,2,4,5,3,1,1,3,1,1,4,3,3,1,0,3,3,2,0,6,1,1,0,0,0,1,0,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
E00174011,46,0,1,2,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,2,1,3,2,2,2,2,2,4,1,1,1,0,0,0,1,0,1,1,1,0,0,2,1,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00174032,282,2,1,4,1,1,0,0,1,2,1,1,1,0,1,0,0,4,0,4,14,46,28,21,16,6,16,10,8,6,5,4,4,3,0,2,2,3,2,1,6,0,1,2,4,2,1,0,1,0,1,2,2,2,5,0,2,2,4,3,1,2,2,1,0,1,0,3,0,2,0,0,0,1,2,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0
E00174033,55,2,0,0,1,2,1,2,1,0,0,1,1,3,1,0,1,0,0,0,0,1,2,2,0,2,1,2,0,3,1,1,1,2,0,0,0,0,1,0,3,0,1,1,1,2,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
E00016216,188,1,3,6,0,4,2,1,3,1,1,3,1,1,2,0,2,2,0,0,0,0,3,1,4,5,5,3,5,10,7,1,11,6,7,4,4,6,3,3,4,2,5,2,3,4,2,1,2,2,5,1,0,1,1,4,1,3,1,2,3,0,0,0,6,1,1,1,2,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
E00016236,369,3,6,3,4,7,3,1,1,3,2,5,4,4,13,4,2,5,1,2,1,2,3,3,5,5,7,8,15,16,10,12,14,4,11,13,9,8,14,7,11,14,7,9,7,10,1,6,5,5,5,1,6,3,4,1,1,2,3,1,0,2,4,1,3,1,2,1,0,0,1,2,3,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0
E00016246,50,0,0,1,0,2,0,0,0,2,1,1,1,0,1,2,1,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,0,3,2,1,0,1,4,1,0,1,2,0,2,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
E00016248,169,1,5,1,1,1,2,1,2,0,1,2,0,1,1,1,0,1,1,1,1,2,0,2,2,5,3,3,4,2,9,8,6,4,4,5,8,4,5,2,7,4,4,7,5,4,2,2,0,1,3,2,3,3,1,1,0,0,3,1,0,0,2,0,0,1,1,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
E00016252,193,6,2,0,0,1,1,2,3,1,0,0,5,0,3,3,1,2,0,1,1,1,2,7,5,3,4,1,5,4,2,4,5,5,4,7,3,6,8,2,1,5,6,1,0,3,4,2,6,3,2,4,3,6,5,2,2,1,0,4,2,0,1,5,1,0,2,0,2,0,2,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,2
E00016219,164,2,0,2,2,0,1,0,2,0,2,0,2,1,0,1,1,0,0,1,2,1,2,0,5,0,6,4,13,9,8,6,9,3,5,9,2,3,2,3,2,3,0,5,0,4,1,1,1,2,1,2,3,5,3,1,2,0,3,1,1,1,0,0,0,0,0,1,0,1,0,1,1,2,0,2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
E00016220,108,3,0,2,0,2,1,0,3,2,1,0,2,1,1,1,0,0,1,0,0,1,1,0,0,2,4,2,3,3,2,7,6,3,3,2,4,2,2,3,0,5,1,3,1,1,0,3,2,3,1,0,0,1,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1
E00016221,159,7,1,1,3,1,1,2,3,2,2,2,1,3,0,1,3,0,0,0,0,2,2,1,2,3,2,3,5,4,8,6,5,3,9,5,5,5,3,2,3,1,3,3,2,2,3,3,0,0,2,4,4,0,2,1,0,3,4,0,1,1,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
E00016223,104,1,0,0,0,0,0,1,1,0,0,1,1,3,0,0,0,1,0,1,0,0,0,2,4,4,3,2,2,3,3,4,3,2,5,1,3,4,3,2,3,2,2,2,0,3,0,0,1,1,3,3,3,1,0,1,1,4,0,0,2,1,2,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
E00016225,121,1,1,2,0,1,0,3,2,2,2,2,1,3,1,1,1,1,0,0,0,1,1,3,5,4,2,1,3,6,3,3,3,3,2,4,2,3,4,0,2,2,0,0,2,2,2,2,3,1,1,3,5,1,2,0,1,1,0,1,0,1,0,3,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
E00016255,114,3,4,3,1,5,1,1,1,0,1,0,1,0,2,0,0,0,0,1,0,0,2,0,1,1,2,5,3,2,5,1,4,3,3,3,2,4,4,2,1,3,3,1,1,3,1,0,0,4,2,1,1,2,3,2,1,0,1,2,0,1,0,0,1,0,0,0,0,1,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
E00016214,212,2,2,0,2,1,0,2,2,2,4,1,1,0,1,1,2,0,2,2,0,6,5,4,5,6,6,5,8,5,10,7,11,7,4,3,4,6,4,5,3,4,1,3,1,0,0,2,1,0,2,2,3,2,2,4,1,2,2,3,1,2,1,4,4,0,3,1,1,2,1,2,2,2,1,2,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1
E00016215,154,0,2,1,2,1,5,3,2,2,1,0,1,2,2,1,0,0,1,1,1,3,0,0,1,2,7,2,5,4,2,6,3,8,2,4,2,2,3,4,1,1,1,3,0,2,0,5,1,1,3,1,3,3,2,4,2,2,0,1,3,3,1,2,3,2,1,4,2,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
E00016217,192,2,2,1,4,1,4,2,2,2,1,0,0,2,2,0,1,2,2,2,0,1,1,0,0,11,2,2,5,5,6,10,8,2,6,2,2,2,2,1,1,3,0,6,2,3,2,1,2,2,1,6,3,2,4,1,5,3,3,2,4,2,2,0,3,4,0,2,0,2,0,2,1,2,1,2,2,2,2,0,1,1,1,0,1,0,0,0,0,1,0,2
E00016237,178,2,1,2,2,1,0,0,0,2,2,1,2,1,0,2,0,0,0,3,1,0,7,8,8,5,7,5,12,7,8,6,5,4,2,6,2,1,2,2,2,2,2,1,0,2,3,2,2,0,2,4,0,3,0,1,0,1,1,3,1,1,3,4,0,0,2,0,1,2,0,1,3,2,1,0,1,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0
E00016247,148,0,1,2,1,2,2,1,2,3,2,1,1,2,0,2,1,2,0,1,0,1,1,0,2,2,3,2,7,4,6,9,5,1,5,6,1,1,4,3,1,6,1,2,1,4,3,2,0,3,1,2,0,1,1,3,3,2,6,0,2,1,0,0,2,0,0,0,0,3,2,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
E00016253,149,1,0,1,1,1,0,2,3,0,4,0,1,0,2,0,2,0,0,0,1,1,4,10,1,5,4,4,4,6,4,5,7,4,5,4,3,2,3,2,3,1,1,2,4,3,1,2,2,0,4,2,1,2,3,0,2,2,2,1,0,1,0,1,3,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
E00016218,114,3,2,1,4,0,2,2,1,1,1,1,0,2,2,0,0,0,0,1,2,0,1,0,0,1,4,3,4,4,4,3,7,5,6,3,4,4,3,2,1,4,1,1,2,0,3,2,2,1,1,1,0,0,3,0,0,1,0,0,2,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016222,163,4,3,3,5,2,4,0,5,1,2,1,1,1,1,2,1,0,0,0,0,0,1,0,2,3,5,3,1,3,4,4,4,4,4,5,3,8,8,4,3,4,1,4,0,2,3,5,3,1,4,2,1,2,2,2,2,1,2,0,2,1,4,0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0
E00016224,148,4,2,1,2,3,3,2,4,3,1,0,1,1,0,1,1,0,2,0,1,0,1,2,2,0,3,4,3,6,4,3,2,1,3,4,3,6,2,7,5,4,1,3,3,1,4,3,2,5,3,1,2,1,2,2,1,3,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0
E00016226,182,2,10,6,2,1,6,3,3,4,3,5,0,3,0,1,1,3,0,4,6,6,4,5,0,6,5,1,1,3,3,3,3,3,5,2,1,4,4,3,3,3,3,4,3,2,0,1,1,5,3,1,3,1,0,0,2,0,3,1,2,1,0,1,0,1,0,1,1,0,0,0,3,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2
E00016227,267,1,5,0,3,6,2,2,1,2,1,0,1,0,1,3,1,2,3,2,6,7,6,11,14,23,15,18,12,14,7,5,4,4,5,4,4,8,5,6,3,1,2,3,3,0,2,3,1,2,2,0,0,3,4,0,1,0,1,1,1,1,1,0,1,0,1,2,0,1,0,4,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
E00016228,201,5,3,6,1,2,4,2,3,3,4,4,2,0,2,2,5,2,1,1,1,0,2,3,2,2,3,5,8,6,5,3,2,4,2,5,3,4,6,3,4,1,3,4,5,5,1,1,7,5,1,1,3,4,3,3,1,1,1,1,2,1,2,1,0,1,1,1,0,1,1,0,1,1,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,2
E00016229,227,1,5,3,3,2,4,1,2,2,1,1,2,1,2,1,1,0,1,1,1,1,1,4,4,8,3,3,5,9,4,7,7,12,5,4,5,5,5,2,4,5,4,8,2,2,3,3,5,2,8,2,5,2,1,2,4,4,1,3,4,1,0,0,1,1,4,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,3
E00016230,203,3,5,3,4,4,1,7,4,3,5,3,3,2,3,0,0,4,1,0,0,3,2,4,0,6,4,4,6,6,5,5,3,5,2,3,6,3,4,4,4,0,1,1,2,1,3,4,2,5,4,4,2,4,1,1,2,2,3,1,0,3,2,1,3,1,0,1,0,0,1,1,0,0,0,1,1,1,2,0,0,2,0,0,0,0,0,1,0,1,2,2
E00016231,188,2,4,3,4,2,4,7,5,0,2,1,0,0,3,2,1,1,1,0,0,3,1,6,3,9,0,5,4,5,4,3,6,3,2,5,4,1,1,2,2,2,3,3,6,1,0,5,1,2,3,2,2,2,2,4,1,3,1,2,5,1,2,2,3,2,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,2,0,2,2,0,0,0,1,0,1,2
E00016232,191,3,4,4,2,3,2,4,2,5,1,2,1,4,4,3,2,1,2,0,0,3,1,2,2,2,4,6,0,6,3,4,5,4,7,3,3,5,6,5,3,4,2,2,1,2,3,2,3,3,1,4,1,6,5,3,1,2,2,0,2,4,1,0,1,3,0,0,0,0,0,1,1,1,1,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0
E00016233,209,5,0,4,5,1,3,1,6,6,7,1,3,0,1,1,0,2,2,2,3,4,1,3,2,1,7,4,5,6,3,3,6,4,4,8,3,3,2,4,1,4,2,0,6,3,5,4,2,5,6,7,3,4,1,7,0,2,2,1,3,2,1,3,0,1,1,0,1,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
E00016209,252,3,1,2,3,3,5,4,2,5,2,6,1,1,3,2,4,3,0,4,5,4,5,4,8,8,7,3,5,5,1,4,4,5,6,4,8,8,4,5,11,3,6,6,1,6,5,4,5,2,3,2,1,3,4,1,2,4,0,4,3,1,2,1,1,1,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1
E00016235,162,4,3,1,1,3,0,3,1,1,1,1,1,0,0,0,3,0,2,2,1,0,4,3,5,4,2,7,6,10,7,4,6,2,5,3,5,11,0,6,3,3,3,1,0,2,1,4,2,2,2,1,2,3,2,1,0,2,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00016238,189,5,1,1,0,3,2,1,5,1,1,1,2,1,1,2,2,1,0,2,1,1,3,6,5,3,3,6,4,5,3,6,4,5,5,3,11,4,0,4,3,5,3,2,0,2,1,1,3,6,2,2,3,1,0,2,1,3,2,2,0,2,1,1,0,1,2,3,1,5,3,0,1,2,1,1,1,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0
E00173941,347,1,2,2,6,4,3,5,3,1,3,0,0,0,0,0,0,2,3,13,53,41,46,39,23,12,8,4,4,2,5,4,3,2,3,2,0,0,6,5,2,1,2,1,2,0,3,0,1,3,1,2,0,0,1,1,1,0,1,1,3,1,0,0,1,0,0,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
