"date","geography","geography code","Rural Urban","Qualification: All categories: Highest level of qualification; measures: Value","Qualification: No qualifications; measures: Value","Qualification: Level 1 qualifications; measures: Value","Qualification: Level 2 qualifications; measures: Value","Qualification: Apprenticeship; measures: Value","Qualification: Level 3 qualifications; measures: Value","Qualification: Level 4 qualifications and above; measures: Value","Qualification: Other qualifications; measures: Value"
"2011","E00016528","E00016528","Total",176,24,25,22,2,22,59,22
"2011","E00016529","E00016529","Total",214,50,40,34,2,34,41,13
"2011","E00016530","E00016530","Total",221,71,37,32,2,16,45,18
"2011","E00016531","E00016531","Total",247,85,39,28,3,22,53,17
"2011","E00016532","E00016532","Total",166,41,25,22,1,28,33,16
"2011","E00016533","E00016533","Total",255,72,42,35,4,33,62,7
"2011","E00016534","E00016534","Total",239,56,23,46,9,31,55,19
"2011","E00016535","E00016535","Total",189,45,27,32,2,24,49,10
"2011","E00016536","E00016536","Total",240,78,43,35,4,19,44,17
"2011","E00016537","E00016537","Total",205,70,32,24,6,14,46,13
"2011","E00016538","E00016538","Total",251,80,40,49,3,26,39,14
"2011","E00016539","E00016539","Total",248,92,34,42,5,18,41,16
"2011","E00016540","E00016540","Total",238,48,34,44,8,21,73,10
"2011","E00016541","E00016541","Total",300,49,46,41,4,26,115,19
"2011","E00016542","E00016542","Total",271,43,32,56,2,30,78,30
"2011","E00016543","E00016543","Total",279,45,32,28,1,25,132,16
"2011","E00016544","E00016544","Total",280,52,17,31,2,31,128,19
"2011","E00016545","E00016545","Total",241,40,27,39,1,30,81,23
"2011","E00016546","E00016546","Total",272,23,23,27,5,22,146,26
"2011","E00016547","E00016547","Total",353,39,24,32,4,20,189,45
"2011","E00016548","E00016548","Total",269,26,20,35,6,42,121,19
"2011","E00016549","E00016549","Total",298,48,25,43,4,21,137,20
"2011","E00016550","E00016550","Total",278,31,32,36,0,26,123,30
"2011","E00016551","E00016551","Total",339,47,39,49,7,43,138,16
"2011","E00016552","E00016552","Total",244,61,45,37,2,29,51,19
"2011","E00016553","E00016553","Total",285,39,36,30,3,39,113,25
"2011","E00016554","E00016554","Total",243,32,25,33,2,27,112,12
"2011","E00016555","E00016555","Total",304,120,36,34,8,26,50,30
"2011","E00016556","E00016556","Total",279,37,37,25,4,30,107,39
"2011","E00016557","E00016557","Total",169,21,10,19,3,21,78,17
"2011","E00016558","E00016558","Total",211,12,21,20,1,32,111,14
"2011","E00016559","E00016559","Total",287,33,25,29,4,31,121,44
"2011","E00016560","E00016560","Total",312,32,18,45,1,43,114,59
"2011","E00016561","E00016561","Total",238,24,22,32,2,23,120,15
"2011","E00016562","E00016562","Total",283,27,19,27,2,44,146,18
"2011","E00016563","E00016563","Total",256,31,17,24,9,26,121,28
"2011","E00016564","E00016564","Total",265,50,24,34,5,16,110,26
"2011","E00016565","E00016565","Total",294,37,24,36,4,34,141,18
"2011","E00016566","E00016566","Total",227,33,15,30,4,34,84,27
"2011","E00016567","E00016567","Total",162,35,30,21,2,20,37,17
"2011","E00016568","E00016568","Total",262,29,19,22,5,15,152,20
"2011","E00016569","E00016569","Total",261,43,24,37,4,22,107,24
"2011","E00016571","E00016571","Total",258,20,33,21,4,35,132,13
"2011","E00016572","E00016572","Total",258,26,15,32,5,32,133,15
"2011","E00016573","E00016573","Total",260,14,19,26,3,21,164,13
"2011","E00016574","E00016574","Total",279,40,38,27,6,31,123,14
"2011","E00016575","E00016575","Total",221,19,10,19,5,28,132,8
"2011","E00016576","E00016576","Total",253,23,25,21,2,35,135,12
"2011","E00016577","E00016577","Total",288,33,31,38,3,33,139,11
"2011","E00016578","E00016578","Total",231,21,14,31,2,20,123,20
"2011","E00016579","E00016579","Total",286,35,16,34,2,43,133,23
"2011","E00016580","E00016580","Total",343,39,39,34,2,57,142,30
"2011","E00016581","E00016581","Total",373,38,28,43,2,72,148,42
"2011","E00016582","E00016582","Total",385,50,24,30,9,72,158,42
"2011","E00016583","E00016583","Total",205,23,24,21,4,17,108,8
"2011","E00016584","E00016584","Total",516,60,40,45,11,39,273,48
"2011","E00016585","E00016585","Total",226,20,24,23,0,22,104,33
"2011","E00016587","E00016587","Total",358,73,37,50,5,29,137,27
"2011","E00016588","E00016588","Total",307,31,29,36,8,38,150,15
"2011","E00016589","E00016589","Total",247,51,28,33,4,34,84,13
"2011","E00016590","E00016590","Total",327,44,23,32,5,32,176,15
"2011","E00016591","E00016591","Total",256,26,25,30,0,27,140,8
"2011","E00016592","E00016592","Total",305,34,34,37,2,35,150,13
"2011","E00016593","E00016593","Total",403,31,25,31,4,37,245,30
"2011","E00016594","E00016594","Total",271,35,19,30,7,17,147,16
"2011","E00016595","E00016595","Total",185,43,33,30,5,24,36,14
"2011","E00016596","E00016596","Total",248,38,29,21,3,17,118,22
"2011","E00016597","E00016597","Total",189,75,15,24,2,14,38,21
"2011","E00016598","E00016598","Total",414,71,34,42,4,35,185,43
"2011","E00016599","E00016599","Total",243,48,24,30,6,28,92,15
"2011","E00016600","E00016600","Total",289,45,13,19,2,16,189,5
"2011","E00016601","E00016601","Total",260,90,26,27,2,28,59,28
"2011","E00016602","E00016602","Total",250,28,12,20,4,29,152,5
"2011","E00016603","E00016603","Total",394,35,40,33,3,36,232,15
"2011","E00016604","E00016604","Total",167,26,11,16,1,15,87,11
"2011","E00016605","E00016605","Total",355,38,41,41,3,36,158,38
"2011","E00016606","E00016606","Total",318,24,20,28,1,30,206,9
"2011","E00016607","E00016607","Total",170,37,26,13,2,18,62,12
"2011","E00016608","E00016608","Total",169,16,14,10,1,15,100,13
"2011","E00016609","E00016609","Total",223,26,28,22,6,25,103,13
"2011","E00016610","E00016610","Total",244,35,18,16,3,24,131,17
"2011","E00016611","E00016611","Total",175,15,23,20,2,24,76,15
"2011","E00016612","E00016612","Total",174,25,18,23,2,21,73,12
"2011","E00016613","E00016613","Total",336,59,45,47,4,38,127,16
"2011","E00016614","E00016614","Total",282,68,43,49,6,25,70,21
"2011","E00016615","E00016615","Total",258,37,24,46,10,28,91,22
"2011","E00016616","E00016616","Total",215,18,20,22,4,36,93,22
"2011","E00016617","E00016617","Total",282,41,21,44,7,37,116,16
"2011","E00016618","E00016618","Total",188,53,20,19,4,22,51,19
"2011","E00016619","E00016619","Total",257,44,27,47,9,26,92,12
"2011","E00016620","E00016620","Total",253,27,34,42,1,31,101,17
"2011","E00016621","E00016621","Total",178,43,25,28,5,22,41,14
"2011","E00016622","E00016622","Total",196,32,29,32,1,18,74,10
"2011","E00016623","E00016623","Total",316,20,24,34,5,21,157,55
"2011","E00016624","E00016624","Total",221,27,13,19,3,25,125,9
"2011","E00016625","E00016625","Total",268,39,16,24,0,17,156,16
"2011","E00016626","E00016626","Total",274,32,24,36,4,28,140,10
"2011","E00016628","E00016628","Total",285,28,22,30,4,32,135,34
"2011","E00016629","E00016629","Total",289,60,44,38,2,26,79,40
"2011","E00016630","E00016630","Total",290,55,21,25,4,29,133,23
"2011","E00016631","E00016631","Total",257,35,23,27,4,32,119,17
"2011","E00016632","E00016632","Total",264,38,21,33,2,26,120,24
"2011","E00016633","E00016633","Total",206,51,26,32,3,13,57,24
"2011","E00016635","E00016635","Total",337,47,26,27,5,25,148,59
"2011","E00016636","E00016636","Total",206,10,12,19,2,6,125,32
"2011","E00016637","E00016637","Total",386,76,29,40,3,28,146,64
"2011","E00016638","E00016638","Total",138,14,3,8,4,7,76,26
"2011","E00016639","E00016639","Total",344,83,40,68,7,32,92,22
"2011","E00016640","E00016640","Total",265,96,24,30,4,19,70,22
"2011","E00016641","E00016641","Total",287,51,37,47,5,24,92,31
"2011","E00016642","E00016642","Total",322,60,35,45,13,24,108,37
"2011","E00016643","E00016643","Total",268,77,25,34,5,21,74,32
"2011","E00016644","E00016644","Total",360,55,49,36,5,35,123,57
"2011","E00016645","E00016645","Total",316,54,30,34,2,25,139,32
"2011","E00016646","E00016646","Total",313,48,43,38,3,30,113,38
"2011","E00016647","E00016647","Total",305,44,27,45,7,37,114,31
"2011","E00016648","E00016648","Total",289,36,29,29,4,32,134,25
"2011","E00016649","E00016649","Total",281,73,32,26,8,21,104,17
"2011","E00016650","E00016650","Total",250,43,33,28,8,23,94,21
"2011","E00016651","E00016651","Total",287,36,32,36,5,32,119,27
"2011","E00016652","E00016652","Total",218,73,18,22,2,15,57,31
"2011","E00016653","E00016653","Total",240,28,21,22,4,20,121,24
"2011","E00016654","E00016654","Total",194,52,40,21,0,21,35,25
"2011","E00016655","E00016655","Total",264,30,20,23,1,41,123,26
"2011","E00016656","E00016656","Total",278,44,24,28,1,37,111,33
"2011","E00016657","E00016657","Total",210,55,30,23,2,26,55,19
"2011","E00016658","E00016658","Total",187,44,8,20,1,21,71,22
"2011","E00016659","E00016659","Total",193,35,24,15,1,22,77,19
"2011","E00016660","E00016660","Total",274,41,26,38,5,39,109,16
"2011","E00016661","E00016661","Total",251,51,30,31,1,21,101,16
"2011","E00016662","E00016662","Total",228,32,16,32,5,25,103,15
"2011","E00016663","E00016663","Total",301,42,39,44,2,31,122,21
"2011","E00016664","E00016664","Total",293,27,34,29,5,27,154,17
"2011","E00016666","E00016666","Total",234,38,23,23,3,36,86,25
"2011","E00016667","E00016667","Total",329,54,31,36,4,35,147,22
"2011","E00016668","E00016668","Total",196,39,27,19,7,15,71,18
"2011","E00016669","E00016669","Total",212,39,19,25,6,19,86,18
"2011","E00016670","E00016670","Total",213,32,33,30,4,23,75,16
"2011","E00016671","E00016671","Total",141,29,14,16,2,18,53,9
"2011","E00016672","E00016672","Total",290,40,38,37,1,32,106,36
"2011","E00016673","E00016673","Total",306,64,34,34,7,44,101,22
"2011","E00016674","E00016674","Total",233,34,17,32,1,24,113,12
"2011","E00016675","E00016675","Total",194,19,16,20,2,16,63,58
"2011","E00016676","E00016676","Total",200,55,20,36,4,21,48,16
"2011","E00016677","E00016677","Total",462,40,32,33,2,154,128,73
"2011","E00016678","E00016678","Total",198,53,22,25,4,21,41,32
"2011","E00016679","E00016679","Total",273,129,30,26,7,15,55,11
"2011","E00016680","E00016680","Total",186,14,19,11,2,40,70,30
"2011","E00016682","E00016682","Total",208,10,14,19,2,24,106,33
"2011","E00016683","E00016683","Total",261,17,22,20,1,31,136,34
"2011","E00016684","E00016684","Total",191,18,13,23,3,17,85,32
"2011","E00016685","E00016685","Total",243,61,38,26,2,33,60,23
"2011","E00016686","E00016686","Total",258,62,36,36,5,20,75,24
"2011","E00016687","E00016687","Total",159,14,6,14,0,26,89,10
"2011","E00016688","E00016688","Total",240,67,23,29,3,33,58,27
"2011","E00016689","E00016689","Total",213,31,13,29,1,31,93,15
"2011","E00016690","E00016690","Total",218,57,26,26,4,25,56,24
"2011","E00016691","E00016691","Total",240,50,27,27,1,23,75,37
"2011","E00016693","E00016693","Total",287,62,31,41,2,45,79,27
"2011","E00016694","E00016694","Total",245,52,27,23,6,33,84,20
"2011","E00016695","E00016695","Total",230,59,20,36,4,22,61,28
"2011","E00016696","E00016696","Total",185,18,14,24,1,24,80,24
"2011","E00016697","E00016697","Total",258,41,27,45,1,32,80,32
"2011","E00016698","E00016698","Total",258,50,31,29,4,26,92,26
"2011","E00016699","E00016699","Total",234,55,29,30,0,18,73,29
"2011","E00016701","E00016701","Total",180,28,14,17,2,31,72,16
"2011","E00016702","E00016702","Total",267,32,37,24,5,34,107,28
"2011","E00016703","E00016703","Total",200,49,19,27,2,25,55,23
"2011","E00016705","E00016705","Total",218,24,18,15,2,25,95,39
"2011","E00016706","E00016706","Total",184,47,24,16,1,19,63,14
"2011","E00016707","E00016707","Total",374,67,31,42,1,51,144,38
"2011","E00016708","E00016708","Total",266,57,28,32,2,33,83,31
"2011","E00016709","E00016709","Total",327,70,34,45,2,38,103,35
"2011","E00016710","E00016710","Total",257,61,21,40,6,31,60,38
"2011","E00016711","E00016711","Total",234,26,16,20,6,23,120,23
"2011","E00016712","E00016712","Total",322,38,20,40,2,102,87,33
"2011","E00016713","E00016713","Total",346,52,33,40,8,40,150,23
"2011","E00016714","E00016714","Total",217,44,24,20,3,17,91,18
"2011","E00016715","E00016715","Total",278,30,19,29,1,44,133,22
"2011","E00016716","E00016716","Total",245,12,23,27,0,29,114,40
"2011","E00016717","E00016717","Total",152,19,8,13,2,19,65,26
"2011","E00016718","E00016718","Total",209,71,25,35,1,15,44,18
"2011","E00016719","E00016719","Total",191,47,33,30,1,18,47,15
"2011","E00016720","E00016720","Total",235,25,17,20,0,31,90,52
"2011","E00016721","E00016721","Total",174,45,32,27,3,13,38,16
"2011","E00016722","E00016722","Total",272,55,40,52,3,35,61,26
"2011","E00016723","E00016723","Total",215,45,33,27,3,28,50,29
"2011","E00016724","E00016724","Total",240,16,19,28,4,33,110,30
"2011","E00016725","E00016725","Total",173,14,16,18,1,19,79,26
"2011","E00016726","E00016726","Total",145,31,27,13,3,18,38,15
"2011","E00016727","E00016727","Total",271,68,29,38,3,36,84,13
"2011","E00016728","E00016728","Total",183,49,22,28,2,27,43,12
"2011","E00016729","E00016729","Total",213,31,16,17,4,15,120,10
"2011","E00016730","E00016730","Total",277,54,33,39,8,27,93,23
"2011","E00016731","E00016731","Total",241,47,39,39,0,23,76,17
"2011","E00016732","E00016732","Total",293,22,19,39,3,26,155,29
"2011","E00016733","E00016733","Total",260,33,32,37,2,24,114,18
"2011","E00016734","E00016734","Total",216,31,30,25,4,15,96,15
"2011","E00016735","E00016735","Total",287,57,17,32,3,26,132,20
"2011","E00016737","E00016737","Total",221,42,10,20,1,23,109,16
"2011","E00016738","E00016738","Total",334,45,31,50,7,41,136,24
"2011","E00016739","E00016739","Total",230,40,17,36,4,20,103,10
"2011","E00016740","E00016740","Total",285,48,24,40,3,29,124,17
"2011","E00016741","E00016741","Total",225,46,10,21,2,16,123,7
"2011","E00016742","E00016742","Total",249,31,19,24,3,21,136,15
"2011","E00016743","E00016743","Total",232,23,34,21,4,32,103,15
"2011","E00016744","E00016744","Total",270,51,20,24,6,38,115,16
"2011","E00016745","E00016745","Total",302,19,25,52,7,30,144,25
"2011","E00016746","E00016746","Total",289,46,29,38,6,28,125,17
"2011","E00016747","E00016747","Total",205,47,22,23,5,25,70,13
"2011","E00016748","E00016748","Total",201,47,26,32,3,17,58,18
"2011","E00016749","E00016749","Total",240,41,20,24,3,20,113,19
"2011","E00016750","E00016750","Total",228,41,24,24,1,21,107,10
"2011","E00016751","E00016751","Total",242,31,30,41,3,20,102,15
"2011","E00016752","E00016752","Total",287,57,31,38,7,37,90,27
"2011","E00016753","E00016753","Total",202,27,31,31,3,25,78,7
"2011","E00016754","E00016754","Total",233,18,28,44,2,22,113,6
"2011","E00016755","E00016755","Total",334,64,46,39,2,32,116,35
"2011","E00016756","E00016756","Total",201,35,25,38,3,22,53,25
"2011","E00016757","E00016757","Total",215,24,25,27,3,15,115,6
"2011","E00016758","E00016758","Total",236,54,29,31,3,26,76,17
"2011","E00016759","E00016759","Total",271,56,28,29,3,34,107,14
"2011","E00016760","E00016760","Total",227,40,14,24,3,27,100,19
"2011","E00016761","E00016761","Total",262,25,34,29,10,28,122,14
"2011","E00016762","E00016762","Total",235,35,27,34,3,16,80,40
"2011","E00016763","E00016763","Total",260,27,20,29,4,25,130,25
"2011","E00016764","E00016764","Total",218,34,26,24,4,32,79,19
"2011","E00016765","E00016765","Total",193,19,25,27,4,16,89,13
"2011","E00016766","E00016766","Total",277,89,32,35,6,21,60,34
"2011","E00016767","E00016767","Total",211,38,18,21,2,31,90,11
"2011","E00016768","E00016768","Total",199,62,22,24,5,25,48,13
"2011","E00016769","E00016769","Total",259,45,41,41,2,19,92,19
"2011","E00016770","E00016770","Total",136,4,15,17,2,18,73,7
"2011","E00016771","E00016771","Total",296,37,36,32,1,39,138,13
"2011","E00016772","E00016772","Total",277,41,24,24,5,20,140,23
"2011","E00016773","E00016773","Total",189,39,25,23,3,24,57,18
"2011","E00016774","E00016774","Total",271,49,29,47,4,32,92,18
"2011","E00016775","E00016775","Total",173,33,22,35,2,11,45,25
"2011","E00016776","E00016776","Total",264,46,20,28,10,31,119,10
"2011","E00016777","E00016777","Total",313,48,34,44,4,20,148,15
"2011","E00016778","E00016778","Total",274,50,34,35,9,34,88,24
"2011","E00016779","E00016779","Total",219,38,30,42,14,24,54,17
"2011","E00016780","E00016780","Total",344,80,37,47,4,34,97,45
"2011","E00016781","E00016781","Total",205,41,30,27,4,19,65,19
"2011","E00016782","E00016782","Total",353,68,45,36,4,32,123,45
"2011","E00016783","E00016783","Total",280,52,32,49,4,34,87,22
"2011","E00016784","E00016784","Total",219,27,34,31,3,23,82,19
"2011","E00016785","E00016785","Total",180,54,15,25,3,17,54,12
"2011","E00016786","E00016786","Total",190,38,32,25,3,21,58,13
"2011","E00016787","E00016787","Total",361,81,60,62,5,42,79,32
"2011","E00016788","E00016788","Total",219,46,25,28,3,31,58,28
"2011","E00016789","E00016789","Total",297,47,19,34,13,32,122,30
"2011","E00016790","E00016790","Total",136,20,17,13,2,13,58,13
"2011","E00016791","E00016791","Total",234,35,35,32,2,25,83,22
"2011","E00016792","E00016792","Total",277,34,34,44,3,25,99,38
"2011","E00016793","E00016793","Total",205,36,22,44,1,35,52,15
"2011","E00016794","E00016794","Total",174,40,19,15,3,21,57,19
"2011","E00016795","E00016795","Total",228,42,34,35,7,24,69,17
"2011","E00016796","E00016796","Total",277,38,27,36,3,31,115,27
"2011","E00016797","E00016797","Total",310,48,23,28,8,37,136,30
"2011","E00016798","E00016798","Total",290,24,26,38,17,48,99,38
"2011","E00016799","E00016799","Total",299,58,37,52,11,37,89,15
"2011","E00016800","E00016800","Total",183,35,24,23,6,23,57,15
"2011","E00016801","E00016801","Total",196,41,28,29,6,23,49,20
"2011","E00016802","E00016802","Total",295,35,34,45,10,38,108,25
"2011","E00016803","E00016803","Total",195,40,24,24,0,28,59,20
"2011","E00016804","E00016804","Total",346,83,40,50,7,38,87,41
"2011","E00016805","E00016805","Total",283,76,27,43,9,22,69,37
"2011","E00016806","E00016806","Total",191,27,20,31,8,33,60,12
"2011","E00016807","E00016807","Total",335,58,46,59,2,41,91,38
"2011","E00016808","E00016808","Total",178,39,17,29,3,17,50,23
"2011","E00016809","E00016809","Total",270,39,30,37,8,18,115,23
"2011","E00016810","E00016810","Total",343,74,48,38,2,40,99,42
"2011","E00016811","E00016811","Total",268,41,28,38,2,34,97,28
"2011","E00016812","E00016812","Total",236,32,26,22,1,19,112,24
"2011","E00016813","E00016813","Total",258,38,33,32,3,37,100,15
"2011","E00016814","E00016814","Total",266,34,35,35,7,26,108,21
"2011","E00016815","E00016815","Total",216,33,25,31,4,20,74,29
"2011","E00016816","E00016816","Total",185,34,20,24,3,20,55,29
"2011","E00016817","E00016817","Total",235,52,27,30,2,32,74,18
"2011","E00016818","E00016818","Total",232,44,40,29,2,22,72,23
"2011","E00016819","E00016819","Total",221,48,28,30,1,20,72,22
"2011","E00016820","E00016820","Total",177,34,26,16,4,17,54,26
"2011","E00016821","E00016821","Total",322,60,34,38,6,34,129,21
"2011","E00016822","E00016822","Total",226,26,34,42,4,18,68,34
"2011","E00016823","E00016823","Total",198,34,17,35,3,21,68,20
"2011","E00016824","E00016824","Total",203,34,22,25,0,22,71,29
"2011","E00016825","E00016825","Total",185,38,31,31,1,23,38,23
"2011","E00016826","E00016826","Total",246,65,28,35,2,24,78,14
"2011","E00016827","E00016827","Total",287,74,24,22,3,22,106,36
"2011","E00016828","E00016828","Total",193,27,17,19,5,18,95,12
"2011","E00016829","E00016829","Total",219,29,19,31,1,16,100,23
"2011","E00016830","E00016830","Total",285,46,34,33,6,26,118,22
"2011","E00016831","E00016831","Total",205,49,27,37,4,16,55,17
"2011","E00016832","E00016832","Total",198,29,16,29,3,15,82,24
"2011","E00016833","E00016833","Total",282,30,32,38,6,26,122,28
"2011","E00016834","E00016834","Total",264,46,30,38,2,31,102,15
"2011","E00016835","E00016835","Total",252,48,22,26,9,23,108,16
"2011","E00016836","E00016836","Total",252,51,25,26,1,31,109,9
"2011","E00016837","E00016837","Total",216,45,18,21,7,25,82,18
"2011","E00016838","E00016838","Total",191,41,23,25,3,27,48,24
"2011","E00016839","E00016839","Total",216,21,26,27,3,17,103,19
"2011","E00016840","E00016840","Total",259,49,23,26,3,30,109,19
"2011","E00016841","E00016841","Total",249,47,51,36,6,32,53,24
"2011","E00016842","E00016842","Total",199,35,25,25,5,27,69,13
"2011","E00016843","E00016843","Total",194,28,21,30,2,22,69,22
"2011","E00016844","E00016844","Total",222,34,25,39,5,19,93,7
"2011","E00016845","E00016845","Total",239,35,23,35,5,31,95,15
"2011","E00016846","E00016846","Total",249,35,35,24,9,19,108,19
"2011","E00016847","E00016847","Total",168,48,19,32,3,19,36,11
"2011","E00016848","E00016848","Total",201,25,14,27,1,23,98,13
"2011","E00016849","E00016849","Total",205,49,16,22,2,27,64,25
"2011","E00016850","E00016850","Total",164,29,22,28,0,16,55,14
"2011","E00016851","E00016851","Total",253,27,17,21,3,25,147,13
"2011","E00016852","E00016852","Total",169,25,14,20,3,17,81,9
"2011","E00016853","E00016853","Total",172,51,28,31,4,16,32,10
"2011","E00016854","E00016854","Total",220,50,22,37,3,17,75,16
"2011","E00016855","E00016855","Total",179,10,6,21,0,17,113,12
"2011","E00016856","E00016856","Total",299,35,30,24,0,26,161,23
"2011","E00016857","E00016857","Total",224,45,16,24,3,24,100,12
"2011","E00016858","E00016858","Total",171,38,29,37,3,27,30,7
"2011","E00016859","E00016859","Total",307,29,29,36,3,34,145,31
"2011","E00016860","E00016860","Total",292,38,31,29,3,31,129,31
"2011","E00016861","E00016861","Total",386,63,44,46,9,57,123,44
"2011","E00016862","E00016862","Total",286,30,46,22,2,23,125,38
"2011","E00016863","E00016863","Total",331,85,42,50,7,30,90,27
"2011","E00016864","E00016864","Total",247,54,45,32,2,28,71,15
"2011","E00016865","E00016865","Total",302,65,45,41,8,35,88,20
"2011","E00016866","E00016866","Total",306,46,17,39,2,49,108,45
"2011","E00016867","E00016867","Total",221,42,25,18,1,19,97,19
"2011","E00016868","E00016868","Total",194,50,29,27,1,22,46,19
"2011","E00016869","E00016869","Total",186,53,20,17,4,19,60,13
"2011","E00016870","E00016870","Total",266,42,24,35,2,28,114,21
"2011","E00016871","E00016871","Total",211,54,23,40,1,16,66,11
"2011","E00016872","E00016872","Total",274,29,34,46,4,28,113,20
"2011","E00016873","E00016873","Total",226,45,40,38,1,21,63,18
"2011","E00016874","E00016874","Total",173,62,35,21,10,14,24,7
"2011","E00016875","E00016875","Total",195,47,29,34,3,12,51,19
"2011","E00016876","E00016876","Total",167,53,16,25,2,18,38,15
"2011","E00016877","E00016877","Total",155,43,24,19,8,23,32,6
"2011","E00016878","E00016878","Total",206,66,23,27,3,26,39,22
"2011","E00016879","E00016879","Total",357,38,20,38,2,43,204,12
"2011","E00016880","E00016880","Total",274,69,31,29,5,45,74,21
"2011","E00016881","E00016881","Total",193,47,29,24,1,18,51,23
"2011","E00016883","E00016883","Total",293,43,23,32,2,42,136,15
"2011","E00016884","E00016884","Total",270,34,15,19,1,32,150,19
"2011","E00016885","E00016885","Total",236,31,12,25,3,34,117,14
"2011","E00016886","E00016886","Total",292,28,10,29,1,42,159,23
"2011","E00016887","E00016887","Total",194,25,19,19,5,29,89,8
"2011","E00016888","E00016888","Total",264,39,17,25,8,31,126,18
"2011","E00016889","E00016889","Total",217,33,30,21,4,33,83,13
"2011","E00016890","E00016890","Total",214,23,30,28,0,20,87,26
"2011","E00016891","E00016891","Total",335,37,28,40,3,40,162,25
"2011","E00016892","E00016892","Total",261,22,19,28,1,38,138,15
"2011","E00016893","E00016893","Total",297,38,24,22,3,32,154,24
"2011","E00016894","E00016894","Total",302,29,24,27,3,42,154,23
"2011","E00016895","E00016895","Total",245,28,7,21,6,29,137,17
"2011","E00016896","E00016896","Total",260,29,21,15,2,25,158,10
"2011","E00016897","E00016897","Total",362,25,23,35,5,52,195,27
"2011","E00016898","E00016898","Total",235,23,14,24,3,23,137,11
"2011","E00016899","E00016899","Total",263,24,25,15,3,25,151,20
"2011","E00016900","E00016900","Total",275,28,13,35,2,33,143,21
"2011","E00016901","E00016901","Total",160,24,11,20,2,17,67,19
"2011","E00016902","E00016902","Total",263,38,20,23,2,19,146,15
"2011","E00016903","E00016903","Total",295,28,26,18,5,44,143,31
"2011","E00016904","E00016904","Total",203,27,13,26,1,16,98,22
"2011","E00016905","E00016905","Total",225,38,22,39,1,24,80,21
"2011","E00016906","E00016906","Total",206,13,24,31,2,12,104,20
"2011","E00016907","E00016907","Total",240,57,32,31,5,32,62,21
"2011","E00016908","E00016908","Total",176,43,23,20,4,10,57,19
"2011","E00016909","E00016909","Total",275,47,41,47,3,48,64,25
"2011","E00016910","E00016910","Total",218,35,36,26,3,29,63,26
"2011","E00016911","E00016911","Total",309,77,33,55,1,38,77,28
"2011","E00016912","E00016912","Total",152,29,20,23,0,13,44,23
"2011","E00016913","E00016913","Total",292,59,51,59,3,41,67,12
"2011","E00016914","E00016914","Total",231,40,45,56,3,17,49,21
"2011","E00016915","E00016915","Total",219,34,27,40,2,20,62,34
"2011","E00016916","E00016916","Total",255,67,33,40,3,33,47,32
"2011","E00016917","E00016917","Total",418,39,31,24,4,76,205,39
"2011","E00016918","E00016918","Total",337,24,19,16,2,58,195,23
"2011","E00016919","E00016919","Total",295,38,22,28,4,34,148,21
"2011","E00016920","E00016920","Total",267,75,18,31,4,28,77,34
"2011","E00016921","E00016921","Total",238,52,32,31,2,19,60,42
"2011","E00016922","E00016922","Total",270,62,15,28,4,33,103,25
"2011","E00016923","E00016923","Total",309,32,52,30,5,40,138,12
"2011","E00016924","E00016924","Total",372,40,22,25,1,70,192,22
"2011","E00016925","E00016925","Total",361,28,12,43,2,36,219,21
"2011","E00016926","E00016926","Total",254,44,28,27,7,30,87,31
"2011","E00016927","E00016927","Total",256,22,17,23,1,21,154,18
"2011","E00016928","E00016928","Total",282,62,45,44,2,37,66,26
"2011","E00016929","E00016929","Total",202,57,33,32,4,18,46,12
"2011","E00016930","E00016930","Total",444,125,67,83,9,55,81,24
"2011","E00016931","E00016931","Total",193,55,34,32,1,20,40,11
"2011","E00016932","E00016932","Total",204,64,33,29,3,24,36,15
"2011","E00016933","E00016933","Total",349,92,58,54,4,40,75,26
"2011","E00016934","E00016934","Total",288,65,45,39,4,37,67,31
"2011","E00016935","E00016935","Total",328,73,48,40,10,44,86,27
"2011","E00016936","E00016936","Total",267,50,42,32,5,32,87,19
"2011","E00016937","E00016937","Total",322,83,44,50,9,30,78,28
"2011","E00016938","E00016938","Total",241,53,37,31,5,22,69,24
"2011","E00016939","E00016939","Total",236,47,45,27,4,29,56,28
"2011","E00016940","E00016940","Total",210,46,21,31,5,28,61,18
"2011","E00016941","E00016941","Total",286,45,41,44,5,30,108,13
"2011","E00016942","E00016942","Total",210,30,33,39,3,26,64,15
"2011","E00016943","E00016943","Total",177,28,18,27,3,19,68,14
"2011","E00016944","E00016944","Total",242,51,40,43,8,22,58,20
"2011","E00016945","E00016945","Total",151,23,18,29,0,19,52,10
"2011","E00016946","E00016946","Total",294,80,37,44,3,31,77,22
"2011","E00016947","E00016947","Total",238,98,45,24,2,16,34,19
"2011","E00016948","E00016948","Total",270,63,38,52,3,24,49,41
"2011","E00016949","E00016949","Total",229,51,48,34,4,22,49,21
"2011","E00016950","E00016950","Total",238,72,36,37,4,27,50,12
"2011","E00016951","E00016951","Total",227,55,43,39,1,24,46,19
"2011","E00016952","E00016952","Total",215,73,31,34,4,17,39,17
"2011","E00016953","E00016953","Total",194,86,23,26,7,23,21,8
"2011","E00016954","E00016954","Total",174,38,29,31,3,17,43,13
"2011","E00016955","E00016955","Total",230,77,46,32,2,25,34,14
"2011","E00016956","E00016956","Total",197,64,22,37,3,25,31,15
