Name,Code,Detached houses,Semi-detached houses,Terraced,Flats,Caravan or mobile
England,E92000001,22.255382799334683,30.708059421898806,24.487698519928987,22.11391923927416,0.4349400195633615
London,E12000007,6.23608201921615,18.5875288397242,22.93364390930119,52.15955102287841,0.08319420888005184
Lewisham,E09000023,3.2609153831238356,13.141455272009914,28.159538683325323,55.39425208865509,0.04383857288584267
