"date","geography","geography code","Rural Urban","Occupancy Rating: All categories: Occupancy rating bedrooms; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of +2 or more; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of +1; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of 0; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of -1; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of -2 or less; measures: Value"
"2011","E00004805","E00004805","Total",96,9,18,39,24,6
"2011","E00004807","E00004807","Total",109,12,20,64,12,1
"2011","E00004778","E00004778","Total",105,26,44,32,2,1
"2011","E00004779","E00004779","Total",142,47,56,34,4,1
"2011","E00004780","E00004780","Total",124,17,56,44,6,1
"2011","E00004782","E00004782","Total",114,46,48,20,0,0
"2011","E00004808","E00004808","Total",93,27,25,31,9,1
"2011","E00174677","E00174677","Total",160,12,55,80,12,1
"2011","E00174678","E00174678","Total",113,6,46,54,6,1
"2011","E00004771","E00004771","Total",117,61,38,17,1,0
"2011","E00004772","E00004772","Total",124,35,45,38,6,0
"2011","E00004773","E00004773","Total",133,17,40,73,2,1
"2011","E00004783","E00004783","Total",124,34,43,35,8,4
"2011","E00004784","E00004784","Total",121,35,44,36,5,1
"2011","E00004215","E00004215","Total",129,26,54,44,5,0
"2011","E00004218","E00004218","Total",131,30,34,52,11,4
"2011","E00004220","E00004220","Total",87,9,16,52,8,2
"2011","E00004221","E00004221","Total",111,12,33,64,2,0
"2011","E00004222","E00004222","Total",109,14,26,64,5,0
"2011","E00004226","E00004226","Total",119,51,44,22,2,0
"2011","E00004206","E00004206","Total",127,15,26,61,22,3
"2011","E00004208","E00004208","Total",125,13,23,64,23,2
"2011","E00004209","E00004209","Total",113,9,35,57,10,2
"2011","E00004213","E00004213","Total",167,23,32,76,30,6
"2011","E00004214","E00004214","Total",243,15,63,143,20,2
"2011","E00004216","E00004216","Total",146,31,56,54,4,1
"2011","E00004217","E00004217","Total",141,9,46,76,10,0
"2011","E00004224","E00004224","Total",147,21,36,83,6,1
"2011","E00004228","E00004228","Total",107,24,21,58,4,0
"2011","E00004231","E00004231","Total",142,49,39,45,9,0
"2011","E00004233","E00004233","Total",124,22,39,55,8,0
"2011","E00004201","E00004201","Total",144,29,51,60,3,1
"2011","E00004202","E00004202","Total",160,2,1,153,2,2
"2011","E00004227","E00004227","Total",145,24,34,75,12,0
"2011","E00004232","E00004232","Total",132,17,17,94,4,0
"2011","E00004239","E00004239","Total",111,13,31,60,6,1
"2011","E00004242","E00004242","Total",105,9,11,79,5,1
"2011","E00004204","E00004204","Total",149,9,65,68,6,1
"2011","E00004229","E00004229","Total",174,11,60,96,4,3
"2011","E00004234","E00004234","Total",124,28,21,68,6,1
"2011","E00004238","E00004238","Total",126,21,51,42,11,1
"2011","E00004241","E00004241","Total",133,47,34,48,4,0
"2011","E00004243","E00004243","Total",110,45,22,32,10,1
"2011","E00004207","E00004207","Total",128,18,28,61,17,4
"2011","E00004210","E00004210","Total",126,11,28,63,19,5
"2011","E00004211","E00004211","Total",124,13,20,76,11,4
"2011","E00004212","E00004212","Total",134,18,40,58,17,1
"2011","E00004223","E00004223","Total",116,7,22,59,22,6
"2011","E00004219","E00004219","Total",190,11,29,122,22,6
"2011","E00004230","E00004230","Total",130,9,30,73,15,3
"2011","E00004236","E00004236","Total",150,8,38,81,20,3
"2011","E00004237","E00004237","Total",123,2,31,70,17,3
"2011","E00004240","E00004240","Total",136,22,25,68,17,4
"2011","E00004732","E00004732","Total",124,17,25,51,24,7
"2011","E00004733","E00004733","Total",131,6,22,84,18,1
"2011","E00004735","E00004735","Total",136,1,35,83,14,3
"2011","E00004736","E00004736","Total",130,4,26,76,21,3
"2011","E00004738","E00004738","Total",113,20,52,35,6,0
"2011","E00004739","E00004739","Total",131,6,60,52,11,2
"2011","E00004740","E00004740","Total",99,4,33,32,22,8
"2011","E00004741","E00004741","Total",132,8,30,69,22,3
"2011","E00004742","E00004742","Total",185,5,39,106,25,10
"2011","E00004750","E00004750","Total",144,10,36,75,22,1
"2011","E00174649","E00174649","Total",108,25,24,51,6,2
"2011","E00174666","E00174666","Total",80,2,15,57,6,0
"2011","E00174667","E00174667","Total",87,12,19,43,10,3
"2011","E00004743","E00004743","Total",136,25,37,47,22,5
"2011","E00004745","E00004745","Total",127,16,22,64,20,5
"2011","E00004746","E00004746","Total",152,1,32,87,31,1
"2011","E00004747","E00004747","Total",132,6,35,72,14,5
"2011","E00004748","E00004748","Total",151,12,44,74,19,2
"2011","E00004606","E00004606","Total",169,23,36,92,17,1
"2011","E00004608","E00004608","Total",133,17,35,53,23,5
"2011","E00004637","E00004637","Total",121,7,13,81,18,2
"2011","E00004642","E00004642","Total",130,13,25,57,26,9
"2011","E00004644","E00004644","Total",132,24,31,56,20,1
"2011","E00004607","E00004607","Total",132,1,15,104,11,1
"2011","E00004609","E00004609","Total",221,9,42,148,20,2
"2011","E00004610","E00004610","Total",123,8,34,66,13,2
"2011","E00004611","E00004611","Total",157,0,3,142,11,1
"2011","E00004640","E00004640","Total",146,9,40,76,19,2
"2011","E00004643","E00004643","Total",186,17,38,109,19,3
"2011","E00004645","E00004645","Total",111,1,16,80,12,2
"2011","E00004623","E00004623","Total",151,22,40,70,16,3
"2011","E00004624","E00004624","Total",120,30,40,43,7,0
"2011","E00004629","E00004629","Total",117,14,33,64,5,1
"2011","E00004631","E00004631","Total",130,23,18,79,10,0
"2011","E00004634","E00004634","Total",145,15,48,63,19,0
"2011","E00004638","E00004638","Total",158,7,42,90,14,5
"2011","E00004625","E00004625","Total",172,10,35,97,26,4
"2011","E00004626","E00004626","Total",235,8,32,164,27,4
"2011","E00004627","E00004627","Total",98,6,12,63,14,3
"2011","E00004633","E00004633","Total",102,10,18,57,13,4
"2011","E00004641","E00004641","Total",125,20,28,49,25,3
"2011","E00004628","E00004628","Total",91,0,21,42,25,3
"2011","E00004630","E00004630","Total",104,15,27,52,10,0
"2011","E00004632","E00004632","Total",95,2,17,51,21,4
"2011","E00004635","E00004635","Total",125,7,17,73,21,7
"2011","E00004636","E00004636","Total",113,9,22,59,20,3
"2011","E00004639","E00004639","Total",96,5,19,51,16,5
"2011","E00004203","E00004203","Total",164,23,41,89,10,1
"2011","E00004205","E00004205","Total",145,35,38,64,8,0
"2011","E00004225","E00004225","Total",195,7,43,121,17,7
"2011","E00004235","E00004235","Total",163,8,40,98,15,2
"2011","E00004681","E00004681","Total",133,23,34,53,13,10
"2011","E00004687","E00004687","Total",116,58,18,32,7,1
"2011","E00004690","E00004690","Total",109,12,48,36,10,3
"2011","E00004699","E00004699","Total",69,2,12,42,6,7
"2011","E00004701","E00004701","Total",147,10,22,104,10,1
"2011","E00004714","E00004714","Total",141,20,49,64,7,1
"2011","E00004704","E00004704","Total",162,17,23,92,20,10
"2011","E00004706","E00004706","Total",198,17,40,104,24,13
"2011","E00004707","E00004707","Total",228,16,33,141,23,15
"2011","E00004709","E00004709","Total",152,16,47,62,21,6
"2011","E00004710","E00004710","Total",131,12,33,68,8,10
"2011","E00004702","E00004702","Total",125,0,23,77,15,10
"2011","E00004703","E00004703","Total",143,11,38,79,13,2
"2011","E00004705","E00004705","Total",161,21,44,80,15,1
"2011","E00004708","E00004708","Total",118,12,18,78,8,2
"2011","E00004711","E00004711","Total",142,15,43,69,13,2
"2011","E00004712","E00004712","Total",157,59,37,58,3,0
"2011","E00004749","E00004749","Total",178,24,34,72,35,13
"2011","E00004752","E00004752","Total",127,12,48,49,15,3
"2011","E00004753","E00004753","Total",125,17,24,60,19,5
"2011","E00004754","E00004754","Total",134,7,29,72,24,2
"2011","E00004755","E00004755","Total",111,10,15,54,25,7
"2011","E00004723","E00004723","Total",114,10,18,69,17,0
"2011","E00004734","E00004734","Total",109,17,32,34,20,6
"2011","E00004744","E00004744","Total",126,16,33,60,16,1
"2011","E00004751","E00004751","Total",147,11,33,93,8,2
"2011","E00004763","E00004763","Total",110,0,16,67,20,7
"2011","E00004765","E00004765","Total",102,3,13,56,21,9
"2011","E00004725","E00004725","Total",126,13,25,50,29,9
"2011","E00004756","E00004756","Total",112,0,20,63,25,4
"2011","E00004757","E00004757","Total",116,12,31,50,20,3
"2011","E00004758","E00004758","Total",80,1,22,29,23,5
"2011","E00004759","E00004759","Total",104,1,15,68,15,5
"2011","E00004760","E00004760","Total",104,3,15,61,24,1
"2011","E00004726","E00004726","Total",117,4,25,73,13,2
"2011","E00004729","E00004729","Total",101,5,16,57,20,3
"2011","E00004730","E00004730","Total",77,8,17,43,8,1
"2011","E00004761","E00004761","Total",136,9,16,70,28,13
"2011","E00004762","E00004762","Total",133,17,19,76,18,3
"2011","E00004764","E00004764","Total",93,18,13,51,9,2
"2011","E00004724","E00004724","Total",126,7,21,68,19,11
"2011","E00004727","E00004727","Total",125,8,21,69,22,5
"2011","E00004728","E00004728","Total",199,7,45,99,42,6
"2011","E00004731","E00004731","Total",158,7,42,89,18,2
"2011","E00004691","E00004691","Total",151,26,49,62,12,2
"2011","E00004692","E00004692","Total",141,16,26,54,24,21
"2011","E00004693","E00004693","Total",138,15,36,52,24,11
"2011","E00004696","E00004696","Total",126,6,23,60,26,11
"2011","E00004700","E00004700","Total",111,20,18,54,13,6
"2011","E00004694","E00004694","Total",108,6,23,66,10,3
"2011","E00004695","E00004695","Total",179,21,25,102,24,7
"2011","E00004697","E00004697","Total",135,10,30,67,20,8
"2011","E00174654","E00174654","Total",98,9,26,42,19,2
"2011","E00174680","E00174680","Total",91,2,23,43,19,4
"2011","E00004684","E00004684","Total",132,7,22,85,15,3
"2011","E00004713","E00004713","Total",93,4,26,54,9,0
"2011","E00004715","E00004715","Total",145,0,31,96,18,0
"2011","E00004717","E00004717","Total",72,3,19,39,10,1
"2011","E00004719","E00004719","Total",179,10,40,91,33,5
"2011","E00004720","E00004720","Total",118,4,20,79,14,1
"2011","E00004682","E00004682","Total",64,5,14,28,12,5
"2011","E00004716","E00004716","Total",127,4,23,70,24,6
"2011","E00004718","E00004718","Total",119,8,13,67,26,5
"2011","E00004721","E00004721","Total",133,7,18,72,30,6
"2011","E00004722","E00004722","Total",107,9,22,51,20,5
"2011","E00004683","E00004683","Total",68,6,9,42,9,2
"2011","E00004685","E00004685","Total",122,11,25,60,22,4
"2011","E00004686","E00004686","Total",123,7,38,53,17,8
"2011","E00004688","E00004688","Total",174,5,42,81,33,13
"2011","E00004689","E00004689","Total",116,15,34,44,18,5
"2011","E00004651","E00004651","Total",106,0,2,89,14,1
"2011","E00004655","E00004655","Total",125,18,24,57,19,7
"2011","E00004671","E00004671","Total",170,10,33,96,26,5
"2011","E00174660","E00174660","Total",51,6,14,24,6,1
"2011","E00174661","E00174661","Total",84,7,17,35,17,8
"2011","E00004647","E00004647","Total",168,8,25,104,19,12
"2011","E00004659","E00004659","Total",165,7,15,99,24,20
"2011","E00004660","E00004660","Total",128,9,20,78,17,4
"2011","E00004661","E00004661","Total",129,5,15,76,26,7
"2011","E00004664","E00004664","Total",147,10,35,74,26,2
"2011","E00004658","E00004658","Total",114,15,27,48,20,4
"2011","E00004663","E00004663","Total",118,7,25,55,25,6
"2011","E00004669","E00004669","Total",105,15,12,55,19,4
"2011","E00004670","E00004670","Total",109,2,18,70,15,4
"2011","E00004656","E00004656","Total",233,5,20,190,18,0
"2011","E00004668","E00004668","Total",84,7,17,48,10,2
"2011","E00004675","E00004675","Total",105,6,17,59,22,1
"2011","E00004677","E00004677","Total",112,11,31,49,14,7
"2011","E00004175","E00004175","Total",128,0,26,81,12,9
"2011","E00004179","E00004179","Total",190,1,46,117,25,1
"2011","E00004180","E00004180","Total",128,3,26,85,13,1
"2011","E00004181","E00004181","Total",212,1,50,134,26,1
"2011","E00004182","E00004182","Total",76,6,11,48,6,5
"2011","E00004183","E00004183","Total",106,3,18,70,11,4
"2011","E00004653","E00004653","Total",113,0,20,83,7,3
"2011","E00004654","E00004654","Total",100,0,6,83,9,2
"2011","E00004678","E00004678","Total",127,9,21,73,18,6
"2011","E00174665","E00174665","Total",113,6,20,65,18,4
"2011","E00174679","E00174679","Total",49,0,2,45,2,0
"2011","E00004646","E00004646","Total",110,4,23,55,22,6
"2011","E00004665","E00004665","Total",117,7,18,64,26,2
"2011","E00004673","E00004673","Total",126,2,23,72,22,7
"2011","E00004674","E00004674","Total",102,7,18,54,18,5
"2011","E00004679","E00004679","Total",102,2,7,75,16,2
"2011","E00004662","E00004662","Total",144,3,14,102,21,4
"2011","E00004666","E00004666","Total",178,6,10,133,24,5
"2011","E00004667","E00004667","Total",126,3,40,72,11,0
"2011","E00004672","E00004672","Total",120,6,30,71,11,2
"2011","E00004676","E00004676","Total",118,8,25,74,9,2
"2011","E00004649","E00004649","Total",129,5,26,86,11,1
"2011","E00004650","E00004650","Total",208,9,27,151,18,3
"2011","E00004652","E00004652","Total",133,5,21,91,15,1
"2011","E00004680","E00004680","Total",126,4,25,87,8,2
"2011","E00004172","E00004172","Total",148,6,28,99,14,1
"2011","E00004193","E00004193","Total",119,14,33,58,7,7
"2011","E00004195","E00004195","Total",133,5,40,65,13,10
"2011","E00004196","E00004196","Total",101,11,50,36,3,1
"2011","E00004199","E00004199","Total",163,10,32,109,11,1
"2011","E00004187","E00004187","Total",226,24,54,112,18,18
"2011","E00004194","E00004194","Total",144,7,38,86,11,2
"2011","E00004198","E00004198","Total",182,6,41,112,21,2
"2011","E00004200","E00004200","Total",136,5,25,90,14,2
"2011","E00174650","E00174650","Total",92,1,18,65,6,2
"2011","E00174651","E00174651","Total",81,10,19,41,11,0
"2011","E00004173","E00004173","Total",127,3,23,93,8,0
"2011","E00004177","E00004177","Total",74,1,8,58,7,0
"2011","E00004184","E00004184","Total",112,3,28,70,8,3
"2011","E00174655","E00174655","Total",160,3,73,71,13,0
"2011","E00174676","E00174676","Total",152,4,18,115,15,0
"2011","E00004174","E00004174","Total",131,6,16,77,23,9
"2011","E00004185","E00004185","Total",171,10,21,107,25,8
"2011","E00004188","E00004188","Total",109,0,18,70,19,2
"2011","E00004189","E00004189","Total",118,3,35,49,22,9
"2011","E00174652","E00174652","Total",84,2,38,33,9,2
"2011","E00174653","E00174653","Total",105,29,22,34,14,6
"2011","E00004544","E00004544","Total",98,8,25,41,18,6
"2011","E00004548","E00004548","Total",138,15,36,77,7,3
"2011","E00004550","E00004550","Total",146,6,36,72,23,9
"2011","E00004552","E00004552","Total",126,16,35,53,18,4
"2011","E00004555","E00004555","Total",127,6,24,70,22,5
"2011","E00004534","E00004534","Total",114,6,14,73,20,1
"2011","E00004536","E00004536","Total",138,9,32,81,16,0
"2011","E00004539","E00004539","Total",79,4,16,51,7,1
"2011","E00004542","E00004542","Total",178,7,40,100,30,1
"2011","E00004547","E00004547","Total",164,18,43,84,16,3
"2011","E00004551","E00004551","Total",208,11,58,123,15,1
"2011","E00004520","E00004520","Total",140,2,16,106,13,3
"2011","E00004538","E00004538","Total",103,3,23,61,13,3
"2011","E00004541","E00004541","Total",113,0,18,85,9,1
"2011","E00004545","E00004545","Total",199,1,42,122,28,6
"2011","E00004549","E00004549","Total",124,3,25,64,27,5
"2011","E00004553","E00004553","Total",113,1,29,64,19,0
"2011","E00004557","E00004557","Total",121,0,1,97,21,2
"2011","E00004531","E00004531","Total",119,2,26,71,14,6
"2011","E00004532","E00004532","Total",168,19,39,98,12,0
"2011","E00004537","E00004537","Total",85,8,27,41,9,0
"2011","E00004540","E00004540","Total",156,10,35,87,19,5
"2011","E00004543","E00004543","Total",126,7,28,80,10,1
"2011","E00174671","E00174671","Total",87,12,28,42,5,0
"2011","E00174674","E00174674","Total",88,2,23,54,9,0
"2011","E00174675","E00174675","Total",117,11,34,61,8,3
"2011","E00004169","E00004169","Total",149,8,53,64,16,8
"2011","E00004190","E00004190","Total",384,2,4,351,22,5
"2011","E00004197","E00004197","Total",116,17,42,49,5,3
"2011","E00174659","E00174659","Total",161,8,27,95,25,6
"2011","E00174662","E00174662","Total",90,3,11,73,1,2
"2011","E00174663","E00174663","Total",111,13,17,75,6,0
"2011","E00174664","E00174664","Total",100,14,10,73,2,1
"2011","E00004521","E00004521","Total",127,15,52,56,4,0
"2011","E00004524","E00004524","Total",216,25,66,113,9,3
"2011","E00004535","E00004535","Total",124,5,25,82,12,0
"2011","E00004546","E00004546","Total",143,3,39,88,10,3
"2011","E00004554","E00004554","Total",217,17,66,109,20,5
"2011","E00004556","E00004556","Total",143,10,29,75,25,4
"2011","E00004525","E00004525","Total",119,9,24,66,15,5
"2011","E00004527","E00004527","Total",102,4,12,73,13,0
"2011","E00004528","E00004528","Total",170,7,25,111,7,20
"2011","E00004558","E00004558","Total",142,9,54,70,7,2
"2011","E00004559","E00004559","Total",153,16,35,78,16,8
"2011","E00004560","E00004560","Total",121,3,19,81,14,4
"2011","E00004561","E00004561","Total",128,6,22,77,16,7
"2011","E00004522","E00004522","Total",117,7,40,60,8,2
"2011","E00004523","E00004523","Total",244,8,57,139,16,24
"2011","E00004526","E00004526","Total",125,7,35,71,7,5
"2011","E00004529","E00004529","Total",207,13,62,108,10,14
"2011","E00004530","E00004530","Total",141,11,28,86,13,3
"2011","E00000001","E00000001","Total",99,51,32,14,2,0
"2011","E00000003","E00000003","Total",112,70,24,15,2,1
"2011","E00000005","E00000005","Total",217,4,46,157,9,1
"2011","E00000007","E00000007","Total",83,6,29,42,6,0
"2011","E00166756","E00166756","Total",158,3,23,126,6,0
"2011","E00166758","E00166758","Total",207,11,57,127,12,0
"2011","E00000016","E00000016","Total",182,5,44,125,7,1
"2011","E00000017","E00000017","Total",142,67,39,31,3,2
"2011","E00000018","E00000018","Total",122,23,22,75,2,0
"2011","E00000019","E00000019","Total",85,2,30,51,2,0
"2011","E00000020","E00000020","Total",126,8,41,67,9,1
"2011","E00000021","E00000021","Total",173,5,46,116,6,0
"2011","E00000010","E00000010","Total",78,1,3,69,5,0
"2011","E00000012","E00000012","Total",137,2,8,115,10,2
"2011","E00000013","E00000013","Total",96,1,19,75,1,0
"2011","E00000014","E00000014","Total",132,1,1,125,5,0
"2011","E00000022","E00000022","Total",110,7,50,46,6,1
"2011","E00000023","E00000023","Total",90,7,38,35,9,1
"2011","E00166759","E00166759","Total",174,2,27,134,11,0
"2011","E00000029","E00000029","Total",127,2,18,83,15,9
"2011","E00000030","E00000030","Total",124,5,18,83,15,3
"2011","E00000031","E00000031","Total",77,1,16,53,6,1
"2011","E00000032","E00000032","Total",139,5,22,80,20,12
"2011","E00000024","E00000024","Total",147,17,45,79,6,0
"2011","E00000035","E00000035","Total",150,6,46,93,5,0
"2011","E00166755","E00166755","Total",141,15,36,77,13,0
"2011","E00166757","E00166757","Total",238,8,67,159,4,0
"2011","E00000025","E00000025","Total",219,13,91,108,7,0
"2011","E00000026","E00000026","Total",163,2,55,99,6,1
"2011","E00000027","E00000027","Total",227,6,35,178,8,0
"2011","E00000028","E00000028","Total",110,3,14,89,3,1
"2011","E00009023","E00009023","Total",104,7,14,56,21,6
"2011","E00009027","E00009027","Total",152,63,26,42,12,9
"2011","E00009033","E00009033","Total",164,23,34,77,24,6
"2011","E00009042","E00009042","Total",138,2,25,87,21,3
"2011","E00009012","E00009012","Total",124,5,24,80,7,8
"2011","E00009022","E00009022","Total",177,35,30,81,26,5
"2011","E00009030","E00009030","Total",155,35,28,71,15,6
"2011","E00009036","E00009036","Total",154,31,20,74,23,6
"2011","E00009034","E00009034","Total",111,18,24,44,18,7
"2011","E00009035","E00009035","Total",124,11,38,51,19,5
"2011","E00009039","E00009039","Total",101,2,10,67,19,3
"2011","E00176225","E00176225","Total",117,8,44,58,6,1
