OA11CD,+2 or more,+1,0,-1,-2 or less
E00016403,4.929577464788732,32.394366197183096,42.25352112676056,13.380281690140846,7.042253521126761
E00016437,6.918238993710692,17.61006289308176,44.0251572327044,24.528301886792452,6.918238993710692
E00016439,0.5617977528089888,16.853932584269664,62.92134831460674,15.730337078651685,3.932584269662921
E00016442,0.0,35.97122302158273,43.884892086330936,16.546762589928058,3.597122302158273
E00016399,5.673758865248227,31.20567375886525,43.262411347517734,17.02127659574468,2.8368794326241136
E00016401,6.4935064935064934,33.76623376623377,51.298701298701296,6.4935064935064934,1.948051948051948
E00016406,4.201680672268908,15.966386554621849,61.34453781512605,15.966386554621849,2.5210084033613445
E00016435,5.882352941176471,18.235294117647058,57.64705882352941,15.882352941176471,2.3529411764705883
E00016395,13.91304347826087,16.52173913043478,47.82608695652174,13.91304347826087,7.826086956521739
E00016404,23.333333333333332,30.0,33.333333333333336,11.666666666666666,1.6666666666666667
E00016405,15.217391304347826,15.217391304347826,54.34782608695652,12.318840579710145,2.898550724637681
E00016408,7.352941176470588,19.11764705882353,60.294117647058826,10.294117647058824,2.9411764705882355
E00016410,31.25,23.214285714285715,31.25,8.035714285714286,6.25
E00016438,0.7575757575757576,25.0,62.878787878787875,10.606060606060606,0.7575757575757576
E00016398,4.504504504504505,23.423423423423422,58.55855855855856,8.108108108108109,5.405405405405405
E00016431,6.363636363636363,19.09090909090909,59.09090909090909,12.727272727272727,2.727272727272727
E00016432,7.5,29.375,50.0,11.25,1.875
E00016434,11.377245508982035,25.748502994011975,49.10179640718563,11.976047904191617,1.7964071856287425
E00173943,3.048780487804878,26.829268292682926,59.75609756097561,8.536585365853659,1.829268292682927
E00173946,3.2432432432432434,37.83783783783784,52.432432432432435,5.405405405405405,1.0810810810810811
E00016397,3.8095238095238093,26.19047619047619,53.80952380952381,13.80952380952381,2.380952380952381
E00016433,12.142857142857142,19.285714285714285,57.142857142857146,10.0,1.4285714285714286
E00016436,7.920792079207921,24.752475247524753,49.504950495049506,15.841584158415841,1.9801980198019802
E00016440,7.407407407407407,28.703703703703702,45.370370370370374,16.666666666666668,1.8518518518518519
E00016441,6.372549019607843,18.137254901960784,54.90196078431372,16.176470588235293,4.411764705882353
E00016412,13.907284768211921,25.165562913907284,45.033112582781456,13.245033112582782,2.6490066225165565
E00016414,13.88888888888889,12.5,52.083333333333336,15.277777777777779,6.25
E00016418,6.5359477124183005,16.33986928104575,59.47712418300654,15.686274509803921,1.9607843137254901
E00016422,7.207207207207207,17.117117117117118,50.450450450450454,20.72072072072072,4.504504504504505
E00016402,10.15625,24.21875,47.65625,14.84375,3.125
E00016407,0.0,10.273972602739725,65.75342465753425,21.91780821917808,2.0547945205479454
E00016409,3.4246575342465753,25.34246575342466,49.31506849315068,19.17808219178082,2.73972602739726
E00016411,4.651162790697675,16.27906976744186,64.53488372093024,12.790697674418604,1.744186046511628
E00016413,12.698412698412698,27.77777777777778,38.888888888888886,17.46031746031746,3.1746031746031744
E00016415,6.428571428571429,27.142857142857142,50.714285714285715,12.857142857142858,2.857142857142857
E00016416,10.576923076923077,19.23076923076923,49.03846153846154,18.26923076923077,2.8846153846153846
E00016419,16.949152542372882,29.661016949152543,39.83050847457627,9.322033898305085,4.237288135593221
E00016420,6.6115702479338845,19.00826446280992,44.62809917355372,25.619834710743802,4.132231404958677
E00173947,1.6260162601626016,18.69918699186992,47.96747967479675,25.203252032520325,6.504065040650406
E00173948,0.0,18.71345029239766,69.00584795321637,11.695906432748538,0.5847953216374269
E00016417,9.420289855072463,23.18840579710145,50.72463768115942,14.492753623188406,2.1739130434782608
E00016421,5.6,22.4,45.6,24.0,2.4
E00016423,9.836065573770492,26.229508196721312,36.885245901639344,19.672131147540984,7.377049180327869
E00016424,6.504065040650406,19.51219512195122,53.65853658536585,18.69918699186992,1.6260162601626016
E00016427,4.761904761904762,22.857142857142858,46.666666666666664,22.857142857142858,2.857142857142857
E00016396,13.432835820895523,13.432835820895523,55.97014925373134,14.925373134328359,2.2388059701492535
E00016426,4.477611940298507,20.895522388059703,54.47761194029851,15.671641791044776,4.477611940298507
E00016428,3.821656050955414,19.745222929936304,51.59235668789809,21.656050955414013,3.1847133757961785
E00016429,20.161290322580644,32.25806451612903,41.12903225806452,3.225806451612903,3.225806451612903
E00016430,8.333333333333334,25.833333333333332,48.333333333333336,12.5,5.0
E00016680,2.459016393442623,8.19672131147541,68.0327868852459,17.21311475409836,4.098360655737705
E00016716,0.6289308176100629,11.949685534591195,60.37735849056604,23.270440251572328,3.7735849056603774
E00016717,0.0,10.784313725490197,69.6078431372549,14.705882352941176,4.901960784313726
E00016719,6.837606837606837,11.965811965811966,58.11965811965812,19.65811965811966,3.4188034188034186
E00016720,1.3513513513513513,6.756756756756757,64.1891891891892,16.89189189189189,10.81081081081081
E00016725,0.0,5.882352941176471,57.142857142857146,21.84873949579832,15.126050420168067
E00016706,11.650485436893204,23.300970873786408,42.71844660194175,20.388349514563107,1.941747572815534
E00016708,9.23076923076923,20.0,46.92307692307692,19.23076923076923,4.615384615384615
E00016709,19.708029197080293,25.547445255474454,38.68613138686131,13.138686131386862,2.9197080291970803
E00016714,7.017543859649122,27.19298245614035,45.6140350877193,12.280701754385966,7.894736842105263
E00016715,4.8,30.4,47.2,13.6,4.0
E00016675,1.7241379310344827,12.931034482758621,63.793103448275865,20.689655172413794,0.8620689655172413
E00016677,12.977099236641221,28.244274809160306,44.274809160305345,12.213740458015268,2.2900763358778624
E00016683,4.3478260869565215,21.014492753623188,50.72463768115942,21.014492753623188,2.898550724637681
E00016697,8.264462809917354,33.05785123966942,36.36363636363637,14.87603305785124,7.43801652892562
E00173940,18.58407079646018,36.283185840707965,34.51327433628319,6.1946902654867255,4.424778761061947
E00173949,12.837837837837839,41.891891891891895,32.432432432432435,10.81081081081081,2.027027027027027
E00016684,6.542056074766355,17.757009345794394,59.81308411214953,12.149532710280374,3.7383177570093458
E00016687,1.8518518518518519,14.814814814814815,69.44444444444444,12.962962962962964,0.9259259259259259
E00016694,6.666666666666667,20.74074074074074,58.51851851851852,12.592592592592593,1.4814814814814814
E00016718,3.90625,20.3125,59.375,12.5,3.90625
E00016721,6.422018348623853,22.01834862385321,52.293577981651374,18.34862385321101,0.9174311926605505
E00016723,6.504065040650406,13.008130081300813,54.47154471544715,24.390243902439025,1.6260162601626016
E00016679,15.384615384615385,27.47252747252747,45.05494505494506,10.989010989010989,1.098901098901099
E00016689,20.0,22.608695652173914,46.08695652173913,11.304347826086957,0.0
E00016693,18.4,22.4,46.4,10.4,2.4
E00016701,12.5,17.045454545454547,54.54545454545455,15.909090909090908,0.0
E00173939,0.0,25.53191489361702,52.12765957446808,21.27659574468085,1.0638297872340425
E00016210,11.971830985915492,21.12676056338028,53.521126760563384,9.859154929577464,3.5211267605633805
E00016239,13.513513513513514,14.18918918918919,56.75675675675676,14.18918918918919,1.3513513513513513
E00016240,3.5294117647058822,21.176470588235293,57.64705882352941,15.294117647058824,2.3529411764705883
E00016241,9.090909090909092,21.678321678321677,53.14685314685315,13.286713286713287,2.797202797202797
E00016245,12.371134020618557,27.835051546391753,47.422680412371136,9.278350515463918,3.0927835051546393
E00016211,15.044247787610619,19.469026548672566,48.67256637168141,15.044247787610619,1.7699115044247788
E00016213,6.470588235294118,28.235294117647058,42.35294117647059,19.41176470588235,3.5294117647058822
E00016244,13.28125,27.34375,32.8125,15.625,10.9375
E00016250,9.21985815602837,24.822695035460992,46.808510638297875,18.43971631205674,0.7092198581560284
E00174011,5.660377358490566,20.754716981132077,62.264150943396224,7.547169811320755,3.7735849056603774
