OA11CD,No cars or vans,One car or van,Two cars or vans,Three cars or vans,Four cars or vans
E00016606,29.696969696969695,53.93939393939394,13.93939393939394,2.4242424242424243,0.0
E00016610,30.827067669172934,60.902255639097746,7.518796992481203,0.7518796992481203,0.0
E00016653,33.85826771653543,54.330708661417326,7.086614173228346,3.1496062992125986,1.5748031496062993
E00016655,62.93706293706294,32.86713286713287,2.797202797202797,0.6993006993006993,0.6993006993006993
E00016656,51.298701298701296,41.55844155844156,6.4935064935064934,0.0,0.6493506493506493
E00016662,41.02564102564103,50.427350427350426,7.6923076923076925,0.0,0.8547008547008547
E00016664,36.024844720496894,54.6583850931677,7.453416149068323,1.8633540372670807,0.0
E00016631,46.42857142857143,42.857142857142854,9.285714285714286,1.4285714285714286,0.0
E00016658,63.55140186915888,33.64485981308411,2.803738317757009,0.0,0.0
E00016659,62.8099173553719,30.578512396694215,5.785123966942149,0.8264462809917356,0.0
E00016660,60.37735849056604,32.075471698113205,6.918238993710692,0.6289308176100629,0.0
E00016663,52.348993288590606,39.59731543624161,6.7114093959731544,0.0,1.342281879194631
E00016632,49.62406015037594,40.6015037593985,9.022556390977444,0.7518796992481203,0.0
E00016666,44.09448818897638,42.51968503937008,11.811023622047244,1.5748031496062993,0.0
E00016667,38.9937106918239,41.509433962264154,15.723270440251572,2.5157232704402515,1.2578616352201257
E00016669,64.60176991150442,26.548672566371682,8.849557522123893,0.0,0.0
E00016673,39.66942148760331,48.760330578512395,9.917355371900827,0.8264462809917356,0.8264462809917356
E00016668,56.41025641025641,35.8974358974359,4.273504273504273,2.5641025641025643,0.8547008547008547
E00016670,36.93693693693694,53.153153153153156,8.108108108108109,1.8018018018018018,0.0
E00016671,44.0,40.0,12.0,4.0,0.0
E00016672,39.716312056737586,41.843971631205676,14.184397163120567,3.5460992907801416,0.7092198581560284
E00173708,53.01204819277108,40.963855421686745,6.024096385542169,0.0,0.0
E00173710,38.983050847457626,54.23728813559322,5.932203389830509,0.0,0.847457627118644
E00016661,42.14876033057851,47.93388429752066,5.785123966942149,4.132231404958677,0.0
E00173936,54.86725663716814,40.70796460176991,3.5398230088495577,0.8849557522123894,0.0
E00173937,65.45454545454545,31.818181818181817,2.727272727272727,0.0,0.0
E00173938,40.939597315436245,51.006711409395976,6.7114093959731544,1.342281879194631,0.0
E00174035,48.51485148514851,44.554455445544555,6.930693069306931,0.0,0.0
E00016796,59.87261146496815,33.12101910828026,4.45859872611465,2.5477707006369426,0.0
E00016799,46.3768115942029,42.028985507246375,10.144927536231885,1.4492753623188406,0.0
E00016804,68.51851851851852,27.77777777777778,2.7777777777777777,0.9259259259259259,0.0
E00016805,46.3768115942029,39.85507246376812,11.594202898550725,1.4492753623188406,0.7246376811594203
E00016806,44.66019417475728,43.689320388349515,9.70873786407767,1.941747572815534,0.0
E00016781,46.36363636363637,45.45454545454545,6.363636363636363,1.8181818181818181,0.0
E00016793,54.86725663716814,35.39823008849557,8.849557522123893,0.8849557522123894,0.0
E00016794,60.176991150442475,36.283185840707965,2.6548672566371683,0.8849557522123894,0.0
E00016801,43.925233644859816,51.401869158878505,3.7383177570093458,0.0,0.9345794392523364
E00016803,49.504950495049506,39.603960396039604,6.930693069306931,2.9702970297029703,0.9900990099009901
E00016808,51.886792452830186,38.679245283018865,6.60377358490566,2.830188679245283,0.0
E00016813,55.55555555555556,37.5,4.861111111111111,1.3888888888888888,0.6944444444444444
E00016814,50.3875968992248,41.08527131782946,6.2015503875969,2.3255813953488373,0.0
E00016815,49.54128440366973,39.44954128440367,8.256880733944953,1.834862385321101,0.9174311926605505
E00016818,51.53846153846154,34.61538461538461,11.538461538461538,2.3076923076923075,0.0
E00016819,46.42857142857143,34.82142857142857,14.285714285714286,2.6785714285714284,1.7857142857142858
E00016778,55.0,38.57142857142857,6.428571428571429,0.0,0.0
E00016788,50.427350427350426,41.88034188034188,5.128205128205129,1.7094017094017093,0.8547008547008547
E00016791,57.6,36.8,4.8,0.8,0.0
E00016800,62.5,30.357142857142858,4.464285714285714,0.8928571428571429,1.7857142857142858
E00016820,66.0377358490566,24.528301886792452,8.49056603773585,0.9433962264150944,0.0
E00016823,48.36065573770492,45.90163934426229,5.737704918032787,0.0,0.0
E00016300,58.78378378378378,36.486486486486484,2.027027027027027,2.7027027027027026,0.0
E00016310,25.274725274725274,59.34065934065934,12.087912087912088,3.2967032967032965,0.0
E00016312,47.857142857142854,36.42857142857143,13.571428571428571,0.7142857142857143,1.4285714285714286
E00016343,21.8978102189781,55.47445255474452,16.78832116788321,4.37956204379562,1.4598540145985401
E00016344,49.740932642487046,38.3419689119171,11.398963730569948,0.5181347150259067,0.0
E00016301,31.48148148148148,53.08641975308642,11.728395061728396,2.4691358024691357,1.2345679012345678
E00016302,40.0,50.0,10.0,0.0,0.0
E00016316,21.008403361344538,50.42016806722689,21.84873949579832,4.201680672268908,2.5210084033613445
E00016338,35.50295857988166,54.437869822485204,7.100591715976331,2.9585798816568047,0.0
