Name,Code,+2 or more,+1,0,-1,-2 or less
England,E92000001,34.25956998043091,34.41962713942858,26.677481878559973,3.9456351360318154,0.6976858655487231
London,E12000007,21.11149654350826,28.266138995086912,39.27786433847809,9.225628893509315,2.118871229417425
Lewisham,E09000023,18.072891094055525,27.96771498221223,41.88438380236194,10.081746216330293,1.9932639050400116
