"date","geography","geography code","Rural Urban","Central Heating: All categories: Type of central heating in household; measures: Value","Central Heating: Does not have central heating; measures: Value","Central Heating: Does have central heating; measures: Value","Central Heating: Occupancy rating (rooms) of -1 or less; measures: Value","Central Heating: Occupancy rating (bedrooms) of -1 or less; measures: Value","Central Heating: Average household size; measures: Value","Central Heating: Average number of rooms per household; measures: Value","Central Heating: Average number of bedrooms per household; measures: Value"
"2011","E00004613","E00004613","Total",125,6,119,57,21,2.0,3.2,1.6
"2011","E00004614","E00004614","Total",224,5,219,113,46,2.4,3.5,1.9
"2011","E00004621","E00004621","Total",133,3,130,35,12,2.2,4.0,2.1
"2011","E00004615","E00004615","Total",102,1,101,19,18,2.1,4.3,2.1
"2011","E00004616","E00004616","Total",133,2,131,28,8,2.0,4.0,2.0
"2011","E00004617","E00004617","Total",114,3,111,33,9,1.9,3.5,1.7
"2011","E00004618","E00004618","Total",125,2,123,28,13,1.9,3.8,1.9
"2011","E00004619","E00004619","Total",123,1,122,35,20,2.0,3.8,1.7
"2011","E00004620","E00004620","Total",141,4,137,59,24,1.8,3.1,1.5
"2011","E00004622","E00004622","Total",209,6,203,60,18,1.9,3.8,2.1
"2011","E00004833","E00004833","Total",156,6,150,51,20,2.1,3.6,1.9
"2011","E00004834","E00004834","Total",185,4,181,57,29,2.4,3.9,2.1
"2011","E00004836","E00004836","Total",171,17,154,81,25,2.0,3.5,1.9
"2011","E00004838","E00004838","Total",131,4,127,47,20,2.0,3.6,1.8
"2011","E00004839","E00004839","Total",178,3,175,67,14,1.9,3.5,1.9
"2011","E00004134","E00004134","Total",100,8,92,32,6,1.9,3.9,2.0
"2011","E00004136","E00004136","Total",110,3,107,20,1,2.1,4.3,2.3
"2011","E00004138","E00004138","Total",142,3,139,72,4,1.6,3.1,1.6
"2011","E00004139","E00004139","Total",140,1,139,126,90,2.4,1.5,1.2
"2011","E00004144","E00004144","Total",102,6,96,6,2,2.3,4.7,2.4
"2011","E00004146","E00004146","Total",126,5,121,44,12,2.0,4.0,1.9
"2011","E00004147","E00004147","Total",126,3,123,27,9,1.8,3.7,1.7
"2011","E00004148","E00004148","Total",106,8,98,40,2,1.7,4.2,2.1
"2011","E00004149","E00004149","Total",149,3,146,19,7,2.1,4.9,2.5
"2011","E00004151","E00004151","Total",148,0,148,26,4,1.8,3.8,1.9
"2011","E00004153","E00004153","Total",108,7,101,25,7,1.9,3.8,1.8
"2011","E00004158","E00004158","Total",124,4,120,40,18,2.3,3.9,2.1
"2011","E00004161","E00004161","Total",96,3,93,17,6,2.1,4.5,2.3
"2011","E00004157","E00004157","Total",94,6,88,19,6,2.4,4.7,2.5
"2011","E00004159","E00004159","Total",160,5,155,63,32,2.5,3.9,2.0
"2011","E00004160","E00004160","Total",103,1,102,33,16,2.1,3.7,1.9
"2011","E00004164","E00004164","Total",160,6,154,64,37,2.4,3.9,2.0
"2011","E00004167","E00004167","Total",99,0,99,3,4,2.8,5.7,3.2
"2011","E00004122","E00004122","Total",103,5,98,15,3,2.3,4.8,2.5
"2011","E00004123","E00004123","Total",108,1,107,3,1,2.7,6.0,3.4
"2011","E00004163","E00004163","Total",163,4,159,41,10,2.4,4.6,2.3
"2011","E00004165","E00004165","Total",146,5,141,48,30,2.4,3.9,2.1
"2011","E00004166","E00004166","Total",157,5,152,62,39,2.6,3.9,2.0
"2011","E00004249","E00004249","Total",114,5,109,32,16,2.0,4.1,1.9
"2011","E00004252","E00004252","Total",115,7,108,29,11,2.2,4.3,2.1
"2011","E00004255","E00004255","Total",128,2,126,34,13,2.2,4.2,2.2
"2011","E00004258","E00004258","Total",111,4,107,34,15,2.1,4.0,2.1
"2011","E00004279","E00004279","Total",134,4,130,48,20,2.2,3.7,1.8
"2011","E00004281","E00004281","Total",115,1,114,33,9,2.2,4.0,2.0
"2011","E00004246","E00004246","Total",121,2,119,32,8,2.2,4.1,2.2
"2011","E00004250","E00004250","Total",127,1,126,25,4,2.1,4.7,2.4
"2011","E00004251","E00004251","Total",95,0,95,12,5,2.4,5.8,2.8
"2011","E00004280","E00004280","Total",108,0,108,26,7,2.0,4.5,2.1
"2011","E00004253","E00004253","Total",132,4,128,51,25,2.2,4.0,2.2
"2011","E00004256","E00004256","Total",149,0,149,56,22,2.4,3.7,1.9
"2011","E00004259","E00004259","Total",104,3,101,45,24,3.2,4.0,2.3
"2011","E00004261","E00004261","Total",114,9,105,46,21,2.4,3.8,2.1
"2011","E00004264","E00004264","Total",176,4,172,74,20,2.0,3.5,1.8
"2011","E00004244","E00004244","Total",100,0,100,53,30,2.9,3.8,1.9
"2011","E00004257","E00004257","Total",113,6,107,34,19,2.3,4.2,2.1
"2011","E00004260","E00004260","Total",136,3,133,88,23,1.6,2.4,1.2
"2011","E00004262","E00004262","Total",114,2,112,42,35,2.5,3.5,1.5
"2011","E00004263","E00004263","Total",121,8,113,56,33,3.2,4.2,2.3
"2011","E00004270","E00004270","Total",189,12,177,90,32,2.4,3.5,2.0
"2011","E00004271","E00004271","Total",142,4,138,63,17,2.3,3.7,2.1
"2011","E00004275","E00004275","Total",104,3,101,39,11,1.9,3.6,1.8
"2011","E00004277","E00004277","Total",135,8,127,33,18,1.9,4.1,1.9
"2011","E00004278","E00004278","Total",102,0,102,22,13,2.1,4.1,2.1
"2011","E00174656","E00174656","Total",115,1,114,47,8,1.9,3.6,2.0
"2011","E00174657","E00174657","Total",100,2,98,28,11,2.6,4.7,2.7
"2011","E00174658","E00174658","Total",80,3,77,18,3,2.0,4.3,2.2
"2011","E00004776","E00004776","Total",138,1,137,29,12,2.2,4.1,2.1
"2011","E00004798","E00004798","Total",111,1,110,14,4,2.2,4.3,2.2
"2011","E00004799","E00004799","Total",142,4,138,38,16,2.2,3.8,2.0
"2011","E00004801","E00004801","Total",133,4,129,24,6,2.2,4.2,2.2
"2011","E00004802","E00004802","Total",108,1,107,26,8,2.1,3.8,2.0
"2011","E00004804","E00004804","Total",113,4,109,28,10,1.9,3.9,2.0
"2011","E00004785","E00004785","Total",123,2,121,33,18,2.3,3.9,2.2
"2011","E00004787","E00004787","Total",145,1,144,43,11,1.9,4.1,2.1
"2011","E00004791","E00004791","Total",106,3,103,28,11,2.2,4.1,2.3
"2011","E00004792","E00004792","Total",117,7,110,23,6,2.3,4.5,2.5
"2011","E00004793","E00004793","Total",121,4,117,17,3,2.1,4.4,2.3
"2011","E00004795","E00004795","Total",101,1,100,15,6,2.5,4.6,2.4
"2011","E00004766","E00004766","Total",121,7,114,29,11,1.9,3.9,2.0
"2011","E00004767","E00004767","Total",142,5,137,22,8,2.1,4.3,2.2
"2011","E00004769","E00004769","Total",151,11,140,43,11,1.8,4.7,2.8
"2011","E00004774","E00004774","Total",108,3,105,25,5,1.9,3.8,1.8
"2011","E00004803","E00004803","Total",82,2,80,25,9,1.9,3.5,1.6
"2011","E00004812","E00004812","Total",160,6,154,61,20,2.2,3.7,2.1
"2011","E00004768","E00004768","Total",99,0,99,13,3,2.2,4.4,2.3
"2011","E00004770","E00004770","Total",91,3,88,12,0,2.2,5.3,2.8
"2011","E00004775","E00004775","Total",113,2,111,15,4,2.4,4.7,2.5
"2011","E00004806","E00004806","Total",124,10,114,40,8,2.1,3.6,1.8
"2011","E00004810","E00004810","Total",126,4,122,17,7,2.3,4.9,2.6
"2011","E00004811","E00004811","Total",122,1,121,18,5,2.2,4.6,2.4
"2011","E00004842","E00004842","Total",116,2,114,25,12,2.3,4.3,2.2
"2011","E00004843","E00004843","Total",110,4,106,19,4,1.9,4.1,2.1
"2011","E00004844","E00004844","Total",139,2,137,27,10,2.0,4.3,1.9
"2011","E00004845","E00004845","Total",131,5,126,40,10,1.8,3.7,1.9
"2011","E00004846","E00004846","Total",127,3,124,30,17,2.2,4.2,2.1
"2011","E00004847","E00004847","Total",137,3,134,36,12,1.7,3.3,1.6
"2011","E00004786","E00004786","Total",107,6,101,27,9,1.8,3.8,1.9
"2011","E00004788","E00004788","Total",125,7,118,40,9,2.0,3.6,1.9
"2011","E00004789","E00004789","Total",87,1,86,71,34,2.7,2.3,1.5
"2011","E00004790","E00004790","Total",130,7,123,45,9,1.9,4.0,2.1
"2011","E00004796","E00004796","Total",132,4,128,33,8,2.0,3.9,2.0
"2011","E00004797","E00004797","Total",143,7,136,66,34,2.3,3.8,1.9
"2011","E00004809","E00004809","Total",117,3,114,5,5,2.2,5.1,2.7
"2011","E00004777","E00004777","Total",115,4,111,48,28,2.6,3.8,2.1
"2011","E00004781","E00004781","Total",134,0,134,47,23,2.2,4.1,2.1
"2011","E00004794","E00004794","Total",198,3,195,34,22,2.6,5.3,2.8
"2011","E00004805","E00004805","Total",96,0,96,36,30,2.4,3.9,1.9
"2011","E00004807","E00004807","Total",109,3,106,22,13,2.3,4.0,2.1
"2011","E00004778","E00004778","Total",105,1,104,6,3,2.1,5.1,2.6
"2011","E00004779","E00004779","Total",142,1,141,8,5,2.1,4.9,2.7
"2011","E00004780","E00004780","Total",124,6,118,16,7,2.2,4.5,2.3
"2011","E00004782","E00004782","Total",114,2,112,5,0,2.2,5.6,2.9
"2011","E00004808","E00004808","Total",93,2,91,12,10,2.5,5.1,3.1
"2011","E00174677","E00174677","Total",160,16,144,61,13,2.2,3.5,2.0
"2011","E00174678","E00174678","Total",113,7,106,40,7,2.1,3.9,2.1
"2011","E00004771","E00004771","Total",117,0,117,6,1,2.6,7.7,3.9
"2011","E00004772","E00004772","Total",124,1,123,14,6,2.2,5.0,2.5
"2011","E00004773","E00004773","Total",133,7,126,46,3,1.9,3.9,2.0
"2011","E00004783","E00004783","Total",124,4,120,21,12,2.5,5.4,2.8
"2011","E00004784","E00004784","Total",121,2,119,19,6,2.2,4.9,2.5
"2011","E00004215","E00004215","Total",129,3,126,19,5,2.1,4.8,2.4
"2011","E00004218","E00004218","Total",131,2,129,32,15,2.3,4.4,2.5
"2011","E00004220","E00004220","Total",87,0,87,22,10,2.0,3.7,1.8
"2011","E00004221","E00004221","Total",111,1,110,29,2,2.1,4.1,2.0
"2011","E00004222","E00004222","Total",109,5,104,43,5,1.9,3.8,1.9
"2011","E00004226","E00004226","Total",119,8,111,13,2,2.2,5.8,2.9
"2011","E00004206","E00004206","Total",127,1,126,38,25,2.4,4.1,2.2
"2011","E00004208","E00004208","Total",125,0,125,54,25,2.4,4.0,2.1
"2011","E00004209","E00004209","Total",113,7,106,31,12,2.4,4.2,2.3
"2011","E00004213","E00004213","Total",167,7,160,61,36,2.7,4.4,2.4
"2011","E00004214","E00004214","Total",243,5,238,95,22,2.1,3.5,1.9
"2011","E00004216","E00004216","Total",146,3,143,23,5,2.0,5.0,2.4
"2011","E00004217","E00004217","Total",141,6,135,50,10,1.7,3.6,1.8
"2011","E00004224","E00004224","Total",147,13,134,50,7,1.9,3.8,1.9
"2011","E00004228","E00004228","Total",107,6,101,43,4,1.9,4.6,2.1
"2011","E00004231","E00004231","Total",142,3,139,34,9,2.3,5.1,2.6
"2011","E00004233","E00004233","Total",124,3,121,29,8,1.9,4.2,2.1
"2011","E00004201","E00004201","Total",144,9,135,19,4,1.9,4.4,2.1
"2011","E00004202","E00004202","Total",160,3,157,139,4,1.1,1.9,1.0
"2011","E00004227","E00004227","Total",145,2,143,33,12,1.9,4.1,2.0
"2011","E00004232","E00004232","Total",132,0,132,80,4,1.5,3.2,1.5
"2011","E00004239","E00004239","Total",111,1,110,31,7,1.9,3.8,2.0
"2011","E00004242","E00004242","Total",105,6,99,66,6,1.7,3.3,2.1
"2011","E00004204","E00004204","Total",149,4,145,30,7,1.9,4.0,1.9
"2011","E00004229","E00004229","Total",174,10,164,50,7,1.8,3.4,1.8
"2011","E00004234","E00004234","Total",124,5,119,31,7,2.0,4.4,2.1
"2011","E00004238","E00004238","Total",126,0,126,25,12,2.3,4.4,2.4
"2011","E00004241","E00004241","Total",133,4,129,24,4,2.2,5.6,2.7
"2011","E00004243","E00004243","Total",110,4,106,21,11,2.6,6.3,2.9
"2011","E00004207","E00004207","Total",128,7,121,41,21,2.9,4.2,2.5
"2011","E00004210","E00004210","Total",126,0,126,46,24,2.6,3.9,2.1
"2011","E00004211","E00004211","Total",124,0,124,55,15,2.5,3.9,2.2
"2011","E00004212","E00004212","Total",134,3,131,42,18,2.5,4.4,2.3
"2011","E00004223","E00004223","Total",116,1,115,46,28,2.8,4.1,2.2
"2011","E00004219","E00004219","Total",190,13,177,92,28,1.9,3.3,1.7
"2011","E00004230","E00004230","Total",130,5,125,50,18,2.2,3.7,1.9
"2011","E00004236","E00004236","Total",150,14,136,72,23,2.2,3.8,2.0
"2011","E00004237","E00004237","Total",123,27,96,47,20,2.2,3.6,1.8
"2011","E00004240","E00004240","Total",136,5,131,59,21,2.4,4.1,2.3
"2011","E00004732","E00004732","Total",124,2,122,45,31,3.4,4.5,2.7
"2011","E00004733","E00004733","Total",131,2,129,37,19,1.9,3.3,1.5
"2011","E00004735","E00004735","Total",136,3,133,51,17,2.0,3.4,1.7
"2011","E00004736","E00004736","Total",130,13,117,56,24,2.0,3.4,1.7
"2011","E00004738","E00004738","Total",113,1,112,7,6,2.3,4.8,2.5
"2011","E00004739","E00004739","Total",131,0,131,21,13,2.1,3.8,2.0
"2011","E00004740","E00004740","Total",99,3,96,37,30,3.1,4.9,2.4
"2011","E00004741","E00004741","Total",132,2,130,44,25,2.4,3.8,2.0
"2011","E00004742","E00004742","Total",185,2,183,77,35,2.5,3.7,2.0
"2011","E00004750","E00004750","Total",144,5,139,68,23,2.5,3.9,2.3
"2011","E00174649","E00174649","Total",108,2,106,31,8,2.7,4.3,2.8
"2011","E00174666","E00174666","Total",80,1,79,22,6,1.9,3.2,1.6
"2011","E00174667","E00174667","Total",87,1,86,31,13,2.5,4.2,2.4
"2011","E00004743","E00004743","Total",136,0,136,51,27,2.9,4.6,2.8
"2011","E00004745","E00004745","Total",127,4,123,71,25,2.3,3.5,2.0
"2011","E00004746","E00004746","Total",152,1,151,63,32,2.1,3.4,1.7
"2011","E00004747","E00004747","Total",132,4,128,54,19,2.5,3.8,2.2
"2011","E00004748","E00004748","Total",151,1,150,63,21,2.3,3.6,2.1
"2011","E00004606","E00004606","Total",169,5,164,54,18,2.2,4.1,2.1
"2011","E00004608","E00004608","Total",133,2,131,34,28,2.6,4.4,2.3
"2011","E00004637","E00004637","Total",121,2,119,43,20,2.0,3.4,1.7
"2011","E00004642","E00004642","Total",130,2,128,51,35,2.6,3.7,2.0
"2011","E00004644","E00004644","Total",132,0,132,24,21,2.8,4.8,2.6
"2011","E00004607","E00004607","Total",132,0,132,61,12,1.4,2.8,1.2
"2011","E00004609","E00004609","Total",221,3,218,119,22,1.8,2.9,1.6
"2011","E00004610","E00004610","Total",123,1,122,42,15,2.2,3.6,1.9
"2011","E00004611","E00004611","Total",157,5,152,114,12,1.2,2.4,1.1
"2011","E00004640","E00004640","Total",146,8,138,49,21,2.3,3.7,2.0
"2011","E00004643","E00004643","Total",186,23,163,69,22,1.9,3.7,1.8
"2011","E00004645","E00004645","Total",111,1,110,43,14,1.5,2.9,1.3
"2011","E00004623","E00004623","Total",151,14,137,44,19,2.2,4.1,2.2
"2011","E00004624","E00004624","Total",120,6,114,19,7,2.3,4.7,2.5
"2011","E00004629","E00004629","Total",117,14,103,41,6,1.9,3.5,1.9
"2011","E00004631","E00004631","Total",130,4,126,19,10,1.9,3.9,1.9
"2011","E00004634","E00004634","Total",145,4,141,43,19,2.0,3.8,1.9
"2011","E00004638","E00004638","Total",158,11,147,74,19,1.9,3.3,1.8
"2011","E00004625","E00004625","Total",172,4,168,77,30,2.0,3.6,1.7
"2011","E00004626","E00004626","Total",235,15,220,128,31,1.7,2.6,1.4
"2011","E00004627","E00004627","Total",98,10,88,53,17,1.9,3.1,1.6
"2011","E00004633","E00004633","Total",102,4,98,44,17,2.6,3.9,2.2
"2011","E00004641","E00004641","Total",125,3,122,40,28,2.9,4.4,2.5
"2011","E00004628","E00004628","Total",91,1,90,35,28,2.5,3.5,1.7
"2011","E00004630","E00004630","Total",104,5,99,44,10,1.8,3.4,1.9
"2011","E00004632","E00004632","Total",95,4,91,42,25,2.4,3.4,1.7
"2011","E00004635","E00004635","Total",125,3,122,49,28,2.4,3.6,1.8
"2011","E00004636","E00004636","Total",113,3,110,38,23,2.4,3.8,2.0
"2011","E00004639","E00004639","Total",96,2,94,39,21,2.1,3.5,1.7
"2011","E00004203","E00004203","Total",164,9,155,52,11,1.9,4.1,2.1
"2011","E00004205","E00004205","Total",145,2,143,36,8,2.4,5.0,2.5
"2011","E00004225","E00004225","Total",195,13,182,115,24,2.0,3.1,1.8
"2011","E00004235","E00004235","Total",163,8,155,60,17,2.0,3.5,1.8
"2011","E00004681","E00004681","Total",133,7,126,39,23,2.2,4.5,2.1
"2011","E00004687","E00004687","Total",116,3,113,18,8,2.1,6.2,3.0
"2011","E00004690","E00004690","Total",109,2,107,33,13,2.1,4.1,2.3
"2011","E00004699","E00004699","Total",69,0,69,21,13,2.3,3.9,1.9
"2011","E00004701","E00004701","Total",147,2,145,93,11,2.0,3.2,1.8
"2011","E00004714","E00004714","Total",141,5,136,44,8,1.8,3.8,2.0
"2011","E00004704","E00004704","Total",162,7,155,88,30,2.2,3.5,2.0
"2011","E00004706","E00004706","Total",198,12,186,108,37,2.1,3.4,1.9
"2011","E00004707","E00004707","Total",228,11,217,138,38,2.0,3.0,1.7
"2011","E00004709","E00004709","Total",152,6,146,59,27,2.6,4.4,2.3
"2011","E00004710","E00004710","Total",131,5,126,51,18,2.4,3.9,2.1
"2011","E00004702","E00004702","Total",125,2,123,54,25,2.1,3.2,1.6
"2011","E00004703","E00004703","Total",143,6,137,46,15,1.9,3.8,1.8
"2011","E00004705","E00004705","Total",161,11,150,52,16,2.2,4.4,2.0
"2011","E00004708","E00004708","Total",118,17,101,51,10,1.6,3.3,1.6
"2011","E00004711","E00004711","Total",142,4,138,49,15,2.1,3.8,2.0
"2011","E00004712","E00004712","Total",157,2,155,14,3,2.1,6.1,2.7
"2011","E00004749","E00004749","Total",178,2,176,79,48,3.0,4.3,2.5
"2011","E00004752","E00004752","Total",127,0,127,35,18,2.6,4.4,2.3
"2011","E00004753","E00004753","Total",125,3,122,52,24,2.5,3.9,2.2
"2011","E00004754","E00004754","Total",134,4,130,48,26,2.3,3.7,1.9
"2011","E00004755","E00004755","Total",111,1,110,47,32,2.3,3.5,1.8
"2011","E00004723","E00004723","Total",114,5,109,52,17,2.3,3.7,2.0
"2011","E00004734","E00004734","Total",109,0,109,37,26,3.1,4.3,2.6
"2011","E00004744","E00004744","Total",126,1,125,28,17,2.6,4.4,2.4
"2011","E00004751","E00004751","Total",147,2,145,31,10,1.6,3.7,1.7
"2011","E00004763","E00004763","Total",110,1,109,39,27,2.0,3.3,1.4
"2011","E00004765","E00004765","Total",102,3,99,44,30,2.4,3.4,1.6
"2011","E00004725","E00004725","Total",126,0,126,49,38,3.2,4.2,2.4
"2011","E00004756","E00004756","Total",112,0,112,47,29,2.3,3.5,1.7
"2011","E00004757","E00004757","Total",116,1,115,34,23,2.9,4.1,2.3
"2011","E00004758","E00004758","Total",80,2,78,37,28,2.9,3.9,2.1
"2011","E00004759","E00004759","Total",104,0,104,34,20,2.2,3.4,1.6
"2011","E00004760","E00004760","Total",104,0,104,33,25,1.9,3.4,1.5
"2011","E00004726","E00004726","Total",117,4,113,38,15,1.9,3.7,1.7
"2011","E00004729","E00004729","Total",101,0,101,38,23,2.5,3.8,2.0
"2011","E00004730","E00004730","Total",77,0,77,15,9,2.1,3.8,2.0
"2011","E00004761","E00004761","Total",136,1,135,61,41,2.6,3.7,1.9
"2011","E00004762","E00004762","Total",133,2,131,60,21,2.1,3.5,2.0
"2011","E00004764","E00004764","Total",93,3,90,34,11,2.5,4.2,2.4
"2011","E00004724","E00004724","Total",126,2,124,67,30,2.6,3.6,2.0
"2011","E00004727","E00004727","Total",125,9,116,55,27,2.6,3.8,2.1
"2011","E00004728","E00004728","Total",199,4,195,76,48,2.8,4.0,2.1
"2011","E00004731","E00004731","Total",158,14,144,73,20,2.0,3.4,1.8
"2011","E00004691","E00004691","Total",151,0,151,47,14,3.2,4.9,3.1
"2011","E00004692","E00004692","Total",141,3,138,85,45,3.1,4.1,2.5
"2011","E00004693","E00004693","Total",138,2,136,64,35,2.6,4.0,2.3
"2011","E00004696","E00004696","Total",126,1,125,62,37,2.8,3.7,2.0
"2011","E00004700","E00004700","Total",111,2,109,33,19,2.5,4.3,2.4
"2011","E00004694","E00004694","Total",108,12,96,55,13,2.2,3.4,2.0
"2011","E00004695","E00004695","Total",179,10,169,102,31,2.6,3.6,2.2
"2011","E00004697","E00004697","Total",135,3,132,55,28,2.2,3.8,1.9
"2011","E00174654","E00174654","Total",98,2,96,38,21,2.6,3.9,2.4
"2011","E00174680","E00174680","Total",91,6,85,36,23,2.6,3.7,2.0
"2011","E00004684","E00004684","Total",132,0,132,31,18,2.4,3.9,1.9
"2011","E00004713","E00004713","Total",93,1,92,14,9,1.8,3.6,1.6
"2011","E00004715","E00004715","Total",145,2,143,50,18,1.8,3.2,1.5
"2011","E00004717","E00004717","Total",72,1,71,18,11,2.5,4.2,2.2
"2011","E00004719","E00004719","Total",179,9,170,69,38,2.4,3.6,1.9
"2011","E00004720","E00004720","Total",118,0,118,24,15,1.9,3.6,1.6
"2011","E00004682","E00004682","Total",64,2,62,24,17,2.6,3.7,2.1
"2011","E00004716","E00004716","Total",127,6,121,59,30,2.5,3.6,1.9
"2011","E00004718","E00004718","Total",119,4,115,68,31,2.7,3.5,1.9
"2011","E00004721","E00004721","Total",133,10,123,76,36,2.5,3.5,2.0
"2011","E00004722","E00004722","Total",107,12,95,35,25,2.7,4.0,2.2
"2011","E00004683","E00004683","Total",68,4,64,29,11,2.5,3.7,2.1
"2011","E00004685","E00004685","Total",122,1,121,56,26,2.6,3.8,2.2
"2011","E00004686","E00004686","Total",123,4,119,44,25,2.5,4.0,2.2
"2011","E00004688","E00004688","Total",174,4,170,87,46,2.4,3.5,1.8
"2011","E00004689","E00004689","Total",116,2,114,42,23,2.8,4.1,2.4
"2011","E00004651","E00004651","Total",106,34,72,70,15,1.5,2.4,1.0
"2011","E00004655","E00004655","Total",125,7,118,57,26,2.6,4.3,2.4
"2011","E00004671","E00004671","Total",170,4,166,74,31,2.8,4.0,2.3
"2011","E00174660","E00174660","Total",51,0,51,14,7,2.6,4.4,2.4
"2011","E00174661","E00174661","Total",84,2,82,39,25,3.2,5.0,3.0
"2011","E00004647","E00004647","Total",168,22,146,102,31,2.2,3.1,1.7
"2011","E00004659","E00004659","Total",165,7,158,110,44,2.4,3.3,1.7
"2011","E00004660","E00004660","Total",128,6,122,56,21,2.7,3.9,2.2
"2011","E00004661","E00004661","Total",129,3,126,61,33,2.1,3.5,1.7
"2011","E00004664","E00004664","Total",147,4,143,58,28,2.4,3.9,2.1
"2011","E00004658","E00004658","Total",114,5,109,44,24,2.6,4.0,2.2
"2011","E00004663","E00004663","Total",118,2,116,63,31,3.1,3.8,2.3
"2011","E00004669","E00004669","Total",105,2,103,40,23,2.8,3.9,2.2
"2011","E00004670","E00004670","Total",109,1,108,35,19,2.3,3.7,1.7
"2011","E00004656","E00004656","Total",233,15,218,145,18,1.7,2.5,1.4
"2011","E00004668","E00004668","Total",84,0,84,24,12,2.0,3.8,1.9
"2011","E00004675","E00004675","Total",105,0,105,34,23,2.2,3.9,1.8
"2011","E00004677","E00004677","Total",112,2,110,46,21,2.9,4.2,2.4
"2011","E00004175","E00004175","Total",128,4,124,36,21,2.1,3.4,1.5
"2011","E00004179","E00004179","Total",190,2,188,61,26,1.7,3.1,1.5
"2011","E00004180","E00004180","Total",128,8,120,61,14,2.2,3.3,1.9
"2011","E00004181","E00004181","Total",212,3,209,76,27,1.7,3.3,1.5
"2011","E00004182","E00004182","Total",76,3,73,29,11,2.1,3.5,1.8
"2011","E00004183","E00004183","Total",106,3,103,38,15,1.9,3.3,1.6
"2011","E00004653","E00004653","Total",113,8,105,56,10,1.3,2.8,1.3
"2011","E00004654","E00004654","Total",100,2,98,85,11,1.4,1.9,1.2
"2011","E00004678","E00004678","Total",127,6,121,52,24,2.6,3.9,2.1
"2011","E00174665","E00174665","Total",113,14,99,58,22,2.3,3.2,1.8
"2011","E00174679","E00174679","Total",49,1,48,42,2,1.3,1.7,1.1
"2011","E00004646","E00004646","Total",110,5,105,43,28,2.3,3.6,1.8
"2011","E00004665","E00004665","Total",117,0,117,59,28,2.1,3.4,1.8
"2011","E00004673","E00004673","Total",126,3,123,47,29,2.2,3.5,1.7
"2011","E00004674","E00004674","Total",102,2,100,43,23,2.4,3.7,1.9
"2011","E00004679","E00004679","Total",102,10,92,30,18,1.8,3.3,1.3
"2011","E00004662","E00004662","Total",144,17,127,58,25,1.9,3.1,1.4
