OA11CD,Full-time,Part-time,Self-employed,Working student,Unemployed,Inactive
E00016805,30.18867924528302,14.716981132075471,10.566037735849056,7.169811320754717,3.7735849056603774,33.58490566037736
E00016806,44.134078212290504,12.849162011173185,10.05586592178771,3.910614525139665,5.027932960893855,24.022346368715084
E00016781,39.08629441624365,12.182741116751268,8.121827411167512,2.5380710659898478,7.106598984771574,30.96446700507614
E00016793,29.26829268292683,15.121951219512194,7.317073170731708,8.292682926829269,9.75609756097561,30.24390243902439
E00016794,38.36477987421384,13.20754716981132,10.69182389937107,2.5157232704402515,9.433962264150944,25.78616352201258
E00016801,43.18181818181818,12.5,9.090909090909092,2.840909090909091,6.818181818181818,25.568181818181817
E00016803,41.988950276243095,8.287292817679559,8.287292817679559,4.419889502762431,4.972375690607735,32.04419889502763
E00016808,31.764705882352942,16.470588235294116,8.235294117647058,3.5294117647058822,8.823529411764707,31.176470588235293
E00016813,41.63265306122449,9.795918367346939,13.877551020408163,4.081632653061225,7.346938775510204,23.26530612244898
E00016814,34.67741935483871,12.096774193548388,10.483870967741936,5.241935483870968,6.854838709677419,30.64516129032258
E00016815,39.62264150943396,14.622641509433961,6.60377358490566,4.245283018867925,3.7735849056603774,31.132075471698112
E00016818,33.77777777777778,12.444444444444445,10.222222222222221,8.88888888888889,7.111111111111111,27.555555555555557
E00016819,37.3134328358209,14.427860696517413,7.462686567164179,3.9800995024875623,9.950248756218905,26.865671641791046
E00016778,40.0,10.566037735849056,10.566037735849056,7.547169811320755,6.415094339622642,24.90566037735849
E00016788,38.578680203045685,14.720812182741117,7.106598984771574,2.5380710659898478,6.091370558375634,30.96446700507614
E00016791,34.375,11.160714285714286,11.607142857142858,7.589285714285714,5.803571428571429,29.464285714285715
E00016800,30.939226519337016,13.259668508287293,12.154696132596685,6.077348066298343,8.839779005524862,28.7292817679558
E00016820,33.529411764705884,14.705882352941176,12.352941176470589,5.882352941176471,9.411764705882353,24.11764705882353
E00016823,38.297872340425535,11.170212765957446,8.51063829787234,2.127659574468085,13.829787234042554,26.06382978723404
E00016300,40.14869888475837,13.011152416356877,13.754646840148698,4.089219330855019,4.83271375464684,24.1635687732342
E00016310,43.24324324324324,17.2972972972973,14.054054054054054,3.7837837837837838,1.0810810810810811,20.54054054054054
E00016312,43.58974358974359,13.186813186813186,12.820512820512821,4.761904761904762,5.4945054945054945,20.146520146520146
E00016343,47.27272727272727,12.363636363636363,14.181818181818182,2.909090909090909,5.818181818181818,17.454545454545453
E00016344,47.93388429752066,12.947658402203857,12.396694214876034,3.581267217630854,3.3057851239669422,19.834710743801654
E00016301,49.328859060402685,9.731543624161073,14.765100671140939,1.6778523489932886,4.697986577181208,19.798657718120804
E00016302,41.55251141552512,10.502283105022832,12.32876712328767,4.109589041095891,7.762557077625571,23.744292237442924
E00016316,41.338582677165356,12.598425196850394,13.779527559055119,2.7559055118110236,6.299212598425197,23.228346456692915
E00016338,52.861952861952865,11.447811447811448,10.437710437710438,2.356902356902357,4.713804713804714,18.181818181818183
E00016342,47.84688995215311,11.961722488038278,14.832535885167465,2.8708133971291865,5.741626794258373,16.74641148325359
