OA11CD,"1. Managers, directors and senior officials",2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,"6. Caring, leisure and other service occupations",7. Sales and customer service occupations,8. Process plant and machine operatives,9. Elementary occupations
E00016326,6.976744186046512,25.58139534883721,20.348837209302324,12.790697674418604,8.13953488372093,9.883720930232558,6.976744186046512,2.3255813953488373,6.976744186046512
E00016329,7.368421052631579,29.473684210526315,22.105263157894736,9.473684210526315,6.315789473684211,8.421052631578947,2.6315789473684212,2.6315789473684212,11.578947368421053
E00016332,11.170212765957446,24.46808510638298,11.702127659574469,15.957446808510639,11.702127659574469,9.574468085106384,4.25531914893617,3.723404255319149,7.446808510638298
E00016333,14.102564102564102,28.846153846153847,14.102564102564102,15.384615384615385,7.6923076923076925,6.410256410256411,5.128205128205129,4.487179487179487,3.8461538461538463
E00016337,12.154696132596685,21.54696132596685,18.784530386740332,13.259668508287293,8.839779005524862,10.497237569060774,6.629834254143646,4.972375690607735,3.314917127071823
E00016311,5.202312138728324,29.479768786127167,18.497109826589597,12.716763005780347,7.514450867052023,6.936416184971098,6.936416184971098,4.624277456647399,8.092485549132949
E00016328,15.028901734104046,34.104046242774565,22.54335260115607,8.092485549132949,3.468208092485549,7.514450867052023,5.202312138728324,1.7341040462427746,2.3121387283236996
E00016330,4.8,25.6,17.6,22.4,8.0,6.4,6.4,0.8,8.0
E00016331,9.289617486338798,26.775956284153004,20.218579234972676,13.114754098360656,5.46448087431694,9.289617486338798,5.46448087431694,3.278688524590164,7.103825136612022
E00016334,10.743801652892563,31.40495867768595,16.115702479338843,8.264462809917354,5.371900826446281,8.264462809917354,7.851239669421488,4.958677685950414,7.024793388429752
E00016613,12.053571428571429,26.339285714285715,12.5,19.642857142857142,6.25,7.142857142857143,7.142857142857143,2.232142857142857,6.696428571428571
E00016614,6.8493150684931505,15.753424657534246,13.013698630136986,9.58904109589041,10.273972602739725,10.95890410958904,13.013698630136986,5.47945205479452,15.068493150684931
E00016615,10.588235294117647,22.352941176470587,20.58823529411765,10.0,11.176470588235293,7.647058823529412,5.882352941176471,4.705882352941177,7.0588235294117645
E00016618,7.070707070707071,18.181818181818183,7.070707070707071,19.19191919191919,8.080808080808081,12.121212121212121,8.080808080808081,5.05050505050505,15.151515151515152
E00016621,9.090909090909092,17.171717171717173,10.1010101010101,14.141414141414142,11.11111111111111,12.121212121212121,12.121212121212121,3.0303030303030303,11.11111111111111
E00016609,12.837837837837839,26.35135135135135,11.486486486486486,15.54054054054054,13.513513513513514,7.4324324324324325,7.4324324324324325,5.405405405405405,0.0
E00016617,9.883720930232558,30.232558139534884,16.86046511627907,10.465116279069768,11.627906976744185,5.232558139534884,6.395348837209302,2.9069767441860463,6.395348837209302
E00016619,17.105263157894736,32.89473684210526,12.5,14.473684210526315,7.2368421052631575,6.578947368421052,1.9736842105263157,0.6578947368421053,6.578947368421052
E00016620,20.73170731707317,17.682926829268293,15.853658536585366,15.24390243902439,8.536585365853659,7.317073170731708,5.487804878048781,4.878048780487805,4.2682926829268295
E00016622,8.661417322834646,21.25984251968504,22.04724409448819,11.811023622047244,4.724409448818897,12.598425196850394,8.661417322834646,5.511811023622047,4.724409448818897
E00016588,13.089005235602095,29.319371727748692,19.895287958115183,11.518324607329843,5.2356020942408374,8.37696335078534,3.6649214659685865,1.5706806282722514,7.329842931937173
E00016592,10.90047393364929,32.70142180094787,11.848341232227488,20.85308056872038,5.687203791469194,6.161137440758294,6.6350710900473935,1.8957345971563981,3.3175355450236967
E00016604,9.900990099009901,27.722772277227723,15.841584158415841,16.831683168316832,7.920792079207921,5.9405940594059405,3.9603960396039604,2.9702970297029703,8.910891089108912
E00016611,10.0,27.142857142857142,21.428571428571427,18.571428571428573,7.857142857142857,5.0,3.5714285714285716,2.857142857142857,3.5714285714285716
E00016612,12.727272727272727,23.636363636363637,14.545454545454545,19.09090909090909,5.454545454545454,11.818181818181818,4.545454545454546,4.545454545454546,3.6363636363636362
E00016616,11.18421052631579,23.026315789473685,12.5,11.18421052631579,7.894736842105263,7.2368421052631575,7.894736842105263,3.9473684210526314,15.131578947368421
E00016590,11.814345991561181,30.80168776371308,18.143459915611814,12.236286919831224,8.860759493670885,6.751054852320675,3.3755274261603376,0.8438818565400844,7.172995780590718
