OA11CD,Rural Urban,Total,"1. Managers, directors and senior officials",11. Corporate managers and directors,111. Chief Executives and Senior Officials,112. Production Managers and Directors,113. Functional Managers and Directors,115. Financial Institution Managers and Directors,116. Managers and Directors in Transport and Logistics,117. Senior Officers in Protective Services,118. Health and Social Services Managers and Directors,119. Managers and Directors in Retail and Wholesale,12. Other managers and proprietors,121. Managers and Proprietors in Agriculture Related Services,122. Managers and Proprietors in Hospitality and Leisure Services,124. Managers and Proprietors in Health and Care Services,125. Managers and Proprietors in Other Services,2. Professional occupations,"21. Science research, engineering and technology professionals",211. Natural and Social Science Professionals,212. Engineering Professionals,213. Information Technology and Telecommunications Professionals,214. Conservation and Environment Professionals,215. Research and Development Managers,22. Health professionals,221. Health Professionals,222. Therapy Professionals,223. Nursing and Midwifery Professionals,23. Teaching and educational professionals,231. Teaching and Educational Professionals,"24. Business, media and public service professionals",241. Legal Professionals,242. Research and Administrative Professionals,"243. Architects, Town Planners and Surveyors",244. Welfare Professionals,245. Librarians and Related Professionals,246. Quality and Regulatory Professionals,247. Media Professionals,3. Associate professional and technical occupations,"31. Science, engineering and technology associate professionals","311. Science, Engineering and Production Technicians",312. Draughtspersons and Related Architectural Technicians,313. Information Technology Technicians,32. Health and social care associate professionals,321. Health Associate Professionals,323. Welfare and Housing Associate Professionals,33. Protective Service Occupations,331. Protective Service Occupations,"34. Culture, media and sports occupations","341. Artistic, Literary and Media Occupations",342. Design Occupations,344. Sports and Fitness Occupations,35. Business and public service associate professionals,351. Transport Associate Professionals,352. Legal Associate Professionals,"353. Business, Finance and Related Associate Professionals","354. Sales, Marketing and Related Associate Professionals",355. Conservation and Environmental associate professionals,356. Public Services and Other Associate Professionals,4. Administrative and secretarial occupations,41. Administrative occupations,411. Government and Related Organisations,412. Finance,413. Records,415. Other Administrative Occupations,416. Office Managers and Supervisors,42. Secretarial and related occupations,421. Secretarial and Related Occupations,5. Skilled trades occupations,51. Skilled agricultural and related trades,511. Agricultural and Related Trades,"52. Skilled metal, electrical and electronic trades","521. Metal Forming, Welding and Related Trades","522. Metal Machining, Fitting and Instrument Making Trades",523. Vehicle Trades,524. Electrical and Electronic Trades,"525. Skilled Metal, Electrical and Electronic Trades Supervisors",53. Skilled construction and building trades,531. Construction and Building Trades,532. Building Finishing Trades,533. Construction and Building Trades Supervisors,"54. Textiles, printing and other skilled trades",541. Textiles and Garments Trades,542. Printing Trades,543. Food Preparation and Hospitality Trades,544. Other Skilled Trades,"6. Caring, leisure and other service occupations",61. Caring personal service occupations,612. Childcare and Related Personal Services,613. Animal Care and Control Services,614. Caring Personal Services,"62. Leisure, travel and related personal service occupations",621. Leisure and Travel Services,622. Hairdressers and Related Services,623. Housekeeping and Related Services,624. Cleaning and Housekeeping Managers and Supervisors,7. Sales and customer service occupations,71. Sales occupations,711. Sales Assistants and Retail Cashiers,712. Sales Related Occupations,713. Sales Supervisors,72. Customer service occupations,721. Customer Service Occupations,722. Customer Service Managers and Supervisors,"8. Process, plant and machine operatives","81. Process, plant and machine operatives",811. Process Operatives,812. Plant and Machine Operatives,813. Assemblers and Routine Operatives,814. Construction Operatives,82. Transport and mobile machine drivers and operatives,821. Road Transport Drivers,822. Mobile Machine Drivers and Operatives,823. Other Drivers and Transport Operatives,9. Elementary occupations,91. Elementary trades and related occupations,911. Elementary Agricultural Occupations,912. Elementary Construction Occupations,913. Elementary Process Plant Occupations,92. Elementary administration and service occupations,921. Elementary Administration Occupations,923. Elementary Cleaning Occupations,924. Elementary Security Occupations,925. Elementary Sales Occupations,926. Elementary Storage Occupations,927. Other Elementary Services Occupations
E00016413,Total,108,9,5,0,1,2,1,0,0,0,1,4,0,2,0,2,9,4,1,0,3,0,0,2,1,0,1,0,0,3,0,2,0,0,0,0,1,12,0,0,0,0,2,0,2,1,1,3,1,1,1,6,0,0,2,3,0,1,14,12,2,5,2,2,1,2,2,11,1,1,2,0,0,1,1,0,2,1,1,0,6,0,0,6,0,13,7,2,0,5,6,1,2,3,0,11,11,10,1,0,0,0,0,11,4,1,0,0,3,7,5,2,0,18,1,0,1,0,17,1,5,4,0,0,7
E00016415,Total,130,14,3,0,0,1,1,0,0,0,1,11,0,3,0,8,21,6,0,0,6,0,0,1,0,0,1,7,7,7,0,3,0,2,1,0,1,7,1,1,0,0,1,0,1,0,0,1,1,0,0,4,0,0,1,3,0,0,13,10,2,1,2,5,0,3,3,21,2,2,2,0,1,0,1,0,8,3,4,1,9,0,0,5,4,12,5,2,0,3,7,2,3,2,0,7,5,5,0,0,2,2,0,9,2,0,1,0,1,7,6,0,1,26,0,0,0,0,26,2,13,5,0,1,5
E00016416,Total,93,8,5,0,1,2,0,1,0,0,1,3,0,2,0,1,5,1,0,0,1,0,0,1,0,0,1,1,1,2,1,0,0,0,1,0,0,9,1,1,0,0,2,1,1,0,0,3,2,0,1,3,0,0,1,1,0,1,10,8,3,3,0,2,0,2,2,14,0,0,2,1,0,0,1,0,2,2,0,0,10,0,0,8,2,18,12,5,0,7,6,2,2,1,1,6,6,3,0,3,0,0,0,7,4,0,1,0,3,3,3,0,0,16,1,0,1,0,15,0,10,3,0,1,1
E00016419,Total,137,11,3,0,1,0,0,0,0,1,1,8,0,0,0,8,17,2,0,0,2,0,0,10,1,0,9,1,1,4,0,0,2,1,1,0,0,9,1,0,1,0,1,1,0,1,1,2,1,0,1,4,0,0,1,3,0,0,14,11,2,4,0,5,0,3,3,22,0,0,5,0,0,2,3,0,2,1,1,0,15,0,0,6,9,21,14,6,0,8,7,0,5,1,1,9,7,7,0,0,2,2,0,2,0,0,0,0,0,2,1,0,1,32,0,0,0,0,32,1,17,4,0,5,5
E00016420,Total,105,6,3,0,0,0,0,0,0,0,3,3,0,0,1,2,15,1,0,0,1,0,0,5,0,0,5,6,6,3,0,3,0,0,0,0,0,7,1,0,0,1,2,0,2,0,0,0,0,0,0,4,0,0,1,1,0,2,7,7,2,1,0,4,0,0,0,13,0,0,4,0,1,3,0,0,3,1,2,0,6,0,0,5,1,18,7,4,0,3,11,1,8,2,0,15,9,8,1,0,6,6,0,10,4,0,0,2,2,6,5,1,0,14,1,0,0,1,13,0,7,2,2,1,1
E00173947,Total,126,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14,6,1,0,4,1,0,3,0,0,3,1,1,4,0,3,0,0,0,0,1,16,9,1,0,8,3,2,1,1,1,2,2,0,0,1,0,0,0,1,0,0,12,9,4,2,1,2,0,3,3,9,0,0,1,0,1,0,0,0,0,0,0,0,8,0,1,7,0,22,9,1,0,8,13,2,6,4,1,25,8,8,0,0,17,17,0,3,3,2,0,0,1,0,0,0,0,24,0,0,0,0,24,3,5,3,0,0,13
E00173948,Total,163,12,10,0,1,2,1,1,0,4,1,2,0,2,0,0,30,10,2,1,7,0,0,4,0,0,4,6,6,10,1,4,3,1,0,0,1,17,3,0,1,2,3,0,3,0,0,2,2,0,0,9,0,0,1,5,0,3,18,13,2,2,2,3,4,5,5,20,0,0,2,0,1,0,1,0,15,6,9,0,3,0,0,3,0,15,10,2,0,8,5,0,2,3,0,18,16,14,1,1,2,2,0,6,5,0,4,1,0,1,1,0,0,27,1,0,0,1,26,0,6,4,2,0,14
E00016417,Total,116,8,3,0,0,2,1,0,0,0,0,5,0,1,3,1,18,1,0,1,0,0,0,7,0,0,7,2,2,8,0,0,1,5,0,0,2,8,0,0,0,0,0,0,0,0,0,4,3,1,0,4,0,0,1,2,0,1,10,9,1,2,2,3,1,1,1,11,1,1,2,0,1,0,1,0,2,2,0,0,6,0,2,4,0,23,17,9,0,8,6,3,2,1,0,15,8,7,1,0,7,7,0,4,1,0,0,1,0,3,1,2,0,19,1,0,0,1,18,0,5,4,0,0,9
E00016421,Total,108,7,2,0,2,0,0,0,0,0,0,5,0,1,0,4,11,0,0,0,0,0,0,4,1,0,3,4,4,3,0,0,0,2,1,0,0,5,1,0,0,1,2,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,4,0,26,16,2,0,14,10,2,6,2,0,19,16,15,0,1,3,3,0,5,1,0,0,1,0,4,3,1,0,27,2,0,1,1,25,1,8,8,0,0,8
E00016423,Total,122,8,2,0,0,0,0,0,0,0,2,6,0,3,0,3,15,5,0,1,4,0,0,0,0,0,0,2,2,8,2,3,0,3,0,0,0,11,2,0,0,2,2,0,2,1,1,2,0,2,0,4,0,0,2,1,0,1,14,10,1,5,1,3,0,4,4,11,0,0,2,0,0,0,2,0,3,1,2,0,6,0,0,6,0,15,9,9,0,0,6,2,2,2,0,16,13,12,1,0,3,2,1,6,1,0,0,0,1,5,5,0,0,26,2,0,2,0,24,3,8,5,0,1,7
E00016424,Total,105,11,3,0,0,1,0,0,0,0,2,8,0,4,0,4,3,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,3,0,0,3,0,0,0,0,0,4,4,0,0,1,0,0,0,1,0,0,8,7,0,1,1,5,0,1,1,15,0,0,1,0,0,0,1,0,5,3,2,0,9,0,1,8,0,18,11,5,0,6,7,2,3,2,0,13,11,9,1,1,2,0,2,8,0,0,0,0,0,8,7,1,0,21,1,0,0,1,20,1,4,3,1,1,10
E00016427,Total,72,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,4,1,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,4,3,0,1,1,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,17,12,1,0,11,5,0,4,1,0,9,7,6,0,1,2,2,0,9,1,1,0,0,0,8,7,0,1,17,1,0,0,1,16,1,5,5,0,2,3
E00016396,Total,102,10,6,0,1,2,0,0,0,3,0,4,0,3,0,1,19,2,0,1,1,0,0,8,2,0,6,4,4,5,0,5,0,0,0,0,0,7,0,0,0,0,2,0,2,0,0,2,1,1,0,3,0,1,1,1,0,0,10,7,3,2,0,2,0,3,3,11,1,1,3,0,0,3,0,0,4,4,0,0,3,0,0,3,0,14,8,6,0,2,6,2,1,3,0,5,5,4,0,1,0,0,0,4,1,0,0,0,1,3,3,0,0,22,3,0,1,2,19,2,5,3,2,0,7
E00016426,Total,138,8,6,0,1,0,2,2,0,0,1,2,0,1,0,1,19,8,3,1,3,1,0,0,0,0,0,3,3,8,1,2,0,0,0,0,5,19,1,1,0,0,3,2,1,1,1,4,1,2,1,10,0,0,2,5,1,2,11,8,3,2,0,2,1,3,3,6,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,5,0,24,16,9,0,7,8,3,4,1,0,13,11,11,0,0,2,1,1,10,3,0,0,2,1,7,7,0,0,28,2,0,2,0,26,2,8,1,1,2,12
E00016428,Total,195,14,8,0,2,2,0,1,0,1,2,6,0,3,0,3,30,4,1,1,2,0,0,5,0,1,4,10,10,11,0,4,0,1,1,3,2,35,4,0,3,1,1,1,0,0,0,16,10,5,1,14,0,1,4,7,0,2,16,9,1,4,3,1,0,7,7,20,1,1,7,1,3,1,2,0,3,1,2,0,9,1,0,7,1,23,8,3,1,4,15,5,10,0,0,19,14,11,1,2,5,5,0,4,2,1,0,1,0,2,2,0,0,34,0,0,0,0,34,1,9,7,0,0,17
E00016429,Total,140,15,5,0,0,3,0,0,0,0,2,10,0,2,0,8,45,5,0,2,3,0,0,4,2,0,2,13,13,23,5,7,2,4,0,1,4,30,2,1,0,1,1,0,1,1,1,13,5,7,1,13,0,0,6,4,0,3,14,8,2,2,1,3,0,6,6,7,0,0,2,0,1,1,0,0,4,3,1,0,1,0,1,0,0,4,4,0,0,4,0,0,0,0,0,7,6,6,0,0,1,1,0,3,0,0,0,0,0,3,2,1,0,15,1,0,0,1,14,1,4,2,0,2,5
E00016430,Total,105,6,4,0,0,2,0,0,0,0,2,2,0,1,0,1,10,2,0,0,1,0,1,5,0,0,5,1,1,2,0,0,1,1,0,0,0,9,2,1,0,1,0,0,0,0,0,3,2,1,0,4,0,0,1,2,0,1,13,8,1,4,0,2,1,5,5,8,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,7,0,20,10,3,0,7,10,1,7,1,1,12,8,8,0,0,4,4,0,7,2,0,0,1,1,5,2,1,2,20,1,0,0,1,19,1,5,4,0,1,8
E00016680,Total,147,11,8,1,1,0,2,1,0,0,3,3,1,1,0,1,21,2,0,0,2,0,0,6,2,0,4,3,3,10,0,7,0,0,0,1,2,25,3,2,0,1,1,1,0,0,0,6,4,1,1,15,0,0,5,6,0,4,16,13,3,6,1,1,2,3,3,15,0,0,2,0,1,0,1,0,2,1,1,0,11,0,0,11,0,11,8,2,0,6,3,1,1,0,1,25,23,23,0,0,2,2,0,6,1,0,1,0,0,5,4,1,0,17,0,0,0,0,17,0,5,4,1,1,6
E00016716,Total,187,22,15,0,1,7,0,0,0,0,7,7,0,4,1,2,32,12,0,1,11,0,0,3,1,1,1,4,4,13,0,6,1,3,0,2,1,21,6,1,1,4,1,0,1,2,2,4,3,1,0,8,0,0,4,3,0,1,14,9,3,4,0,1,1,5,5,14,1,1,2,0,0,2,0,0,4,4,0,0,7,0,0,7,0,21,11,1,0,10,10,1,2,5,2,16,10,9,1,0,6,6,0,7,3,0,0,1,2,4,3,0,1,40,1,0,1,0,39,0,7,7,2,2,21
E00016717,Total,112,10,3,0,0,1,0,0,0,0,2,7,0,4,1,2,20,4,1,0,3,0,0,4,1,0,3,3,3,9,0,8,0,0,0,0,1,14,1,0,1,0,0,0,0,0,0,4,4,0,0,9,0,0,6,3,0,0,11,10,2,2,2,4,0,1,1,7,0,0,1,0,0,0,1,0,4,2,1,1,2,0,0,2,0,9,2,0,0,2,7,2,0,3,2,10,7,6,0,1,3,2,1,7,3,1,0,1,1,4,3,0,1,24,1,0,1,0,23,1,6,5,0,1,10
E00016719,Total,110,4,3,0,0,0,0,0,0,2,1,1,0,1,0,0,13,1,0,0,1,0,0,4,0,1,3,1,1,7,1,3,1,2,0,0,0,13,2,1,0,1,1,0,1,2,2,1,0,0,1,7,0,0,4,1,0,2,13,10,3,4,0,3,0,3,3,10,0,0,0,0,0,0,0,0,3,2,0,1,7,0,0,6,1,15,12,6,0,6,3,0,1,2,0,17,11,9,1,1,6,6,0,3,1,1,0,0,0,2,1,0,1,22,1,0,1,0,21,2,8,6,0,1,4
E00016720,Total,170,18,9,0,1,0,1,1,1,2,3,9,0,8,0,1,27,9,1,3,5,0,0,7,1,0,6,3,3,8,1,3,1,1,0,0,2,19,3,1,0,2,2,0,2,0,0,5,3,2,0,9,0,1,4,4,0,0,15,12,4,3,1,4,0,3,3,13,0,0,1,0,1,0,0,0,6,5,1,0,6,0,0,6,0,17,11,1,0,10,6,2,2,1,1,17,13,7,1,5,4,4,0,10,5,2,1,1,1,5,5,0,0,34,0,0,0,0,34,1,10,8,1,0,14
E00016725,Total,119,5,1,0,0,1,0,0,0,0,0,4,0,2,0,2,25,6,1,0,5,0,0,7,1,3,3,4,4,8,2,3,3,0,0,0,0,21,3,1,1,1,1,0,1,1,1,8,6,2,0,8,0,0,2,5,0,1,12,7,3,2,2,0,0,5,5,12,0,0,4,0,0,0,4,0,2,1,0,1,6,0,0,6,0,12,7,0,0,7,5,2,3,0,0,13,9,8,1,0,4,2,2,1,0,0,0,0,0,1,1,0,0,18,0,0,0,0,18,1,3,5,1,1,7
E00016706,Total,103,9,7,0,1,3,0,1,0,0,2,2,0,1,0,1,15,2,0,1,1,0,0,0,0,0,0,8,8,5,0,2,0,0,0,1,2,11,1,1,0,0,0,0,0,0,0,6,3,3,0,4,0,0,0,3,0,1,10,7,1,0,1,5,0,3,3,8,1,1,0,0,0,0,0,0,3,0,2,1,4,1,0,2,1,17,7,0,0,7,10,3,3,3,1,8,6,5,0,1,2,2,0,6,4,0,1,0,3,2,2,0,0,19,0,0,0,0,19,1,5,6,2,1,4
E00016708,Total,139,10,4,0,0,0,0,0,0,0,4,6,0,1,0,5,36,4,1,1,2,0,0,2,0,0,2,13,13,17,1,4,1,4,1,2,4,16,3,1,0,2,1,1,0,0,0,6,1,4,1,6,0,0,4,2,0,0,10,7,2,1,2,0,2,3,3,9,0,0,0,0,0,0,0,0,6,4,2,0,3,0,1,2,0,14,12,5,0,7,2,2,0,0,0,9,6,5,1,0,3,3,0,5,0,0,0,0,0,5,5,0,0,30,1,0,0,1,29,0,16,2,0,0,11
E00016709,Total,187,15,11,0,0,3,3,0,1,1,3,4,0,1,0,3,29,4,0,0,4,0,0,4,1,1,2,5,5,16,2,2,5,1,2,0,4,37,3,1,0,2,1,0,1,0,0,15,11,2,2,18,0,1,4,10,0,3,10,6,0,1,2,3,0,4,4,15,0,0,4,0,1,2,1,0,5,3,2,0,6,0,0,5,1,28,20,13,1,6,8,5,0,0,3,23,18,17,0,1,5,3,2,6,3,0,0,0,3,3,2,1,0,24,0,0,0,0,24,2,6,4,1,0,11
E00016714,Total,132,12,9,2,2,3,1,1,0,0,0,3,0,2,1,0,22,0,0,0,0,0,0,7,4,1,2,5,5,10,4,2,2,1,0,0,1,18,1,0,0,1,2,0,2,0,0,7,3,4,0,8,0,1,1,4,0,2,15,10,3,4,0,3,0,5,5,5,0,0,1,0,0,1,0,0,1,1,0,0,3,0,0,3,0,13,12,5,0,7,1,0,1,0,0,15,11,9,0,2,4,4,0,2,2,1,0,0,1,0,0,0,0,30,2,0,1,1,28,0,14,2,0,3,9
E00016715,Total,180,19,12,0,1,3,1,1,0,0,6,7,0,0,1,6,28,5,0,2,2,0,1,3,1,0,2,7,7,13,1,8,0,1,0,0,3,51,4,0,2,2,1,0,1,1,1,24,19,3,2,21,1,1,3,9,0,7,22,17,6,2,2,6,1,5,5,8,0,0,1,0,0,1,0,0,3,3,0,0,4,0,0,1,3,10,7,1,0,6,3,1,0,0,2,17,14,11,0,3,3,2,1,4,1,0,1,0,0,3,3,0,0,21,1,0,0,1,20,2,4,3,0,0,11
E00016675,Total,145,9,3,0,1,1,0,0,0,0,1,6,0,1,0,5,23,2,0,0,2,0,0,0,0,0,0,0,0,21,1,15,0,2,0,0,3,18,4,1,0,3,0,0,0,0,0,3,3,0,0,11,0,2,2,4,0,3,28,24,1,18,2,2,1,4,4,18,0,0,6,0,3,1,2,0,3,3,0,0,9,0,0,9,0,16,7,1,0,6,9,6,0,1,2,11,7,6,1,0,4,3,1,3,1,0,0,1,0,2,1,0,1,19,0,0,0,0,19,1,5,3,1,1,8
E00016677,Total,201,25,16,0,5,3,1,1,0,1,5,9,0,5,0,4,40,11,1,1,8,0,1,5,2,0,3,9,9,15,1,8,1,0,4,0,1,15,3,0,1,2,0,0,0,2,2,4,1,3,0,6,0,0,4,1,0,1,19,15,4,3,1,7,0,4,4,13,0,0,4,0,1,0,2,1,8,6,2,0,1,0,0,1,0,21,14,5,0,9,7,2,5,0,0,29,27,20,4,3,2,2,0,4,1,0,0,0,1,3,2,1,0,35,1,0,1,0,34,0,9,2,1,2,20
E00016683,Total,211,20,15,0,2,3,3,0,0,2,5,5,0,1,0,4,50,16,4,6,6,0,0,6,1,1,4,9,9,19,0,8,5,3,1,1,1,33,4,1,0,3,2,1,1,0,0,12,8,4,0,15,0,0,6,6,0,3,34,28,7,10,4,6,1,6,6,20,1,1,4,0,1,0,3,0,4,4,0,0,11,1,0,10,0,9,5,3,0,2,4,2,2,0,0,11,10,7,2,1,1,1,0,3,1,0,0,0,1,2,1,0,1,31,1,0,1,0,30,4,9,3,0,1,13
E00016697,Total,143,7,4,0,1,1,0,1,0,1,0,3,0,1,0,2,23,7,2,0,5,0,0,5,2,0,3,4,4,7,0,3,2,0,0,0,2,16,1,1,0,0,5,0,5,0,0,5,4,1,0,5,0,0,2,2,0,1,13,10,3,2,2,3,0,3,3,12,2,2,4,1,0,1,2,0,5,5,0,0,1,0,0,1,0,23,15,6,0,9,8,0,5,3,0,18,16,16,0,0,2,2,0,9,1,1,0,0,0,8,6,1,1,22,0,0,0,0,22,0,9,6,0,0,7
E00173940,Total,197,13,7,0,0,2,1,0,0,0,4,6,0,2,0,4,43,10,1,0,9,0,0,5,0,0,5,8,8,20,5,4,1,3,1,0,6,23,1,1,0,0,1,0,1,0,0,2,1,1,0,19,0,4,2,11,0,2,24,17,0,4,4,7,2,7,7,23,0,0,5,1,0,3,1,0,12,7,5,0,6,0,0,6,0,18,13,7,0,6,5,1,0,0,4,15,11,9,1,1,4,4,0,10,1,0,0,0,1,9,6,0,3,28,0,0,0,0,28,2,5,4,3,1,13
E00173949,Total,266,28,15,0,3,4,1,0,0,2,5,13,0,7,0,6,69,9,2,6,1,0,0,21,8,1,12,18,18,21,1,16,0,3,0,0,1,25,0,0,0,0,2,0,2,3,3,10,9,1,0,10,0,0,7,1,1,1,28,23,6,10,2,5,0,5,5,23,0,0,7,0,2,1,3,1,2,2,0,0,14,0,0,14,0,26,12,6,0,6,14,5,6,1,2,22,19,18,0,1,3,2,1,8,2,0,2,0,0,6,6,0,0,37,2,0,0,2,35,0,12,1,0,3,19
E00016684,Total,144,12,6,0,2,1,0,1,0,0,2,6,0,0,0,6,24,5,0,2,2,0,1,2,1,0,1,8,8,9,2,3,1,1,0,0,2,22,0,0,0,0,0,0,0,2,2,6,4,1,1,14,0,0,4,7,0,3,20,17,3,7,3,4,0,3,3,12,0,0,2,0,0,0,2,0,1,0,0,1,9,1,1,6,1,14,3,1,0,2,11,3,4,0,4,10,8,6,1,1,2,2,0,6,2,0,2,0,0,4,3,0,1,24,1,0,0,1,23,0,5,6,0,1,11
E00016687,Total,116,21,10,0,2,4,0,0,0,3,1,11,0,3,0,8,26,11,0,5,6,0,0,0,0,0,0,3,3,12,2,5,0,1,1,1,2,14,3,0,0,3,1,0,1,1,1,3,2,1,0,6,0,1,0,2,0,3,18,16,3,7,1,3,2,2,2,11,0,0,4,0,2,0,2,0,3,3,0,0,4,0,1,3,0,11,9,6,0,3,2,1,1,0,0,3,2,2,0,0,1,1,0,2,0,0,0,0,0,2,2,0,0,10,1,0,0,1,9,3,2,1,0,0,3
E00016694,Total,146,12,5,0,0,2,0,0,0,1,2,7,0,3,0,4,28,3,0,1,2,0,0,4,0,1,3,8,8,13,1,7,2,2,0,0,1,19,0,0,0,0,2,0,2,0,0,11,9,2,0,6,0,1,2,1,0,2,18,16,2,5,3,4,2,2,2,9,1,1,0,0,0,0,0,0,2,1,1,0,6,1,0,5,0,13,7,1,0,6,6,1,4,1,0,22,20,15,3,2,2,1,1,8,2,0,1,1,0,6,3,1,2,17,0,0,0,0,17,1,6,4,0,2,4
E00016718,Total,98,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,12,1,0,0,1,0,0,5,1,0,4,0,0,6,1,3,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,1,1,4,0,1,0,1,0,2,9,6,0,2,0,3,1,3,3,15,0,0,4,0,1,0,3,0,5,3,2,0,6,0,0,6,0,15,12,6,0,6,3,1,0,0,2,14,10,10,0,0,4,4,0,5,2,1,1,0,0,3,3,0,0,17,1,0,0,1,16,1,3,8,0,2,2
E00016721,Total,99,7,4,0,0,1,1,1,0,0,1,3,0,1,0,2,9,0,0,0,0,0,0,3,0,0,3,4,4,2,0,1,0,1,0,0,0,6,1,0,0,1,1,0,1,0,0,2,0,0,2,2,0,0,0,1,0,1,11,10,1,4,1,4,0,1,1,4,0,0,0,0,0,0,0,0,3,1,2,0,1,0,0,1,0,18,11,3,1,7,7,2,2,3,0,14,11,7,3,1,3,3,0,5,1,0,0,0,1,4,2,1,1,25,1,0,1,0,24,3,5,3,0,3,10
E00016723,Total,117,5,0,0,0,0,0,0,0,0,0,5,0,1,0,4,8,2,1,0,1,0,0,1,1,0,0,2,2,3,0,1,0,2,0,0,0,15,3,1,0,2,3,0,3,0,0,1,1,0,0,8,0,0,1,3,0,4,12,10,6,1,1,1,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,4,0,22,14,7,0,7,8,0,4,2,2,12,10,9,1,0,2,2,0,6,3,0,2,1,0,3,2,1,0,31,1,1,0,0,30,3,8,2,0,2,15
E00016679,Total,106,4,2,0,0,0,0,0,0,0,2,2,0,1,0,1,27,5,1,0,3,1,0,10,2,2,6,6,6,6,1,0,2,0,0,1,2,10,1,1,0,0,1,0,1,2,2,2,2,0,0,4,0,0,3,0,0,1,16,10,4,1,3,1,1,6,6,7,0,0,0,0,0,0,0,0,4,1,0,3,3,1,0,2,0,13,10,8,0,2,3,1,0,1,1,8,5,4,1,0,3,3,0,9,3,0,1,1,1,6,5,1,0,12,2,0,2,0,10,0,2,1,0,2,5
E00016689,Total,143,13,7,1,1,3,0,0,0,0,2,6,0,2,0,4,35,7,1,1,3,0,2,6,1,1,4,13,13,9,3,2,0,1,0,0,3,19,1,1,0,0,0,0,0,1,1,10,9,1,0,7,0,0,3,3,0,1,20,12,1,3,2,6,0,8,8,7,1,1,1,0,0,0,1,0,2,2,0,0,3,1,0,2,0,16,12,5,1,6,4,2,1,1,0,9,6,5,1,0,3,2,1,4,2,0,1,0,1,2,2,0,0,20,1,0,1,0,19,1,3,5,1,1,8
E00016693,Total,144,12,8,1,0,3,0,0,0,1,3,4,0,2,0,2,23,2,1,0,1,0,0,5,1,0,4,7,7,9,2,4,0,1,0,1,1,25,2,0,1,1,1,0,1,2,2,11,4,5,2,9,0,1,1,6,0,1,8,8,3,2,1,1,1,0,0,13,0,0,2,0,1,0,1,0,2,1,1,0,9,1,0,8,0,15,7,1,0,6,8,1,4,2,1,14,13,11,0,2,1,1,0,9,0,0,0,0,0,9,8,0,1,25,0,0,0,0,25,1,4,1,0,3,16
E00016701,Total,122,11,9,0,1,3,2,0,0,2,1,2,0,0,0,2,27,9,2,4,3,0,0,3,3,0,0,6,6,9,2,1,2,2,0,0,2,17,2,1,0,1,2,1,1,0,0,9,7,2,0,4,0,1,1,2,0,0,20,17,3,5,3,5,1,3,3,9,0,0,4,0,1,2,1,0,1,1,0,0,4,0,1,2,1,10,6,4,0,2,4,1,2,1,0,8,5,5,0,0,3,3,0,7,1,0,0,1,0,6,6,0,0,13,1,0,0,1,12,1,4,3,0,0,4
E00173939,Total,84,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,13,0,0,0,0,0,0,2,1,0,1,2,2,9,1,0,0,3,0,1,4,6,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,13,11,4,1,3,2,1,2,2,6,0,0,1,0,0,0,1,0,2,0,2,0,3,0,0,3,0,12,7,3,0,4,5,2,1,2,0,6,5,4,1,0,1,1,0,4,0,0,0,0,0,4,4,0,0,22,0,0,0,0,22,2,5,6,2,1,6
E00016210,Total,141,12,10,1,2,2,0,1,0,1,3,2,0,1,0,1,20,1,0,0,1,0,0,3,0,0,3,11,11,5,0,1,0,0,0,1,3,18,5,2,1,2,1,0,1,0,0,4,2,1,1,8,0,0,3,4,0,1,15,9,1,2,3,2,1,6,6,11,0,0,1,0,1,0,0,0,3,2,1,0,7,1,1,5,0,12,7,4,0,3,5,0,2,1,2,21,17,17,0,0,4,3,1,5,0,0,0,0,0,5,4,0,1,27,2,0,0,2,25,1,6,7,0,0,11
E00016239,Total,180,6,3,0,1,0,0,0,0,0,2,3,0,1,0,2,21,5,0,0,5,0,0,3,0,0,3,7,7,6,0,5,0,1,0,0,0,30,3,1,0,2,6,2,4,0,0,11,7,4,0,10,0,0,5,4,0,1,22,16,7,5,1,3,0,6,6,16,0,0,2,0,0,1,1,0,6,6,0,0,8,0,0,8,0,17,10,6,0,4,7,0,1,4,2,18,13,10,1,2,5,4,1,15,3,1,0,2,0,12,10,0,2,35,0,0,0,0,35,1,7,3,1,2,21
