Name,Code,Full-time,Part-time,Self-employed,Working student,Unemployed,Inactive
England,E92000001,38.621484930033596,13.716768342600238,9.756939145206134,3.4382092566996216,4.379595741652546,30.087002583807866
London,E12000007,39.84967998271184,10.89521799982411,11.653373070815737,4.062357682458241,5.206390472419861,28.332980791770208
Lewisham,E09000023,40.13284526435723,11.674383651305423,10.690649923638215,4.902669026205425,6.194274078204165,26.405178056289543
