,2011 super output area - lower layer,LSOA11CD,January 2016,February 2016,March 2016,April 2016,May 2016,June 2016,July 2016,August 2016,September 2016,October 2016,November 2016,December 2016,January 2017,February 2017,March 2017,April 2017,May 2017,June 2017,July 2017,August 2017,September 2017,October 2017,November 2017,December 2017,January 2018,February 2018,March 2018,April 2018,May 2018,June 2018,July 2018,August 2018,September 2018,October 2018,November 2018,December 2018,January 2019,February 2019,March 2019,April 2019,May 2019,June 2019,July 2019,August 2019,September 2019,October 2019,November 2019,December 2019,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020,October 2020,November 2020,December 2020,January 2021,February 2021,March 2021,April 2021,May 2021,June 2021,July 2021,August 2021,September 2021
147,Lewisham 034C,E01003191,35,35,35,45,45,40,45,45,35,30,30,30,30,35,35,40,35,45,40,35,35,35,35,35,35,40,40,35,30,35,30,25,30,30,40,45,50,45,50,55,55,50,50,55,55,55,50,60,55,60,60,85,125,125,130,140,135,135,135,140,135,140,150,140,130,115,105,110,110
148,Lewisham 034D,E01003192,45,40,40,45,45,45,40,45,40,40,35,30,35,40,45,45,50,45,45,40,45,45,40,45,50,50,50,50,50,55,45,40,45,40,45,45,45,50,50,55,55,60,60,65,75,70,75,75,75,80,90,110,155,160,155,155,160,160,160,145,150,160,165,165,170,155,150,145,140
149,Lewisham 035A,E01003326,25,25,30,25,25,30,25,30,30,25,35,35,35,30,30,35,35,35,35,40,35,35,35,30,30,30,30,30,25,25,30,30,35,45,40,40,40,45,50,50,50,55,50,50,50,60,55,55,55,60,55,75,95,95,95,110,105,100,100,95,95,95,95,90,95,95,95,85,85
150,Lewisham 035B,E01003327,25,25,25,25,30,35,30,30,30,30,25,25,30,25,20,25,20,25,25,25,25,30,25,30,25,30,30,30,30,25,25,30,30,35,30,35,30,30,30,30,35,35,35,35,35,35,35,30,30,40,40,65,105,100,95,100,100,95,110,105,90,100,90,90,85,80,85,75,75
151,Lewisham 035C,E01003328,30,35,35,35,35,40,45,40,45,40,40,45,40,40,40,40,35,35,40,40,35,30,35,40,45,45,45,45,50,50,50,55,50,60,55,50,55,55,50,45,45,40,45,45,45,50,50,55,55,55,55,80,115,110,105,115,115,105,115,105,105,110,105,110,105,90,95,90,90
152,Lewisham 035D,E01003333,25,25,30,25,20,25,25,25,25,25,20,15,20,20,15,20,15,20,15,15,15,15,15,15,20,25,25,20,25,25,20,20,25,25,30,30,30,30,30,30,35,30,30,30,30,35,35,35,35,40,35,60,80,85,90,90,90,90,85,85,85,85,95,90,80,80,80,90,85
153,Lewisham 035E,E01003335,40,40,40,35,35,40,35,40,40,35,40,35,40,40,40,40,35,35,40,40,40,45,40,35,40,45,50,50,50,45,45,45,55,50,55,55,60,50,50,50,55,55,55,60,65,65,65,70,70,80,75,95,125,130,130,130,130,130,130,125,125,140,145,135,125,125,120,110,115
154,Lewisham 037A,E01003236,30,25,35,30,20,25,25,25,20,25,25,25,30,30,25,25,25,30,25,20,20,20,20,20,20,25,25,25,25,30,30,30,30,25,25,30,25,35,30,35,35,35,40,45,40,40,40,40,40,35,45,65,140,130,135,140,135,130,125,125,125,140,150,130,130,115,115,100,95
155,Lewisham 037B,E01003237,20,25,25,25,30,25,30,30,25,30,25,25,25,25,25,20,20,20,25,25,25,25,25,25,25,25,25,20,25,20,30,25,30,35,35,35,35,35,35,35,35,40,35,45,50,50,45,45,45,45,45,70,105,100,110,110,110,110,110,115,105,120,120,135,140,120,110,120,115
156,Lewisham 037C,E01003238,25,20,25,25,25,25,25,25,20,15,25,20,15,15,15,25,25,25,30,25,25,25,30,35,30,30,30,30,30,30,30,30,25,30,30,35,35,35,40,45,45,45,50,45,50,45,50,50,45,45,50,60,100,100,100,100,105,100,95,100,100,105,105,110,95,90,85,90,85
157,Lewisham 037D,E01003239,30,35,30,30,25,30,30,30,35,30,25,25,30,30,30,25,25,30,30,25,30,25,30,30,30,35,40,40,35,35,35,35,30,35,40,40,40,50,45,45,45,45,45,40,45,45,55,55,55,50,55,80,120,115,120,115,115,120,115,115,115,125,125,120,115,110,100,100,110
158,Lewisham 037E,E01032564,15,20,20,20,20,25,30,30,30,25,25,20,20,20,20,20,20,25,25,30,25,20,20,20,15,20,20,25,25,25,25,25,25,35,30,30,35,30,30,35,40,45,40,40,45,45,45,35,35,35,35,50,85,80,80,75,80,80,80,80,80,85,95,80,80,80,75,75,70
159,Lewisham 038A,E01003235,15,15,20,20,20,20,25,25,20,15,15,15,20,20,20,25,25,20,20,15,15,15,15,15,20,20,15,20,15,20,25,20,20,25,20,25,20,30,25,30,30,35,35,30,35,40,35,30,30,30,30,55,90,75,80,80,85,80,85,90,85,90,80,75,80,70,75,75,70
160,Lewisham 038B,E01003240,30,30,30,30,25,35,30,35,30,30,25,25,30,30,30,35,35,30,30,30,25,25,25,25,25,25,30,20,25,25,25,25,30,35,30,30,30,40,40,40,40,50,50,55,55,55,45,45,45,45,50,75,115,115,120,125,130,125,130,130,130,125,125,125,130,120,115,115,105
161,Lewisham 038C,E01003241,30,35,35,35,40,35,35,35,35,30,35,30,35,30,35,30,30,35,35,40,35,35,30,30,30,30,30,30,25,30,30,25,25,30,35,35,40,35,35,40,40,40,40,45,45,45,50,45,45,45,50,65,85,90,100,105,110,100,120,115,115,115,125,115,105,100,105,90,85
162,Lewisham 038D,E01003243,20,15,15,20,25,15,25,30,30,30,30,30,30,25,25,30,30,30,30,25,25,25,25,20,15,25,20,20,25,30,30,30,30,25,30,30,35,35,35,35,35,40,40,40,40,45,40,40,35,35,35,55,105,90,95,100,100,100,95,95,90,100,100,90,90,75,70,85,85
163,Lewisham 038E,E01032565,30,35,30,30,35,35,25,25,25,25,20,20,20,20,25,25,25,35,35,35,30,30,30,25,25,30,30,25,30,30,25,25,30,30,25,30,30,35,35,35,30,35,30,35,35,35,35,35,35,40,45,55,85,85,85,80,85,80,75,80,80,85,85,80,80,70,70,75,70
164,Lewisham 039A,E01003298,40,40,40,45,50,40,45,45,50,45,40,40,35,35,35,35,35,35,35,35,35,35,40,35,40,45,45,45,45,45,50,60,45,50,45,45,40,40,40,50,45,50,45,40,40,40,55,55,55,50,50,80,120,120,125,130,135,125,135,135,130,130,135,135,125,125,110,110,105
165,Lewisham 039B,E01003300,55,60,60,60,50,50,50,45,50,45,45,40,40,40,35,40,40,50,50,45,45,40,40,40,40,40,40,40,50,50,50,60,55,50,55,50,55,60,60,60,60,55,65,70,65,65,75,70,75,75,70,100,150,140,145,145,155,160,160,160,145,155,150,160,160,140,135,130,120
166,Lewisham 039C,E01003303,35,35,30,35,35,35,35,30,40,35,35,40,40,35,35,35,30,30,30,30,30,30,30,30,40,40,40,45,45,45,45,50,45,45,45,55,55,55,60,60,65,60,55,50,55,55,65,60,65,60,65,110,140,140,135,135,150,145,160,150,145,145,140,150,145,140,135,130,130
167,Lewisham 039D,E01003304,55,55,65,65,65,55,55,55,60,50,50,45,55,55,45,40,45,45,55,55,55,55,60,55,60,60,65,60,60,65,65,55,55,60,60,70,65,55,65,75,70,70,75,70,85,85,85,75,85,80,80,130,225,220,220,225,220,220,215,225,220,240,245,245,225,210,200,185,180
168,Lewisham 039E,E01032579,50,50,50,60,50,60,55,55,50,50,45,45,50,50,50,55,60,55,55,50,50,55,50,55,55,60,65,65,60,60,55,60,70,80,80,80,85,85,85,85,90,100,100,100,105,100,115,105,100,100,105,160,210,205,210,205,210,205,215,210,210,205,210,200,205,195,180,165,170
